date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.27,-8.000000000008,-53.999999999998494,-36.0000000000027,-38.0000000000047,-9.999999999998899,-26.000000000003798,-107.00000000000153,-90.99999999999665,-152.9999999999916,-29.00000000001235,-137.99999999997146,-68.99999999998573,-73.00000000001194,-66.99999999999484,-57.00000000000216,-43.99999999999693,-31.999999999996476,-108.99999999999244,-34.000000000000696,,-1174.9999999999714
2015.07.27,-16.000000000016,-19.999999999997797,-19.999999999997797,-43.999999999999595,17.000000000000348,25.999999999992696,-47.00000000000814,-63.99999999999739,-133.99999999998613,16.999999999978144,-79.99999999999119,-27.999999999983594,-36.999999999998145,-114.99999999999844,13.999999999995794,-12.000000000000455,-42.999999999992156,-158.99999999999804,-26.999999999999247,,-771.9999999999972
2015.07.27,-53.999999999998494,18.0000000000069,-65.00000000000395,-87.99999999999919,36.999999999998145,-28.000000000005798,-131.00000000000333,-129.9999999999968,-88.99999999999864,106.99999999999044,-138.99999999997803,-8.999999999992347,-83.9999999999952,-143.99999999998857,-42.00000000000159,-109.99999999999943,-140.00000000000057,-182.99999999999983,-43.999999999999595,,-1317.999999999966
2015.07.27,-92.00000000000318,39.999999999995595,-80.00000000000229,-121.99999999999989,31.000000000003247,17.000000000000348,-97.00000000000264,-153.99999999999858,111.99999999999477,197.00000000000273,-112.99999999998533,29.00000000001235,-147.00000000000824,-268.9999999999859,-64.00000000000716,-144.00000000000546,-199.99999999998863,-224.9999999999974,-92.00000000000318,,-1372.9999999999789
2015.07.27,-137.00000000000932,-1.999999999990898,-136.00000000000279,-128.00000000000588,8.999999999992347,-19.999999999997797,-156.00000000000057,-170.99999999999892,127.00000000000955,208.99999999999253,-187.99999999998818,-61.99999999998429,-310.0000000000103,-350.9999999999902,-75.00000000000284,-201.00000000000762,-187.99999999998818,-213.99999999999199,-58.000000000002494,,-2051.999999999978
2015.07.27,-127.99999999999478,26.999999999999247,-112.99999999999643,-117.00000000000044,14.000000000002899,-14.999999999998348,-147.00000000000824,-168.99999999999693,104.00000000001342,238.0000000000049,-103.99999999997078,-54.99999999998284,-249.00000000001032,-309.99999999998806,-64.00000000000716,-173.00000000000182,-179.9999999999926,-207.00000000000162,-95.00000000000064,,-1742.9999999999309
2015.07.27,-134.00000000001188,0.0,-121.00000000000443,-148.0000000000037,17.000000000000348,-19.00000000000235,-134.0000000000008,-195.00000000000074,-33.999999999991815,164.00000000000858,-138.99999999997803,-35.999999999991594,-246.00000000001288,-354.9999999999942,-40.00000000000625,-129.99999999999545,-175.99999999998772,-236.99999999999832,-144.99999999999514,,-2107.9999999999663
2015.07.27,-191.00000000000784,-36.999999999998145,-106.00000000000608,-168.99999999999693,-1.999999999990898,34.000000000000696,-64.0000000000085,-165.00000000000404,-25.000000000005684,239.99999999997357,-21.99999999996649,55.000000000005045,-93.99999999999409,-279.99999999999136,-16.000000000005343,-76.00000000000762,-163.99999999998727,-249.99999999999466,-119.00000000000244,,-1450.9999999999884
2015.07.27,-249.99999999999466,-36.999999999998145,-212.99999999999653,-311.00000000000574,-7.999999999985796,74.99999999999174,-130.0000000000079,-261.99999999999557,-13.00000000000523,229.99999999999687,-321.99999999997783,96.00000000000719,-253.99999999999866,-526.9999999999886,-31.00000000000591,-210.00000000000796,-333.999999999989,-430.9999999999925,-214.00000000000307,,-3145.9999999999577
2015.07.27,-280.0000000000136,-48.000000000003595,-229.99999999999687,-316.0000000000052,-9.999999999998899,88.99999999999464,-117.00000000000044,-241.99999999999778,0.0,266.99999999997283,-322.9999999999844,136.00000000000279,-157.00000000000713,-479.99999999999153,-3.0000000000001137,-191.0000000000025,-312.9999999999882,-417.99999999999613,-234.00000000000088,,-2870.0000000000173
