date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,empty,sum
2017.05.08,-92.99999999999864,-25.999999999992696,-129.99999999998568,-86.99999999999264,-12.000000000000899,-19.999999999997797,-132.99999999999423,-103.00000000000864,-56.0000000000005,-116.99999999998934,-79.99999999999119,-194.0000000000053,-208.99999999999253,-205.99999999999508,-76.00000000000762,-6.000000000000227,-14.000000000002899,,-1561.999999999956
2017.05.08,-125.99999999999278,3.0000000000196536,-102.00000000000209,41.000000000002146,-7.0000000000014495,-62.000000000006494,-148.99999999999915,-124.00000000000189,-82.99999999999974,49.00000000001015,-13.999999999980695,-123.99999999999079,-165.9999999999995,-204.99999999998852,-50.00000000001137,57.00000000000216,24.999999999986144,,-1036.9999999999543
2017.05.08,-165.9999999999995,-207.99999999998596,-309.99999999998806,22.999999999995246,-7.9999999999968985,-18.999999999991246,-151.00000000000114,-125.00000000000844,-51.99999999999649,-97.9999999999981,-223.99999999997976,-256.00000000001177,-379.99999999998033,-330.9999999999924,-26.00000000001046,100.99999999999909,-34.000000000000696,,-2263.9999999999472
2017.05.08,-175.99999999999838,-231.99999999998778,-308.9999999999815,156.00000000000057,-19.999999999997797,79.00000000000685,-142.99999999999312,-146.00000000000168,-92.00000000000318,-66.99999999999484,-300.99999999999574,-261.0000000000001,-400.00000000000034,-408.9999999999927,39.99999999999204,102.00000000000387,114.99999999999844,,-2063.999999999946
2017.05.08,-129.9999999999968,-203.99999999998198,-298.9999999999826,131.00000000001444,-71.99999999999429,83.00000000001084,-118.99999999999133,-178.00000000000037,-80.99999999999774,-75.99999999998718,-387.99999999998835,-249.99999999999466,-484.9999999999799,-428.9999999999905,69.99999999999318,135.99999999999568,153.9999999999875,,-2136.9999999998845
2017.05.08,-222.99999999999542,-203.99999999998198,-529.999999999986,100.99999999999554,-34.000000000000696,137.9999999999937,-179.99999999999127,-223.00000000000654,-93.99999999999409,-103.99999999999298,-329.00000000000153,-550.000000000006,-772.9999999999793,-651.0000000000016,107.99999999998988,174.0000000000066,126.99999999998823,,-3246.9999999999636
2017.05.08,-263.0000000000021,-290.9999999999968,-592.9999999999991,110.00000000001009,-31.000000000003247,194.0000000000053,-212.99999999999653,-219.00000000000253,-92.00000000000318,-187.00000000000384,-281.99999999998226,-629.9999999999973,-781.9999999999939,-648.9999999999885,104.99999999998977,290.00000000000625,-56.000000000011596,,-3588.99999999997
2017.05.08,-251.00000000000122,-308.9999999999815,-529.0000000000017,33.00000000001635,31.000000000003247,191.99999999999218,-251.99999999999667,-155.00000000000514,-143.9999999999997,-376.9999999999829,-252.99999999999213,-672.0000000000059,-586.999999999982,-723.0000000000069,13.999999999995794,188.0000000000024,-85.00000000000173,,-3878.9999999999477
2017.05.08,-251.00000000000122,-309.99999999998806,-529.0000000000017,-80.99999999999774,63.00000000000195,207.00000000000162,-302.9999999999977,-126.0000000000039,-217.99999999999596,-496.99999999999187,-232.99999999999432,-781.0000000000094,-554.9999999999944,-893.9999999999948,-49.000000000006594,48.00000000000182,-160.00000000000458,,-4668.999999999976
2017.05.08,-217.99999999999596,-301.99999999998005,-473.99999999999665,-68.00000000000139,87.99999999999919,207.00000000000162,-278.9999999999959,-75.00000000000284,-198.99999999999363,-463.9999999999977,-153.9999999999875,-697.9999999999986,-442.9999999999934,-845.0000000000068,-67.00000000000728,73.0000000000075,-358.9999999999982,,-4276.999999999947
2017.05.08,-175.99999999999838,-265.99999999998846,-446.9999999999974,-29.999999999996696,165.00000000000404,205.99999999999508,-245.99999999999068,28.999999999990145,-112.99999999999643,-385.99999999999744,119.00000000000244,-649.0000000000107,-236.99999999999832,-631.9999999999882,-50.00000000001137,126.00000000000477,-297.9999999999983,,-2884.9999999999754
2017.05.08,-187.9999999999993,-290.9999999999968,-421.99999999998903,-86.99999999999264,104.99999999999955,191.99999999999218,-279.99999999999136,-29.000000000001247,-134.0000000000008,-489.99999999999045,-66.99999999999484,-683.0000000000114,-305.9999999999841,-648.0000000000041,-27.000000000001023,138.9999999999958,-238.0000000000049,,-3453.9999999999745
2017.05.08,-220.99999999999343,-323.99999999999096,-482.999999999989,-48.99999999998794,134.0000000000008,195.00000000001182,-276.9999999999939,-40.00000000000669,-243.99999999999977,-461.0000000000003,-80.99999999999774,-696.999999999992,-318.9999999999804,-936.0000000000035,-12.000000000000455,76.00000000000762,-267.0000000000172,,-4005.999999999933
2017.05.08,-232.99999999999432,-322.9999999999844,-506.9999999999908,-18.999999999991246,121.99999999999989,217.0000000000005,-273.000000000001,-50.0000000000056,-275.000000000003,-448.000000000004,-79.99999999999119,-707.9999999999975,-392.9999999999989,-1061.000000000001,1.9999999999953388,22.999999999996135,-236.99999999999832,,-4242.999999999969
2017.05.08,-263.0000000000021,-345.99999999997965,-549.9999999999839,-11.999999999989797,102.99999999999754,219.99999999999798,-283.99999999999534,-101.00000000000664,-324.00000000000205,-443.99999999999994,-110.99999999999443,-753.0000000000036,-513.9999999999923,-1157.000000000008,7.999999999995566,-12.000000000000455,-184.00000000000637,,-4723.999999999974
2017.05.08,-253.99999999999866,-274.9999999999808,-539.0000000000006,-36.999999999998145,60.99999999999994,170.00000000000347,-291.99999999999227,-123.00000000000644,-361.9999999999957,-378.999999999996,-166.99999999998383,-757.0000000000076,-554.9999999999944,-1232.9999999999952,36.000000000001364,-42.999999999992156,-156.00000000000057,,-4904.999999999938
2017.05.08,-232.99999999999432,-225.99999999999287,-453.99999999999886,-9.999999999998899,45.000000000006146,170.00000000000347,-264.999999999993,-121.00000000000443,-309.99999999999915,-296.9999999999917,-105.99999999998388,-628.0000000000064,-486.999999999993,-1058.9999999999877,6.000000000000227,-28.999999999996362,-114.0000000000141,,-4117.999999999945
2017.05.08,-188.9999999999947,-218.99999999999142,-430.9999999999814,-92.00000000000318,-41.9999999999976,93.00000000000975,-242.99999999999324,-152.00000000000767,-341.99999999999784,-368.9999999999971,-332.9999999999833,-615.9999999999943,-474.999999999981,-1065.0000000000048,-57.00000000000216,-152.00000000000102,-103.00000000000864,,-4786.999999999929
2017.05.08,-187.9999999999993,-203.99999999998198,-418.9999999999916,-82.99999999998863,-29.000000000001247,99.00000000000463,-236.99999999999832,-141.00000000000225,-346.9999999999973,-317.9999999999961,-268.0000000000016,-587.0000000000042,-517.9999999999962,-1130.9999999999932,-38.000000000010914,-121.99999999999989,-48.000000000003595,,-4578.999999999962
2017.05.08,-295.99999999999625,-181.9999999999933,-368.9999999999971,45.000000000006146,29.999999999996696,-12.999999999996348,-290.00000000000136,-176.0000000000095,-441.0000000000025,-180.99999999998673,-154.99999999999403,-458.00000000000284,-438.9999999999894,-1058.0000000000034,76.99999999999818,-75.00000000000284,-60.000000000015596,,-4040.99999999999
2017.05.08,-385.000000000002,-102.99999999998644,-556.0000000000009,34.000000000000696,73.00000000000084,-1.999999999990898,-344.99999999999534,-210.00000000001017,-525.9999999999932,-24.000000000001798,118.00000000001809,-703.0000000000092,-462.9999999999912,-1383.000000000001,80.99999999998886,-99.00000000000375,-146.00000000000168,,-4638.999999999979
2017.05.08,-375.0000000000031,-136.99999999998712,-625.9999999999932,92.00000000000318,67.00000000000594,72.0000000000054,-300.99999999999574,-224.000000000002,-512.0000000000014,5.000000000010552,29.00000000001235,-707.9999999999975,-684.9999999999801,-1466.9999999999961,131.00000000000023,-120.99999999999511,-52.000000000007596,,-4811.999999999922
2017.05.08,-369.99999999999255,-129.00000000000134,-615.9999999999943,-65.99999999998829,-121.99999999999989,168.99999999999693,-383.99999999999545,-394.00000000000546,-624.9999999999977,-198.99999999999363,-318.9999999999804,-883.9999999999959,-1020.9999999999831,-1767.0000000000075,103.9999999999992,-150.00000000000568,-30.0000000000189,,-6802.999999999964
2017.05.08,-356.9999999999962,-120.99999999999334,-649.999999999995,-24.000000000001798,-85.00000000000173,185.99999999999727,-334.00000000000097,-324.00000000000205,-573.0000000000013,-177.99999999998929,-316.99999999998954,-831.000000000004,-946.9999999999867,-1720.9999999999948,122.99999999999045,-126.00000000000477,75.00000000000284,,-6203.999999999971
2017.05.08,-464.9999999999932,-288.99999999998374,-767.9999999999909,78.00000000000028,-48.000000000003595,201.99999999999108,-352.9999999999922,-345.0000000000064,-624.9999999999977,-190.00000000000128,-329.00000000000153,-883.0000000000116,-991.9999999999928,-1829.9999999999982,182.99999999999272,-108.99999999999466,62.99999999999084,,-6699.999999999993
2017.05.08,-631.9999999999992,-261.0000000000001,-811.9999999999905,155.00000000001623,14.999999999998348,62.000000000006494,-471.99999999999466,-456.00000000000085,-734.9999999999968,-51.000000000001044,-253.99999999999866,-913.0000000000083,-998.9999999999943,-1863.999999999999,293.99999999999693,-46.999999999997044,55.99999999998939,,-6913.999999999974
2017.05.08,-658.9999999999985,-261.0000000000001,-797.9999999999876,150.00000000000568,-2.000000000002,26.999999999999247,-490.999999999997,-479.0000000000072,-753.9999999999991,-52.99999999999194,-282.9999999999888,-916.99999999999,-1011.9999999999907,-1863.999999999999,298.9999999999924,-15.000000000000568,88.99999999998354,,-7022.999999999972
2017.05.08,-605.0,-236.99999999999832,-701.9999999999804,238.0000000000049,4.999999999999449,7.0000000000014495,-398.9999999999938,-447.0000000000085,-734.9999999999968,29.999999999996696,-227.99999999998377,-687.9999999999998,-910.9999999999951,-1788.9999999999961,310.99999999999284,-69.99999999999318,137.9999999999937,,-6081.999999999957
2017.05.08,-619.0000000000028,-279.99999999999136,-717.9999999999964,232.00000000000998,31.000000000003247,-4.000000000004,-425.99999999999307,-445.0000000000065,-720.9999999999939,-65.99999999998829,-270.99999999999903,-733.0000000000059,-913.9999999999926,-1734.9999999999977,289.99999999999204,-61.99999999999761,129.99999999998568,,-6310.999999999978
2017.05.08,-653.999999999999,-390.9999999999858,-783.0000000000003,310.9999999999946,33.000000000005244,5.000000000010552,-363.99999999999767,-386.0000000000086,-661.0000000000005,11.00000000000545,-244.9999999999841,-631.0000000000038,-780.9999999999873,-1614.0000000000043,303.99999999998784,-57.999999999992724,125.99999999998168,,-5777.999999999978
2017.05.08,-710.999999999995,-390.0000000000015,-851.9999999999861,358.00000000001387,128.00000000000588,-7.0000000000014495,-412.9999999999967,-388.0000000000106,-673.9999999999968,26.0000000000149,-193.99999999998306,-692.0000000000038,-824.9999999999868,-1669.0000000000093,355.99999999999454,37.9999999999967,66.99999999999484,,-5841.999999999951
2017.05.08,-712.0000000000015,-342.9999999999822,-779.9999999999807,387.000000000004,161.00000000000003,-92.00000000000318,-400.00000000000034,-373.00000000000114,-636.9999999999986,48.000000000003595,-47.99999999998139,-644.0000000000001,-711.9999999999793,-1503.0000000000098,351.99999999998965,54.000000000002046,70.99999999999883,,-5170.99999999994
2017.05.08,-734.9999999999968,-317.9999999999961,-752.9999999999815,251.00000000000122,139.00000000000023,-131.99999999999878,-487.99999999999955,-409.0000000000038,-707.000000000002,-7.999999999985796,-32.999999999994145,-696.0000000000077,-696.999999999992,-1557.9999999999927,187.99999999998818,-69.99999999999318,3.999999999981796,,-6021.999999999973
2017.05.08,-1002.0000000000028,-468.9999999999861,-770.9999999999884,266.0000000000107,150.00000000000568,-377.0000000000051,-639.9999999999961,-530.0000000000082,-817.000000000001,-188.9999999999947,-70.99999999999883,-736.0000000000033,-705.0000000000001,-1600.0000000000014,197.9999999999933,-63.99999999999295,-48.000000000003595,,-7404.999999999972
2017.05.08,-1022.0000000000007,-463.9999999999977,-805.9999999999956,348.9999999999993,201.00000000000674,-364.9999999999931,-613.9999999999924,-538.0000000000051,-866.9999999999956,-126.0000000000039,-48.99999999998794,-639.9999999999961,-584.9999999999911,-1570.0000000000048,248.99999999999523,-72.00000000000273,-36.0000000000138,,-6954.999999999978
2017.05.08,-1031.9999999999995,-514.9999999999987,-870.9999999999995,383.0,217.0000000000005,-341.99999999999784,-627.9999999999952,-549.0000000000106,-864.9999999999935,-78.00000000000028,-40.99999999997994,-669.0000000000085,-634.9999999999856,-1564.0000000000098,217.9999999999893,-72.00000000000273,2.999999999997449,,-7039.999999999994
2017.05.08,-1017.0000000000013,-471.9999999999835,-945.9999999999802,502.00000000000244,246.99999999999721,-224.000000000002,-542.9999999999935,-511.0000000000059,-805.0000000000001,59.000000000009045,4.000000000004,-680.9999999999983,-736.9999999999877,-1627.0000000000007,316.99999999999307,16.000000000005343,19.999999999997797,,-6397.9999999999445
2017.05.08,-1031.9999999999995,-530.9999999999926,-1000.9999999999852,595.9999999999966,268.0000000000016,-256.99999999999613,-535.999999999992,-514.0000000000033,-741.9999999999982,155.00000000001623,-10.999999999983245,-592.9999999999991,-743.9999999999891,-1557.0000000000084,332.9999999999984,64.00000000000716,75.99999999998718,,-6025.999999999939
2017.05.08,-1074.9999999999927,-487.99999999999955,-898.9999999999832,595.0000000000122,265.99999999999955,-340.9999999999913,-546.9999999999975,-549.0000000000106,-746.0000000000023,180.0000000000024,33.00000000001635,-581.9999999999936,-668.9999999999862,-1388.999999999996,326.9999999999982,82.99999999999841,79.99999999999119,,-5720.9999999999345
2017.05.08,-1132.9999999999952,-531.9999999999991,-917.9999999999966,582.0000000000158,267.00000000000614,-341.99999999999784,-567.9999999999907,-548.0000000000041,-739.9999999999962,121.99999999999989,-8.999999999992347,-534.9999999999966,-633.9999999999791,-1280.9999999999989,215.99999999999397,24.00000000000091,70.99999999999883,,-5957.999999999931
2017.05.08,-1092.9999999999995,-483.99999999999557,-885.9999999999868,548.9999999999995,256.99999999999613,-370.999999999988,-609.9999999999994,-559.0000000000094,-759.999999999994,43.00000000001525,-7.0000000000014495,-632.0000000000103,-663.999999999998,-1330.0000000000089,146.99999999999136,-19.000000000005457,41.99999999998649,,-6377.000000000008
