date,USDCHF,GBPUSD,EURUSD,USDJPY,CADCHF,EURAUD,AUDJPY,empty,sum
2016.07.25,-82.99999999999974,-270.99999999999903,-60.99999999999994,-31.00000000000591,-46.00000000000159,-103.99999999999298,-100.00000000000853,,-696.0000000000077
2016.07.25,-123.00000000000644,-180.0000000000024,-43.999999999999595,-219.99999999999886,-2.000000000002,-60.99999999999994,33.999999999991815,,-596.0000000000175
2016.07.25,-163.00000000000205,-261.0000000000001,-99.00000000000463,-146.0000000000008,-43.00000000000415,-80.99999999999774,12.000000000000455,,-781.0000000000091
2016.07.25,-165.00000000000404,-83.9999999999952,-42.0000000000087,-299.0000000000066,-85.00000000000173,-121.99999999999989,105.99999999999454,,-691.0000000000216
2016.07.25,-165.9999999999995,-76.0000000000094,-69.00000000000794,-237.99999999999955,-91.00000000000774,-198.99999999999363,193.9999999999884,,-645.0000000000293
2016.07.25,-158.0000000000026,-207.00000000000162,-69.00000000000794,-264.00000000001,-118.00000000000699,-353.99999999998766,250.0,,-920.0000000000168
2016.07.25,-167.00000000000603,-208.00000000000819,-72.0000000000054,-370.00000000000455,-133.00000000000534,-368.9999999999971,245.9999999999951,,-1073.0000000000314
2016.07.25,-219.00000000000253,-303.9999999999932,-147.00000000000824,-555.0000000000068,-142.00000000000878,-365.99999999999966,284.9999999999966,,-1448.0000000000225
2016.07.25,-274.00000000000756,-320.9999999999935,-209.00000000001472,-612.9999999999995,-100.00000000000009,-398.9999999999938,330.99999999998886,,-1585.0000000000205
2016.07.25,-250.00000000000577,-295.0000000000008,-173.00000000000094,-574.0000000000123,-86.0000000000083,-404.0000000000044,359.99999999999943,,-1422.0000000000332
2016.07.25,-209.00000000000364,-283.99999999999534,-129.00000000000134,-425.00000000001137,-51.000000000001044,-337.99999999999386,355.99999999999454,,-1080.0000000000123
2016.07.25,-182.99999999999983,-201.99999999999108,-86.0000000000083,-405.00000000000114,-73.00000000000084,-350.9999999999902,340.999999999994,,-958.9999999999974
2016.07.25,-137.00000000000932,-236.99999999999832,-42.0000000000087,-374.00000000000944,-45.000000000006146,-315.99999999998295,360.99999999999,,-790.0000000000248
2016.07.25,-92.00000000000318,-282.0000000000045,-35.00000000000725,-301.00000000000193,-8.000000000008,-241.00000000000233,212.99999999999386,,-746.0000000000332
2016.07.25,-90.0000000000012,-239.99999999999577,-21.00000000000435,-219.99999999999886,-10.000000000010001,-218.99999999999142,259.00000000000034,,-541.0000000000013
2016.07.25,-116.00000000000499,-209.9999999999991,-28.000000000005798,-200.00000000000284,-11.00000000000545,-190.99999999998562,193.9999999999884,,-562.0000000000155
2016.07.25,-112.000000000001,-120.99999999999334,9.999999999998899,-242.00000000000443,-31.000000000003247,-245.99999999999068,200.9999999999934,,-541.0000000000005
2016.07.25,-96.00000000000719,-127.99999999999478,14.999999999987246,-76.00000000000762,-24.000000000001798,-394.9999999999898,183.9999999999975,,-520.0000000000166
2016.07.25,-172.00000000000549,-187.00000000000384,-46.0000000000127,-69.00000000000261,-31.000000000003247,-422.9999999999956,131.00000000000023,,-797.0000000000232
2016.07.25,-226.99999999999943,-228.00000000000597,-80.00000000001339,-91.00000000000819,-50.0000000000056,-475.0000000000032,215.99999999999397,,-935.0000000000417
2016.07.25,-204.00000000000418,-170.00000000000347,-104.99999999999955,-221.00000000000364,-42.0000000000087,-459.99999999999375,216.99999999999875,,-985.0000000000144
