date,USDCHF,GBPUSD,EURUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2015.10.26,-31.000000000003247,-76.99999999999375,-16.000000000016,-29.999999999996696,-57.00000000000216,-39.00000000000014,-73.00000000000084,-39.999999999995595,-19.999999999997797,-139.00000000002245,-170.00000000000347,-140.0000000000068,-260.0000000000158,-9.999999999990905,-16.000000000005343,-120.99999999999334,-8.999999999992347,,-1248.0000000000366
2015.10.26,-24.000000000001798,-95.00000000000064,3.999999999981796,-85.99999999999719,25.000000000005684,-17.000000000000348,-136.99999999999824,-29.000000000001247,-42.999999999993044,-279.00000000000705,-217.0000000000005,-253.99999999999866,-196.0000000000184,37.9999999999967,-85.00000000000796,-200.00000000000017,3.0000000000085514,,-1592.0000000000323
2015.10.26,-46.999999999997044,-85.00000000000173,68.99999999998573,-69.9999999999923,-12.000000000000455,-51.99999999999649,-136.00000000000279,-2.000000000002,24.000000000001798,-363.00000000002444,-279.99999999999136,-154.99999999999403,-202.00000000001327,28.999999999996362,-115.99999999999966,-241.99999999999778,86.0000000000083,,-1554.000000000021
2015.10.26,-44.99999999999504,-89.00000000000574,85.00000000000173,-73.00000000000084,-21.000000000000796,-63.99999999999739,-134.0000000000008,-4.999999999999449,34.000000000000696,-260.0000000000158,-307.99999999999716,-130.99999999999224,-226.00000000001506,55.999999999997385,-79.00000000000773,-210.99999999999451,80.00000000000229,,-1391.0000000000205
2015.10.26,-46.999999999997044,-158.99999999999804,89.99999999999008,-113.99999999999189,85.99999999999852,-65.00000000000395,-185.99999999999727,12.999999999996348,53.00000000000304,-397.99999999998727,-411.99999999999017,-140.99999999999113,-280.0000000000136,108.00000000000409,-28.000000000005798,-337.99999999999386,95.00000000000064,,-1722.9999999999773
2015.10.26,-41.000000000002146,-143.00000000000423,81.9999999999821,-95.99999999999609,222.99999999999898,-92.99999999999864,-219.00000000000253,12.000000000000899,41.000000000002146,-483.0000000000112,-400.00000000000034,-286.99999999999284,-253.99999999999866,245.00000000000455,-46.999999999997044,-387.000000000004,133.00000000000534,,-1714.0000000000132
2015.10.26,-68.99999999999685,-160.00000000000458,75.99999999998718,-159.9999999999935,207.00000000000784,-90.99999999999665,-304.00000000000426,29.000000000001247,36.0000000000027,-778.9999999999964,-378.999999999996,-462.9999999999912,-188.00000000001037,245.00000000000455,-140.00000000000057,-468.00000000000176,181.00000000000892,,-2426.9999999999795
2015.10.26,-129.9999999999968,-160.00000000000458,143.99999999998857,-190.00000000000128,106.99999999999932,-82.99999999999974,-331.0000000000035,56.0000000000005,46.00000000000159,-875.0000000000035,-303.9999999999932,-540.0000000000072,-29.00000000001235,182.00000000000216,-203.00000000000296,-493.99999999999443,197.00000000000273,,-2607.0000000000246
2015.10.26,-214.99999999999852,-224.000000000002,175.99999999999838,-270.99999999999903,4.9999999999954525,-172.00000000000549,-265.0000000000041,50.0000000000056,65.99999999999939,-819.9999999999985,-405.0000000000109,-458.9999999999872,12.999999999996348,206.00000000000307,-210.99999999999852,-512.9999999999968,268.0000000000016,,-2771.000000000001
2015.10.26,-212.00000000000108,-229.99999999999687,224.000000000002,-273.000000000001,-4.0000000000048885,-153.99999999999858,-239.99999999999577,82.00000000000429,58.000000000002494,-769.0000000000197,-388.9999999999949,-462.9999999999912,62.99999999999084,176.00000000000193,-213.99999999999864,-497.000000000003,317.0000000000006,,-2525.000000000004
