date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDJPY,AUDCAD,empty,sum
2019.09.09,114.99999999999844,19.999999999997797,-1.999999999990898,49.99999999999449,89.99999999999008,-15.00000000000945,30.999999999981043,-12.000000000000455,91.99999999999208,6.9999999999765805,-34.000000000000696,-139.00000000000023,-21.00000000000435,70.99999999999795,99.00000000000463,,351.999999999927
2019.09.09,65.99999999999939,-63.99999999999739,-4.000000000004,60.99999999999994,86.99999999999264,-87.00000000001484,-2.0000000000131024,-82.00000000000784,90.0000000000012,-105.00000000001819,60.99999999999994,-11.00000000000545,18.0000000000069,87.99999999999386,107.00000000000153,,222.99999999993457
2019.09.09,112.99999999999643,-91.99999999998099,8.000000000008,58.99999999999794,113.99999999999189,-184.00000000000637,32.999999999994145,-121.99999999999989,125.99999999999278,-231.00000000002296,112.000000000001,78.00000000000028,28.999999999990145,135.99999999999568,100.00000000000009,,278.99999999995816
2019.09.09,117.99999999999588,-134.99999999999625,8.999999999992347,95.99999999999609,120.99999999999334,-229.00000000001253,34.99999999998504,-114.00000000000432,164.99999999999292,-271.000000000015,140.99999999999113,39.999999999995595,52.99999999999194,171.99999999999704,134.0000000000008,,334.99999999990405
2019.09.09,141.99999999999767,-144.99999999999514,25.999999999992696,62.99999999999084,111.99999999998988,-266.0000000000107,44.99999999998394,-134.00000000000034,147.99999999999258,-338.99999999999864,156.00000000000057,141.99999999999767,70.99999999999883,164.99999999999204,92.99999999999864,,278.99999999993054
2019.09.09,159.9999999999935,-132.99999999998312,53.999999999998494,67.9999999999903,118.99999999999133,-276.00000000000955,37.99999999998249,-118.99999999999977,164.99999999999292,-328.00000000000296,107.99999999999699,109.00000000000354,130.0000000000079,174.99999999999716,84.0000000000063,,353.9999999999655
2019.09.09,151.9999999999966,-66.99999999999484,36.999999999998145,21.999999999999797,156.00000000000057,-202.00000000001327,44.99999999998394,-147.00000000000557,114.99999999999844,-278.00000000002,46.999999999997044,139.00000000000023,92.99999999998754,138.00000000000523,35.00000000000725,,284.999999999941
2019.09.09,246.99999999999721,-83.9999999999952,82.00000000000429,1.999999999990898,124.99999999999733,-335.00000000001864,103.99999999999298,-30.000000000001137,157.99999999999147,-282.0000000000107,104.99999999999955,219.00000000001364,119.00000000000244,108.00000000000409,24.000000000001798,,561.99999999997
2019.09.09,236.99999999999832,-100.99999999999554,39.999999999995595,54.999999999993946,195.00000000000074,-343.00000000000443,132.99999999998312,-22.999999999996135,198.99999999999363,-285.000000000025,46.999999999997044,104.99999999999955,133.99999999998968,155.00000000000114,55.000000000005045,,602.9999999999367
2019.09.09,197.99999999999818,-164.99999999999292,-12.000000000012001,62.99999999999084,136.99999999999824,-358.00000000001387,144.99999999999514,18.999999999991246,186.99999999999272,-249.00000000002365,187.99999999998818,175.00000000001404,15.999999999993797,105.00000000000398,96.00000000000719,,544.9999999999311
