date,GBPUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.12.10,-89.00000000000574,46.00000000000648,95.00000000000064,43.00000000000415,178.00000000001148,-128.99999999999068,-4.999999999988347,-15.00000000000945,100.0000000000112,-67.00000000000728,-67.99999999999784,-63.99999999999739,118.00000000000699,-251.00000000000122,,-107.999999999957
2018.12.10,-90.00000000001229,58.000000000006935,34.99999999999615,124.00000000000189,144.0000000000108,-138.99999999998158,-157.00000000000713,44.99999999998394,-115.99999999998278,-60.000000000002274,-158.00000000000125,23.00000000000635,240.00000000000688,-292.9999999999877,,-343.9999999999621
2018.12.10,-186.0000000000195,-125.0,65.99999999999939,134.0000000000008,181.00000000000892,-19.99999999998181,-205.99999999999508,55.99999999998939,-138.99999999997803,7.999999999995566,-287.9999999999967,21.00000000000435,279.00000000000705,-369.99999999998147,,-588.9999999999471
2018.12.10,-152.0000000000188,-56.99999999998795,-31.999999999998696,239.0000000000003,184.00000000000637,-61.9999999999834,-401.99999999999125,79.99999999999119,-290.9999999999968,9.999999999990905,-362.000000000009,97.00000000000264,365.0000000000042,-390.9999999999858,,-773.999999999976
2018.12.10,-177.00000000000495,-72.99999999999329,37.99999999999359,192.99999999999872,216.00000000001617,-73.0000000000075,-258.0000000000027,5.999999999994898,-161.99999999999548,-43.99999999999693,-323.0000000000075,69.00000000000794,365.0000000000042,-419.9999999999982,,-642.999999999991
2018.12.10,-245.0000000000063,-113.99999999999011,165.9999999999995,40.00000000000669,263.00000000001324,-93.99999999999409,-48.000000000003595,49.99999999999449,12.000000000012001,-42.00000000000159,-179.00000000000205,-68.00000000000139,192.99999999999872,-375.9999999999986,,-441.99999999997306
2018.12.10,-364.00000000000875,-199.99999999998863,326.9999999999995,-163.99999999999747,198.00000000000927,-121.99999999998568,175.99999999999838,197.00000000000273,20.000000000020002,-73.99999999999807,-6.000000000000227,-166.99999999999494,33.000000000005244,-298.9999999999826,,-444.9999999999212
2018.12.10,-449.0000000000105,-279.9999999999869,356.9999999999962,-209.9999999999991,212.00000000001216,-114.00000000000432,130.99999999999224,252.99999999999213,40.0000000000178,-8.000000000009777,-11.00000000000989,-214.00000000000307,-34.99999999999615,-272.99999999998994,,-600.9999999999993
2018.12.10,-466.00000000001086,-278.99999999999636,304.9999999999997,-217.99999999999596,208.00000000000819,-137.00000000000045,-14.999999999987246,235.99999999999176,-45.99999999999049,-1.0000000000047748,-2.0000000000095497,-154.99999999999403,-56.0000000000005,-184.99999999999073,,-810.9999999999814
2018.12.10,-469.0000000000083,-259.00000000000034,346.0000000000019,-197.99999999999818,199.00000000001583,-163.99999999998727,82.00000000000429,197.99999999998707,37.00000000002035,-43.99999999999693,-11.00000000000989,-178.00000000000037,2.000000000002,-275.9999999999874,,-734.9999999999573
2018.12.10,-467.0000000000174,-234.99999999999943,347.9999999999928,-221.99999999999997,209.00000000001472,-195.99999999999795,86.0000000000083,198.99999999999363,66.00000000001049,-48.00000000000182,33.999999999991815,-198.99999999999363,-49.99999999999449,-236.99999999999832,,-711.9999999999914
2018.12.10,-455.0000000000054,-213.99999999999864,363.0000000000022,-270.0000000000036,228.00000000000597,-205.99999999998886,144.0000000000108,151.9999999999966,132.00000000002098,-73.99999999999807,100.99999999999909,-205.99999999999508,-100.00000000000009,-190.00000000000128,,-594.9999999999554
2018.12.10,-396.00000000001853,-147.99999999999613,298.9999999999937,-180.0000000000024,196.0000000000184,-228.999999999985,63.99999999999739,173.99999999998528,52.000000000007596,-76.99999999999818,43.99999999999693,-173.00000000000094,-27.999999999994696,-235.99999999999176,,-637.9999999999884
2018.12.10,-408.00000000000836,-128.99999999999068,359.99999999999363,-224.9999999999974,260.0000000000158,-264.99999999998636,198.00000000000927,130.99999999999224,168.0000000000126,-123.00000000000466,109.99999999999943,-217.0000000000005,-56.99999999999594,-252.99999999999213,,-449.9999999999531
2018.12.10,-450.00000000001705,-118.99999999999977,339.0000000000004,-256.0000000000007,236.00000000001398,-318.9999999999884,97.9999999999981,212.99999999999653,71.00000000002105,-115.99999999999966,150.99999999999625,-208.99999999999253,-114.99999999999844,-180.99999999998673,,-656.999999999957
2018.12.10,-482.00000000000466,-103.9999999999992,353.99999999999875,-270.99999999999903,233.00000000001654,-372.99999999999045,80.99999999999774,217.99999999998488,51.000000000001044,-149.0000000000009,176.9999999999925,-202.0000000000022,-109.99999999999899,-173.99999999998528,,-750.9999999999893
2018.12.10,-442.00000000000904,-147.99999999999613,387.99999999999943,-322.00000000000006,217.0000000000005,-275.0000000000057,222.00000000001108,209.9999999999991,106.00000000000608,-134.00000000000034,204.9999999999983,-227.99999999999488,-161.00000000000003,-146.99999999998602,,-508.99999999997783
2018.12.10,-275.000000000003,-95.99999999998943,283.99999999999534,-258.9999999999981,151.00000000001222,-151.9999999999868,201.00000000000674,195.9999999999962,-5.999999999994898,-115.0000000000091,167.99999999999216,-151.9999999999966,-134.99999999999625,-89.99999999999008,,-279.9999999999617
2018.12.10,-280.0000000000136,2.0000000000095497,291.99999999999227,-202.0000000000022,131.00000000001444,-281.99999999998226,212.00000000001216,248.00000000000378,-22.999999999995246,-180.00000000000682,173.99999999999238,-175.00000000000293,-70.99999999999883,-188.9999999999947,,-342.99999999997203
2018.12.10,-196.0000000000184,62.00000000001182,339.99999999999585,-192.00000000000327,81.00000000001995,-264.99999999998636,439.0000000000116,214.99999999998744,148.00000000001478,-206.00000000000307,201.99999999999818,-259.9999999999936,-78.00000000000028,-273.9999999999965,,16.0000000000382
2018.12.10,-206.00000000001728,49.000000000006594,322.00000000000006,-173.00000000000094,95.00000000000064,-260.9999999999957,390.0000000000015,226.99999999999943,184.00000000000637,-153.0000000000058,173.00000000000182,-287.9999999999994,-100.00000000000009,-278.00000000000045,,-19.000000000003183
2018.12.10,-137.00000000000932,133.00000000000978,297.9999999999983,-166.99999999999494,186.0000000000195,-281.99999999998226,434.000000000001,134.99999999999625,244.00000000002197,-210.00000000000796,224.99999999999432,-261.99999999999557,-100.00000000000009,-251.00000000000122,,246.0000000000497
