date,USDCHF,GBPUSD,EURUSD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2018.01.29,-353.99999999999875,-28.999999999990145,-202.00000000001327,0.0,262.999999999991,-107.99999999998988,-265.0000000000041,-117.00000000000044,-31.000000000003247,-365.99999999998545,8.000000000009777,-375.9999999999986,119.00000000000244,-18.000000000000682,-26.00000000001046,-160.99999999998892,-144.0000000000108,,-1806.9999999999914
2018.01.29,-443.0000000000045,96.00000000000719,-319.0000000000026,97.00000000000264,241.00000000000233,-59.99999999998806,-312.00000000000114,-153.00000000000313,-111.00000000000554,-324.99999999998863,43.00000000000637,-316.0000000000052,130.0000000000079,19.99999999999602,-2.0000000000095497,-131.99999999999878,-143.00000000000423,,-1688.999999999989
2018.01.29,-522.0000000000002,18.0000000000069,-374.0000000000077,85.00000000000173,251.00000000000122,77.00000000001239,-324.00000000000205,-185.99999999999727,-174.00000000000747,-302.99999999999727,-86.99999999998909,-273.0000000000121,-85.99999999998609,-34.000000000006025,-64.00000000000716,-143.9999999999997,-107.00000000001265,,-2247.0000000000027
2018.01.29,-477.0000000000052,53.999999999998494,-350.00000000000585,74.00000000000739,275.000000000003,96.00000000000364,-291.0000000000079,-148.99999999999915,-116.00000000000499,-276.9999999999868,-30.99999999997749,-319.0000000000026,-85.00000000000173,-38.000000000010914,-78.00000000000296,-155.99999999998948,-8.000000000008,,-1875.9999999999905
2018.01.29,-480.99999999999807,73.00000000001194,-317.0000000000117,54.00000000000959,255.00000000000523,69.00000000000261,-306.00000000000625,-165.9999999999995,-78.00000000000028,-246.99999999998568,-42.999999999977945,-325.0000000000197,62.000000000006494,-41.00000000001103,-33.00000000000125,-199.9999999999891,-185.00000000001293,,-1908.9999999999775
2018.01.29,-384.00000000000654,141.00000000001333,-243.99999999999977,45.000000000006146,232.99999999999432,50.00000000001137,-251.00000000000122,-161.99999999999548,7.9999999999968985,-45.99999999999227,-13.999999999981583,-426.00000000001523,165.9999999999995,-137.00000000000045,-71.00000000001216,-227.99999999999488,-218.00000000000708,,-1537.9999999999852
2018.01.29,-351.0000000000013,164.00000000000858,-153.00000000000313,-40.99999999999105,312.00000000000114,129.0000000000049,-199.00000000000472,-180.99999999999784,64.99999999999284,144.00000000000546,-76.99999999999818,-523.0000000000068,259.0000000000092,-197.00000000000273,-110.00000000001364,-300.9999999999846,-226.99999999999943,,-1286.9999999999814
2018.01.29,-306.00000000000625,153.00000000000313,-224.000000000002,-76.99999999999375,184.99999999999073,93.00000000000352,-209.9999999999991,-197.99999999999818,75.9999999999983,199.00000000001228,-171.99999999999704,-450.00000000001705,136.00000000000279,-175.00000000001137,-44.00000000001114,-324.00000000000205,-225.00000000000853,,-1563.0000000000355
2018.01.29,-319.0000000000026,480.00000000001376,-323.0000000000066,6.0000000000060005,92.00000000000318,94.0000000000083,-212.00000000000108,-117.00000000000044,124.99999999999733,445.99999999999795,-231.99999999999932,-191.00000000000784,67.00000000001705,-124.00000000000944,-79.00000000000773,-223.99999999999088,-230.00000000001907,,-741.0000000000015
2018.01.29,-292.9999999999988,602.0000000000136,-348.9999999999993,6.0000000000060005,48.000000000003595,100.00000000000853,-236.99999999999832,-107.00000000000153,178.00000000000037,568.9999999999884,-314.9999999999977,-93.00000000000975,-201.99999999999108,-112.00000000000898,-67.00000000000728,-194.99999999998963,-195.00000000001182,,-661.9999999999937
2018.01.29,-282.0000000000045,619.000000000014,-452.00000000000796,-31.999999999998696,-80.99999999999774,29.000000000010573,-204.99999999999963,-109.99999999999899,132.99999999999423,599.9999999999943,-373.9999999999952,-64.0000000000196,-221.00000000000452,-125.0,-107.00000000001353,-212.99999999999653,-141.99999999999767,,-1027.0000000000216
2018.01.29,-284.0000000000065,635.0000000000077,-487.99999999999955,95.00000000000064,-123.00000000000644,-83.99999999998897,-177.00000000000495,-7.0000000000014495,68.00000000000139,459.0000000000032,-338.99999999999864,20.999999999982144,-224.99999999998633,-96.00000000000364,-123.00000000000466,-113.99999999999189,-86.0000000000083,,-868.0000000000063
2018.01.29,-219.00000000000253,443.0000000000156,-524.9999999999977,39.00000000000014,-357.99999999999164,-240.99999999999966,-153.99999999999858,-19.999999999997797,-74.00000000000739,312.9999999999882,-431.99999999998795,0.0,-483.99999999999557,-51.00000000000193,-38.000000000010914,-171.99999999999437,-97.9999999999981,,-2070.99999999998
2018.01.29,-146.99999999999713,492.0000000000035,-668.0000000000019,39.00000000000014,-439.99999999999596,-205.99999999998886,-114.00000000000298,46.00000000000159,-84.0000000000063,381.0000000000002,-550.9999999999877,232.99999999999432,-556.0000000000009,-80.0000000000125,-101.0000000000133,-119.99999999999788,-97.00000000001374,,-1973.0000000000193
2018.01.29,-153.00000000000313,499.000000000005,-714.999999999999,43.00000000000415,-470.9999999999992,-107.99999999998988,-138.00000000000477,29.000000000001247,-180.0000000000024,467.00000000001296,-687.9999999999882,326.9999999999884,-517.9999999999962,-77.00000000001239,-106.00000000000875,-140.99999999999113,-162.00000000001768,,-2092.0000000000005
2018.01.29,-253.99999999999866,412.9999999999967,-807.0000000000022,42.0000000000087,-533.0000000000057,-143.99999999999125,-194.0000000000053,-39.999999999995595,-217.0000000000005,308.9999999999975,-703.000000000003,375.9999999999986,-532.9999999999835,-107.00000000001353,-104.00000000001342,-142.99999999999312,-209.9999999999991,,-2849.000000000003
2018.01.29,-270.0000000000036,518.0000000000184,-763.0000000000026,-2.999999999997449,-404.9999999999887,-110.99999999999,-231.99999999999886,-65.00000000000395,-187.9999999999993,306.0000000000116,-631.0000000000002,398.9999999999938,-495.000000000001,-33.00000000000125,-50.00000000001137,-140.99999999999113,-279.00000000000705,,-2442.9999999999727
2018.01.29,-331.0000000000035,456.00000000001194,-728.0000000000175,-24.999999999997247,-303.0000000000088,-248.99999999999523,-302.0000000000023,-134.99999999999625,-92.99999999999864,205.99999999998886,-423.0000000000018,268.0000000000016,-309.99999999998806,35.99999999998715,51.9999999999925,-228.99999999999034,-389.0000000000171,,-2499.000000000035
2018.01.29,-522.0000000000002,724.0000000000135,-890.9999999999974,18.0000000000069,-263.99999999999756,-140.99999999999113,-414.9999999999987,-155.00000000000514,-43.00000000000415,301.9999999999925,-396.99999999999136,362.99999999998,-219.99999999999798,179.9999999999926,63.99999999999295,-101.99999999999099,-418.0000000000073,,-1917.0000000000034
2018.01.29,-511.0000000000059,951.9999999999973,-840.0000000000185,94.00000000000519,-175.99999999999838,-114.99999999999488,-407.0000000000018,-195.9999999999962,54.999999999993946,397.99999999999613,-331.99999999999363,354.9999999999942,-163.00000000000205,122.99999999999045,100.99999999999909,-127.99999999999478,-435.0000000000076,,-1225.0000000000375
2018.01.29,-477.0000000000052,873.999999999997,-809.0000000000152,53.00000000000304,-139.00000000000023,-146.99999999999136,-369.0000000000082,-202.0000000000022,34.99999999999615,283.9999999999918,-304.00000000000205,427.99999999998397,-139.00000000000023,214.9999999999892,180.99999999999739,-123.99999999999079,-465.0000000000043,,-1105.0000000000612
2018.01.29,-409.99999999999926,685.0000000000023,-696.0000000000077,43.00000000000415,-99.99999999998899,-180.99999999999739,-336.9999999999984,-175.00000000000293,39.00000000000014,155.00000000000114,-165.99999999999682,282.9999999999888,-18.999999999991246,218.9999999999941,202.99999999998875,-125.99999999999278,-455.0000000000054,,-1038.0000000000014
2018.01.29,-438.00000000000506,677.0000000000165,-568.9999999999973,25.00000000000835,-14.000000000002899,-110.99999999999,-394.00000000000546,-195.9999999999962,42.999999999993044,171.99999999999704,-120.00000000000455,278.00000000000045,50.0000000000167,204.9999999999983,181.99999999998795,-123.99999999999079,-421.0000000000047,,-754.9999999999786
2018.01.29,-436.00000000000307,618.0000000000074,-544.0000000000111,21.00000000000435,25.00000000000835,-69.99999999999318,-375.9999999999986,-197.00000000000273,54.999999999993946,144.00000000000546,-127.9999999999859,227.99999999998377,25.00000000000835,195.99999999999795,163.99999999998727,-111.99999999998988,-411.0000000000058,,-797.9999999999935
2018.01.29,-436.00000000000307,607.0000000000019,-524.9999999999977,-40.99999999999105,83.00000000001084,-30.9999999999917,-394.00000000000546,-229.00000000000142,92.00000000000318,260.9999999999957,-97.99999999998477,198.99999999999363,21.00000000000435,184.99999999998806,152.9999999999916,-137.9999999999937,-406.00000000001745,,-696.9999999999969
2018.01.29,-353.0000000000033,587.0000000000042,-398.00000000000944,-39.00000000000014,83.00000000001084,-29.999999999986926,-385.000000000002,-212.00000000000108,102.99999999999754,268.0000000000007,-115.99999999998545,192.99999999999872,56.99999999999594,164.99999999999204,142.99999999998647,-115.99999999999389,-401.00000000000693,,-451.00000000000284
2018.01.29,-384.00000000000654,609.9999999999994,-408.00000000000836,-37.99999999999359,86.99999999999264,-16.999999999995907,-380.00000000000256,-204.99999999999963,107.99999999999699,246.00000000000932,-94.99999999999886,204.99999999998852,63.99999999999739,192.99999999999784,154.99999999998693,-107.99999999999699,-365.0000000000153,,-332.00000000004866
2018.01.29,-441.0000000000025,600.0000000000006,-449.0000000000105,11.00000000000545,106.99999999999044,3.0000000000001137,-394.00000000000546,-226.99999999999943,76.99999999999375,264.00000000001,-155.00000000000114,179.99999999998016,68.00000000000139,128.99999999999068,95.99999999998943,-106.99999999999044,-331.0000000000146,,-569.0000000000621
2018.01.29,-453.99999999999886,643.0000000000158,-478.0000000000006,31.000000000003247,116.00000000000499,67.00000000000728,-375.0000000000031,-229.00000000000142,80.99999999999774,284.9999999999966,-138.00000000000523,156.99999999998494,46.999999999997044,112.99999999999955,113.99999999999011,-143.9999999999997,-364.00000000000875,,-528.0000000000205
2018.01.29,-448.9999999999994,614.0000000000034,-475.0000000000032,28.000000000005798,117.99999999999588,57.00000000000216,-373.00000000000114,-221.99999999999997,64.99999999999284,274.0000000000009,-145.99999999998658,109.99999999998789,-147.99999999999258,79.9999999999983,106.99999999999932,-171.99999999999437,-347.0000000000084,,-878.9999999999991
2018.01.30,-428.00000000000614,636.0000000000143,-457.00000000001853,-5.999999999994898,93.00000000000975,57.00000000000216,-352.00000000000784,-246.99999999999721,56.99999999999594,300.00000000001137,-169.9999999999875,117.99999999999588,-112.99999999998533,70.99999999999795,83.99999999998897,-180.99999999999784,-279.00000000000705,,-816.999999999986
2018.01.30,-441.0000000000025,635.0000000000077,-480.99999999999807,51.000000000001044,119.00000000000244,53.00000000001148,-372.0000000000057,-209.9999999999991,73.99999999999629,270.00000000001023,-155.00000000000114,126.99999999998823,-103.99999999999298,112.99999999999955,92.99999999998931,-118.99999999999133,-266.0000000000107,,-612.9999999999952
2018.01.30,-436.9999999999985,615.00000000001,-448.000000000004,-9.999999999998899,112.000000000001,64.00000000000716,-363.0000000000022,-234.99999999999633,82.99999999999974,264.00000000001,-157.99999999998704,109.99999999998789,-18.999999999991246,86.99999999998909,78.99999999999352,-166.99999999999494,-324.9999999999975,,-747.9999999999723
2018.01.30,-419.00000000000273,629.0000000000128,-475.0000000000032,7.0000000000014495,107.99999999999699,41.00000000001103,-343.00000000000443,-219.99999999999798,73.99999999999629,272.99999999999613,-175.99999999998772,137.9999999999937,-56.99999999999594,111.99999999999477,109.99999999999943,-157.99999999999147,-331.0000000000146,,-686.9999999999955
2018.01.30,-473.0000000000012,612.9999999999969,-550.000000000006,-15.999999999993797,90.00000000001229,46.00000000000648,-379.0000000000071,-239.0000000000003,73.00000000000084,299.0000000000066,-264.99999999998636,173.99999999998528,-173.99999999998528,69.99999999999318,65.99999999998829,-148.99999999999915,-284.00000000001756,,-1098.000000000007
2018.01.30,-462.0000000000068,719.000000000003,-575.9999999999987,-2.999999999997449,49.99999999999449,14.000000000010004,-375.9999999999986,-263.99999999999756,76.99999999999375,294.9999999999875,-269.9999999999818,136.99999999998712,-175.99999999999838,52.99999999999727,82.99999999999841,-190.99999999999673,-324.9999999999975,,-1215.0000000000018
2018.01.30,-409.99999999999926,690.0000000000128,-528.0000000000174,48.000000000003595,55.000000000005045,67.00000000000728,-292.00000000000335,-175.99999999999838,95.99999999999609,417.0000000000016,-313.99999999999295,104.99999999999955,-197.00000000000273,-26.00000000001046,-15.000000000000568,-179.99999999999127,-280.9999999999979,,-940.9999999999884
2018.01.30,-404.0000000000044,641.0000000000027,-509.00000000000387,-14.999999999998348,55.000000000005045,84.00000000000318,-297.00000000000284,-178.00000000000037,114.00000000000298,443.00000000001205,-294.9999999999875,113.99999999999189,-224.99999999998633,-16.000000000005343,5.9999999999860165,-184.99999999999073,-214.00000000000307,,-880.999999999979
2018.01.30,-495.000000000001,670.000000000015,-581.0000000000093,11.00000000000545,69.9999999999923,-3.9999999999906777,-336.9999999999984,-188.9999999999947,117.99999999999588,322.00000000000273,-260.9999999999957,125.99999999998168,-305.9999999999841,14.999999999986358,21.99999999999136,-166.99999999999494,-188.00000000001037,,-1174.0000000000084
2018.01.30,-587.9999999999997,873.0000000000126,-657.0000000000186,181.00000000000892,83.00000000001084,12.000000000000455,-362.00000000000676,-173.9999999999964,131.99999999999878,349.9999999999943,-140.99999999999113,132.99999999998312,-197.00000000000273,119.99999999999034,-15.000000000000568,-76.99999999999375,-162.00000000001768,,-489.00000000002797
2018.01.30,-522.0000000000002,872.0000000000061,-592.0000000000148,169.00000000000804,107.99999999999699,43.00000000000637,-341.99999999999784,-155.00000000000514,164.99999999999292,424.0000000000066,-149.0000000000009,97.9999999999981,-99.99999999998899,74.99999999998863,-23.000000000010346,-72.99999999998974,-184.00000000000637,,-186.00000000001057
2018.01.30,-470.00000000000375,800.0000000000007,-534.0000000000123,90.0000000000012,73.00000000001194,88.00000000000807,-312.00000000000114,-124.00000000000189,163.99999999999747,516.9999999999959,-356.9999999999993,64.99999999998174,-350.9999999999902,-79.00000000000773,-109.00000000000887,-133.99999999998968,-72.0000000000054,,-745.0000000000232
2018.01.30,-448.000000000004,777.0000000000055,-544.0000000000111,100.00000000000009,65.00000000000395,203.00000000000296,-282.99999999999994,-117.00000000000044,168.00000000000148,687.9999999999882,-477.00000000000387,43.999999999999595,-339.99999999998477,-157.0000000000107,-240.0000000000091,-111.99999999998988,-18.0000000000069,,-691.0000000000191
2018.01.30,-448.000000000004,920.0000000000097,-551.0000000000126,172.00000000000549,45.99999999999049,285.0000000000108,-282.0000000000045,-77.00000000000485,210.99999999999451,914.999999999992,-537.9999999999825,26.999999999999247,-231.99999999998778,-212.0000000000033,-314.00000000000716,-66.99999999999484,-50.0000000000167,,-195.00000000001603
2018.01.30,-484.00000000000665,929.000000000002,-600.0000000000006,231.0000000000034,35.00000000000725,262.00000000000045,-267.00000000000614,-46.00000000000159,188.9999999999947,831.9999999999936,-504.99999999999545,43.999999999999595,-141.99999999999767,-179.00000000000205,-305.0000000000068,-27.999999999994696,-41.000000000002146,,-75.0000000000127
2018.01.30,-501.000000000007,913.0000000000083,-658.0000000000031,240.00000000000688,35.00000000000725,330.0000000000125,-263.0000000000021,-34.99999999999615,165.9999999999995,914.999999999992,-652.9999999999916,71.99999999998319,-248.99999999998812,-270.00000000001023,-411.00000000000136,-22.999999999995246,-28.000000000005798,,-419.99999999999096
2018.01.30,-495.000000000001,962.0000000000184,-701.0000000000183,257.0000000000072,-15.999999999993797,406.0000000000059,-270.99999999999903,-53.00000000000304,151.9999999999966,1037.0000000000061,-776.9999999999868,82.99999999998863,-422.9999999999956,-313.0000000000024,-426.00000000000193,-35.999999999991594,37.99999999998249,,-575.9999999999882
2018.01.30,-556.0000000000009,1015.0000000000103,-792.0000000000149,235.00000000000742,-25.00000000000835,394.00000000000546,-294.00000000000534,-92.99999999999864,158.0000000000026,1057.9999999999927,-751.9999999999811,184.99999999999073,-417.0000000000007,-260.0000000000051,-347.0000000000084,-50.99999999998994,-158.0000000000137,,-700.0000000000177
2018.01.30,-534.9999999999966,1150.0000000000066,-779.0000000000185,363.0000000000022,-106.00000000000608,317.0000000000073,-243.99999999999977,4.999999999999449,204.99999999999963,1134.0000000000146,-772.9999999999961,53.999999999998494,-160.00000000000458,-332.00000000000784,-523.0000000000103,20.0000000000089,-49.00000000001015,,-253.00000000001296
2018.01.30,-479.0000000000072,1113.0000000000084,-739.0000000000008,356.00000000000074,-104.99999999999955,286.00000000000136,-151.00000000000114,116.00000000000499,281.99999999999335,1183.9999999999975,-685.9999999999786,-84.0000000000174,-5.999999999994898,-330.0000000000125,-581.0000000000031,11.00000000000545,-238.0000000000049,,-51.000000000008185
2018.01.30,-523.0000000000068,1326.000000000005,-911.0000000000174,448.000000000004,-246.99999999999721,220.00000000001307,-173.00000000000094,129.00000000000134,286.99999999999284,1330.9999999999889,-900.999999999982,11.999999999989797,258.0000000000027,-389.00000000001,-602.0000000000039,72.0000000000054,-286.00000000000847,,50.99999999997624
2018.01.30,-368.00000000000165,1119.0000000000034,-762.0000000000182,347.0000000000084,-262.00000000000665,148.00000000001035,-150.00000000000568,161.99999999999548,290.9999999999968,1199.0000000000123,-737.9999999999995,-87.00000000001484,228.00000000000597,-313.0000000000024,-512.0000000000005,75.00000000000284,-223.00000000001762,,153.9999999999685
2018.01.30,-265.99999999999955,989.0000000000176,-484.00000000001774,225.00000000000853,-120.99999999999334,136.0000000000099,-152.00000000000767,134.99999999999625,348.9999999999993,1177.9999999999973,-555.9999999999832,-114.99999999999844,182.99999999999983,-261.0000000000099,-460.00000000000796,40.00000000000669,-189.00000000001694,,631.0000000000005
2018.01.30,-263.99999999999756,611.000000000006,-477.0000000000163,78.00000000000028,-168.99999999999693,-52.99999999999727,-177.00000000000495,121.00000000000443,210.99999999999451,711.0000000000127,-539.999999999992,-38.0000000000047,38.0000000000047,-202.0000000000124,-375.0,16.0000000000049,-167.00000000000603,,-676.0000000000006
2018.01.30,-73.00000000000084,335.00000000001864,-313.00000000000773,35.00000000000725,-191.99999999999218,-153.99999999999636,-133.00000000000534,121.99999999999989,125.99999999999278,383.0000000000098,-370.00000000000455,-65.00000000000395,137.00000000000932,-96.00000000000364,-233.0000000000041,-18.999999999991246,-181.00000000000892,,-690.9999999999811
2018.01.30,-17.000000000000348,329.00000000000153,-136.00000000000279,9.00000000000345,-116.00000000000499,-125.99999999999056,-109.99999999999899,121.00000000000443,163.00000000000205,455.99999999998886,-240.99999999998545,-161.00000000001114,127.00000000001043,-86.00000000001273,-186.00000000000705,-34.99999999999615,-147.00000000000824,,-156.00000000000767
2018.01.30,-14.000000000002899,185.00000000001293,-175.00000000001404,-137.9999999999937,-139.00000000000023,-256.0000000000002,-95.00000000000064,95.00000000000064,175.00000000000293,388.00000000000523,-316.0000000000025,-219.00000000001364,113.00000000000753,-126.00000000000477,-200.00000000000284,-131.99999999999878,-194.0000000000053,,-1048.0000000000102
2018.01.30,26.999999999999247,109.00000000000354,-16.000000000016,-89.99999999999008,-68.00000000000139,-229.99999999998977,-118.00000000000699,73.00000000000084,131.00000000000333,218.9999999999941,-123.99999999999523,-283.000000000011,131.99999999999878,-52.00000000000671,-89.00000000001285,-102.99999999999754,-202.9999999999976,,-685.0000000000255
2018.01.30,19.00000000000235,12.000000000012001,-65.00000000000395,-75.9999999999983,-45.000000000006146,-206.99999999999363,-87.99999999999919,89.00000000000574,54.999999999993946,114.00000000000432,-74.99999999998863,-260.0000000000158,200.00000000000017,-45.000000000001705,-104.00000000001342,-101.99999999999099,-150.00000000000568,,-727.9999999999989
2018.01.30,-26.999999999999247,130.0000000000079,-80.00000000001339,8.000000000008,-87.99999999999919,-205.99999999998886,-86.0000000000083,100.00000000000009,48.99999999999905,157.0000000000107,-121.99999999998568,-275.000000000003,205.00000000001074,-89.00000000001285,-136.0000000000099,-84.99999999999064,-172.0000000000166,,-716.9999999999911
2018.01.30,-24.999999999997247,-113.99999999999189,-224.000000000002,-51.99999999999649,-134.99999999999625,-366.9999999999902,-97.00000000000264,126.99999999999933,-19.00000000000235,-194.99999999999318,-248.99999999999523,-207.00000000000162,106.00000000000608,-56.000000000011596,-146.0000000000008,-65.99999999999939,-162.00000000001768,,-1880.999999999993
2018.01.30,78.00000000000028,-68.99999999998573,20.999999999982144,-98.99999999999353,-73.99999999999629,-306.99999999998795,-72.0000000000054,124.00000000000189,2.000000000002,-84.00000000000318,-25.000000000005684,-369.0000000000193,9.999999999998899,-45.000000000001705,-89.00000000001285,-112.99999999999643,-99.00000000000463,,-1210.0000000000275
2018.01.30,124.00000000000189,-125.99999999998168,112.000000000001,-150.99999999999002,-26.999999999999247,-284.9999999999966,-33.000000000005244,100.00000000000009,82.99999999999974,82.99999999999841,-144.00000000000546,-540.0000000000072,187.00000000000384,-256.0000000000002,-193.00000000001205,-221.99999999999997,-121.99999999999989,,-1409.9999999999927
2018.01.30,76.99999999999375,-153.00000000000313,51.000000000001044,-81.9999999999932,-52.99999999999194,-216.99999999999875,21.999999999999797,151.9999999999966,48.99999999999905,15.999999999991132,-120.9999999999809,-574.0000000000078,326.0000000000041,-254.0000000000049,-281.0000000000059,-193.99999999999417,-99.00000000000463,,-1334.9999999999998
2018.01.30,-53.999999999998494,36.999999999998145,-69.00000000000794,46.00000000000159,-72.99999999998974,-234.99999999999943,-65.00000000000395,161.00000000000003,14.000000000002899,99.99999999999432,-161.99999999997772,-574.0000000000078,128.000000000017,-262.00000000000045,-315.00000000001194,-112.99999999999643,-93.00000000000975,,-1528.9999999999898
