date,USDCHF,EURUSD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.02.03,-66.99999999999484,-19.999999999997797,-46.999999999997044,-100.0000000000112,-134.9999999999909,-50.99999999998994,-37.99999999999359,-6.999999999990347,-112.99999999999955,-0.9999999999843467,-24.000000000001798,-123.00000000000644,-61.99999999999761,-183.9999999999975,-51.99999999999649,-229.99999999999687,,-1253.9999999999463
2020.02.03,-73.00000000000084,5.999999999994898,-45.000000000006146,-124.00000000001299,-123.99999999999523,-60.99999999999994,-56.0000000000005,22.0000000000109,-94.99999999999886,31.000000000003247,18.0000000000069,-170.99999999998784,-66.0000000000025,-173.00000000000182,-62.000000000006494,-231.0000000000034,,-1204.0000000000005
2020.02.03,-64.99999999999284,1.0000000000065512,-121.99999999999989,-93.00000000000975,-56.99999999998795,-39.00000000000014,-113.99999999999189,29.000000000001247,-74.99999999998863,69.00000000000794,-92.00000000000318,-243.99999999999977,-64.99999999999773,-213.99999999999864,-187.00000000000384,-339.0000000000004,,-1606.9999999999588
2020.02.03,-61.999999999995396,1.999999999990898,-124.00000000000189,-86.0000000000083,22.00000000000557,-45.99999999999049,-128.99999999999022,29.000000000001247,-25.999999999982037,144.0000000000108,-131.99999999999878,-253.99999999999866,1.0000000000047748,-210.99999999999852,-190.00000000000128,-424.00000000000216,,-1485.9999999999545
2020.02.03,-100.99999999999554,17.000000000000348,-136.00000000000279,-104.99999999999955,23.000000000010346,-59.99999999999339,-167.9999999999904,38.0000000000047,-9.999999999990905,151.00000000001222,-173.00000000000094,-324.9999999999975,27.000000000001023,-195.99999999999795,-224.9999999999974,-404.0000000000044,,-1646.999999999942
2020.02.03,-176.99999999999383,46.999999999997044,-212.00000000000108,-144.0000000000108,9.000000000000341,-126.99999999999933,-282.99999999999994,60.00000000000449,68.00000000001205,137.00000000000932,-412.00000000001234,-563.9999999999867,105.00000000000398,-120.00000000000455,-317.9999999999961,-442.9999999999934,,-2373.9999999999704
2020.02.03,-163.99999999999747,31.000000000003247,-173.9999999999964,-124.00000000001299,-4.9999999999954525,-104.99999999999955,-245.99999999999068,40.00000000000669,18.000000000000682,116.00000000000499,-316.0000000000052,-482.999999999989,73.99999999999807,-167.0000000000016,-282.0000000000045,-453.99999999999886,,-2240.9999999999777
2020.02.03,-173.00000000000094,35.00000000000725,-221.00000000000452,-151.00000000001222,59.00000000001171,-134.99999999999625,-295.99999999999625,52.000000000007596,96.00000000000364,85.00000000000173,-409.99999999999926,-573.9999999999857,114.00000000000432,-141.9999999999959,-304.00000000000426,-479.99999999999153,,-2444.9999999999504
2020.02.03,-166.99999999999494,62.99999999999084,-165.00000000000404,-141.00000000001333,85.00000000000796,-134.99999999999625,-237.99999999999378,31.000000000003247,69.99999999999318,69.00000000000794,-287.9999999999994,-434.9999999999854,34.99999999999659,-147.00000000000557,-226.99999999999943,-428.00000000000614,,-2017.9999999999984
2020.02.03,-115.99999999999389,62.000000000006494,-136.99999999999824,-84.0000000000174,89.00000000001285,-71.99999999999429,-167.9999999999904,38.0000000000047,68.00000000001205,108.00000000001918,-184.00000000000637,-350.00000000000585,100.99999999999909,-66.0000000000025,-212.00000000000108,-361.9999999999957,,-1284.9999999999513
2020.02.03,-112.000000000001,69.9999999999923,-101.00000000000664,-68.00000000000139,105.00000000000398,-75.9999999999983,-137.9999999999937,-36.999999999998145,1.0000000000047748,-88.99999999998354,-313.99999999999204,-299.99999999998914,61.00000000000705,-61.99999999999761,-165.9999999999995,-299.00000000000483,,-1524.999999999958
2020.02.03,-106.99999999999044,83.9999999999952,-102.99999999999754,-60.000000000015596,130.00000000000966,-68.99999999999685,-135.99999999999167,-59.99999999999339,-55.999999999983174,-126.99999999998823,-401.99999999999125,-313.99999999999204,106.99999999999932,-43.99999999999693,-173.9999999999964,-306.00000000000625,,-1636.9999999999359
2020.02.03,-101.99999999999099,73.99999999999629,-128.00000000000588,-57.00000000001815,135.00000000000512,-69.9999999999923,-142.99999999999312,-52.99999999999194,-31.00000000000591,-122.99999999998423,-398.9999999999938,-333.0000000000055,138.00000000000523,-9.000000000000341,-194.0000000000053,-292.00000000000335,,-1586.999999999984
2020.02.03,-60.99999999999994,59.99999999999339,-156.00000000000057,-20.000000000020002,130.00000000000966,-26.999999999999247,-148.99999999999915,-29.999999999996696,-31.00000000000591,-52.99999999999194,-388.0000000000106,-402.9999999999978,146.0000000000008,3.0000000000001137,-241.00000000000233,-293.99999999999426,,-1514.0000000000143
2020.02.03,-81.9999999999932,63.99999999999739,-206.00000000000617,-38.0000000000047,119.00000000001398,-52.99999999999194,-207.99999999999707,-24.999999999997247,-30.000000000001137,-59.99999999999339,-581.9999999999936,-529.999999999986,146.0000000000008,13.999999999995794,-287.0000000000039,-339.0000000000004,,-2096.9999999999604
