names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['AUDCHF'],100.0,-0.3458888888888888,S
GBPUSD,10,['EURCAD'],100.0,0.589539682539683,B
EURUSD,10,['CADCHF'],80.0,0.42819841269841286,B
USDJPY,10,"['GBPUSD', 'EURGBP', 'CHFJPY', 'GBPAUD', 'GBPJPY', 'GBPCHF', 'EURCHF']",80.0,0.98,B
USDCAD,10,['EURUSD'],100.0,-1.0,S
AUDUSD,10,"['AUDJPY', 'EURJPY']",100.0,-0.48810317460317487,S
GBPCHF,15,['EURCAD'],100.0,0.740414862914863,B
EURCHF,10,['AUDCAD'],80.0,1.0,B
CHFJPY,10,"['EURUSD', 'NZDJPY', 'EURCHF']",80.0,1.0,B
AUDCHF,10,"['USDCAD', 'CADJPY']",80.0,-0.5649761904761905,S
EURGBP,10,"['EURCAD', 'CADCHF', 'GBPCAD']",100.0,-1.0,S
GBPJPY,15,['EURCAD'],100.0,0.5392655677655679,B
GBPCAD,10,"['EURCAD', 'CADCHF']",80.0,1.0,B
GBPAUD,10,"['EURCAD', 'CADCHF', 'GBPCAD']",100.0,1.0,B
EURJPY,20,"['EURUSD', 'NZDJPY', 'EURCAD']",100.0,0.6195923520923523,B
EURAUD,10,"['EURCAD', 'CADCHF', 'GBPCAD']",100.0,1.0,B
EURNZD,10,"['EURGBP', 'GBPAUD', 'GBPCAD']",80.0,0.9840000000000001,B
CADJPY,20,"['EURUSD', 'AUDJPY']",80.0,-0.12098412698412699,S
AUDJPY,20,"['EURUSD', 'NZDJPY', 'AUDCAD']",80.0,1.0,B
NZDJPY,10,['AUDCAD'],80.0,0.9640000000000001,B
AUDCAD,10,['EURAUD'],80.0,-0.5655079365079368,S
NZDCAD,10,"['EURNZD', 'NZDUSD']",80.0,1.0,B
