date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.14,-140.0000000000068,-214.00000000000307,-8.999999999992347,-17.000000000000348,-39.00000000000014,-3.0000000000085514,-107.99999999999699,-34.000000000006025,-67.00000000000594,0.0,0.0,-272.00000000000557,-323.99999999999096,-27.999999999983594,-58.99999999999794,-47.9999999999925,-80.99999999999774,,-1442.9999999999884
2019.10.14,-185.00000000000182,-164.99999999999292,4.000000000004,-22.0000000000109,-106.00000000000608,26.999999999999247,-139.00000000000023,33.999999999991815,-173.00000000000094,9.999999999998899,36.999999999998145,-207.00000000000162,-245.0000000000063,-8.999999999992347,-151.9999999999966,-74.99999999999174,-169.00000000001913,,-1535.0000000000284
2019.10.14,-124.00000000000189,-234.00000000000088,21.00000000000435,-92.00000000000318,-95.99999999999609,36.999999999998145,-82.00000000000429,106.99999999999932,-150.00000000000568,78.00000000000028,18.0000000000069,-235.00000000000742,-231.0000000000034,55.000000000005045,-112.99999999999643,-54.999999999993946,-217.0000000000005,,-1312.9999999999995
2019.10.14,-194.0000000000053,-207.00000000000162,-22.999999999995246,-74.0000000000185,-87.99999999999919,23.999999999990695,-126.0000000000039,179.9999999999926,-202.0000000000022,114.99999999999844,18.0000000000069,-167.9999999999904,-222.99999999999542,70.0000000000145,-80.00000000000229,-17.999999999995797,-199.00000000001583,,-1195.0000000000225
2019.10.14,-204.99999999999963,-190.00000000000128,-39.999999999995595,-78.00000000000028,-75.00000000000284,-1.0000000000065512,-139.00000000000023,121.99999999999989,-194.0000000000053,122.99999999999534,13.00000000000745,-156.00000000000057,-201.00000000000674,93.00000000000975,-70.0000000000034,2.000000000002,-230.00000000001907,,-1226.0000000000268
2019.10.14,-219.00000000000253,-62.000000000006494,-62.99999999999084,-20.000000000020002,-100.00000000000009,-28.000000000005798,-109.99999999998789,117.999999999995,-219.99999999999798,97.00000000000264,84.0000000000063,-35.999999999991594,-35.00000000000725,93.00000000000975,-146.00000000000168,6.0000000000060005,-284.00000000001756,,-925.00000000001
2019.10.14,-202.0000000000022,45.000000000006146,-53.999999999998494,-7.0000000000014495,-141.00000000000225,-87.99999999999919,-109.99999999998789,19.99999999999602,-229.99999999999687,24.000000000001798,155.00000000000514,62.000000000006494,126.0000000000039,73.00000000001194,-178.99999999999582,-50.99999999998994,-286.00000000000847,,-842.9999999999511
2019.10.14,-181.00000000000892,127.00000000001043,-73.00000000001194,75.99999999998718,21.999999999999797,-125.00000000000844,-72.99999999998974,-22.00000000000557,-85.00000000000173,-31.000000000003247,204.99999999999963,76.99999999999375,-29.999999999996696,388.0000000000106,-31.999999999998696,77.00000000000485,-269.00000000000813,,50.99999999997311
2019.10.14,-130.0000000000079,134.99999999999625,-68.00000000000139,76.99999999999375,46.00000000000159,-239.0000000000003,-32.999999999994145,-33.00000000000125,-23.00000000000635,-158.99999999999804,221.00000000000452,83.9999999999952,-148.99999999999915,438.00000000000506,2.000000000002,82.00000000000429,-372.00000000001677,,-121.00000000002271
2019.10.14,-126.0000000000039,232.99999999999432,-62.000000000006494,63.99999999999739,37.99999999999359,-212.00000000000108,-7.0000000000014495,-5.000000000009663,-2.000000000002,-156.99999999999602,275.99999999999847,160.00000000000458,-53.999999999998494,653.999999999999,2.999999999997449,182.00000000000438,-387.000000000004,,597.999999999966
2019.10.14,-91.00000000000774,234.00000000000088,-49.99999999999449,45.99999999999049,32.999999999994145,-187.00000000000384,7.0000000000014495,37.9999999999967,-1.0000000000065512,-156.99999999999602,294.00000000000534,236.99999999999832,17.000000000000348,597.0000000000031,4.000000000004,175.00000000000293,-370.00000000000364,,825.9999999999854
2019.10.14,-35.00000000000725,258.0000000000027,-55.000000000005045,71.99999999998319,12.999999999996348,-301.0000000000068,78.00000000000028,114.99999999999488,24.000000000001798,-280.00000000000244,307.0000000000017,256.00000000001177,41.000000000002146,678.0000000000008,-41.9999999999976,209.9999999999991,-504.9999999999999,,833.9999999999758
2019.10.14,-13.00000000000745,259.0000000000092,-56.99999999999594,75.99999999998718,-24.999999999997247,-242.00000000000887,109.00000000000354,179.9999999999926,12.000000000000899,-238.0000000000049,302.0000000000023,256.00000000001177,242.99999999999324,680.0000000000139,-78.99999999999574,207.00000000000162,-504.9999999999999,,1165.0000000000064
2019.10.14,20.999999999993246,174.00000000000747,-36.999999999998145,67.9999999999792,-19.00000000000235,-178.00000000000037,109.00000000000354,214.9999999999892,12.000000000000899,-204.99999999999963,270.0000000000036,150.99999999999002,164.00000000000858,655.0000000000056,-75.9999999999983,182.00000000000438,-470.00000000001484,,1035.9999999999723
2019.10.14,-1.0000000000065512,68.00000000000139,-7.0000000000014495,32.999999999994145,-41.000000000002146,-159.00000000000912,43.999999999999595,215.99999999999397,-18.0000000000069,-178.99999999999582,221.00000000000452,59.99999999999339,106.99999999999044,586.0000000000198,-82.00000000000429,147.00000000000824,-428.00000000000614,,566.9999999999729
2019.10.14,-7.0000000000014495,49.99999999999449,-4.000000000004,41.99999999998649,-38.0000000000047,-153.00000000000313,41.000000000002146,211.9999999999891,-23.00000000000635,-165.9999999999995,213.00000000000762,28.999999999990145,28.000000000005798,567.0000000000064,-82.00000000000429,145.00000000000622,-434.000000000001,,419.99999999996396
2019.10.14,-12.000000000000899,58.000000000002494,-42.0000000000087,68.99999999998573,-9.00000000000345,-164.00000000000858,95.00000000000064,200.9999999999934,32.999999999994145,-163.99999999999747,192.00000000000327,5.000000000010552,-92.00000000000318,605.0000000000111,-63.00000000000195,157.00000000000713,-387.000000000004,,481.99999999998033
2019.10.14,-20.0000000000089,129.00000000000134,-52.000000000007596,88.99999999998354,26.999999999999247,-182.00000000000438,78.00000000000028,150.99999999999625,48.99999999999905,-170.00000000000347,219.99999999999798,52.000000000007596,-36.999999999998145,612.0000000000125,-41.9999999999976,133.00000000000534,-354.0000000000099,,682.9999999999733
2019.10.14,-4.000000000004,173.00000000000094,-52.99999999999194,46.999999999997044,12.000000000000899,-180.0000000000024,86.0000000000083,126.99999999999534,31.999999999998696,-187.9999999999993,275.99999999999847,188.00000000001037,41.000000000002146,560.0000000000049,-44.99999999999504,143.9999999999997,-344.00000000001097,,872.0000000000134
2019.10.14,-19.00000000000235,407.0000000000018,-188.00000000001037,78.00000000000028,97.9999999999981,-209.9999999999991,97.9999999999981,78.99999999999352,114.00000000000298,-209.00000000000364,353.99999999999875,429.99999999999704,221.00000000000452,555.0000000000166,46.999999999997044,182.00000000000438,-317.0000000000117,,1719.999999999986
2019.10.14,-26.000000000003798,336.00000000000296,-154.99999999999403,59.99999999999339,85.00000000000173,-223.00000000000654,167.00000000000603,95.99999999998943,102.00000000000209,-217.99999999999596,318.00000000000716,348.9999999999993,19.999999999997797,502.00000000000244,43.00000000000415,146.00000000000168,-295.0000000000008,,1307.0000000000068
2019.10.14,-172.00000000000549,299.00000000000483,-175.99999999999838,112.99999999998533,163.99999999999747,-267.00000000000614,26.999999999999247,-84.00000000000318,90.0000000000012,-219.99999999999798,223.00000000000654,253.99999999999866,-148.99999999999915,562.0000000000181,124.99999999999733,223.00000000000654,-274.00000000001864,,737.9999999999864
2019.10.14,-141.00000000000225,405.0000000000109,-156.00000000000057,78.00000000000028,212.99999999999653,-320.00000000000915,53.00000000001415,-68.00000000001205,142.99999999999312,-258.9999999999981,340.00000000000693,419.9999999999982,-178.99999999999582,765.0000000000157,192.99999999999872,298.0000000000094,-280.0000000000136,,1505.000000000012
2019.10.14,-82.99999999999974,407.0000000000018,-79.00000000000685,47.99999999998139,209.00000000000364,-309.99999999999915,36.0000000000138,43.99999999999693,197.99999999999818,-285.9999999999974,385.99999999999744,443.99999999999994,-167.00000000000603,911.0000000000174,236.00000000000287,324.00000000000205,-295.0000000000008,,2023.0000000000055
2019.10.14,-12.000000000000899,405.9999999999952,-19.999999999997797,17.999999999984695,204.00000000000418,-297.00000000000284,53.999999999998494,69.99999999999318,226.99999999999943,-400.9999999999958,435.0000000000076,485.0000000000021,-147.00000000000824,1017.0000000000013,234.00000000000088,292.00000000000335,-292.00000000000335,,2272.999999999982
2019.10.14,90.0000000000012,485.0000000000021,14.000000000002899,151.9999999999966,261.0000000000001,-354.0000000000099,109.00000000000354,117.999999999995,358.0000000000028,-429.0000000000016,522.0000000000002,462.0000000000068,-137.00000000000932,1112.0000000000018,239.0000000000003,296.0000000000074,-246.00000000001288,,3051.9999999999873
