date,EURUSD,USDCAD,GBPCHF,EURCHF,EURCAD,empty,sum
2019.06.03,-48.000000000003595,-8.000000000008,-173.00000000000094,-9.999999999998899,-8.999999999992347,,-248.00000000000378
2019.06.03,-31.000000000003247,-22.0000000000109,-127.99999999999478,-49.99999999999449,-113.99999999999189,,-344.9999999999953
2019.06.03,30.999999999981043,-52.000000000007596,-130.0000000000079,-69.9999999999923,-177.99999999998929,,-399.00000000001603
2019.06.03,43.999999999999595,-79.00000000000685,-133.99999999998968,-76.99999999999375,-207.99999999998596,,-453.99999999997664
2019.06.03,58.99999999998684,-52.99999999999194,-134.99999999999625,-80.99999999999774,-190.00000000000128,,-400.00000000000034
2019.06.03,58.99999999998684,-34.000000000000696,-153.00000000000313,-95.999999999985,-178.99999999999582,,-402.99999999999784
2019.06.03,78.99999999998464,-39.00000000001125,-103.99999999999298,-75.99999999998718,-204.99999999998852,,-344.9999999999953
2019.06.03,129.99999999998568,26.999999999999247,-106.00000000000608,-92.00000000000318,-192.99999999999872,,-234.00000000002305
2019.06.03,107.99999999999699,52.000000000007596,-109.00000000000354,-95.999999999985,-144.99999999999514,,-189.99999999997908
2019.06.03,142.99999999998204,87.99999999999919,-150.00000000000568,-112.99999999998533,-184.99999999999073,,-217.0000000000005
2019.06.03,176.99999999998272,175.99999999999838,-177.00000000000495,-122.99999999998423,-99.99999999998899,,-46.99999999999703
2019.06.03,192.99999999999872,224.99999999998633,-185.99999999999727,-127.99999999999478,-65.99999999998829,,38.000000000004704
2019.06.03,200.00000000000017,225.99999999999287,-245.99999999999068,-198.99999999999363,-99.99999999998899,,-118.99999999998023
2019.06.03,187.99999999998818,224.99999999998633,-239.00000000001143,-194.99999999998963,-55.99999999998939,,-77.00000000001592
2019.06.03,173.00000000000094,209.9999999999991,-272.99999999998994,-197.99999999998707,-56.99999999999594,,-144.99999999997294
2019.06.03,115.99999999998278,197.00000000000273,-306.9999999999906,-241.99999999998667,-41.000000000002146,,-276.9999999999939
2019.06.03,114.99999999999844,187.00000000000384,-306.9999999999906,-242.99999999999324,15.00000000000945,,-232.99999999997215
2019.06.03,93.99999999999409,225.99999999999287,-252.0000000000078,-192.99999999999872,49.99999999999449,,-75.0000000000251
2019.06.03,46.999999999997044,173.00000000000094,-310.9999999999946,-214.00000000000307,53.999999999998494,,-251.00000000000117
2019.06.03,-46.0000000000127,79.99999999999119,-310.0000000000103,-242.99999999999324,66.00000000001049,,-453.00000000001455
2019.06.03,-30.0000000000189,66.99999999999484,-417.0000000000007,-414.9999999999876,11.00000000000545,,-784.0000000000068
