date,AUDUSD,GBPCHF,EURCHF,EURJPY,AUDJPY,empty,sum
2018.06.11,0.0,-53.999999999998494,-41.000000000002146,-99.99999999999432,-91.00000000000819,,-286.0000000000031
2018.06.11,27.00000000001035,-51.000000000001044,-31.000000000003247,-94.99999999999886,-195.0000000000074,,-345.0000000000002
2018.06.11,33.000000000005244,-120.99999999999334,-60.000000000015596,-205.99999999998886,-192.99999999999784,,-546.9999999999905
2018.06.11,43.00000000000415,-127.99999999999478,-69.00000000000794,-213.99999999999864,-222.0000000000084,,-590.0000000000057
2018.06.11,52.000000000007596,-148.99999999999915,-80.00000000001339,-169.00000000001114,-183.00000000000693,,-529.000000000023
2018.06.11,77.00000000000485,-161.00000000001114,-174.00000000000747,-324.0000000000123,-289.0000000000015,,-871.0000000000275
2018.06.11,73.00000000000084,-215.99999999999397,-215.99999999999397,-355.99999999999454,-323.99999999999807,,-1038.9999999999795
2018.06.11,83.00000000001084,-215.00000000000963,-296.0000000000074,-466.0000000000082,-335.00000000000796,,-1229.0000000000223
2018.06.11,161.00000000000003,-201.00000000000674,-304.00000000001535,-515.0000000000148,-394.00000000000546,,-1253.0000000000423
2018.06.11,177.00000000000495,-174.99999999999181,-310.9999999999946,-548.0000000000018,-385.0000000000051,,-1241.9999999999884
2018.06.11,190.00000000000128,-215.99999999999397,-320.00000000000915,-527.9999999999916,-391.9999999999959,,-1265.9999999999893
2018.06.11,176.0000000000095,-297.9999999999983,-419.0000000000138,-760.9999999999957,-543.9999999999969,,-1845.999999999995
2018.06.11,160.00000000000458,-272.99999999998994,-388.9999999999949,-766.9999999999959,-549.9999999999972,,-1818.9999999999732
2018.06.11,179.00000000000693,-234.00000000000088,-341.99999999999784,-753.0000000000143,-569.0000000000026,,-1719.0000000000086
2018.06.11,160.00000000000458,-198.99999999999363,-313.00000000000773,-765.0000000000148,-540.9999999999968,,-1658.0000000000084
2018.06.11,159.00000000000912,-209.9999999999991,-356.00000000000074,-881.0000000000002,-617.0000000000044,,-1904.9999999999955
2018.06.11,153.00000000000313,-211.00000000000563,-368.9999999999971,-859.0000000000089,-581.0000000000031,,-1867.0000000000114
2018.06.11,152.00000000000767,-211.99999999998997,-368.00000000001273,-837.9999999999939,-564.9999999999977,,-1830.9999999999866
2018.06.11,131.00000000000333,-588.0000000000107,-669.0000000000085,-1266.999999999996,-790.9999999999968,,-3184.0000000000086
2018.06.11,175.00000000000293,-628.9999999999907,-673.0000000000125,-1283.9999999999918,-810.0000000000023,,-3220.999999999994
2018.06.11,203.00000000000873,-540.9999999999915,-609.9999999999994,-1366.9999999999902,-846.0000000000036,,-3160.999999999976
2018.06.11,202.0000000000022,-506.0000000000064,-558.0000000000141,-1298.0000000000018,-814.9999999999977,,-2975.0000000000177
2018.06.11,220.00000000000907,-483.99999999999557,-563.0000000000024,-1217.9999999999893,-808.0000000000069,,-2852.999999999985
2018.06.11,163.00000000000205,-322.00000000000006,-463.0000000000134,-1176.0000000000161,-766.9999999999959,,-2565.0000000000236
2018.06.11,143.00000000000423,63.99999999999739,-370.00000000000364,-977.0000000000039,-730.000000000004,,-1870.00000000001
2018.06.11,152.00000000000767,49.00000000001015,-407.0000000000018,-1043.0000000000064,-769.999999999996,,-2018.9999999999864
2018.06.11,165.00000000000404,66.00000000001049,-451.0000000000014,-1085.000000000008,-775.0000000000057,,-2080.0000000000005
2018.06.11,134.0000000000008,79.00000000000685,-470.9999999999992,-1006.0000000000002,-745.0000000000045,,-2008.9999999999964
2018.06.11,115.00000000000954,86.0000000000083,-429.00000000001273,-997.0000000000141,-756.0000000000002,,-1981.0000000000093
2018.06.11,160.00000000000458,45.99999999999049,-400.00000000000034,-985.0000000000136,-756.0000000000002,,-1935.000000000019
2018.06.11,120.00000000000898,4.000000000004,-431.0000000000036,-973.9999999999895,-731.0000000000088,,-2011.9999999999886
2018.06.11,208.00000000000819,73.99999999999629,-378.999999999996,-1004.9999999999955,-772.9999999999961,,-1874.9999999999832
2018.06.11,213.00000000000762,89.99999999999008,-353.0000000000033,-1027.9999999999916,-765.0000000000006,,-1842.9999999999977
2018.06.11,207.00000000000162,38.0000000000047,-426.9999999999996,-1084.0000000000032,-769.999999999996,,-2035.9999999999923
