date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.06.08,-111.99999999998988,-55.99999999998939,0.0,-22.999999999995246,-17.000000000000348,-1.999999999990898,-19.99999999998181,-56.0000000000005,-148.99999999999915,-92.00000000000318,-27.999999999994696,-38.000000000010914,-22.0000000000109,-55.00000000000682,-49.99999999999449,-41.000000000002146,-68.00000000000139,-0.999999999990564,-168.99999999999693,-30.999999999992145,-7.0000000000014495,,-1036.9999999999527
2015.06.08,-97.9999999999981,-97.9999999999981,-27.000000000001023,8.000000000008,-12.000000000000899,97.00000000001374,-37.99999999998249,-67.00000000000594,-155.00000000000514,-104.99999999999955,-32.999999999994145,15.999999999991132,-33.000000000038554,-86.00000000001273,1.999999999990898,-104.99999999999955,-35.00000000000725,33.00000000000125,-117.00000000000044,-79.99999999999119,-11.00000000000545,,-944.0000000000355
2015.06.08,-89.99999999999008,-83.9999999999952,-88.99999999999864,-4.999999999999449,11.00000000000545,134.99999999999625,12.000000000000455,-12.000000000000899,-129.00000000000134,-57.00000000000705,-5.999999999994898,-82.99999999999841,-137.00000000000932,-69.99999999999318,-144.99999999999514,14.000000000002899,-117.00000000001154,-39.99999999999204,-187.00000000000384,-119.99999999999788,12.999999999996348,,-1185.9999999999875
2015.06.08,-102.99999999999754,-35.00000000000725,-72.00000000000273,10.000000000010001,28.000000000005798,103.99999999999298,155.00000000000114,3.999999999992898,-111.00000000000554,-46.00000000000159,25.00000000000835,-93.00000000001774,-109.00000000000354,104.99999999998977,-177.00000000000495,110.99999999999443,-141.99999999999767,-21.99999999999136,-192.00000000000327,-156.99999999999602,14.999999999987246,,-702.0000000000465
2015.06.08,-88.99999999999464,-46.999999999997044,-76.99999999999818,13.00000000000745,23.00000000000635,120.00000000000898,191.0000000000025,18.999999999991246,-115.00000000000954,-39.00000000000014,40.00000000000669,-99.99999999999432,-173.00000000002314,132.000000000005,-261.0000000000001,146.99999999998602,-151.9999999999966,-18.999999999991246,-234.99999999999633,-188.9999999999947,18.999999999991246,,-791.9999999999906
2015.06.08,-95.00000000000064,-76.0000000000094,-73.99999999999807,6.0000000000060005,-20.999999999993246,144.0000000000108,149.0000000000009,76.99999999999375,-136.00000000000279,-75.00000000000284,18.0000000000069,-96.00000000000364,-195.00000000003405,36.000000000001364,-310.0000000000103,137.9999999999937,-170.00000000000347,-21.99999999999136,-271.9999999999945,-224.9999999999974,21.999999999988695,,-1177.0000000000398
2015.06.08,-130.99999999999224,-75.00000000000284,-37.00000000000614,-40.99999999999105,-24.999999999997247,117.99999999999588,87.99999999999386,62.99999999999084,-135.00000000000733,-69.00000000000794,14.000000000002899,13.999999999981583,-260.0000000000158,-32.00000000001069,-297.9999999999983,49.99999999999449,-215.00000000000963,0.0,-312.9999999999966,-203.99999999999307,-42.0000000000087,,-1530.0000000000782
2015.06.08,-130.99999999999224,-167.9999999999904,1.9999999999953388,-46.999999999997044,-32.999999999994145,36.999999999998145,-91.99999999998454,45.99999999999049,-104.99999999999955,-86.0000000000083,-32.999999999994145,39.99999999999204,-269.00000000003035,-230.99999999999454,-327.99999999999494,-7.0000000000014495,-204.00000000000418,2.0000000000095497,-322.00000000000006,-240.99999999999122,-62.000000000006494,,-2231.9999999999977
2015.06.08,-9.999999999998899,-167.9999999999904,1.9999999999953388,-0.999999999995449,-43.00000000000415,0.0,-129.99999999999545,28.999999999990145,-92.00000000000318,-7.0000000000014495,-42.999999999993044,126.00000000000477,-240.00000000001796,-274.0000000000009,-212.99999999999653,-60.99999999999994,-32.999999999994145,96.00000000000364,-317.0000000000006,-300.0000000000003,-5.000000000010552,,-1684.0000000000089
2015.06.08,-48.99999999999905,-79.00000000000685,117.00000000000443,-51.99999999999649,26.999999999999247,-8.000000000008,-199.99999999998863,42.999999999993044,-63.00000000000195,20.999999999993246,-32.999999999994145,168.99999999998272,-160.00000000002677,-289.99999999999204,-249.00000000001032,-114.99999999999844,11.999999999989797,100.99999999999909,-392.00000000000347,-307.0000000000017,-21.00000000000435,,-1528.0000000000707
