date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.01.20,-58.99999999999794,11.00000000000545,25.99999999999625,-32.999999999994145,3.999999999992898,-13.00000000000745,-22.999999999995246,21.000000000000796,22.999999999995246,76.99999999999818,36.999999999998145,-42.999999999993044,16.000000000005343,41.99999999998738,25.000000000005684,-41.9999999999976,-99.99999999998899,,-30.99999999998903
2020.01.20,-33.000000000005244,11.999999999989797,22.999999999996135,-28.999999999990145,-29.000000000001247,0.0,-35.999999999991594,35.0000000000108,26.999999999999247,60.000000000002274,85.00000000000173,-73.99999999999629,7.999999999995566,62.99999999998818,26.00000000001046,-78.00000000000028,-131.99999999999878,,-71.9999999999894
2020.01.20,-67.00000000000594,4.999999999988347,70.99999999999795,-60.99999999999994,-65.99999999999939,36.999999999998145,-59.99999999999339,80.0000000000125,5.999999999994898,125.0,114.0000000000141,-144.99999999999514,39.00000000000148,134.9999999999909,91.99999999999875,-139.00000000000023,-170.00000000000347,,-4.000000000000398
2020.01.20,-72.0000000000054,-25.00000000000835,81.00000000000307,-53.999999999998494,-80.00000000000229,74.99999999999174,-92.99999999998754,86.00000000001273,14.999999999998348,186.00000000000705,165.00000000001512,-129.99999999998568,49.99999999999716,154.99999999998693,141.00000000000534,-149.99999999999457,-137.9999999999937,,212.00000000004144
2020.01.20,-36.0000000000027,-65.00000000000395,70.99999999999795,-63.99999999999739,-65.99999999999939,47.9999999999925,-92.00000000000318,115.0000000000091,-4.000000000004,195.0000000000216,198.99999999999363,-41.99999999998649,39.99999999999204,132.99999999999557,100.99999999999909,-141.99999999999767,-158.99999999999804,,232.00000000000873
2020.01.20,-52.000000000007596,-9.000000000014552,70.99999999999795,-89.99999999999008,-40.00000000000669,37.99999999999359,-58.99999999998684,93.00000000000352,-7.9999999999968985,114.00000000000432,140.0000000000068,-59.99999999999339,22.00000000000557,103.9999999999992,91.99999999999875,-122.99999999999534,-130.99999999999224,,102.00000000002606
2020.01.20,-19.999999999997797,-49.00000000001015,57.999999999992724,-63.99999999999739,-76.0000000000094,68.99999999999685,-61.99999999998429,121.00000000000932,-21.00000000000435,135.00000000001933,151.00000000001222,-85.99999999998609,28.000000000005798,134.00000000000034,120.00000000000455,-152.99999999999204,-137.9999999999937,,147.00000000006594
2020.01.20,-39.00000000000014,-42.0000000000087,75.9999999999934,-72.99999999998974,-81.00000000000884,73.99999999999629,-78.00000000000028,115.0000000000091,-29.999999999996696,137.00000000000045,133.00000000000534,-109.99999999998789,36.99999999999193,153.99999999999636,138.00000000000523,-164.99999999999292,-136.00000000000279,,110.00000000001009
2020.01.20,-43.999999999999595,-43.999999999999595,88.99999999999864,-86.0000000000083,-89.00000000000574,76.99999999999375,-82.99999999998863,125.0,-31.999999999998696,153.00000000002,151.00000000001222,-126.99999999998823,39.00000000000148,172.9999999999876,150.00000000000568,-186.99999999999272,-151.9999999999966,,113.00000000004127
2020.01.20,-21.999999999999797,-49.00000000001015,76.99999999999818,-76.99999999999375,-72.0000000000054,47.9999999999925,-66.99999999999484,135.00000000000512,-23.00000000000635,159.9999999999966,168.0000000000126,-69.9999999999923,34.99999999999659,143.00000000000068,108.00000000000409,-154.99999999999403,-167.9999999999904,,171.00000000001933
2020.01.20,-38.0000000000047,-66.00000000001049,72.00000000000273,-66.00000000001049,-101.00000000000664,83.9999999999952,-96.99999999999153,118.00000000000921,-24.999999999997247,171.99999999999704,170.00000000000347,-123.99999999999079,39.00000000000148,173.99999999999238,142.00000000001012,-187.9999999999993,-156.99999999998494,,109.00000000001552
2020.01.20,-75.9999999999983,-38.0000000000047,78.99999999999352,-60.99999999999994,-98.0000000000092,109.99999999999899,-116.99999999998934,72.00000000000273,-7.0000000000014495,170.00000000001592,154.99999999999403,-154.99999999999403,45.000000000001705,173.99999999999238,177.0000000000067,-180.99999999999784,-104.99999999999955,,144.0000000000117
2020.01.20,-69.00000000000794,-26.999999999999247,72.00000000000273,-72.99999999998974,-96.00000000000719,89.99999999999008,-93.99999999999409,78.00000000000296,-7.0000000000014495,149.0000000000009,158.0000000000137,-163.00000000000205,31.999999999996476,165.99999999999682,151.00000000001046,-185.99999999999727,-131.99999999999878,,49.00000000001634
2020.01.20,-38.0000000000047,-43.999999999999595,78.99999999999352,-43.999999999999595,-101.00000000000664,104.99999999999955,-75.99999999998718,118.00000000000921,-29.999999999996696,140.00000000001478,96.00000000000719,-154.99999999999403,57.00000000000216,177.99999999999727,174.0000000000066,-173.9999999999964,-120.99999999999334,,164.00000000005213
2020.01.20,-56.0000000000005,-31.000000000003247,86.99999999998909,-65.00000000000395,-92.00000000000318,93.99999999999409,-82.99999999998863,103.9999999999992,-55.000000000005045,91.00000000000819,58.000000000002494,-151.9999999999966,40.99999999999682,172.9999999999876,163.0000000000109,-174.99999999999181,-126.99999999998823,,-24.99999999999278
2020.01.20,-79.00000000000685,-58.000000000002494,73.99999999999807,-39.999999999995595,-123.00000000000644,96.99999999999153,-137.9999999999937,65.00000000001194,-89.00000000000574,55.00000000000682,0.0,-181.9999999999933,55.999999999997385,196.99999999998852,161.00000000000136,-197.99999999999818,-165.9999999999995,,-368.00000000000614
2020.01.20,-67.00000000000594,-83.9999999999952,66.99999999999307,-12.999999999996348,-123.00000000000644,100.00000000000009,-147.99999999999258,72.00000000000273,-109.00000000000354,45.000000000015916,-39.999999999995595,-147.99999999999258,69.99999999999318,193.9999999999884,160.0000000000108,-180.99999999999784,-156.99999999998494,,-361.99999999996686
2020.01.20,-86.0000000000083,-83.9999999999952,72.00000000000273,11.999999999989797,-141.00000000000225,126.99999999999933,-170.99999999998784,53.00000000001148,-100.00000000000009,64.99999999999773,-58.000000000002494,-182.99999999999983,87.0000000000033,215.99999999999397,195.0000000000074,-183.99999999999528,-140.99999999999113,,-320.9999999999767
2020.01.20,-70.99999999999883,-63.99999999999739,69.00000000000261,5.000000000010552,-107.00000000000153,85.99999999999719,-137.9999999999937,67.00000000000728,-146.00000000000168,-37.99999999998249,-157.99999999999147,-136.99999999998712,81.99999999999363,176.9999999999925,146.0000000000008,-146.99999999999713,-156.99999999998494,,-530.9999999999318
2020.01.20,-48.000000000003595,-22.999999999995246,15.999999999991132,-68.00000000000139,-34.000000000000696,39.999999999995595,-69.9999999999923,40.00000000000625,-173.00000000000094,-207.9999999999984,-187.99999999998818,-26.999999999999247,-6.000000000000227,60.99999999999284,58.9999999999975,-103.99999999999298,-119.99999999998678,,-852.9999999999766
2020.01.20,-68.00000000000139,-29.999999999996696,33.00000000000125,-65.00000000000395,-33.000000000005244,31.999999999998696,-99.99999999998899,33.00000000000125,-173.00000000000094,-173.99999999997817,-174.99999999999181,-7.999999999985796,9.000000000000341,68.9999999999884,61.99999999999761,-96.99999999999153,-127.99999999999478,,-812.9999999999518
2020.01.20,-126.99999999999933,29.999999999996696,48.00000000000182,-99.00000000000463,1.999999999990898,-16.0000000000049,-102.99999999998644,-15.999999999991132,-162.0000000000066,-204.99999999998408,-195.9999999999962,-14.000000000002899,-1.9999999999953388,41.99999999998738,19.000000000005457,-73.99999999999629,-150.00000000000568,,-1022.9999999999912
