date,USDCAD,EURJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2019.02.04,-83.9999999999952,-15.000000000000568,-1.0000000000047748,-38.0000000000047,-10.999999999994348,,-148.99999999999957
2019.02.04,-55.000000000005045,-10.99999999999568,-48.00000000000182,-36.0000000000027,-19.999999999997797,,-170.000000000003
2019.02.04,-53.999999999998494,-9.000000000000341,4.9999999999954525,-19.999999999997797,16.0000000000049,,-61.99999999999628
2019.02.04,-87.99999999999919,-51.00000000000193,12.000000000000455,-2.999999999997449,53.999999999998494,,-75.99999999999963
2019.02.04,-86.0000000000083,-52.99999999999727,16.999999999995907,29.999999999996696,72.0000000000054,,-20.00000000000756
2019.02.04,-59.000000000009045,10.99999999999568,16.999999999995907,-204.00000000000418,7.9999999999968985,,-227.00000000002473
2019.02.04,-60.99999999999994,52.99999999999727,45.99999999999227,-165.9999999999995,19.00000000000235,,-109.00000000000755
2019.02.04,-70.99999999999883,21.000000000000796,78.99999999999352,-141.99999999999767,102.00000000000209,,-11.0000000000001
2019.02.04,-53.999999999998494,52.99999999999727,78.00000000000296,-85.99999999999719,97.00000000000264,,88.00000000000719
2019.02.04,-19.999999999997797,58.9999999999975,128.0000000000001,-119.00000000000244,80.99999999999774,,128.9999999999951
2019.02.04,-42.999999999993044,43.99999999999693,79.9999999999983,-153.99999999999858,43.00000000000415,,-29.99999999999224
2019.02.04,-56.99999999999594,51.9999999999925,85.99999999999852,-178.00000000000037,17.999999999995797,,-79.00000000000949
2019.02.04,-104.99999999999955,64.99999999999773,70.99999999999795,-214.00000000000307,-24.000000000001798,,-207.00000000000873
2019.02.04,-130.99999999999224,114.00000000000432,66.99999999999307,-238.0000000000049,-24.999999999997247,,-212.999999999997
2019.02.04,-131.99999999999878,179.9999999999926,140.00000000000057,-189.00000000000583,14.999999999998348,,13.999999999986922
2019.02.04,-148.99999999999915,147.99999999999613,131.9999999999908,-129.00000000000134,43.999999999999595,,45.99999999998604
2019.02.04,-151.9999999999966,161.00000000000136,144.99999999999602,-117.99999999999588,38.0000000000047,,74.0000000000096
2019.02.04,-153.00000000000313,152.00000000000102,152.9999999999916,-126.99999999999933,26.999999999999247,,51.9999999999894
2019.02.04,-130.0000000000079,168.99999999999693,177.99999999999727,-114.00000000000298,48.99999999999905,,151.99999999998238
2019.02.04,-130.0000000000079,180.99999999999739,225.9999999999991,-121.99999999999989,48.99999999999905,,203.99999999998772
2019.02.04,-82.00000000000429,236.0000000000042,218.9999999999941,-231.0000000000034,-60.99999999999994,,80.99999999999062
2019.02.04,-18.999999999991246,332.9999999999984,215.99999999999397,-258.9999999999981,-63.99999999999739,,207.00000000000563
