date,GBPUSD,USDJPY,NZDUSD,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDNZD,empty,sum
2016.09.05,-5.999999999994898,-57.999999999992724,-89.00000000000574,-90.0000000000012,-93.00000000000975,-76.00000000000762,-112.000000000001,-312.00000000000114,-30.000000000001137,-177.99999999998929,,-1044.0000000000045
2016.09.05,-7.0000000000014495,-54.000000000002046,-79.00000000000685,-124.00000000000189,-99.00000000000463,-91.99999999999875,-151.9999999999966,-309.0000000000037,-54.000000000002046,-133.00000000000534,,-1103.0000000000232
2016.09.05,-9.999999999998899,-57.00000000000216,-148.0000000000037,-197.00000000000273,-135.00000000001845,-40.00000000000625,-167.9999999999904,-323.0000000000066,-3.9999999999906777,-126.99999999998823,,-1209.000000000008
2016.09.05,-26.999999999999247,-60.99999999999284,-184.00000000000637,-219.99999999999798,-99.00000000000463,-54.000000000002046,-72.99999999998974,-371.99999999999454,-46.999999999997044,-200.00000000000017,,-1336.9999999999848
2016.09.05,-11.00000000000545,-64.99999999999773,-187.9999999999993,-217.0000000000005,-75.00000000000284,-34.99999999999659,-43.999999999999595,-373.00000000000114,-86.99999999998909,-215.00000000000963,,-1310.0000000000018
2016.09.05,1.999999999990898,-152.00000000000102,-147.00000000000824,-176.99999999999383,77.99999999997809,-121.99999999999989,97.9999999999981,-275.000000000003,-155.00000000000114,-229.99999999999687,,-1080.0000000000368
2016.09.05,7.0000000000014495,-382.99999999999557,-264.0000000000087,-234.00000000000088,-144.0000000000108,-316.0000000000025,-63.99999999999739,-432.0000000000102,-226.99999999998965,-245.0000000000063,,-2302.0000000000205
2016.09.05,32.0000000000098,-317.99999999999784,-268.0000000000016,-244.99999999999523,-133.00000000000534,-242.00000000000443,-106.99999999999044,-439.0000000000116,-129.99999999999545,-238.0000000000049,,-2087.999999999997
2016.09.05,19.999999999997797,-239.00000000000432,-292.00000000000335,-295.0000000000008,-205.00000000001074,-207.9999999999984,-164.99999999999292,-527.9999999999951,-76.99999999999818,-256.99999999999613,,-2246.000000000002
2016.09.05,38.0000000000047,-206.00000000000307,-318.00000000000716,-326.9999999999995,-362.00000000001785,-171.00000000000648,-296.9999999999917,-592.9999999999991,-51.9999999999925,-226.99999999999943,,-2515.0000000000123
2016.09.05,73.99999999999629,-134.00000000000034,-387.000000000004,-395.99999999999636,-320.00000000000915,-97.00000000000841,-312.9999999999855,-720.0000000000095,45.000000000001705,-269.00000000000813,,-2517.000000000023
2016.09.05,100.99999999999554,-545.0000000000017,-476.0000000000098,-439.0000000000005,-443.0000000000156,-456.00000000000307,-419.9999999999982,-848.0000000000043,-107.99999999998988,-293.0000000000099,,-3927.0000000000373
2016.09.05,174.99999999999181,-469.99999999999886,-485.0000000000021,-466.9999999999952,-368.00000000001273,-403.99999999999636,-380.9999999999869,-880.9999999999984,-78.99999999999352,-310.0000000000103,,-3670.000000000003
2016.09.05,177.00000000000495,-417.0000000000016,-485.0000000000021,-447.99999999999284,-346.0000000000019,-341.0000000000082,-365.99999999999966,-868.000000000002,-74.99999999998863,-312.00000000000114,,-3480.9999999999936
2016.09.05,191.99999999999218,-492.00000000000443,-519.0000000000028,-480.0000000000027,-338.0000000000161,-400.0000000000057,-376.9999999999829,-940.0000000000075,-91.99999999999875,-348.9999999999993,,-3795.000000000028
2016.09.05,248.00000000000378,-495.9999999999951,-573.0000000000013,-500.00000000000045,-342.00000000002007,-353.9999999999992,-385.99999999999744,-968.9999999999976,-43.99999999999693,-377.0000000000051,,-3793.000000000009
2016.09.05,249.00000000001032,-638.9999999999958,-597.0000000000031,-500.9999999999959,-427.0000000000218,-469.99999999999886,-393.99999999998323,-973.0000000000016,-126.99999999999534,-385.99999999999744,,-4264.999999999983
2016.09.05,157.00000000000713,-790.9999999999968,-642.0000000000092,-526.9999999999997,-567.0000000000064,-624.0000000000094,-432.9999999999945,-1036.999999999999,-235.99999999999,-394.00000000000546,,-5094.000000000004
2016.09.05,232.99999999999432,-748.0000000000047,-599.0000000000051,-492.999999999999,-448.000000000004,-585.9999999999985,-366.999999999984,-916.0000000000057,-223.99999999998954,-383.0,,-4530.999999999996
2016.09.05,134.99999999999625,-653.9999999999964,-561.0000000000003,-449.9999999999948,-584.0000000000067,-454.00000000000773,-351.99999999999676,-856.0000000000123,-141.9999999999959,-316.0000000000052,,-4234.00000000002
2016.09.05,-15.999999999993797,-775.9999999999962,-526.9999999999997,-446.9999999999974,-735.000000000019,-676.0000000000019,-435.9999999999919,-852.9999999999926,-257.99999999999557,-280.9999999999979,,-5004.999999999985
2016.09.05,7.0000000000014495,-725.9999999999991,-504.9999999999999,-404.99999999999983,-665.0000000000044,-612.000000000009,-428.9999999999905,-791.0000000000084,-262.00000000000045,-262.00000000000665,,-4650.000000000017
2016.09.05,89.00000000000574,-715.999999999994,-561.0000000000003,-388.9999999999949,-648.0000000000041,-564.0000000000072,-403.99999999998215,-839.9999999999964,-204.9999999999983,-276.9999999999939,,-4514.999999999965
2016.09.05,304.9999999999997,-700.0000000000028,-538.0000000000051,-434.000000000001,-414.00000000000324,-638.9999999999958,-422.9999999999956,-846.9999999999977,-250.0,-329.00000000000153,,-4269.000000000003
2016.09.05,575.9999999999987,-760.9999999999957,-489.0000000000061,-392.00000000000347,-8.000000000008,-710.9999999999985,-536.0000000000032,-872.9999999999905,-256.9999999999908,-249.99999999999466,,-3700.999999999992
2016.09.05,262.00000000000665,-923.9999999999924,-496.00000000000756,-397.0000000000029,-262.00000000000665,-908.0000000000013,-485.99999999998647,-852.0000000000083,-415.9999999999968,-262.999999999991,,-4741.999999999986
2016.09.05,263.99999999999756,-890.9999999999911,-453.0000000000034,-358.0000000000028,-225.00000000000853,-951.9999999999982,-419.9999999999982,-815.0000000000101,-475.9999999999991,-262.00000000000665,,-4588.00000000002
2016.09.05,292.00000000000335,-884.9999999999909,-402.00000000000233,-336.00000000000296,-112.000000000001,-884.0000000000003,-316.99999999998954,-713.0000000000081,-477.99999999999443,-266.999999999995,,-4101.999999999982
2016.09.05,290.9999999999968,-837.0000000000033,-391.000000000008,-324.9999999999975,-91.00000000001884,-850.0000000000085,-315.99999999998295,-710.0000000000106,-420.0000000000017,-261.0000000000001,,-3910.000000000035
2016.09.05,262.999999999991,-876.9999999999953,-360.0000000000048,-281.99999999999335,-144.0000000000108,-883.0000000000098,-322.9999999999844,-645.0000000000067,-450.9999999999934,-211.99999999998997,,-3913.9999999999973
2016.09.05,282.0000000000045,-875.0,-355.0000000000053,-320.9999999999935,-104.00000000001519,-887.0000000000005,-421.99999999998903,-710.999999999995,-445.99999999999795,-187.99999999998818,,-4026.99999999998
2016.09.05,297.9999999999983,-762.999999999991,-365.99999999999966,-390.99999999999693,-8.000000000008,-817.9999999999978,-354.9999999999942,-720.0000000000095,-390.99999999999113,-221.99999999998886,,-3735.999999999979
2016.09.05,262.00000000000665,-715.0000000000034,-308.00000000000824,-358.0000000000028,43.999999999999595,-900.9999999999962,-412.9999999999967,-703.0000000000092,-400.99999999999625,-217.0000000000005,,-3710.0000000000073
2016.09.05,299.00000000000483,-706.0000000000031,-230.000000000008,-288.9999999999948,156.99999999998494,-885.0000000000051,-393.99999999998323,-632.9999999999947,-429.9999999999926,-161.99999999999548,,-3272.9999999999873
2016.09.05,25.00000000000835,-739.9999999999949,-295.0000000000008,-336.00000000000296,-320.00000000000915,-879.0000000000049,-383.99999999998437,-703.9999999999935,-412.9999999999967,-198.00000000000927,,-4243.999999999989
2016.09.05,-2.999999999997449,-676.9999999999925,-292.00000000000335,-359.99999999999363,-365.0000000000153,-865.0000000000091,-451.99999999998573,-740.0000000000073,-387.999999999991,-200.00000000000017,,-4341.999999999995
2016.09.05,-46.999999999997044,-724.9999999999943,-312.00000000000114,-361.0000000000002,-407.0000000000018,-891.0000000000053,-492.0000000000035,-784.9999999999912,-387.00000000000045,-190.00000000000128,,-4596.999999999996
2016.09.05,109.00000000000354,-713.9999999999986,-284.0000000000065,-317.0000000000006,-307.00000000001285,-855.000000000004,-495.99999999998533,-703.9999999999935,-366.9999999999902,-151.9999999999966,,-4086.9999999999845
2016.09.05,171.99999999999437,-730.9999999999945,-304.00000000000426,-307.0000000000017,-222.00000000001108,-831.0000000000031,-471.9999999999835,-703.0000000000092,-346.9999999999942,-117.99999999999588,,-3863.000000000003
2016.09.05,194.0000000000053,-786.0000000000014,-312.00000000000114,-327.99999999999494,-232.00000000000998,-888.0000000000052,-483.99999999999557,-700.999999999996,-373.9999999999952,-154.99999999999403,,-4065.9999999999877
2016.09.05,112.000000000001,-771.9999999999914,-296.0000000000074,-298.9999999999937,-292.00000000000335,-871.0000000000093,-400.9999999999847,-652.9999999999925,-412.9999999999967,-165.9999999999995,,-4050.9999999999773
2016.09.05,80.99999999999774,-728.9999999999992,-299.00000000000483,-293.99999999999426,-302.0000000000023,-817.9999999999978,-410.99999999998363,-659.999999999994,-362.99999999999955,-164.99999999999292,,-3959.999999999971
2016.09.05,70.99999999999883,-736.9999999999948,-292.9999999999988,-295.0000000000008,-279.00000000000705,-853.9999999999992,-387.99999999998835,-679.0000000000074,-402.9999999999916,-191.99999999999218,,-4048.9999999999814
2016.09.05,51.000000000001044,-733.9999999999947,-284.0000000000065,-285.9999999999974,-308.0000000000194,-853.0000000000086,-384.9999999999909,-690.9999999999972,-399.0000000000009,-185.99999999999727,,-4075.000000000012
2016.09.05,53.999999999998494,-716.9999999999987,-292.9999999999988,-288.9999999999948,-313.00000000000773,-853.0000000000086,-391.9999999999924,-713.0000000000081,-384.9999999999909,-208.99999999999253,,-4109.999999999994
2016.09.05,53.999999999998494,-703.000000000003,-291.0000000000079,-285.00000000000193,-307.00000000001285,-820.999999999998,-431.0000000000036,-717.9999999999964,-367.999999999995,-202.9999999999976,,-4073.0000000000173
2016.09.05,79.00000000000685,-677.9999999999973,-282.0000000000045,-281.99999999999335,-281.0000000000201,-805.0000000000068,-431.0000000000036,-703.0000000000092,-354.99999999998977,-174.99999999999181,,-3913.00000000001
2016.09.05,76.0000000000094,-682.9999999999927,-272.00000000000557,-271.9999999999945,-311.0000000000168,-814.9999999999977,-461.0000000000003,-695.0000000000011,-363.9999999999901,-187.00000000000384,,-3983.9999999999936
2016.09.06,18.0000000000069,-707.9999999999984,-265.0000000000041,-265.99999999999955,-411.0000000000058,-983.0000000000041,-512.0000000000014,-797.0000000000033,-397.99999999999613,-234.00000000000088,,-4556.000000000006
2016.09.06,124.99999999999733,-664.0000000000015,-273.000000000001,-273.000000000001,-232.00000000000998,-802.0000000000067,-434.9999999999854,-682.0000000000048,-334.99999999999375,-181.00000000000892,,-3752.0000000000155
2016.09.06,123.99999999999079,-694.9999999999932,-301.0000000000068,-300.0000000000003,-279.00000000000705,-811.000000000007,-451.99999999998573,-703.0000000000092,-353.9999999999992,-163.00000000000205,,-3934.00000000002
2016.09.06,70.99999999999883,-655.0000000000011,-291.0000000000079,-309.99999999999915,-310.0000000000103,-786.0000000000014,-454.9999999999832,-707.9999999999975,-308.9999999999975,-171.00000000001003,,-3924.000000000009
2016.09.06,38.0000000000047,-671.999999999997,-343.00000000000443,-370.9999999999991,-419.0000000000138,-799.0000000000066,-497.99999999999847,-785.9999999999978,-313.99999999999295,-174.99999999999181,,-4338.999999999997
2016.09.06,63.99999999999739,-640.0000000000006,-326.0000000000041,-341.0000000000024,-435.0000000000076,-765.0000000000006,-523.9999999999911,-761.999999999996,-251.99999999999534,-133.99999999998968,,-4114.99999999999
2016.09.06,100.99999999999554,-640.9999999999911,-322.00000000000006,-341.0000000000024,-610.0000000000216,-760.9999999999957,-713.9999999999924,-733.0000000000059,-186.9999999999976,-76.99999999999375,,-4285.000000000005
2016.09.06,96.00000000000719,-606.9999999999993,-302.0000000000023,-343.9999999999999,-644.0000000000001,-740.0000000000091,-849.9999999999952,-753.0000000000036,-144.99999999999602,15.00000000000945,,-4273.99999999999
2016.09.06,126.0000000000039,-480.99999999999454,-312.00000000000114,-344.99999999999534,-702.0000000000026,-600.9999999999991,-919.9999999999875,-753.0000000000036,6.000000000000227,114.99999999999844,,-3866.9999999999814
2016.09.06,150.00000000000568,-466.99999999999875,-381.0000000000091,-402.00000000000233,-1039.000000000012,-567.9999999999978,-1105.9999999999848,-845.0000000000068,75.00000000000284,143.00000000000423,,-4439.999999999998
2016.09.06,154.99999999999403,-382.99999999999557,-372.0000000000057,-424.00000000000216,-1116.000000000006,-490.0000000000091,-1241.0000000000032,-872.9999999999905,249.00000000000944,276.9999999999939,,-4218.0000000000155
2016.09.06,205.99999999999508,-715.0000000000034,-439.0000000000005,-444.9999999999954,-1138.0000000000168,-793.9999999999969,-1235.9999999999927,-893.0000000000105,123.00000000000466,200.00000000000017,,-5131.000000000017
2016.09.06,262.00000000000665,-597.999999999999,-426.9999999999996,-437.999999999994,-1036.0000000000148,-671.999999999997,-1191.9999999999932,-903.0000000000093,146.0000000000008,215.99999999999397,,-4642.0000000000055
2016.09.06,263.99999999999756,-605.9999999999945,-390.0000000000015,-397.99999999999835,-1162.0000000000186,-653.0000000000058,-1283.9999999999964,-822.9999999999959,175.00000000001137,289.0000000000059,,-4587.999999999998
2016.09.06,262.999999999991,-563.999999999993,-433.0000000000056,-429.0000000000016,-1199.0000000000168,-615.0000000000091,-1310.9999999999955,-913.0000000000083,218.00000000000352,228.99999999999034,,-4754.0000000000455
2016.09.06,265.0000000000041,-486.99999999999477,-430.00000000000813,-446.9999999999974,-1161.000000000012,-533.0000000000013,-1322.000000000001,-953.0000000000039,159.00000000000603,163.00000000000205,,-4746.000000000006
2016.09.06,265.0000000000041,-451.9999999999982,-443.99999999999994,-487.99999999999955,-952.0000000000196,-566.0000000000025,-1195.999999999997,-1022.0000000000118,224.00000000000375,157.99999999999147,,-4473.000000000029
2016.09.06,300.99999999999574,-506.9999999999908,-507.0000000000019,-544.0,-1010.0000000000219,-626.0000000000048,-1280.9999999999989,-1178.0000000000123,245.00000000000455,112.000000000001,,-4995.000000000029
2016.09.06,266.0000000000107,-483.0000000000041,-517.0000000000008,-546.9999999999975,-978.0000000000122,-588.9999999999986,-1251.9999999999864,-1187.0000000000048,222.0000000000084,60.99999999999994,,-5003.999999999985
2016.09.06,310.9999999999946,-679.000000000002,-580.0000000000027,-539.999999999996,-1061.000000000001,-739.0000000000043,-1421.99999999999,-1228.0000000000068,209.00000000000318,92.00000000000318,,-5637.000000000002
2016.09.06,472.00000000000574,-808.9999999999975,-694.0000000000057,-668.0000000000019,-1222.000000000012,-823.0000000000075,-1546.000000000003,-1357.9999999999925,194.00000000000261,127.99999999999478,,-6326.000000000017
2016.09.06,381.0000000000091,-724.0000000000038,-682.0000000000048,-702.0000000000026,-1309.0000000000045,-745.0000000000045,-1492.9999999999889,-1350.9999999999911,250.0,150.00000000000568,,-6224.999999999985
2016.09.06,353.0000000000033,-784.9999999999966,-678.0000000000008,-693.9999999999947,-1361.0000000000123,-766.0000000000053,-1462.999999999992,-1330.9999999999934,234.99999999999943,120.00000000000898,,-6369.999999999984
2016.09.06,367.0000000000062,-777.9999999999916,-661.0000000000005,-644.9999999999956,-1277.000000000017,-778.9999999999964,-1418.9999999999925,-1241.0000000000032,186.00000000000705,117.00000000001154,,-6129.999999999972
2016.09.06,323.99999999999096,-745.0000000000045,-699.0000000000052,-700.999999999996,-1250.0000000000177,-737.9999999999995,-1313.999999999993,-1353.000000000004,174.0000000000066,1.999999999990898,,-6300.000000000032
2016.09.06,296.9999999999917,-820.999999999998,-672.0000000000059,-669.9999999999928,-1205.0000000000116,-802.9999999999973,-1290.9999999999977,-1283.0000000000118,105.00000000000398,28.000000000005798,,-6315.000000000014
2016.09.06,373.00000000000114,-878.9999999999907,-690.0000000000017,-632.9999999999947,-1150.0000000000066,-838.9999999999986,-1268.9999999999868,-1269.000000000009,96.00000000000364,39.999999999995595,,-6219.999999999988
2016.09.06,356.00000000000074,-826.9999999999982,-675.9999999999989,-583.9999999999957,-1137.0000000000102,-778.9999999999964,-1192.9999999999995,-1217.0000000000014,94.99999999999886,39.00000000001125,,-5922.99999999999
2016.09.06,356.00000000000074,-822.0000000000027,-659.0000000000095,-583.0000000000002,-1072.0000000000064,-793.0000000000064,-1149.0,-1222.000000000012,17.000000000010118,-51.000000000001044,,-5978.000000000027
2016.09.06,514.9999999999987,-774.0000000000009,-651.0000000000016,-536.0000000000032,-708.0000000000198,-734.9999999999994,-1126.999999999989,-1204.000000000005,32.00000000001069,-41.000000000002146,,-5229.000000000011
2016.09.06,536.0000000000032,-739.0000000000043,-619.0000000000028,-542.9999999999935,-662.000000000007,-760.9999999999957,-1156.0000000000014,-1232.9999999999952,51.00000000000193,-41.000000000002146,,-5166.999999999996
2016.09.06,493.0000000000101,-730.000000000004,-600.0000000000006,-519.0000000000028,-612.0000000000125,-766.9999999999959,-1076.9999999999945,-1207.0000000000025,-39.00000000000148,-95.00000000000064,,-5153.0000000000055
2016.09.06,512.0000000000014,-795.0000000000017,-644.0000000000001,-581.9999999999936,-475.0000000000032,-799.9999999999972,-941.9999999999984,-1195.999999999997,-75.9999999999934,-148.99999999999915,,-5146.999999999983
2016.09.06,619.9999999999983,-838.9999999999986,-670.9999999999993,-622.0000000000003,-467.0000000000174,-853.9999999999992,-1015.9999999999947,-1266.0000000000116,-68.9999999999884,-140.0000000000068,,-5324.000000000017
2016.09.06,943.000000000005,-1831.0000000000032,-1247.0000000000093,-809.9999999999997,-799.0000000000164,-1278.9999999999964,-1070.9999999999998,-1593.0,-393.99999999999125,-425.0000000000087,,-8506.00000000002
2016.09.06,1150.0000000000066,-2024.9999999999914,-1378.0000000000014,-773.9999999999969,-859.0000000000098,-1329.0000000000077,-1018.9999999999922,-1593.0,-381.9999999999908,-381.99999999999346,,-8590.999999999975
2016.09.06,1302.0000000000032,-1882.9999999999955,-1321.0000000000055,-724.9999999999978,-711.0000000000172,-1233.000000000004,-985.999999999998,-1536.000000000004,-355.99999999999454,-361.9999999999957,,-7811.000000000008
2016.09.06,1295.0000000000018,-1814.9999999999977,-1284.0000000000073,-719.000000000003,-712.0000000000015,-1234.0000000000089,-1018.9999999999922,-1602.9999999999989,-318.9999999999884,-377.0000000000051,,-7787.000000000001
2016.09.06,1336.0000000000039,-1962.0000000000032,-1336.9999999999993,-714.0000000000035,-747.0000000000088,-1287.0000000000061,-1030.999999999982,-1622.9999999999966,-339.9999999999892,-368.9999999999971,,-8073.999999999982
2016.09.06,1256.999999999997,-1980.9999999999945,-1367.000000000007,-712.0000000000015,-799.0000000000164,-1275.9999999999964,-992.9999999999994,-1612.9999999999977,-378.9999999999907,-405.9999999999952,,-8269.0
2016.09.06,1293.9999999999952,-2066.0000000000027,-1419.0000000000036,-702.0000000000026,-743.0000000000048,-1304.000000000002,-919.9999999999875,-1597.0000000000039,-450.9999999999934,-489.99999999999045,,-8397.999999999995
2016.09.06,1316.0000000000061,-2024.9999999999914,-1429.0000000000025,-703.9999999999935,-801.0000000000073,-1284.000000000006,-879.9999999999919,-1584.999999999992,-442.99999999999784,-469.99999999999267,,-8304.999999999969
2016.09.06,1387.9999999999893,-2039.0000000000014,-1418.0000000000082,-683.0000000000002,-798.0000000000098,-1216.9999999999986,-868.9999999999865,-1546.000000000003,-384.9999999999909,-428.00000000000614,,-7995.0000000000155
2016.09.06,1380.0000000000034,-2137.0000000000005,-1417.0000000000016,-653.0000000000035,-770.000000000004,-1274.000000000001,-896.9999999999923,-1503.9999999999943,-438.99999999999295,-414.00000000000324,,-8124.999999999991
2016.09.06,1329.0000000000025,-2033.0000000000014,-1375.9999999999995,-630.9999999999927,-814.0000000000036,-1277.000000000001,-936.9999999999878,-1499.000000000006,-375.99999999999056,-383.0,,-7996.99999999998
2016.09.06,1282.0000000000055,-2051.000000000002,-1344.0000000000007,-585.0000000000022,-923.0000000000072,-1326.9999999999982,-987.9999999999889,-1510.9999999999957,-385.9999999999957,-330.9999999999924,,-8163.999999999978
2016.09.06,1316.9999999999905,-2134.0000000000005,-1375.000000000004,-607.0000000000019,-934.0000000000126,-1373.0000000000045,-992.9999999999994,-1529.0000000000025,-426.9999999999925,-347.9999999999928,,-8403.00000000002
2016.09.06,1353.000000000004,-2094.999999999999,-1391.0000000000089,-602.999999999998,-885.0000000000025,-1286.0000000000014,-975.9999999999991,-1516.0000000000061,-369.99999999999034,-343.00000000000443,,-8112.0000000000055
