date,GBPUSD,EURUSD,GBPCHF,EURGBP,empty,sum
2015.04.06,-113.99999999999189,-102.00000000000209,-215.99999999999397,0.0,,-431.99999999998795
2015.04.06,-117.99999999999588,-88.0000000000214,-177.99999999998929,96.00000000000719,,-287.99999999999943
2015.04.06,-167.00000000000603,-133.00000000000534,-251.99999999998556,65.99999999999939,,-485.99999999999756
2015.04.06,-90.99999999999665,-112.000000000001,-193.99999999998306,139.00000000000023,,-257.99999999998045
2015.04.06,0.0,-1.0000000000065512,-165.9999999999995,158.99999999999804,,-8.000000000007987
2015.04.06,9.999999999998899,-73.00000000001194,-378.999999999996,125.00000000000844,,-317.00000000000057
2015.04.06,-75.00000000000284,-157.00000000000713,-329.99999999998585,113.00000000000753,,-448.9999999999883
2015.04.06,-66.99999999999484,-172.0000000000166,-289.9999999999903,89.00000000000574,,-439.99999999999596
2015.04.06,-201.99999999999108,-272.00000000000557,-323.99999999999096,90.0000000000012,,-707.9999999999864
2015.04.06,-143.99999999998857,-223.00000000001762,-348.9999999999993,106.00000000000608,,-609.9999999999993
2015.04.06,-153.00000000000313,-267.0000000000172,-356.9999999999851,48.000000000003595,,-729.0000000000018
2015.04.06,-35.999999999991594,-246.00000000001288,-412.9999999999967,25.00000000000835,,-669.9999999999928
2015.04.06,12.999999999996348,-239.00000000001143,-400.00000000000034,30.000000000007798,,-596.0000000000076
2015.04.06,9.999999999998899,-211.00000000000563,-330.9999999999924,50.0000000000056,,-481.9999999999935
2015.04.06,4.000000000004,-219.00000000001364,-300.99999999999574,43.999999999999595,,-472.00000000000574
2015.04.06,-12.999999999996348,-249.00000000001032,-349.99999999998363,30.000000000007798,,-581.9999999999824
2015.04.06,-11.999999999989797,-263.00000000001324,-393.99999999998323,24.000000000001798,,-644.9999999999845
2015.04.06,-12.999999999996348,-263.00000000001324,-377.9999999999894,25.00000000000835,,-628.9999999999908
2015.04.06,-11.999999999989797,-259.0000000000092,-396.9999999999807,21.00000000000435,,-646.9999999999753
2015.04.06,-4.000000000004,-332.00000000002115,-412.9999999999967,-30.999999999992145,,-780.000000000014
2015.04.06,-1.999999999990898,-354.0000000000099,-478.0000000000006,-41.9999999999976,,-875.999999999999
2015.04.06,106.00000000000608,-265.0000000000041,-429.99999999999704,-35.999999999991594,,-624.9999999999866
2015.04.06,134.00000000001188,-214.00000000000307,-442.9999999999934,-59.99999999999339,,-582.999999999978
2015.04.06,188.00000000001037,-213.00000000001873,-439.99999999999596,-60.99999999999994,,-526.0000000000043
