date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,NZDJPY,AUDNZD,empty,sum
2018.07.02,18.0000000000069,-170.99999999998784,-164.00000000000148,-34.000000000000696,31.999999999998696,-25.999999999992696,158.99999999999804,-108.00000000001918,-26.000000000003798,134.99999999999625,174.99999999999181,19.000000000005457,-229.99999999999687,93.00000000000352,-190.00000000000128,,-318.00000000000307
2018.07.02,1.0000000000065512,-187.99999999998818,-57.00000000000216,-111.00000000001664,-24.999999999997247,-78.99999999999574,253.00000000001432,-48.000000000003595,-31.000000000003247,151.00000000000114,316.0000000000052,-118.99999999999977,-150.99999999999002,-42.00000000000159,-164.99999999999292,,-294.99999999996396
2018.07.02,68.00000000000139,-124.99999999999733,-72.00000000000273,-77.00000000001594,-4.999999999999449,-80.99999999999774,292.00000000000335,-26.999999999999247,-39.999999999995595,123.00000000000644,472.00000000000574,-44.999999999987494,-107.99999999999699,-31.999999999996476,-217.0000000000005,,126.0000000000274
2018.07.02,96.00000000000719,-103.99999999999298,-112.99999999999955,-47.00000000001925,16.0000000000049,-93.99999999999409,340.00000000000693,17.999999999984695,-43.00000000000415,114.99999999999844,465.0000000000043,27.000000000015234,-119.99999999998678,-16.999999999995907,-282.9999999999888,,256.0000000000402
2018.07.02,51.000000000001044,-127.99999999999478,-144.00000000000546,-82.00000000000429,9.00000000000345,-112.000000000001,310.0000000000103,4.999999999988347,-53.999999999998494,101.00000000000664,435.9999999999919,33.00000000001546,-107.99999999999699,-19.99999999999602,-305.9999999999841,,-8.999999999963961
2018.07.02,133.00000000000534,-59.99999999999339,-146.0000000000008,-92.00000000000318,-9.00000000000345,-87.99999999999919,353.0000000000033,39.999999999995595,-43.999999999999595,101.00000000000664,588.9999999999951,114.00000000000432,-5.999999999994898,13.999999999995794,-242.99999999999324,,656.0000000000184
2018.07.02,32.0000000000098,-170.99999999998784,-148.00000000001035,-126.0000000000039,-66.99999999999484,-188.9999999999947,303.9999999999932,-25.00000000000835,-126.0000000000039,117.99999999999588,594.0000000000057,-13.00000000000523,-110.99999999999443,-105.00000000000398,-319.999999999987,,-352.99999999998994
2018.07.02,-38.0000000000047,-194.99999999998963,-258.0000000000098,-171.00000000001003,-60.99999999999994,-195.00000000000074,287.9999999999994,-1.0000000000065512,-100.00000000000009,90.99999999999665,478.0000000000006,88.99999999999864,-89.99999999999008,-34.000000000006025,-346.9999999999862,,-544.0000000000085
2018.07.02,-69.00000000000794,-239.99999999999577,-380.00000000000966,-133.00000000000534,-41.000000000002146,-117.99999999999588,320.00000000000915,10.999999999983245,5.999999999994898,102.00000000000209,391.000000000008,181.99999999998795,-196.99999999998053,132.99999999999557,-243.99999999999977,,-277.00000000001626
2018.07.02,-79.00000000000685,-249.99999999999466,-395.00000000001023,-120.00000000000898,-34.000000000000696,-68.99999999999685,337.0000000000095,21.999999999988695,68.99999999999685,104.99999999999955,358.9999999999982,191.0000000000025,-221.99999999998886,200.00000000000284,-175.99999999999838,,-62.00000000000725
2018.07.02,-95.00000000000064,-232.99999999999432,-463.0000000000081,-179.00000000001802,-73.00000000000084,-139.00000000000023,320.00000000000915,35.999999999991594,-2.000000000002,80.99999999999774,441.0000000000025,287.00000000000614,-131.99999999999878,167.0000000000016,-225.99999999999287,,-210.0000000000071
2018.07.02,-141.99999999999767,-272.99999999998994,-431.0000000000116,-246.00000000001288,-144.99999999999514,-181.9999999999933,302.0000000000023,24.999999999986144,-29.999999999996696,80.99999999999774,543.0000000000045,204.00000000000773,-105.99999999998388,96.9999999999942,-190.99999999998562,,-493.9999999999739
2018.07.02,-147.99999999999258,-252.99999999999213,-377.00000000000955,-255.00000000000523,-148.0000000000037,-148.99999999999915,282.0000000000045,30.999999999981043,-5.999999999994898,58.99999999999794,544.9999999999955,164.99999999999204,-67.9999999999792,96.9999999999942,-136.00000000000279,,-361.0000000000139
