date,USDCHF,GBPUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPJPY,GBPCAD,EURCAD,AUDJPY,AUDCAD,empty,sum
2019.09.09,-114.99999999999844,-19.999999999997797,-89.99999999999008,-15.00000000000945,-30.999999999981043,12.000000000000455,-91.99999999999208,6.9999999999765805,34.000000000000696,21.00000000000435,-70.99999999999795,-99.00000000000463,,-458.9999999999894
2019.09.09,-65.99999999999939,63.99999999999739,-86.99999999999264,-87.00000000001484,2.0000000000131024,82.00000000000784,-90.0000000000012,-105.00000000001819,-60.99999999999994,-18.0000000000069,-87.99999999999386,-107.00000000000153,,-561.0000000000101
2019.09.09,-112.99999999999643,91.99999999998099,-113.99999999999189,-184.00000000000637,-32.999999999994145,121.99999999999989,-125.99999999999278,-231.00000000002296,-112.000000000001,-28.999999999990145,-135.99999999999568,-100.00000000000009,,-964.0000000000106
2019.09.09,-117.99999999999588,134.99999999999625,-120.99999999999334,-229.00000000001253,-34.99999999998504,114.00000000000432,-164.99999999999292,-271.000000000015,-140.99999999999113,-52.99999999999194,-171.99999999999704,-134.0000000000008,,-1189.999999999975
2019.09.09,-141.99999999999767,144.99999999999514,-111.99999999998988,-266.0000000000107,-44.99999999998394,134.00000000000034,-147.99999999999258,-338.99999999999864,-156.00000000000057,-70.99999999999883,-164.99999999999204,-92.99999999999864,,-1257.9999999999682
2019.09.09,-159.9999999999935,132.99999999998312,-118.99999999999133,-276.00000000000955,-37.99999999998249,118.99999999999977,-164.99999999999292,-328.00000000000296,-107.99999999999699,-130.0000000000079,-174.99999999999716,-84.0000000000063,,-1330.9999999999982
2019.09.09,-151.9999999999966,66.99999999999484,-156.00000000000057,-202.00000000001327,-44.99999999998394,147.00000000000557,-114.99999999999844,-278.00000000002,-46.999999999997044,-92.99999999998754,-138.00000000000523,-35.00000000000725,,-1047.0000000000093
2019.09.09,-246.99999999999721,83.9999999999952,-124.99999999999733,-335.00000000001864,-103.99999999999298,30.000000000001137,-157.99999999999147,-282.0000000000107,-104.99999999999955,-119.00000000000244,-108.00000000000409,-24.000000000001798,,-1493.0000000000198
2019.09.09,-236.99999999999832,100.99999999999554,-195.00000000000074,-343.00000000000443,-132.99999999998312,22.999999999996135,-198.99999999999363,-285.000000000025,-46.999999999997044,-133.99999999998968,-155.00000000000114,-55.000000000005045,,-1659.0000000000066
2019.09.09,-197.99999999999818,164.99999999999292,-136.99999999999824,-358.00000000001387,-144.99999999999514,-18.999999999991246,-186.99999999999272,-249.00000000002365,-187.99999999998818,-15.999999999993797,-105.00000000000398,-96.00000000000719,,-1533.0000000000132
2019.09.09,-212.99999999999653,133.99999999998968,-129.9999999999968,-345.0000000000175,-151.9999999999966,7.000000000005002,-268.99999999999704,-264.00000000001,-134.99999999999625,-34.000000000000696,-213.99999999999864,-187.00000000000384,,-1802.000000000019
2019.09.09,-231.99999999999886,97.9999999999981,-95.99999999999609,-336.00000000000296,-162.99999999997982,-1.0000000000047748,-261.0000000000001,-247.0000000000141,-97.9999999999981,-48.000000000003595,-198.99999999999807,-161.00000000000003,,-1743.9999999999986
2019.09.09,-224.000000000002,65.99999999998829,-122.99999999999534,-285.00000000000193,-161.99999999999548,10.99999999999568,-273.9999999999965,-210.00000000000796,-19.999999999997797,-60.99999999999994,-221.00000000000364,-170.99999999999892,,-1674.0000000000152
2019.09.09,-224.9999999999974,42.999999999993044,-142.99999999999312,-269.00000000000813,-174.99999999999181,-24.999999999991473,-287.9999999999994,-142.00000000002433,21.00000000000435,-53.999999999998494,-210.99999999999852,-182.00000000000438,,-1650.0000000000098
2019.09.09,-221.99999999999997,64.99999999998174,-147.99999999999258,-290.00000000001245,-193.99999999998306,0.0,-310.9999999999946,-195.0000000000216,19.00000000001345,-55.99999999998939,-251.99999999999534,-195.00000000000074,,-1778.9999999999943
2019.09.09,-242.99999999999324,56.99999999999594,-127.99999999999478,-307.00000000001285,-201.99999999999108,-18.000000000000682,-324.9999999999975,-188.0000000000166,1.0000000000065512,-51.000000000001044,-254.99999999999545,-212.00000000000108,,-1871.000000000002
2019.09.09,-232.99999999999432,42.999999999993044,-102.99999999999754,-281.0000000000201,-180.99999999998673,-19.99999999999602,-332.99999999999443,-161.00000000000136,37.00000000002035,-76.99999999999375,-263.00000000000523,-221.99999999999997,,-1793.9999999999757
2019.09.09,-214.00000000000307,-30.0000000000189,-158.99999999999804,-188.00000000001037,-150.99999999999002,-12.000000000000455,-336.9999999999984,-68.00000000001205,94.00000000001629,-62.99999999999084,-277.000000000001,-268.0000000000016,,-1673.0000000000084
2019.09.09,-221.99999999999997,-133.00000000000534,-101.99999999999099,-95.00000000000064,-140.99999999999113,18.000000000000682,-298.9999999999937,-4.000000000019099,230.00000000001907,-78.00000000000028,-254.99999999999545,-214.99999999999852,,-1295.9999999999754
2019.09.09,-231.99999999999886,-80.00000000001339,-100.00000000000009,-159.00000000002024,-205.99999999999508,21.000000000000796,-323.99999999999096,-72.00000000000273,154.0000000000097,1.0000000000065512,-280.00000000000114,-233.00000000000543,,-1510.000000000011
2019.09.09,-293.99999999999426,-328.00000000001717,-63.99999999999739,13.999999999980695,-278.9999999999848,-48.00000000000182,-352.9999999999922,189.99999999999773,531.9999999999991,-35.999999999991594,-266.9999999999959,-190.00000000000128,,-1122.999999999999
2019.09.09,-314.0000000000032,-32.0000000000098,3.0000000000085514,-307.00000000001285,-315.99999999998295,-27.999999999991587,-359.99999999999363,-176.00000000001614,127.00000000001043,-2.999999999997449,-289.99999999999204,-194.0000000000053,,-1889.999999999986
2019.09.09,-310.9999999999946,186.99999999998164,-73.99999999999629,-509.00000000000387,-354.9999999999942,-18.000000000000682,-405.9999999999952,-376.0000000000048,-101.99999999997988,29.999999999996696,-347.999999999999,-243.99999999999977,,-2525.99999999999
2019.09.09,-376.99999999999403,431.99999999998795,-175.99999999999838,-845.0000000000068,-406.9999999999796,-81.00000000000307,-530.9999999999926,-692.0000000000073,-386.9999999999818,-56.99999999999594,-439.9999999999977,-312.00000000000114,,-3872.999999999971
2019.09.09,-376.99999999999403,661.0000000000005,-232.99999999999432,-1070.9999999999998,-404.9999999999887,-67.99999999999784,-537.9999999999941,-953.000000000003,-730.9999999999927,-21.999999999988695,-450.9999999999934,-338.00000000000495,,-4525.99999999995
2019.09.09,-319.99999999999807,776.9999999999833,-274.9999999999919,-1114.000000000015,-388.9999999999949,48.00000000000182,-515.9999999999942,-1146.000000000015,-862.9999999999916,19.999999999997797,-507.000000000005,-348.00000000000387,,-4633.000000000026
2019.09.09,-390.0000000000015,1014.9999999999882,-242.99999999999324,-1438.000000000006,-400.9999999999847,-43.99999999999693,-568.0000000000018,-1385.0000000000193,-1157.9999999999923,-86.0000000000083,-501.99999999999534,-341.99999999999784,,-5542.000000000009
2019.09.09,-441.0000000000025,1095.999999999986,-213.99999999999199,-1580.0000000000036,-395.99999999999636,-152.00000000000102,-548.9999999999995,-1397.0000000000198,-1274.9999999999818,-156.00000000000057,-406.9999999999965,-278.00000000000045,,-5749.000000000009
2019.09.09,-407.99999999999727,899.9999999999897,-254.99999999999412,-1341.0000000000143,-415.99999999999415,-84.00000000000318,-534.0000000000011,-1223.0000000000132,-967.9999999999911,-114.99999999999844,-435.0000000000023,-270.0000000000036,,-5149.000000000024
2019.09.09,-334.9999999999964,892.9999999999883,-293.99999999999426,-1244.0000000000007,-390.9999999999858,-51.00000000000193,-518.9999999999917,-1161.0000000000014,-948.9999999999999,-52.99999999999194,-442.99999999999784,-309.0000000000037,,-4855.999999999978
2019.09.09,-307.0000000000017,908.999999999982,-272.99999999998994,-1230.00000000002,-323.99999999999096,-45.000000000001705,-476.9999999999941,-1151.0000000000105,-972.9999999999794,-106.99999999999044,-400.99999999999625,-274.00000000000756,,-4653.0
2019.09.09,-429.0000000000016,910.9999999999951,-252.99999999999213,-1384.0000000000075,-557.9999999999918,-111.99999999999477,-578.0000000000007,-1242.0000000000186,-914.9999999999991,-24.000000000001798,-463.99999999999864,-263.0000000000021,,-5311.000000000013
2019.09.09,-437.999999999994,922.999999999985,-236.99999999999832,-1406.0000000000184,-629.9999999999973,-87.0000000000033,-569.9999999999927,-1292.0000000000016,-1021.9999999999895,140.99999999999113,-472.999999999999,-297.00000000000284,,-5388.000000000022
2019.09.09,-351.99999999999676,947.9999999999933,-204.99999999999963,-1324.000000000014,-599.9999999999783,-36.99999999999193,-519.9999999999983,-1263.0000000000052,-1096.9999999999925,262.00000000000665,-453.00000000000296,-329.999999999997,,-4970.999999999977
