date,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,CADJPY,empty,sum
2021.10.11,-114.00000000000432,0.0,-232.99999999999432,-7.0000000000014495,-250.99999999999056,-124.00000000000189,-130.0000000000079,0.0,-209.00000000000318,-141.9999999999959,,-1209.9999999999995
2021.10.11,-146.0000000000008,31.000000000003247,-154.99999999999403,35.00000000000725,-278.99999999999636,-117.99999999999588,30.999999999992145,74.00000000000739,-318.00000000001205,-185.99999999999284,,-1030.9999999999818
2021.10.11,-213.00000000000807,-68.99999999998573,-211.99999999998997,34.000000000000696,-330.99999999998886,-163.00000000000205,30.999999999992145,72.0000000000054,-347.0000000000084,-263.9999999999958,,-1461.9999999999804
2021.10.11,-222.0000000000084,0.0,-194.99999999998963,83.00000000001084,-341.99999999999875,-161.99999999999548,58.99999999999794,117.00000000000044,-343.00000000001774,-262.999999999991,,-1267.9999999999918
2021.10.11,-189.00000000000716,32.0000000000098,-201.00000000000674,70.0000000000145,-305.9999999999974,-163.99999999999747,62.99999999999084,119.00000000000244,-295.0000000000159,-223.99999999998954,,-1094.9999999999968
2021.10.11,-208.00000000001262,72.0000000000054,-245.0000000000063,85.00000000000173,-301.00000000000193,-169.99999999999238,110.99999999999443,104.00000000000409,-318.00000000001205,-224.99999999999432,,-1095.000000000014
2021.10.11,-187.00000000001182,-14.000000000002899,-297.9999999999983,56.000000000011596,-318.9999999999884,-159.9999999999935,129.9999999999968,60.99999999999994,-401.00000000001046,-209.99999999999375,,-1341.999999999991
2021.10.11,-201.00000000000762,-79.99999999999119,-404.0000000000044,96.00000000000719,-328.9999999999935,-217.99999999999596,211.99999999998997,33.000000000005244,-561.000000000007,-298.9999999999924,,-1750.9999999999895
2021.10.11,-268.0000000000007,-103.99999999999298,-479.99999999999153,151.9999999999966,-376.99999999999534,-256.99999999999613,266.999999999995,0.0,-719.9999999999989,-390.99999999999113,,-2177.9999999999754
2021.10.11,-307.00000000000216,-201.99999999999108,-551.9999999999969,161.00000000001114,-424.99999999999716,-308.9999999999926,286.99999999999284,-41.9999999999976,-852.0000000000039,-477.99999999999443,,-2718.9999999999723
2021.10.11,-353.00000000000864,-99.00000000000463,-548.9999999999995,161.00000000001114,-408.9999999999918,-297.00000000000284,285.9999999999974,-27.999999999994696,-842.000000000013,-445.99999999999795,,-2576.0000000000045
2021.10.11,-451.0000000000076,-114.99999999999844,-583.0000000000002,202.9999999999976,-458.999999999989,-326.9999999999995,306.9999999999906,-25.999999999992696,-947.0000000000027,-530.0000000000011,,-2928.0000000000027
2021.10.11,-600.0000000000085,-82.99999999998863,-617.0000000000009,223.00000000001762,-603.9999999999992,-342.9999999999933,278.9999999999959,-24.999999999997247,-1159.9999999999966,-650.9999999999962,,-3580.9999999999673
2021.10.11,-621.0000000000093,-95.00000000000064,-601.000000000007,226.00000000001506,-616.9999999999902,-334.9999999999964,266.999999999995,-21.999999999999797,-1133.0000000000098,-649.0000000000009,,-3580.000000000004
2021.10.11,-617.0000000000044,-62.99999999999084,-516.0000000000053,192.99999999999872,-623.9999999999952,-310.9999999999946,238.99999999998923,21.00000000000435,-1075.9999999999934,-637.999999999991,,-3391.999999999982
2021.10.11,-588.0000000000081,-102.99999999998644,-527.9999999999951,204.00000000000418,-626.9999999999953,-322.9999999999955,246.99999999999721,8.000000000008,-1106.9999999999993,-653.9999999999964,,-3470.9999999999663
2021.10.11,-597.999999999999,-103.99999999999298,-553.9999999999878,212.00000000001216,-637.0000000000005,-324.00000000000205,249.99999999999466,-5.999999999994898,-1141.0000000000196,-662.9999999999967,,-3564.999999999987
2021.10.11,-648.0000000000103,-201.99999999999108,-642.9999999999936,192.99999999999872,-710.9999999999985,-376.99999999999403,263.99999999999756,-72.99999999998974,-1316.0000000000025,-765.9999999999911,,-4278.9999999999745
2021.10.11,-637.0000000000005,-235.99999999999176,-638.0000000000052,191.00000000000784,-780.9999999999917,-365.99999999999966,259.9999999999936,-85.99999999999719,-1397.9999999999961,-785.9999999999872,,-4476.999999999968
