date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.10.02,-23.00000000000635,-100.99999999999554,-81.00000000000307,-189.00000000001694,-26.000000000003798,-26.999999999999247,-1.999999999990898,-30.999999999992145,-1.999999999990898,-82.99999999999974,-151.9999999999868,-131.99999999999878,-147.99999999999258,-3.0000000000196536,-294.0000000000165,-18.999999999991246,-46.00000000000648,-19.000000000005457,-4.999999999999449,-4.000000000004,,-1387.0000000000196
2017.10.02,-50.0000000000056,-107.99999999999699,-46.00000000000648,-216.00000000001617,-26.999999999999247,-217.99999999999596,-20.999999999982144,8.000000000008,17.000000000000348,-219.99999999999798,-183.9999999999975,-36.999999999998145,-136.00000000000279,37.99999999998249,-597.0000000000031,22.00000000000557,-21.000000000000796,18.000000000000682,41.000000000002146,-23.00000000001745,,-1760.0000000000216
2017.10.02,19.999999999997797,-326.0000000000041,-192.99999999999784,-148.00000000001478,-121.99999999999989,-12.999999999996348,92.00000000000318,141.99999999999767,68.00000000000139,-7.0000000000014495,-536.0000000000014,-249.99999999999466,-95.00000000000064,48.99999999998794,-287.000000000015,103.9999999999992,1.9999999999953388,-204.9999999999983,-39.00000000000014,24.999999999986144,,-1719.000000000056
2017.10.02,20.999999999993246,-317.9999999999961,-186.9999999999976,-151.00000000001222,-149.99999999999457,60.99999999999994,248.00000000000378,114.99999999999844,110.00000000001009,56.0000000000005,-555.0000000000068,-261.0000000000001,-95.00000000000064,1.999999999990898,-248.00000000000378,210.00000000000796,182.99999999999272,-228.9999999999992,-46.00000000000159,36.999999999998145,,-1197.000000000017
2017.10.02,25.999999999992696,-286.00000000000847,-174.0000000000066,-168.0000000000126,-136.99999999999824,113.00000000000753,231.0000000000034,162.0000000000066,138.00000000000477,98.99999999999353,-524.0000000000009,-161.99999999999548,-26.999999999999247,-5.000000000010552,-160.00000000000458,260.0000000000051,199.99999999998863,-264.00000000001,-63.00000000000195,-2.0000000000131024,,-743.0000000000593
2017.10.02,22.999999999995246,-279.00000000000705,-194.00000000000261,-165.9999999999995,-121.99999999999989,77.00000000000485,189.00000000001694,148.99999999999915,119.00000000000244,58.99999999999794,-489.0000000000043,-160.00000000000458,-24.000000000001798,27.999999999983594,-226.99999999999943,249.00000000000944,186.9999999999976,-263.00000000000523,-75.00000000000284,-4.000000000004,,-923.0000000000239
2017.10.02,31.999999999998696,-262.00000000000665,-195.99999999999795,-119.00000000000244,-124.99999999999733,-12.999999999996348,173.00000000000094,121.99999999999989,110.00000000001009,-17.000000000000348,-522.9999999999961,-201.00000000000674,-18.999999999991246,-77.00000000001594,-309.0000000000037,180.99999999999739,126.99999999999534,-203.00000000000296,9.999999999998899,83.9999999999952,,-1225.0000000000211
2017.10.02,51.000000000001044,-208.00000000000819,-335.00000000000796,-48.000000000003595,-107.99999999999699,-36.0000000000027,131.99999999999878,119.00000000000244,135.00000000000733,4.999999999999449,-516.9999999999959,-221.00000000000452,-14.000000000002899,-136.00000000000279,-266.0000000000107,204.00000000000773,201.99999999999818,-195.0000000000074,-2.000000000002,157.99999999999147,,-1080.000000000039
2017.10.02,117.99999999999588,-83.00000000001084,-382.000000000005,-15.00000000000945,-78.99999999999574,-97.00000000000264,174.00000000000747,143.9999999999997,140.0000000000068,-7.0000000000014495,-543.9999999999827,-126.0000000000039,55.000000000005045,-144.0000000000108,-283.000000000011,280.00000000000114,228.9999999999992,-188.0000000000024,60.99999999999994,178.99999999999582,,-568.0000000000249
2017.10.02,207.99999999999707,8.999999999992347,-409.000000000006,-7.0000000000014495,-4.999999999999449,-192.99999999999872,218.00000000000708,204.99999999999963,133.00000000000534,-23.00000000000635,-524.0000000000009,-45.99999999999049,107.00000000001265,-125.00000000001954,-324.0000000000132,272.99999999999613,146.0000000000008,-188.0000000000024,87.00000000000374,158.99999999999804,,-299.0000000000257
