date,AUDUSD,EURCHF,empty,sum
2018.08.20,-20.999999999993246,-136.00000000000279,,-156.99999999999602
2018.08.20,-43.999999999999595,-137.00000000000932,,-181.00000000000892
2018.08.20,-23.999999999990695,-157.00000000000713,,-180.99999999999784
2018.08.20,-46.999999999997044,-117.00000000001154,,-164.00000000000858
2018.08.20,-56.99999999999594,-146.00000000000168,,-202.9999999999976
2018.08.20,-76.99999999999375,-127.00000000001043,,-204.00000000000418
2018.08.20,-81.9999999999932,-124.99999999999733,,-206.9999999999905
2018.08.20,-109.99999999999899,-97.00000000001374,,-207.00000000001273
2018.08.20,-163.99999999999747,-42.0000000000087,,-206.00000000000617
2018.08.20,-192.99999999999872,4.000000000004,,-188.9999999999947
2018.08.20,-152.99999999999204,24.000000000001798,,-128.99999999999025
2018.08.20,-136.99999999999824,24.000000000001798,,-112.99999999999645
2018.08.20,-153.99999999999858,42.999999999993044,,-111.00000000000554
2018.08.20,-101.99999999999099,32.999999999994145,,-68.99999999999685
2018.08.20,-79.99999999999119,9.999999999998899,,-69.9999999999923
2018.08.20,-84.99999999999064,4.000000000004,,-80.99999999998664
2018.08.20,-108.99999999999244,31.999999999987594,,-77.00000000000485
2018.08.20,-120.99999999999334,31.000000000003247,,-89.99999999999008
2018.08.20,-156.99999999999602,52.99999999999194,,-104.00000000000408
2018.08.20,-147.99999999999258,83.9999999999952,,-63.999999999997385
2018.08.20,-154.99999999999403,58.99999999998684,,-96.00000000000719
2018.08.20,-123.99999999999079,14.000000000002899,,-109.99999999998789
2018.08.20,-42.999999999993044,45.99999999999049,,2.999999999997449
2018.08.20,-84.99999999999064,62.000000000006494,,-22.99999999998414
2018.08.20,-119.99999999999788,24.000000000001798,,-95.99999999999608
2018.08.20,-101.99999999999099,24.000000000001798,,-77.9999999999892
2018.08.20,-173.9999999999964,51.000000000001044,,-122.99999999999534
2018.08.20,-190.00000000000128,55.000000000005045,,-134.99999999999625
2018.08.20,-136.99999999999824,38.0000000000047,,-98.99999999999355
2018.08.20,-117.00000000000044,43.999999999999595,,-73.00000000000085
2018.08.20,-136.99999999999824,55.000000000005045,,-81.9999999999932
2018.08.20,-124.99999999999733,42.999999999993044,,-82.00000000000429
2018.08.20,-113.99999999999189,72.0000000000054,,-41.999999999986485
2018.08.20,-108.99999999999244,93.99999999999409,,-14.999999999998352
2018.08.20,-90.0000000000012,41.99999999998649,,-48.0000000000147
2018.08.20,-92.99999999999864,34.000000000000696,,-58.99999999999794
2018.08.20,-98.99999999999353,-60.99999999999994,,-159.99999999999346
2018.08.20,-79.99999999999119,-100.0000000000112,,-180.0000000000024
2018.08.20,-78.00000000000028,-140.0000000000068,,-218.00000000000708
2018.08.20,48.000000000003595,-151.9999999999966,,-103.999999999993
2018.08.20,24.000000000001798,-100.0000000000112,,-76.00000000000941
2018.08.20,60.00000000000449,-93.99999999999409,,-33.9999999999896
2018.08.20,62.000000000006494,-65.00000000000395,,-2.9999999999974563
2018.08.20,89.00000000000574,-76.0000000000094,,12.999999999996348
2018.08.20,117.00000000000044,-83.00000000001084,,33.9999999999896
2018.08.20,118.00000000000699,-116.00000000000499,,2.0000000000020037
2018.08.20,168.00000000000148,-127.99999999999478,,40.00000000000669
2018.08.20,223.00000000000654,-136.00000000000279,,87.00000000000375
2018.08.21,215.00000000000963,-161.99999999999548,,53.000000000014154
2018.08.21,257.0000000000072,-168.0000000000126,,88.99999999999463
2018.08.21,267.00000000000614,-171.99999999999437,,95.00000000001177
2018.08.21,248.00000000000378,-151.00000000001222,,96.99999999999156
2018.08.21,191.00000000000784,-137.00000000000932,,53.99999999999852
2018.08.21,181.00000000000892,-123.00000000000644,,58.00000000000249
2018.08.21,180.0000000000024,-116.00000000000499,,63.9999999999974
