date,USDCHF,USDCAD,empty,sum
2016.02.01,217.0000000000005,75.99999999998718,,292.9999999999877
2016.02.01,269.9999999999925,160.99999999998892,,430.9999999999814
2016.02.01,385.99999999999744,94.99999999997843,,480.9999999999759
2016.02.01,344.99999999999534,50.99999999997884,,395.9999999999742
2016.02.01,186.99999999998164,157.99999999999147,,344.9999999999731
2016.02.01,149.9999999999835,353.99999999998766,,503.9999999999711
2016.02.01,95.999999999985,345.99999999997965,,441.99999999996464
2016.02.01,132.99999999998312,371.99999999999454,,504.99999999997766
2016.02.01,87.99999999999919,356.9999999999851,,444.9999999999843
2016.02.01,82.99999999998863,293.99999999999426,,376.9999999999829
2016.02.01,105.99999999998388,372.9999999999789,,478.9999999999628
2016.02.01,78.00000000000028,374.999999999992,,452.99999999999227
2016.02.01,65.99999999998829,411.99999999999017,,477.99999999997846
2016.02.01,65.99999999998829,329.99999999998585,,395.99999999997414
2016.02.01,66.99999999999484,207.99999999998596,,274.9999999999808
2016.02.01,69.9999999999923,276.9999999999939,,346.99999999998624
2016.02.01,68.00000000000139,416.9999999999785,,484.9999999999799
2016.02.01,85.99999999998609,425.99999999999307,,511.99999999997914
2016.02.01,106.99999999999044,570.9999999999882,,677.9999999999786
2016.02.01,95.00000000000064,568.9999999999973,,663.999999999998
2016.02.01,63.99999999999739,665.9999999999889,,729.9999999999862
2016.02.01,18.999999999991246,588.9999999999951,,607.9999999999864
2016.02.01,39.999999999995595,662.9999999999914,,702.9999999999869
2016.02.01,139.00000000000023,789.9999999999797,,928.9999999999799
2016.02.01,83.9999999999952,732.9999999999836,,816.9999999999789
2016.02.01,121.99999999999989,693.9999999999947,,815.9999999999945
2016.02.01,88.99999999998354,708.9999999999818,,797.9999999999653
2016.02.01,31.999999999987594,734.9999999999968,,766.9999999999844
2016.02.01,55.99999999998939,894.9999999999792,,950.9999999999686
2016.02.01,-56.000000000011596,712.9999999999859,,656.9999999999743
2016.02.01,-153.00000000000313,351.99999999999676,,198.99999999999363
2016.02.01,-169.00000000001913,588.9999999999951,,419.999999999976
2016.02.01,-184.00000000000637,319.999999999987,,135.99999999998062
2016.02.01,-401.00000000000693,707.9999999999975,,306.99999999999056
2016.02.01,-484.00000000001774,560.9999999999893,,76.99999999997158
2016.02.01,-316.0000000000052,383.0,,66.99999999999483
2016.02.01,-68.00000000000139,229.99999999999687,,161.99999999999548
2016.02.01,-66.00000000001049,364.9999999999931,,298.9999999999826
