date,USDCHF,GBPUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.03.01,-2.999999999997449,72.99999999998974,24.999999999997247,17.000000000000348,107.00000000001265,4.999999999988347,7.0000000000014495,39.00000000000014,-9.999999999998899,-60.00000000000449,137.00000000000045,68.99999999998573,76.00000000002183,-121.99999999999989,69.99999999999318,61.99999999999761,61.99999999999761,26.000000000003798,19.00000000000235,93.00000000000975,,692.0000000000016
2021.03.01,-14.000000000002899,78.99999999998464,102.00000000000209,46.00000000000159,95.00000000000064,-29.00000000001235,-44.99999999999504,124.00000000000189,58.99999999999794,-60.00000000000449,155.00000000000114,141.99999999999767,85.00000000000796,35.999999999991594,36.99999999999193,167.0000000000016,81.00000000000307,204.99999999999963,65.99999999999939,158.99999999999804,,1489.999999999966
2021.03.01,-42.999999999993044,348.9999999999993,370.9999999999991,301.0000000000068,340.00000000000693,52.99999999999194,178.00000000000037,341.0000000000024,270.0000000000036,-2.000000000002,504.99999999999545,119.99999999998678,239.00000000000432,411.0000000000058,274.9999999999915,471.00000000000364,373.9999999999952,314.99999999999864,195.9999999999962,208.99999999999253,,5272.999999999987
2021.03.01,-86.99999999999264,451.99999999998573,434.9999999999965,358.0000000000028,368.00000000001273,41.000000000002146,179.00000000000693,362.00000000000676,282.99999999999994,34.99999999999615,509.9999999999909,161.99999999999548,184.00000000002592,478.0000000000006,253.99999999999068,478.00000000000864,371.9999999999999,341.99999999999784,215.99999999999397,208.99999999999253,,5631.000000000014
2021.03.01,-63.00000000000195,541.9999999999981,409.0000000000038,342.000000000009,490.999999999997,98.99999999998244,209.00000000000364,362.00000000000676,292.00000000000335,66.99999999999484,543.9999999999827,251.00000000000122,169.00000000001114,390.0000000000015,233.99999999999466,417.0000000000016,328.00000000000296,296.0000000000074,186.99999999999272,188.00000000001037,,5754.000000000004
2021.03.01,-63.99999999999739,593.9999999999834,378.00000000000057,383.0,529.0000000000017,78.00000000000028,212.00000000000108,331.999999999999,326.0000000000041,109.99999999999899,673.0000000000018,307.99999999999716,213.00000000002228,346.9999999999862,277.9999999999916,423.0000000000018,406.9999999999965,252.0000000000078,227.99999999999488,97.9999999999981,,6104.99999999999
2021.03.01,-22.999999999995246,613.9999999999812,526.9999999999997,420.00000000000927,612.0000000000125,112.000000000001,248.00000000000378,500.00000000000045,390.0000000000015,141.99999999999767,873.9999999999952,327.99999999999494,348.0000000000132,673.9999999999968,385.9999999999957,685.0000000000023,542.9999999999922,438.00000000000506,273.9999999999965,242.99999999999324,,8334.999999999996
2021.03.01,9.00000000000345,567.9999999999907,402.00000000000233,393.00000000001,612.0000000000125,102.00000000000209,229.00000000000142,409.99999999999926,389.000000000006,151.00000000000114,839.999999999975,377.9999999999894,303.0000000000257,483.99999999999557,339.9999999999892,557.0000000000022,521.0000000000008,338.00000000000495,298.9999999999937,112.000000000001,,7437.000000000005
2021.03.01,46.00000000000159,600.9999999999849,456.9999999999963,439.0000000000005,693.9999999999947,112.000000000001,243.99999999999977,487.99999999999955,461.0000000000003,195.9999999999962,942.9999999999836,454.9999999999832,325.00000000001705,648.9999999999885,360.99999999999,655.0000000000011,596.9999999999942,430.00000000000813,380.00000000000256,113.00000000000753,,8645.99999999995
2021.03.01,11.00000000000545,604.9999999999889,465.9999999999998,448.000000000004,645.0000000000067,98.99999999998244,230.000000000008,465.9999999999998,443.0000000000045,173.00000000000094,895.9999999999866,417.0000000000007,314.0000000000214,618.9999999999918,352.99999999999443,632.000000000005,591.9999999999987,413.0000000000078,370.9999999999991,114.0000000000141,,8307.000000000022
2021.03.01,-27.999999999994696,591.9999999999925,490.00000000000153,419.00000000000273,578.9999999999961,60.99999999999994,200.00000000000017,463.0000000000023,389.000000000006,163.00000000000205,847.9999999999848,404.9999999999887,299.0000000000066,659.999999999994,334.0000000000032,644.999999999996,545.9999999999923,452.00000000000796,336.00000000000296,191.99999999999218,,8044.999999999977
2021.03.01,1.0000000000065512,578.9999999999961,448.9999999999994,426.00000000000415,605.9999999999955,71.99999999998319,216.0000000000051,441.0000000000025,411.0000000000058,173.00000000000094,751.9999999999811,400.9999999999847,199.00000000001228,609.9999999999994,281.9999999999965,554.000000000002,507.000000000005,404.99999999999983,347.9999999999928,129.00000000000134,,7560.999999999974
