date,EURUSD,AUDUSD,EURCHF,CHFJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,AUDCAD,AUDNZD,empty,sum
2017.12.18,-45.000000000006146,-12.000000000000899,-140.0000000000068,-0.999999999990564,-2.999999999997449,-1.999999999990898,-274.0000000000009,-51.000000000001044,-33.999999999991815,-74.99999999999174,-11.00000000000545,,-647.9999999999836
2017.12.18,-49.00000000001015,-49.99999999999449,-46.0000000000127,106.99999999999932,112.000000000001,26.999999999999247,-252.00000000000955,-100.99999999999554,31.00000000000591,-128.99999999999022,-77.00000000001594,,-427.0000000000231
2017.12.18,-72.99999999998974,-53.00000000000304,28.999999999990145,29.000000000010573,115.99999999998278,17.000000000000348,-99.99999999999432,-11.999999999989797,-33.00000000000125,-126.99999999999933,-108.00000000001918,,-315.00000000001285
2017.12.18,-42.999999999993044,-46.999999999997044,-1.0000000000065512,26.00000000001046,193.99999999998306,49.99999999999449,-86.99999999998909,-65.99999999998829,-35.99999999998715,-161.00000000000003,-81.00000000001995,,-251.99999999999315
2017.12.18,-35.999999999991594,-43.999999999999595,28.999999999990145,-6.000000000000227,183.99999999998417,51.000000000001044,-12.000000000000455,-24.000000000001798,-53.999999999987836,-147.99999999999258,-95.00000000000064,,-154.99999999999937
2017.12.18,-110.00000000001009,-2.000000000002,56.99999999999594,-76.99999999999818,214.99999999998744,187.00000000000384,26.999999999986812,103.00000000000864,-119.99999999999034,-105.99999999999498,34.99999999998504,,208.9999999999721
2017.12.18,-123.00000000000644,-39.00000000000014,46.999999999997044,-24.00000000000091,285.00000000000193,215.00000000000963,36.000000000001364,94.00000000001629,-62.99999999998818,-102.99999999999754,18.999999999991246,,344.0000000000243
2017.12.18,-134.99999999999625,-73.00000000000084,95.00000000000064,31.00000000000591,258.99999999998704,182.99999999999983,22.999999999996135,69.00000000000794,-35.99999999998715,-144.99999999999514,3.999999999981796,,274.9999999999999
2017.12.18,-173.00000000000094,-83.9999999999952,107.99999999999699,23.000000000010346,239.99999999999577,187.00000000000384,21.99999999999136,77.00000000001594,-61.99999999999761,-119.99999999999788,19.999999999997797,,238.00000000002035
2017.12.18,-192.99999999999872,-112.000000000001,123.99999999999079,19.000000000005457,256.99999999999613,151.00000000001222,44.00000000001114,29.999999999996696,-62.99999999998818,-148.99999999999915,13.999999999980695,,122.00000000000611
2017.12.18,-209.9999999999991,-163.00000000000205,121.99999999999989,15.000000000000568,197.00000000000273,18.0000000000069,56.99999999998795,-31.999999999987594,-93.99999999999409,-171.99999999999437,-47.00000000001925,,-308.99999999999847
2017.12.18,-217.0000000000005,-163.00000000000205,122.99999999998423,-33.00000000000125,167.9999999999904,-1.999999999990898,87.99999999999386,-55.99999999998939,-149.0000000000009,-179.99999999999127,-60.000000000015596,,-481.00000000002336
2017.12.18,-208.99999999999253,-168.00000000000148,119.00000000000244,-49.99999999999716,163.00000000000205,42.999999999993044,112.99999999999955,-28.999999999990145,-146.99999999999136,-142.99999999999312,-25.00000000000835,,-332.99999999997704
2017.12.18,-198.00000000000927,-166.99999999999494,82.99999999998863,-33.00000000000125,158.99999999999804,18.0000000000069,96.00000000000364,-38.0000000000047,-125.0,-156.99999999999602,-11.00000000000545,,-373.00000000001444
2017.12.18,-181.9999999999933,-148.0000000000037,123.99999999999079,-9.000000000000341,157.99999999999147,59.99999999999339,87.99999999999386,-4.999999999988347,-128.0000000000001,-122.99999999999534,31.999999999987594,,-133.000000000024
2017.12.18,-191.00000000000784,-158.0000000000026,110.99999999999443,-18.000000000000682,185.99999999999727,86.99999999999264,94.99999999999886,-34.000000000000696,-131.00000000000023,-131.99999999999878,0.9999999999843467,,-184.0000000000433
2017.12.18,-279.00000000000705,-253.0000000000032,105.99999999998388,-36.99999999999193,185.99999999999727,-8.999999999992347,111.99999999999477,-112.99999999998533,-164.99999999999204,-179.99999999999127,-28.000000000005798,,-659.9999999999931
2017.12.18,-270.99999999999903,-224.000000000002,146.99999999998602,-33.00000000000125,226.99999999999943,34.000000000000696,157.99999999998704,-78.00000000000028,-158.99999999999181,-195.9999999999962,15.999999999993797,,-379.0000000000236
2017.12.18,-289.9999999999903,-263.0000000000021,116.99999999998934,-92.99999999998931,210.99999999998343,-52.99999999999194,175.99999999998772,-130.99999999999224,-170.99999999999227,-254.99999999999412,44.99999999998394,,-707.0000000000078
2017.12.18,-375.9999999999986,-258.9999999999981,92.99999999998754,-179.9999999999926,303.9999999999932,-31.000000000003247,200.9999999999934,-136.99999999998712,-152.00000000000102,-286.99999999999284,58.99999999998684,,-765.0000000000126
2017.12.18,-387.000000000004,-243.99999999999977,170.00000000000347,-173.99999999999238,357.99999999999164,62.000000000006494,340.0000000000034,29.999999999996696,-175.99999999998772,-247.99999999999267,68.00000000000139,,-200.99999999997348
2017.12.18,-476.0000000000098,-243.99999999999977,200.99999999998454,-192.99999999999784,380.9999999999869,82.00000000000429,337.99999999999386,86.0000000000083,-125.99999999999056,-288.9999999999948,64.99999999998174,,-175.00000000003314
2017.12.18,-503.000000000009,-226.00000000000398,236.99999999999832,-179.9999999999926,374.999999999992,107.99999999999699,377.00000000000955,226.00000000001506,-87.99999999999386,-254.99999999999412,10.999999999983245,,82.00000000000158
2017.12.18,-516.0000000000053,-209.00000000000364,231.0000000000034,-161.99999999999193,434.000000000001,144.99999999999514,394.00000000000546,278.00000000000045,-74.99999999998863,-268.99999999999704,-29.00000000001235,,222.00000000000654
2017.12.18,-462.9999999999912,-156.00000000000057,197.99999999998707,-168.99999999999693,573.9999999999857,178.99999999999582,378.9999999999907,310.9999999999946,6.000000000000227,-311.99999999999005,-87.99999999999919,,458.999999999976
