names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['EURCAD', 'NZDCAD']",80.0,0.6152857142857144,S
EURUSD,15,"['USDCHF', 'EURUSD', 'GBPCAD', 'GBPJPY', 'GBPUSD', 'EURGBP']",80.0,0.26907936507936514,S
USDJPY,15,"['AUDCAD', 'AUDUSD']",100.0,0.7473441558441558,S
AUDUSD,10,['USDCAD'],100.0,0.37482539682539695,S
NZDUSD,15,"['EURJPY', 'CADCHF', 'EURCAD']",80.0,-0.88,B
GBPCHF,15,"['GBPCHF', 'NZDCHF']",80.0,0.74,S
EURCHF,20,"['NZDCAD', 'AUDNZD', 'NZDUSD', 'EURJPY']",100.0,0.6686666666666667,S
CADCHF,10,"['NZDCAD', 'EURCAD', 'USDJPY', 'CADCHF', 'CADJPY']",80.0,0.7546666666666666,S
AUDCHF,10,"['NZDJPY', 'USDCAD', 'CHFJPY']",80.0,1.0,S
NZDCHF,15,"['AUDUSD', 'GBPJPY', 'GBPCAD', 'EURUSD', 'EURAUD', 'EURJPY', 'GBPUSD']",100.0,-1.0,B
EURGBP,10,['USDCHF'],80.0,0.37185714285714305,S
GBPAUD,20,['AUDNZD'],100.0,0.7569531579531578,S
EURJPY,50,"['EURGBP', 'EURJPY', 'AUDCHF', 'NZDCHF', 'EURUSD']",100.0,-0.8080476190476189,B
EURCAD,10,['AUDCAD'],80.0,-0.6631031746031749,B
EURAUD,30,"['AUDUSD', 'USDCAD']",100.0,-0.5868106615606618,B
CADJPY,10,"['AUDCAD', 'AUDUSD']",80.0,1.0,S
AUDCAD,10,['USDCAD'],100.0,0.7574603174603172,S
NZDCAD,10,['AUDCAD'],80.0,-0.682119047619048,B
AUDNZD,30,"['AUDUSD', 'EURUSD', 'GBPCAD', 'GBPUSD', 'GBPCHF', 'EURJPY', 'CADCHF', 'GBPJPY']",80.0,0.14,S
