date,GBPUSD,USDCAD,GBPCHF,EURCHF,NZDCHF,EURGBP,GBPJPY,EURNZD,AUDJPY,empty,sum
2016.05.09,51.99999999998539,157.99999999999147,-187.00000000000384,72.99999999998974,-2.999999999997449,-18.999999999991246,-114.00000000000432,261.0000000000001,13.999999999995794,,234.99999999996567
2016.05.09,49.99999999999449,143.00000000000423,-175.99999999999838,63.99999999999739,-81.9999999999932,-34.000000000000696,-240.0000000000091,136.99999999998712,169.9999999999875,,31.99999999996939
2016.05.09,97.9999999999981,215.99999999999397,-191.00000000000784,17.000000000000348,-142.99999999999312,-15.999999999993797,-289.0000000000157,-87.99999999999919,271.0000000000008,,-125.00000000001648
2016.05.09,161.99999999999548,205.99999999999508,-270.99999999999903,42.0000000000087,-161.00000000000003,-47.9999999999925,-418.00000000000637,-104.99999999999955,286.9999999999919,,-306.00000000000625
2016.05.09,212.99999999999653,191.99999999999218,-289.0000000000059,25.999999999992696,-212.00000000000108,-62.99999999999084,-598.0000000000132,-239.99999999999577,439.9999999999977,,-531.0000000000276
2016.05.09,126.99999999998823,120.99999999999334,-283.000000000011,-28.999999999990145,-202.9999999999976,-104.99999999999955,-522.9999999999961,-303.0000000000088,369.99999999999034,,-828.0000000000313
2016.05.09,29.999999999996696,48.99999999998794,-289.0000000000059,11.999999999989797,-236.99999999999832,-73.99999999999629,-737.9999999999995,-313.00000000000773,437.9999999999882,,-1122.0000000000452
2016.05.09,30.999999999981043,39.999999999995595,-243.00000000001543,-9.999999999998899,-165.9999999999995,-66.99999999999484,-579.0000000000077,-181.00000000000892,391.9999999999959,,-783.0000000000528
2016.05.09,111.99999999997878,136.99999999998712,-226.00000000001506,45.000000000006146,-169.99999999999238,-18.999999999991246,-587.9999999999939,-103.00000000000864,471.9999999999942,,-340.0000000000349
2016.05.09,126.99999999998823,170.99999999998784,-158.99999999999804,34.000000000000696,-215.99999999999397,11.00000000000545,-405.00000000000114,-231.0000000000034,432.9999999999927,,-235.0000000000216
2016.05.09,57.99999999998029,59.99999999999339,-152.0000000000188,34.000000000000696,-134.0000000000008,14.999999999998348,-401.00000000001046,-38.0000000000047,340.999999999994,,-217.00000000006798
