date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2019.07.15,-36.999999999998145,-286.00000000000847,-62.99999999999084,-1.0000000000047748,-28.999999999990145,-41.000000000002146,-49.99999999999449,-384.00000000000654,-117.00000000001154,-110.99999999999,-124.00000000000189,-2.000000000002,-332.00000000002206,-324.9999999999975,-97.00000000000841,-102.00000000000209,-156.00000000000057,-107.99999999998988,-131.9999999999908,-112.99999999999643,-70.99999999999883,,-2681.0000000000073
2019.07.15,102.99999999999754,-337.99999999999386,-64.99999999998174,3.0000000000001137,2.0000000000131024,-66.99999999999484,-95.99999999999609,-473.99999999999665,-163.00000000000205,-128.0000000000001,-146.00000000000168,109.99999999999899,-343.00000000001774,-492.0000000000035,-85.99999999999852,-99.00000000000463,-130.99999999999224,-103.9999999999992,-101.99999999998965,-168.00000000000148,-43.999999999999595,,-2827.999999999963
2019.07.15,131.99999999999878,-375.9999999999986,-89.99999999999008,-11.00000000000989,-14.999999999987246,-107.99999999999699,-153.99999999999858,-441.0000000000025,-150.00000000000568,-152.9999999999916,-161.00000000000003,158.99999999999804,-445.0000000000216,-503.99999999999335,-85.00000000000796,-93.99999999999409,-7.999999999985796,-127.9999999999859,-156.99999999999648,-182.00000000000438,-31.999999999987594,,-3002.999999999962
2019.07.15,139.00000000000023,-354.9999999999942,-82.99999999998863,-15.000000000000568,-10.999999999983245,-97.9999999999981,-139.99999999999568,-405.9999999999952,-145.00000000001734,-126.99999999999534,-158.0000000000026,192.99999999999872,-367.00000000001864,-463.0000000000134,-58.9999999999975,-83.9999999999952,-24.000000000001798,-108.99999999999466,-125.99999999999056,-163.00000000000205,-34.000000000000696,,-2634.9999999999864
2019.07.15,148.99999999999915,-334.00000000001205,-68.00000000000139,28.999999999996362,22.0000000000109,-80.99999999999774,-115.99999999999389,-407.99999999998613,-160.00000000000458,-134.00000000000034,-161.99999999999548,185.99999999999727,-382.000000000005,-446.9999999999974,-76.99999999999818,-93.00000000000975,-61.99999999998429,-120.99999999999511,-125.99999999999056,-161.99999999999548,-27.999999999983594,,-2574.9999999999463
2019.07.15,138.00000000000477,-324.0000000000132,-66.99999999999484,-49.99999999999716,50.0000000000167,-70.99999999999883,-131.99999999999878,-404.0000000000044,-158.0000000000137,-121.99999999999989,-143.9999999999997,185.00000000000182,-353.00000000000864,-468.00000000000176,-67.99999999999784,-114.99999999999844,-25.999999999992696,-100.99999999999909,-126.99999999999534,-187.9999999999993,-62.99999999999084,,-2607.9999999999814
2019.07.15,129.9999999999968,-320.00000000000915,-66.99999999999484,-40.00000000000625,57.00000000001815,-104.00000000000409,-170.99999999999892,-374.999999999992,-136.00000000000279,-118.99999999999977,-158.0000000000026,190.00000000000128,-311.00000000000705,-480.99999999999807,-24.00000000000091,-130.0000000000079,-17.999999999984695,-63.99999999999295,-161.00000000000136,-241.00000000000233,-99.99999999998899,,-2642.999999999978
2019.07.15,121.00000000000443,-303.0000000000088,-90.99999999999665,-34.000000000006025,53.00000000001415,-90.99999999999665,-213.99999999999199,-340.9999999999913,-135.00000000001845,-118.99999999999977,-141.99999999999767,241.00000000000233,-283.00000000001546,-448.000000000004,-27.000000000001023,-146.00000000000168,134.00000000001188,-62.99999999998818,-185.00000000000227,-297.00000000000284,-177.99999999998929,,-2547.999999999979
2019.07.15,124.00000000000189,-283.000000000011,-87.99999999999919,-34.000000000006025,60.000000000015596,-68.99999999999685,-278.9999999999959,-333.0000000000055,-143.00000000000423,-131.9999999999908,-119.00000000000244,261.0000000000001,-269.00000000000546,-472.00000000000574,-49.000000000006594,-185.99999999999727,160.00000000000458,-65.99999999998829,-274.9999999999915,-412.9999999999967,-305.9999999999841,,-2910.9999999999654
2019.07.15,124.99999999999733,-263.99999999999756,-76.99999999999375,-14.000000000010004,111.00000000001664,-73.00000000000084,-278.00000000000045,-329.99999999998585,-148.00000000001478,-122.99999999999045,-149.99999999999457,282.0000000000045,-281.0000000000059,-486.999999999993,-57.00000000000216,-198.99999999999363,228.00000000000597,-75.9999999999934,-298.0000000000018,-429.0000000000016,-315.99999999998295,,-2853.999999999938
