date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2019.07.15,229.99999999999687,-212.00000000001216,-12.999999999996348,191.99999999999307,85.00000000000173,-183.99999999999528,-362.99999999999113,-371.99999999999454,-175.00000000001404,-200.9999999999934,-300.0000000000003,499.000000000005,-431.0000000000116,-354.0000000000099,-185.00000000000227,-72.0000000000054,695.0000000000011,-193.9999999999884,-494.99999999999034,-504.9999999999999,-244.9999999999841,,-2599.9999999999914
2019.07.15,204.99999999999963,-276.00000000000955,-51.000000000001044,212.0000000000033,66.00000000001049,-205.99999999999508,-383.0,-402.9999999999978,-187.00000000000384,-245.9999999999951,-304.00000000000426,504.9999999999999,-521.000000000015,-412.9999999999967,-246.00000000000932,-103.00000000000864,687.9999999999998,-218.9999999999941,-530.0000000000011,-522.9999999999957,-241.99999999998667,,-3177.0000000000014
2019.07.15,207.00000000000162,-236.99999999999832,-29.999999999996696,212.0000000000033,46.999999999997044,-172.00000000000549,-358.9999999999982,-364.9999999999931,-167.00000000000603,-245.9999999999951,-270.99999999999903,480.0000000000027,-480.99999999999454,-337.99999999999386,-222.99999999999898,-51.000000000001044,661.0000000000005,-230.99999999999454,-503.0000000000001,-475.99999999999864,-254.999999999983,,-2797.999999999952
2019.07.15,148.0000000000037,-283.99999999999534,-68.99999999998573,161.00000000000136,9.000000000014552,-217.0000000000005,-368.9999999999971,-340.00000000000693,-141.00000000001333,-256.9999999999908,-270.99999999999903,451.9999999999969,-469.99999999999886,-356.00000000000074,-210.99999999999852,-58.000000000002494,632.0000000000103,-214.9999999999892,-478.9999999999992,-463.0000000000023,-200.99999999998454,,-2998.9999999999372
2019.07.15,183.99999999999528,-238.0000000000049,-35.999999999991594,198.99999999999807,14.000000000002899,-202.0000000000022,-368.9999999999971,-340.9999999999913,-147.00000000000824,-254.99999999999545,-283.99999999999534,475.0000000000032,-467.00000000001296,-304.9999999999997,-216.99999999999875,-19.999999999997797,670.9999999999993,-241.99999999999022,-504.99999999999545,-466.9999999999952,-224.99999999998633,,-2776.9999999999636
2019.07.15,151.9999999999966,-263.99999999999756,-68.00000000000139,185.00000000000227,17.000000000000348,-194.0000000000053,-373.00000000000114,-323.99999999999096,-143.00000000000423,-278.99999999999636,-253.99999999999866,458.9999999999983,-479.0000000000134,-334.9999999999964,-236.0000000000042,-66.99999999999484,638.0000000000052,-230.99999999999454,-498.9999999999952,-473.99999999999665,-241.99999999998667,,-3010.9999999999754
2019.07.15,163.99999999999747,-263.99999999999756,-62.99999999999084,194.99999999999318,29.00000000001235,-205.99999999999508,-378.00000000000057,-340.00000000000693,-152.0000000000188,-275.99999999999625,-273.000000000001,470.9999999999992,-490.0000000000091,-350.00000000000585,-240.99999999999966,-72.0000000000054,661.0000000000005,-229.99999999998977,-512.0000000000005,-490.00000000000153,-232.99999999999432,,-3050.00000000001
2019.07.15,165.00000000000404,-323.0000000000066,-75.99999999998718,155.9999999999917,29.999999999996696,-207.99999999999707,-395.0000000000009,-398.9999999999938,-168.0000000000126,-235.99999999999,-275.000000000003,489.0000000000061,-504.0000000000191,-435.0000000000076,-212.0000000000033,-96.00000000000719,680.9999999999983,-197.9999999999933,-503.9999999999907,-512.0000000000014,-256.99999999999613,,-3277.0000000000127
2019.07.15,165.00000000000404,-286.99999999999284,-63.99999999999739,200.9999999999934,0.0,-172.00000000000549,-364.9999999999931,-363.9999999999866,-152.0000000000188,-277.9999999999916,-236.00000000000287,458.00000000000284,-519.0000000000055,-347.0000000000084,-246.9999999999999,-45.99999999999049,622.0000000000115,-250.0,-500.0,-451.0000000000014,-263.99999999999756,,-3095.9999999999804
2019.07.15,29.000000000001247,-313.00000000000773,-93.99999999999409,85.99999999999852,7.0000000000014495,-221.00000000000452,-396.9999999999918,-219.99999999999798,-27.00000000002145,-314.9999999999977,-195.00000000000074,402.00000000000233,-405.00000000000114,-388.9999999999949,-152.00000000000102,-93.99999999999409,659.0000000000095,-160.99999999998715,-457.9999999999984,-502.9999999999979,-239.99999999999577,,-3000.9999999999736
2019.07.15,26.999999999999247,-286.00000000000847,-142.99999999998204,118.99999999999977,1.0000000000065512,-216.0000000000051,-401.99999999999125,-190.00000000000128,-73.00000000001194,-350.9999999999991,-187.9999999999993,401.00000000000693,-418.00000000000637,-346.0000000000019,-240.0000000000091,-147.99999999999258,595.0000000000122,-188.99999999999295,-485.99999999999,-499.000000000005,-253.99999999999866,,-3285.99999999997
2019.07.15,17.000000000000348,-208.99999999999253,-147.99999999999258,103.9999999999992,-43.999999999999595,-221.99999999999997,-420.9999999999936,-103.99999999999298,-68.00000000000139,-349.00000000000375,-185.00000000000182,412.9999999999967,-317.0000000000073,-192.99999999999872,-230.00000000000398,-106.00000000000608,639.9999999999961,-205.99999999998886,-496.9999999999999,-494.00000000000557,-275.000000000003,,-2893.999999999999
2019.07.15,73.00000000000084,-154.99999999999403,-48.99999999998794,21.99999999999136,25.00000000000835,-143.00000000000423,-362.99999999999113,-120.99999999999334,-35.00000000000725,-200.9999999999934,-148.0000000000037,394.00000000000546,-158.00000000001546,-211.00000000000563,-30.000000000001137,-52.000000000007596,644.0000000000001,-98.99999999998954,-378.9999999999907,-465.9999999999998,-305.9999999999841,,-1757.9999999999627
2019.07.15,-2.000000000002,-114.99999999999844,-72.99999999998974,48.00000000000182,-0.9999999999843467,-158.99999999999804,-390.0000000000015,9.999999999998899,24.999999999986144,-313.99999999999295,-112.000000000001,370.9999999999991,-147.00000000001978,-124.00000000001299,-88.00000000000807,-58.000000000002494,675.0000000000034,-136.99999999998624,-426.9999999999925,-487.99999999999955,-320.9999999999935,,-1826.9999999999936
2019.07.15,-17.999999999995797,-177.00000000000495,-84.99999999997954,28.999999999996362,-17.000000000000348,-180.99999999999784,-413.99999999999216,-26.999999999999247,32.999999999994145,-310.99999999999284,-121.00000000000443,387.000000000004,-188.0000000000166,-184.00000000000637,-76.00000000000762,-56.000000000011596,717.000000000012,-131.9999999999908,-438.99999999999295,-512.9999999999968,-329.00000000000153,,-2101.999999999985
2019.07.15,-36.0000000000027,-204.00000000000418,-134.99999999999625,4.9999999999954525,-5.999999999994898,-227.99999999999488,-448.9999999999994,-31.000000000003247,1.999999999990898,-305.9999999999974,-156.99999999999602,407.99999999999727,-187.00000000001182,-232.99999999999432,-103.9999999999992,-133.00000000000534,731.9999999999993,-105.99999999999454,-462.99999999999386,-558.9999999999984,-314.99999999999864,,-2505.0000000000023
2019.07.15,-82.99999999999974,-184.00000000000637,-159.99999999998238,-4.0000000000048885,-20.999999999982144,-241.99999999999778,-509.9999999999993,46.999999999997044,29.999999999996696,-349.00000000000375,-136.00000000000279,436.00000000000307,-155.00000000000114,-187.00000000000384,-121.00000000000932,-147.00000000000824,844.0000000000003,-110.99999999999,-521.0000000000008,-631.0000000000038,-383.0,,-2587.999999999999
2019.07.15,-48.000000000003595,-49.99999999999449,-122.99999999998423,72.99999999999329,29.00000000001235,-180.99999999999784,-452.99999999999227,131.99999999999878,29.999999999996696,-388.9999999999958,-100.99999999999554,402.00000000000233,-108.00000000000409,-73.99999999999629,-168.00000000000637,-154.99999999999403,753.0000000000036,-137.99999999999102,-510.9999999999957,-587.9999999999997,-387.000000000004,,-2054.999999999948
2019.07.15,-112.000000000001,-83.9999999999952,-115.99999999998278,34.99999999999659,49.00000000001015,-185.99999999999727,-451.9999999999969,182.99999999999983,104.99999999999955,-420.0000000000017,-60.99999999999994,358.0000000000028,-94.99999999999886,-141.99999999999767,-118.00000000000921,-170.00000000000347,764.0000000000091,-94.99999999999886,-483.99999999999466,-600.999999999996,-380.00000000000256,,-2021.999999999958
2019.07.15,-39.00000000000014,14.999999999987246,20.000000000020002,104.99999999998977,90.99999999999665,-151.9999999999966,-401.99999999999125,188.00000000001037,158.99999999999804,-412.9999999999967,-78.99999999999574,358.0000000000028,-76.00000000002183,-68.00000000000139,-49.000000000006594,-39.00000000001125,838.0000000000055,-120.99999999999511,-476.99999999998965,-565.0000000000044,-351.99999999999676,,-1057.999999999997
2019.07.15,-60.00000000000449,72.99999999998974,-56.99999999999594,79.9999999999983,-18.999999999991246,-231.0000000000034,-468.9999999999972,287.9999999999994,102.99999999998644,-393.99999999999125,-132.99999999999423,407.99999999999727,26.999999999986812,165.9999999999995,-105.00000000000398,-8.000000000008,910.9999999999951,-153.99999999999636,-522.9999999999961,-575.0000000000033,-353.99999999998766,,-1026.0000000000207
2019.07.15,-5.999999999994898,89.99999999999008,-1.999999999990898,78.00000000000296,-29.999999999996696,-219.00000000000253,-418.9999999999916,217.0000000000005,98.99999999998244,-346.00000000000364,-168.99999999999693,400.00000000000034,37.99999999998249,187.00000000000384,-45.000000000001705,69.00000000000794,855.0000000000058,-173.99999999999238,-478.9999999999992,-505.99999999999534,-280.9999999999979,,-642.9999999999873
2019.07.15,53.999999999998494,70.99999999999883,-2.999999999997449,76.99999999999818,-27.999999999983594,-199.00000000000472,-368.9999999999971,127.00000000001043,33.99999999997849,-280.9999999999917,-190.99999999999673,390.0000000000015,19.000000000005457,153.00000000000313,-42.00000000000159,62.000000000006494,724.9999999999978,-175.99999999998772,-423.9999999999924,-439.0000000000005,-231.0000000000034,,-670.9999999999579
2019.07.15,56.0000000000005,43.999999999999595,-19.999999999997797,19.99999999999602,32.0000000000098,-192.99999999999872,-373.00000000000114,95.00000000000064,10.999999999983245,-218.00000000000352,-182.00000000000438,394.00000000000546,60.000000000002274,56.99999999999594,0.999999999990564,-22.0000000000109,717.9999999999964,-91.99999999999875,-387.999999999991,-485.0000000000021,-245.99999999999068,,-731.0000000000185
2019.07.15,107.00000000000153,60.99999999999994,39.00000000001125,36.99999999999193,72.0000000000054,-160.00000000000458,-337.99999999999386,48.000000000003595,13.999999999980695,-179.9999999999926,-187.9999999999993,394.00000000000546,58.9999999999975,15.999999999993797,48.99999999999238,8.000000000008,709.0000000000041,-81.99999999999363,-361.99999999999477,-465.9999999999998,-241.00000000000233,,-403.9999999999853
2019.07.15,166.99999999999494,243.99999999999977,40.0000000000178,126.99999999999534,184.00000000000637,-165.00000000000404,-329.999999999997,156.00000000000057,-51.000000000001044,-204.9999999999983,-234.99999999999633,424.9999999999976,144.00000000000546,113.00000000000753,-54.000000000002046,-120.00000000000898,692.0000000000038,-78.99999999999352,-414.99999999999204,-531.0000000000036,-221.99999999998886,,-114.9999999999568
2019.07.15,202.9999999999976,265.0000000000041,97.00000000001374,90.00000000000341,188.00000000001037,-187.00000000000384,-322.00000000000006,131.99999999999878,-40.0000000000178,-126.99999999999534,-283.99999999999534,441.99999999999795,209.99999999997954,133.99999999998968,48.00000000000182,-49.99999999999449,756.0000000000011,-46.999999999997044,-379.99999999999545,-522.0000000000002,-174.99999999999181,,431.0000000000068
2019.07.15,182.99999999999983,187.00000000000384,66.00000000001049,48.00000000000182,103.00000000000864,-231.99999999999886,-348.9999999999993,79.00000000000685,-45.000000000006146,-106.99999999999932,-312.9999999999966,455.0000000000054,180.99999999998317,139.00000000000023,63.99999999999295,5.999999999994898,780.000000000003,-69.99999999999318,-381.9999999999908,-499.000000000005,-149.9999999999835,,144.00000000003823
2019.07.15,155.00000000000514,175.99999999999838,37.00000000002035,39.99999999999204,123.00000000000644,-226.99999999999943,-358.9999999999982,104.99999999999955,-41.000000000002146,-131.9999999999908,-288.9999999999948,450.00000000000597,179.9999999999784,102.00000000000209,42.999999999992156,-55.000000000005045,763.0000000000026,-51.9999999999925,-387.999999999991,-527.9999999999951,-173.99999999998528,,-70.99999999995117
2019.07.15,178.99999999999582,289.9999999999903,63.000000000013046,18.000000000000682,113.00000000000753,-231.0000000000034,-359.99999999999363,182.99999999999983,-45.000000000006146,-79.9999999999983,-310.9999999999946,465.0000000000043,329.9999999999841,259.9999999999936,93.99999999999409,-7.0000000000014495,805.9999999999956,-38.99999999998727,-375.0,-526.0000000000042,-168.99999999999693,,657.999999999993
2019.07.15,190.99999999999673,265.99999999998846,65.00000000000395,24.999999999991473,129.00000000000134,-246.99999999999721,-370.9999999999991,146.00000000000168,-54.0000000000207,-72.00000000000273,-332.99999999999443,483.0000000000001,295.99999999999227,214.99999999998744,90.99999999999397,-19.999999999997797,835.000000000008,-35.99999999998715,-390.00000000000057,-548.9999999999995,-166.99999999998383,,502.9999999999825
2019.07.15,241.00000000000233,245.0000000000063,87.99999999999919,30.9999999999917,185.99999999999727,-236.99999999999832,-351.99999999999676,63.99999999999739,-86.0000000000083,-24.999999999991473,-358.9999999999982,497.000000000003,265.99999999999113,113.99999999999189,106.99999999999932,-55.000000000005045,822.0000000000116,-2.999999999985903,-372.99999999999045,-563.9999999999978,-148.99999999999915,,458.00000000001984
2019.07.15,219.99999999999798,255.99999999998957,80.00000000001339,51.9999999999925,221.00000000000452,-236.00000000000287,-356.9999999999962,103.99999999999298,-72.0000000000054,-69.99999999999318,-343.9999999999999,492.0000000000035,250.0,82.00000000000429,75.00000000000284,-109.00000000000354,818.0000000000076,2.0000000000095497,-393.0000000000007,-599.0000000000051,-160.00000000000458,,312.0000000000074
2019.07.15,189.00000000000583,204.99999999998852,67.00000000001705,52.99999999999727,194.0000000000053,-251.00000000000122,-357.99999999999164,92.00000000000318,-52.000000000007596,-105.00000000000398,-336.9999999999984,467.0000000000063,192.99999999998363,49.99999999999449,57.999999999992724,-96.99999999999153,804.0000000000047,-15.999999999991132,-396.99999999999136,-575.9999999999987,-140.99999999999113,,42.00000000003217
2019.07.15,163.99999999999747,236.99999999999832,87.00000000001484,64.99999999999773,219.00000000001364,-253.99999999999866,-357.99999999999164,154.0000000000097,-7.0000000000014495,-143.00000000000068,-324.00000000000205,446.00000000000193,211.9999999999891,58.99999999998684,66.0000000000025,-97.9999999999981,822.0000000000116,-9.999999999990905,-396.0000000000008,-590.999999999997,-132.99999999998312,,217.0000000000593
2019.07.15,158.99999999999804,236.99999999999832,85.00000000000173,61.99999999999761,238.0000000000049,-273.9999999999965,-384.9999999999909,157.00000000000713,-2.0000000000131024,-141.9999999999959,-339.0000000000004,470.9999999999992,217.9999999999893,38.99999999998904,70.99999999999795,-117.99999999999588,887.0000000000156,6.000000000000227,-423.9999999999924,-638.0000000000052,-144.99999999999514,,163.0000000000136
2019.07.15,129.9999999999968,235.00000000000742,67.00000000001705,33.999999999991815,219.99999999999798,-265.0000000000041,-381.99999999999346,195.00000000001182,13.999999999980695,-149.0000000000009,-309.0000000000037,445.0000000000065,251.00000000000477,53.999999999998494,82.99999999999841,-127.00000000001043,851.0000000000017,19.000000000005457,-399.0000000000009,-621.0000000000049,-151.9999999999966,,194.00000000000398
2019.07.15,148.99999999999915,253.99999999999866,77.00000000001594,60.000000000002274,214.00000000000307,-258.0000000000027,-348.9999999999993,187.00000000000384,0.0,-131.9999999999908,-317.9999999999961,439.0000000000005,241.99999999999022,93.99999999999409,63.00000000000239,-103.99999999999298,880.9999999999984,3.0000000000001137,-381.9999999999908,-587.9999999999997,-149.9999999999835,,382.00000000005275
2019.07.16,161.00000000000003,251.00000000000122,68.00000000000139,46.999999999997044,188.00000000001037,-256.0000000000007,-378.00000000000057,182.99999999999983,-11.00000000000545,-93.00000000000352,-314.99999999999864,470.00000000000375,271.99999999999136,110.99999999999443,60.99999999999284,-78.00000000000028,897.0000000000144,7.000000000005002,-409.9999999999966,-602.999999999998,-151.9999999999966,,420.0000000000116
2019.07.16,112.99999999999643,259.9999999999936,46.0000000000127,34.99999999999659,182.0000000000155,-270.0000000000036,-362.99999999999113,236.99999999999832,20.999999999982144,-140.99999999999113,-295.0000000000008,419.9999999999982,269.00000000000546,112.000000000001,63.99999999999295,-123.00000000000644,821.000000000005,3.0000000000001137,-388.9999999999958,-568.9999999999973,-139.00000000000023,,294.0000000000117
2019.07.16,114.99999999999844,219.99999999999798,42.0000000000087,-4.0000000000048885,188.00000000001037,-278.00000000000045,-352.9999999999922,195.9999999999962,6.999999999979245,-126.99999999999534,-309.99999999999915,414.00000000000324,280.9999999999775,75.99999999998718,96.00000000000364,-114.99999999999844,761.0000000000117,25.000000000005684,-353.9999999999992,-565.0000000000044,-95.00000000000064,,219.99999999998505
2019.07.16,124.99999999999733,221.00000000000452,43.999999999999595,18.999999999991246,197.00000000000273,-292.9999999999988,-387.99999999999943,181.9999999999933,-1.0000000000065512,-135.99999999999568,-331.999999999999,455.0000000000054,253.99999999999068,62.000000000006494,75.9999999999934,-123.99999999999079,849.9999999999952,16.000000000005343,-403.99999999999636,-616.0000000000055,-126.99999999998823,,80.00000000000495
2019.07.16,129.00000000000134,219.99999999999798,40.0000000000178,36.99999999999193,222.00000000001108,-280.9999999999979,-410.9999999999947,185.00000000001293,-8.000000000008,-150.99999999999625,-322.00000000000006,482.00000000000466,235.99999999999,38.0000000000047,51.00000000000193,-161.00000000001114,903.0000000000093,17.000000000010118,-441.0000000000025,-663.999999999998,-175.99999999999838,,-54.999999999952905
2019.07.16,158.99999999999804,242.99999999999324,54.0000000000207,57.999999999992724,219.99999999999798,-251.99999999999667,-386.9999999999929,173.00000000000094,-26.0000000000149,-140.99999999999113,-312.9999999999966,473.99999999999665,228.999999999985,72.0000000000054,42.999999999992156,-131.99999999999878,859.9999999999941,-3.9999999999906777,-429.9999999999926,-633.0000000000058,-180.0000000000024,,86.99999999999443
2019.07.16,178.00000000000037,231.0000000000034,33.00000000001635,66.0000000000025,236.99999999999832,-285.00000000000193,-479.99999999999153,130.0000000000079,-74.0000000000185,-128.0000000000001,-361.0000000000002,580.0000000000027,206.99999999999363,29.999999999996696,6.999999999990791,-184.99999999999073,1053.9999999999993,4.0000000000048885,-536.0000000000014,-765.0000000000045,-270.99999999999903,,-327.9999999999913
2019.07.16,202.0000000000022,256.99999999999613,70.99999999999883,104.99999999998977,311.0000000000168,-255.00000000000523,-430.9999999999925,124.99999999999733,-64.0000000000196,-140.00000000000057,-349.99999999999477,550.000000000006,186.9999999999834,-26.999999999999247,6.000000000000227,-215.99999999999397,990.000000000002,19.000000000005457,-507.99999999999557,-749.9999999999951,-241.99999999998667,,-159.99999999998508
2019.07.16,250.00000000000577,306.00000000000625,94.00000000001629,177.99999999999727,297.9999999999983,-251.99999999999667,-451.9999999999969,114.99999999999844,-98.0000000000203,-158.99999999999181,-317.0000000000006,604.0000000000045,147.99999999999613,52.000000000007596,-49.99999999999716,-173.00000000000094,1090.9999999999975,-42.999999999992156,-578.9999999999935,-768.9999999999975,-286.99999999999284,,-42.99999999995248
2019.07.16,224.000000000002,276.9999999999939,70.0000000000145,101.99999999998965,289.0000000000059,-236.00000000000287,-451.9999999999969,119.00000000000244,-90.00000000001229,-110.99999999999,-346.9999999999973,585.9999999999976,210.9999999999843,29.999999999996696,9.000000000000341,-191.00000000000784,1044.0000000000005,9.000000000000341,-530.0000000000011,-763.0000000000026,-306.9999999999906,,-57.00000000001302
2019.07.16,224.9999999999974,289.9999999999903,66.00000000001049,120.99999999999511,276.00000000000955,-207.00000000000162,-473.0000000000012,130.0000000000079,-94.00000000001629,-131.00000000000023,-317.0000000000006,606.0000000000065,198.99999999998386,58.99999999998684,-17.000000000010118,-182.99999999999983,1089.0000000000066,-15.999999999991132,-563.999999999993,-780.9999999999984,-377.9999999999894,,-100.00000000000739
2019.07.16,200.99999999999562,251.00000000000122,26.999999999999247,112.99999999999955,222.00000000001108,-253.99999999999866,-508.9999999999928,119.00000000000244,-105.00000000002174,-149.99999999999147,-348.00000000000387,624.9999999999977,168.99999999998272,75.99999999998718,-52.00000000000671,-174.00000000000747,1120.0000000000098,-44.999999999987494,-599.0000000000038,-792.0000000000039,-368.9999999999971,,-474.00000000002814
2019.07.16,202.9999999999976,246.99999999999721,31.000000000003247,112.99999999999955,235.00000000000742,-243.00000000000432,-532.9999999999945,116.00000000000499,-102.00000000000209,-149.99999999999147,-337.99999999999386,648.9999999999995,163.99999999998727,55.000000000005045,-45.000000000001705,-184.99999999999073,1184.0000000000073,-34.99999999999659,-623.9999999999952,-831.000000000004,-419.9999999999982,,-508.9999999999635
2019.07.16,207.00000000000162,263.99999999999756,57.00000000001815,137.00000000000045,243.00000000001543,-238.0000000000049,-520.9999999999936,124.99999999999733,-84.0000000000174,-167.0000000000016,-336.9999999999984,641.0000000000027,152.9999999999916,66.99999999999484,-49.000000000006594,-164.99999999999292,1192.9999999999995,-48.99999999999238,-628.0000000000001,-817.000000000001,-405.9999999999952,,-373.999999999985
2019.07.16,214.00000000000307,278.00000000000045,64.0000000000196,134.00000000000034,246.99999999999721,-241.99999999999778,-510.99999999999477,130.99999999999224,-85.00000000000173,-155.9999999999917,-346.0000000000019,636.9999999999986,173.00000000000182,80.99999999999774,-36.000000000001364,-158.99999999999804,1181.0000000000098,-43.99999999999693,-615.9999999999997,-809.9999999999997,-388.9999999999949,,-253.99999999995737
2019.07.16,229.99999999999687,248.00000000000378,56.000000000011596,129.99999999999545,248.00000000000378,-256.99999999999613,-507.9999999999973,78.00000000000028,-108.00000000001918,-132.99999999999557,-370.9999999999991,644.0000000000001,143.00000000000068,41.99999999998649,-40.00000000000625,-164.99999999999292,1161.9999999999964,-40.99999999999682,-608.9999999999947,-805.0000000000001,-358.9999999999982,,-415.0000000000009
2019.07.16,224.000000000002,269.9999999999925,60.000000000015596,144.99999999999602,229.99999999999687,-248.00000000000378,-512.9999999999968,110.99999999999443,-100.0000000000112,-156.99999999999648,-358.0000000000028,644.0000000000001,150.00000000000568,89.99999999999008,-51.00000000000193,-141.99999999999767,1178.0000000000123,-61.99999999999761,-623.9999999999952,-800.9999999999961,-378.999999999996,,-332.9999999999901
2019.07.16,224.9999999999974,295.0000000000008,70.99999999999883,185.00000000000227,241.00000000000233,-231.99999999999886,-505.99999999999534,134.99999999999625,-87.00000000001484,-200.00000000000284,-343.00000000000443,634.9999999999967,126.00000000000477,109.00000000000354,-85.99999999999852,-137.9999999999937,1175.000000000015,-87.99999999999386,-643.9999999999912,-795.9999999999967,-393.99999999998323,,-316.9999999999557
2019.07.16,231.99999999999886,276.9999999999939,87.99999999999919,230.99999999999454,215.00000000000963,-212.99999999999653,-483.0000000000001,104.99999999999955,-81.00000000001995,-233.99999999999466,-329.999999999997,621.0000000000049,50.99999999998772,119.99999999998678,-120.00000000000455,-89.99999999999008,1141.9999999999986,-138.9999999999958,-647.9999999999961,-751.0000000000017,-387.99999999998835,,-395.0000000000112
2019.07.16,124.00000000000189,451.0000000000014,91.00000000001884,209.99999999999375,265.0000000000041,-202.0000000000022,-488.999999999995,415.99999999999415,47.99999999998139,-341.99999999999875,-239.99999999999577,553.0000000000035,262.00000000000045,283.99999999999534,-91.00000000000819,-139.00000000000023,1166.0000000000005,-91.99999999999875,-643.9999999999912,-797.9999999999987,-415.99999999999415,,417.00000000001256
2019.07.16,126.99999999999933,557.9999999999918,115.00000000002063,206.99999999999363,263.99999999999756,-183.99999999999528,-457.99999999999176,514.9999999999987,63.99999999999739,-326.9999999999982,-226.00000000000398,526.0000000000042,384.9999999999909,425.99999999999307,-61.99999999999761,-110.99999999999443,1120.0000000000098,-90.99999999999397,-605.9999999999945,-751.0000000000017,-392.9999999999989,,1098.0000000000261
