date,EURCHF,GBPCAD,NZDJPY,empty,sum
2016.03.21,-16.000000000016,-80.99999999999774,0.0,,-97.00000000001374
2016.03.21,7.0000000000014495,-34.000000000000696,6.999999999990791,,-20.000000000008455
2016.03.21,29.999999999996696,143.99999999998857,8.99999999998613,,182.9999999999714
2016.03.21,41.99999999998649,329.99999999998585,119.99999999999034,,491.99999999996265
2016.03.21,37.99999999998249,344.99999999999534,201.99999999999818,,584.999999999976
2016.03.21,32.999999999994145,295.0000000000008,251.99999999999534,,579.9999999999902
2016.03.21,24.999999999986144,299.00000000000483,222.99999999999898,,546.99999999999
2016.03.21,47.99999999998139,312.00000000000114,405.9999999999917,,765.9999999999743
2016.03.21,78.00000000000028,269.9999999999925,310.99999999999284,,658.9999999999857
2016.03.21,46.999999999997044,136.00000000000279,256.9999999999908,,439.9999999999906
2016.03.21,11.999999999989797,200.00000000000017,279.9999999999869,,491.9999999999769
2016.03.21,15.999999999993797,224.000000000002,336.9999999999891,,576.9999999999849
2016.03.21,4.999999999988347,177.99999999998929,231.99999999999932,,414.9999999999769
2016.03.21,1.999999999990898,219.99999999999798,273.9999999999867,,495.99999999997556
2016.03.21,4.999999999988347,190.99999999998562,220.99999999998943,,416.9999999999634
2016.03.21,14.999999999987246,73.99999999999629,239.99999999999488,,328.9999999999784
2016.03.21,-23.00000000001745,1.0000000000065512,316.99999999999307,,294.99999999998215
2016.03.21,-6.000000000017103,-202.9999999999976,280.9999999999917,,71.99999999997698
2016.03.21,-58.000000000002494,-168.0000000000126,279.9999999999869,,53.999999999971834
2016.03.21,-56.000000000011596,-300.99999999999574,345.9999999999894,,-11.000000000017906
2016.03.21,-21.00000000000435,-302.0000000000023,230.99999999999454,,-92.00000000001205
2016.03.21,19.999999999997797,-510.00000000001046,92.99999999998931,,-397.00000000002336
2016.03.21,-134.00000000001188,-522.0000000000002,86.99999999998909,,-569.000000000023
2016.03.21,-94.00000000001629,-530.0000000000082,-55.00000000000682,,-679.0000000000313
2016.03.21,-85.00000000000173,-669.9999999999928,-46.00000000000648,,-801.000000000001
2016.03.21,-30.0000000000189,-727.9999999999953,0.0,,-758.0000000000142
2016.03.21,-45.000000000006146,-592.9999999999991,-11.00000000000989,,-649.0000000000151
2016.03.21,-51.000000000001044,-719.000000000003,1.9999999999953388,,-768.0000000000086
2016.03.21,-101.00000000001774,-395.99999999999636,143.99999999999125,,-353.00000000002285
2016.03.21,-109.00000000000354,-561.0000000000115,76.99999999999818,,-593.0000000000168
2016.03.21,-114.0000000000141,-683.9999999999957,19.99999999999602,,-778.0000000000138
2016.03.21,-133.00000000000534,-489.0000000000061,-24.00000000000091,,-646.0000000000123
2016.03.21,-190.00000000000128,-632.9999999999947,2.999999999985903,,-820.00000000001
2016.03.21,-189.00000000001694,-503.000000000009,125.99999999999056,,-566.0000000000354
2016.03.21,-148.00000000001478,-466.9999999999952,48.99999999999238,,-566.0000000000176
2016.03.21,-300.00000000001137,-438.00000000000506,100.99999999999909,,-637.0000000000173
2016.03.21,-323.0000000000066,-385.99999999999744,145.99999999998658,,-563.0000000000175
2016.03.21,-268.0000000000016,-503.99999999999335,210.99999999999852,,-560.9999999999965
2016.03.21,-295.0000000000008,-283.99999999999534,103.9999999999992,,-474.99999999999693
2016.03.21,-282.0000000000045,-348.9999999999993,98.99999999998954,,-532.0000000000143
2016.03.21,-236.00000000001398,-312.00000000000114,74.99999999998863,,-473.0000000000265
2016.03.21,-206.00000000001728,-317.0000000000117,-5.000000000009663,,-528.0000000000387
2016.03.21,-213.00000000001873,-346.0000000000019,-31.00000000000591,,-590.0000000000265
