date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,AUDJPY,NZDJPY,empty,sum
2021.01.11,-97.00000000000264,-286.00000000000847,-168.99999999999693,-11.00000000000989,-65.99999999998829,-22.999999999995246,-212.00000000001216,-19.00000000001345,-387.00000000000045,-136.99999999999824,-274.9999999999919,-305.9999999999832,-224.000000000002,-378.999999999996,-213.99999999999864,-1.0000000000065512,-381.99999999999346,-102.99999999999443,-63.99999999999295,,-3354.9999999999845
2021.01.11,-79.00000000000685,-286.00000000000847,-140.99999999999113,9.000000000000341,-36.999999999998145,-49.99999999999449,-171.00000000001003,4.999999999988347,-409.000000000006,-109.99999999999899,-208.99999999999253,-350.9999999999991,-117.99999999999588,-434.000000000001,-283.00000000000125,-49.99999999999449,-317.9999999999961,-173.99999999999238,-108.00000000000409,,-3314.0000000000023
2021.01.11,2.000000000002,-209.9999999999991,-66.99999999999484,66.0000000000025,-173.00000000000094,4.000000000004,-208.00000000000819,-55.000000000005045,-378.0000000000001,-161.99999999999548,-262.999999999991,-278.99999999999636,-10.999999999983245,-359.99999999998255,-176.00000000000193,28.000000000005798,-304.9999999999997,-149.0000000000009,-60.000000000002274,,-2755.9999999999472
2021.01.11,83.9999999999952,-32.0000000000098,63.000000000013046,104.99999999998977,-350.9999999999902,93.00000000000975,-107.99999999999699,-60.99999999999994,-323.0000000000075,-148.99999999999915,-273.9999999999965,-141.9999999999959,-7.0000000000014495,-672.9999999999902,-91.99999999999875,38.99999999998904,-659.999999999994,-42.999999999992156,19.99999999999602,,-2510.99999999998
2021.01.11,158.0000000000026,109.00000000000354,154.99999999999403,188.99999999999295,-309.99999999998806,191.00000000000784,-99.00000000000463,-65.00000000000395,-307.00000000000216,-179.99999999999127,-239.0000000000003,-144.00000000000546,32.0000000000098,-622.9999999999958,-103.9999999999992,-19.999999999997797,-570.9999999999882,29.000000000010573,55.999999999997385,,-1742.9999999999582
2021.01.11,176.99999999999383,110.99999999999443,198.00000000000927,194.99999999999318,-341.99999999999784,257.0000000000072,-112.000000000001,-65.00000000000395,-308.00000000000693,-158.99999999999804,-216.99999999998943,-135.99999999999568,42.0000000000087,-734.9999999999968,-72.99999999999329,8.999999999992347,-614.9999999999877,75.00000000000284,105.00000000000398,,-1592.999999999965
2021.01.11,190.00000000000128,126.0000000000039,208.00000000000819,192.99999999999784,-394.00000000000546,265.99999999999955,-139.00000000000023,-55.000000000005045,-310.0000000000023,-170.99999999999892,-209.9999999999991,-162.9999999999825,70.99999999999883,-777.9999999999898,-90.99999999999397,11.999999999989797,-671.9999999999837,115.99999999999966,100.00000000000853,,-1700.9999999999536
2021.01.11,270.99999999999903,251.00000000000122,293.99999999999426,313.0000000000024,-490.999999999997,322.00000000000006,-126.0000000000039,-42.0000000000087,-287.9999999999967,-169.99999999999238,-236.99999999999832,-131.00000000000023,73.00000000001194,-796.999999999981,-97.99999999999898,15.00000000000945,-753.9999999999881,121.00000000000932,99.00000000000375,,-1374.999999999934
2021.01.11,280.00000000000244,280.9999999999979,334.00000000001205,278.99999999999636,-570.0000000000039,343.9999999999999,-109.00000000000354,-55.000000000005045,-251.00000000000477,-124.00000000000189,-235.99999999999176,-94.99999999999886,146.00000000000168,-954.9999999999948,-64.99999999999773,127.99999999999478,-856.9999999999967,185.00000000000227,141.00000000000534,,-1198.9999999999864
2021.01.11,280.9999999999979,238.99999999998923,313.99999999999204,272.99999999999613,-510.99999999999477,307.0000000000017,-137.9999999999937,-43.00000000001525,-236.99999999999477,-139.00000000000023,-246.99999999999721,-85.00000000000796,112.000000000001,-901.9999999999806,-33.00000000000125,127.99999999999478,-777.9999999999898,165.00000000000625,121.99999999999989,,-1171.9999999999964
2021.01.11,280.00000000000244,235.99999999999176,312.00000000000114,269.999999999996,-543.0000000000045,287.9999999999994,-133.00000000000534,-28.000000000005798,-230.99999999999454,-129.9999999999968,-234.99999999999633,-85.00000000000796,202.00000000001327,-766.9999999999843,-36.000000000001364,141.99999999999767,-700.999999999996,136.0000000000099,96.00000000000364,,-926.9999999999778
2021.01.11,285.00000000000193,306.9999999999906,329.00000000000153,296.99999999999704,-570.0000000000039,316.0000000000052,-90.99999999999665,-42.0000000000087,-257.99999999999557,-103.99999999999298,-235.99999999999176,-58.9999999999975,218.00000000000708,-742.9999999999826,-36.99999999999193,190.00000000000128,-691.9999999999815,168.99999999999693,105.00000000000398,,-615.9999999999372
2021.01.11,290.9999999999968,313.99999999999204,346.0000000000019,310.99999999999284,-615.9999999999943,307.0000000000017,-95.00000000000064,-63.000000000013046,-260.0000000000051,-97.9999999999981,-237.99999999999378,-73.0000000000075,225.00000000000853,-864.9999999999825,-45.99999999999227,191.99999999999218,-791.9999999999927,165.99999999999682,93.00000000000352,,-900.9999999999937
2021.01.11,300.0000000000003,377.9999999999894,370.00000000000364,338.99999999999864,-649.999999999995,370.00000000000364,-62.000000000006494,-62.000000000006494,-271.0000000000008,-74.99999999999174,-273.9999999999965,-31.999999999982265,219.00000000001364,-883.9999999999959,-48.99999999999238,218.00000000000708,-880.9999999999984,243.0000000000092,141.00000000000534,,-661.999999999935
