date,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,EURJPY,empty,sum
2017.09.18,-4.999999999988347,-48.000000000003595,-26.999999999999247,-85.99999999998609,-72.00000000000273,-3.9999999999906777,,-241.99999999997067
2017.09.18,63.000000000013046,-78.00000000000028,-17.999999999995797,-102.00000000000209,-36.000000000001364,81.99999999999363,,-88.99999999999284
2017.09.18,105.00000000002174,-82.99999999998863,-0.999999999995449,-153.9999999999875,17.000000000010118,146.99999999999136,,31.000000000051642
2017.09.18,178.00000000001148,-24.000000000001798,-2.000000000002,-116.99999999998934,103.9999999999992,169.00000000001114,,308.0000000000287
2017.09.18,187.00000000000384,-17.000000000000348,29.999999999996696,-110.99999999999443,112.00000000000898,185.00000000000227,,386.00000000001705
2017.09.18,103.00000000000864,-141.99999999999767,-0.999999999995449,-134.99999999999625,161.00000000000136,222.0000000000084,,208.00000000002905
2017.09.18,126.0000000000039,-136.00000000000279,-2.999999999997449,-144.99999999999514,159.00000000000603,266.9999999999959,,268.00000000001046
2017.09.18,151.00000000001222,-133.00000000000534,9.00000000000345,-190.99999999998562,185.00000000000227,329.00000000000773,,350.0000000000347
2017.09.18,204.00000000000418,-89.99999999999008,60.99999999999994,-213.99999999998087,200.00000000000284,389.00000000001,,550.000000000046
2017.09.18,191.00000000000784,-28.000000000005798,141.99999999999767,-243.99999999999977,186.9999999999976,403.99999999999636,,651.9999999999939
2017.09.18,233.00000000001654,2.999999999997449,209.00000000000364,-194.99999999998963,254.0000000000049,406.0000000000059,,910.0000000000388
2017.09.18,215.00000000000963,26.999999999999247,300.0000000000003,-197.00000000000273,231.99999999999932,423.0000000000018,,1000.0000000000075
2017.09.18,185.00000000001293,35.00000000000725,290.00000000000136,-222.99999999999542,198.99999999999807,377.00000000000955,,863.0000000000338
2017.09.18,170.00000000000347,17.000000000000348,297.9999999999983,-232.99999999999432,200.00000000000284,330.0000000000125,,782.0000000000232
2017.09.18,194.0000000000053,15.00000000000945,290.00000000000136,-120.99999999999334,234.00000000000887,332.9999999999984,,945.00000000003
2017.09.18,156.00000000000057,8.000000000008,270.0000000000036,-210.99999999998343,127.00000000000955,313.0000000000166,,663.0000000000549
2017.09.18,148.00000000001478,25.00000000000835,258.9999999999981,-198.99999999999363,139.00000000001,307.9999999999927,,680.0000000000304
2017.09.18,151.00000000001222,29.00000000001235,275.000000000003,-197.00000000000273,137.00000000000045,308.9999999999975,,704.0000000000227
2017.09.18,160.00000000000458,66.99999999999484,258.9999999999981,-234.99999999998522,180.00000000000682,349.9999999999943,,781.0000000000134
2017.09.18,197.00000000000273,51.000000000001044,216.0000000000051,-289.9999999999903,261.0000000000099,492.999999999995,,928.0000000000234
2017.09.18,-82.99999999998863,-11.999999999989797,114.99999999999844,-278.00000000000045,176.00000000000193,221.00000000000364,,139.00000000002512
2017.09.18,-39.999999999995595,-151.9999999999966,58.99999999999794,-69.9999999999923,272.00000000000557,302.99999999999727,,372.00000000001626
2017.09.18,-2.999999999997449,-163.9999999999864,60.00000000000449,-47.99999999998139,413.0000000000109,378.9999999999907,,637.0000000000409
2017.09.18,11.00000000000545,-147.00000000000824,96.00000000000719,-78.00000000000028,397.00000000000557,368.9999999999998,,648.0000000000094
2017.09.18,139.00000000000023,-141.99999999999767,106.00000000000608,-87.99999999999919,462.0000000000033,486.99999999999477,,964.0000000000075
2017.09.18,189.00000000001694,-119.99999999998678,118.00000000000699,-98.99999999998244,430.9999999999974,512.0000000000005,,1031.0000000000525
2017.09.18,193.00000000002092,-119.00000000000244,65.00000000000395,-129.99999999998568,367.00000000000443,453.00000000000296,,829.0000000000441
2017.09.18,210.0000000000213,-133.99999999998968,68.99999999999685,-100.99999999999554,398.00000000001035,460.00000000000796,,902.0000000000512
2017.09.18,333.0000000000055,-175.99999999999838,19.00000000000235,-126.99999999998823,433.9999999999975,561.000000000007,,1044.000000000026
2017.09.18,190.00000000000128,-258.99999999998704,-60.99999999999994,-122.99999999998423,445.99999999999795,584.0000000000032,,777.0000000000312
2017.09.18,184.00000000000637,-238.0000000000049,-58.99999999999794,-89.99999999999008,498.00000000000466,599.9999999999943,,895.0000000000125
2017.09.18,308.0000000000194,-192.99999999999872,-87.00000000000374,-198.99999999999363,542.0000000000016,722.0000000000084,,1093.0000000000332
2017.09.18,244.00000000002197,-275.9999999999874,-142.99999999999312,-221.99999999998886,594.0000000000083,765.0000000000148,,962.0000000000757
2017.09.18,234.00000000000088,-158.99999999999804,-87.99999999999919,-192.99999999999872,570.999999999998,736.9999999999948,,1101.9999999999977
2017.09.18,328.00000000001717,-226.99999999999943,-117.00000000000044,-208.99999999999253,570.999999999998,789.0000000000157,,1135.0000000000384
2017.09.18,231.0000000000034,-310.9999999999946,-246.00000000000176,-241.00000000000233,602.0000000000039,828.000000000003,,863.0000000000116
2017.09.18,251.00000000000122,-585.9999999999976,-275.99999999999847,-303.9999999999932,519.0000000000055,860.99999999999,,465.0000000000075
2017.09.18,116.00000000000499,-516.9999999999897,-314.0000000000032,-425.99999999999307,213.99999999999864,655.0000000000011,,-271.9999999999811
2017.09.18,-9.999999999998899,-590.0000000000016,-492.999999999999,-439.99999999999596,138.00000000000523,536.0000000000014,,-858.9999999999889
2017.09.18,8.000000000008,-531.9999999999991,-437.999999999994,-340.9999999999913,251.00000000000477,563.999999999993,,-487.9999999999786
2017.09.18,92.00000000000318,-456.9999999999963,-417.99999999999613,-352.9999999999811,329.00000000000773,694.0000000000168,,-112.99999999994589
2017.09.18,122.00000000002208,-426.9999999999996,-405.9999999999952,-364.9999999999931,365.0000000000091,750.0,,39.0000000000432
2017.09.18,41.000000000002146,-1505.0000000000007,-556.0000000000009,-370.999999999988,382.000000000005,731.9999999999993,,-1276.9999999999834
2017.09.18,149.00000000002134,-1429.999999999998,-500.00000000000045,-354.9999999999942,340.0000000000034,699.0000000000123,,-1096.9999999999557
2017.09.18,245.0000000000063,-1222.9999999999964,-441.0000000000025,-367.99999999999056,397.00000000000557,770.0000000000102,,-619.9999999999675
2017.09.18,223.00000000001762,-1195.999999999997,-400.9999999999958,-429.99999999999704,299.0000000000066,768.0000000000007,,-736.999999999965
2017.09.18,269.00000000000813,-1140.0000000000077,-373.99999999999653,-434.000000000001,341.99999999999875,789.0000000000157,,-547.999999999983
2017.09.18,262.00000000000665,-1095.0000000000016,-410.9999999999947,-434.9999999999854,421.0000000000065,918.0000000000064,,-339.99999999996226
2017.09.19,248.00000000000378,-1097.999999999999,-449.9999999999948,-369.99999999998147,283.00000000000125,835.000000000008,,-551.9999999999625
2017.09.19,263.00000000001324,-1068.9999999999866,-375.9999999999986,-414.9999999999876,401.00000000001046,866.9999999999902,,-328.99999999995885
2017.09.19,282.0000000000045,-1041.000000000003,-375.9999999999986,-432.9999999999945,395.00000000001023,900.0000000000057,,-272.99999999997567
2017.09.19,302.0000000000023,-960.9999999999897,-365.99999999999966,-427.99999999998397,361.0000000000042,867.999999999995,,-223.9999999999718
2017.09.19,326.0000000000041,-944.9999999999958,-327.99999999999494,-424.99999999998647,350.0000000000085,822.0000000000027,,-199.99999999996191
2017.09.19,334.00000000001205,-947.9999999999933,-290.00000000000136,-437.99999999998283,364.0000000000043,855.9999999999945,,-121.99999999996658
2017.09.19,351.0000000000124,-964.9999999999936,-270.99999999999903,-476.9999999999941,381.0000000000002,887.0000000000005,,-93.99999999997362
2017.09.19,401.00000000000693,-897.9999999999987,-217.99999999999596,-481.99999999998244,364.0000000000043,849.9999999999943,,17.00000000002842
2017.09.19,407.0000000000018,-922.0000000000006,-219.00000000000253,-452.99999999999227,411.00000000000136,899.0000000000009,,123.00000000000864
2017.09.19,407.0000000000018,-1106.000000000007,-258.9999999999981,-469.99999999999267,429.00000000000205,931.0000000000116,,-67.99999999998249
2017.09.19,389.0000000000171,-1207.0000000000025,-337.99999999999386,-481.99999999998244,468.0000000000035,1027.9999999999916,,-141.99999999996658
2017.09.19,392.00000000001455,-1197.0000000000036,-332.99999999999443,-455.99999999998977,484.00000000000887,1006.0000000000002,,-103.9999999999643
2017.09.19,415.0000000000098,-1174.9999999999927,-292.00000000000335,-454.9999999999832,463.0000000000081,979.0000000000134,,-64.99999999994793
2017.09.19,425.0000000000087,-1171.9999999999952,-292.00000000000335,-455.99999999998977,496.9999999999999,1024.000000000001,,26.000000000021032
2017.09.19,445.0000000000065,-1197.999999999988,-300.0000000000003,-490.999999999997,499.00000000000944,1042.0000000000016,,-2.9999999999679403
2017.09.19,443.0000000000156,-1187.999999999989,-300.99999999999574,-533.99999999999,515.0000000000006,1087.0000000000175,,22.00000000005889
2017.09.19,509.00000000000387,-1194.0000000000061,-239.99999999999577,-634.9999999999856,623.0000000000047,1268.0000000000007,,331.0000000000217
2017.09.19,576.0000000000209,-1214.0000000000039,-229.99999999999687,-642.9999999999936,832.9999999999984,1573.0000000000075,,895.0000000000325
2017.09.19,543.0000000000045,-1190.9999999999866,-219.99999999999798,-629.9999999999973,796.0000000000065,1501.0000000000048,,799.000000000034
2017.09.19,686.0000000000089,-1201.999999999992,-143.9999999999997,-634.0000000000013,801.0000000000019,1527.0000000000152,,1034.0000000000332
2017.09.19,590.0000000000016,-1167.0000000000068,-170.00000000000347,-716.9999999999899,795.0000000000017,1491.9999999999902,,822.9999999999933
2017.09.19,602.0000000000136,-1079.0000000000077,-168.00000000000148,-597.9999999999874,811.000000000007,1497.000000000014,,1065.0000000000382
2017.09.19,661.0000000000005,-1200.0000000000011,-121.99999999999989,-734.9999999999968,624.0000000000094,1485.0000000000136,,713.0000000000258
2017.09.19,481.0000000000203,-1113.9999999999927,-114.99999999999844,-732.9999999999836,505.00000000000966,1206.9999999999936,,231.00000000004877
2017.09.19,586.0000000000198,-961.9999999999961,-112.99999999999643,-1075.9999999999882,197.00000000000273,1272.9999999999961,,-94.99999999996203
2017.09.19,612.0000000000125,-905.0000000000002,-19.999999999997797,-1040.999999999981,197.00000000000273,1337.9999999999939,,181.00000000003024
2017.09.19,604.0000000000045,-985.999999999998,-12.000000000000899,-966.0000000000002,299.0000000000066,1332.9999999999984,,272.00000000001046
2017.09.19,593.0000000000213,-994.9999999999903,-7.9999999999968985,-900.9999999999962,350.9999999999991,1360.99999999999,,401.00000000002683
2017.09.19,308.0000000000194,-995.9999999999969,6.0000000000060005,-896.9999999999923,100.99999999999909,942.0000000000073,,-535.9999999999573
2017.09.19,368.00000000001273,-1068.9999999999866,18.0000000000069,-778.9999999999964,237.00000000000898,973.0000000000132,,-251.99999999994088
2017.09.19,405.0000000000109,-1127.9999999999957,1.0000000000065512,-847.9999999999822,109.99999999999943,948.0000000000075,,-511.9999999999534
2017.09.19,490.0000000000126,-1005.9999999999958,26.999999999999247,-889.9999999999908,155.00000000000114,1058.9999999999975,,-164.99999999997613
2017.09.19,525.0000000000199,-1005.9999999999958,87.99999999999919,-827.9999999999843,100.00000000000853,950.9999999999934,,-169.99999999995885
2017.09.19,586.0000000000198,-1018.0000000000077,48.000000000003595,-763.9999999999869,162.00000000000614,927.9999999999973,,-57.99999999996794
2017.09.19,490.0000000000126,-1063.9999999999982,-31.999999999998696,-807.9999999999865,43.99999999999693,855.9999999999945,,-513.9999999999795
2017.09.19,509.00000000000387,-1070.9999999999998,-43.999999999999595,-808.9999999999931,140.00000000000057,1022.9999999999961,,-251.99999999999204
