date,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,CADJPY,NZDJPY,empty,sum
2019.02.18,-18.0000000000069,-22.999999999995246,-11.00000000000545,-73.0000000000075,-60.99999999999994,-79.99999999999119,-7.000000000005002,-96.9999999999942,,-370.00000000000546
2019.02.18,-35.00000000000725,-19.999999999997797,-14.000000000002899,-88.99999999999864,-75.00000000000284,-107.99999999999699,34.99999999999659,-111.99999999999477,,-418.0000000000046
2019.02.18,-2.0000000000131024,-8.999999999992347,12.999999999996348,-98.99999999998954,-163.00000000000205,-151.00000000001222,64.99999999999773,-145.99999999998658,,-492.00000000000176
2019.02.18,41.000000000002146,79.00000000000685,80.99999999999774,-213.99999999999864,-198.99999999999363,-249.00000000001032,132.99999999999557,-220.99999999998943,,-548.9999999999898
2019.02.18,61.99999999998429,72.0000000000054,81.9999999999932,-193.9999999999884,-232.00000000000998,-239.00000000001143,140.00000000000057,-277.9999999999916,,-587.000000000018
2019.02.18,63.99999999999739,65.00000000000395,82.99999999999974,-182.99999999999272,-266.999999999995,-295.0000000000008,155.9999999999917,-384.00000000000034,,-760.9999999999961
2019.02.18,63.99999999999739,60.00000000000449,79.99999999999119,-223.99999999998954,-279.00000000000705,-320.9999999999935,200.9999999999934,-418.99999999999693,,-838.0000000000006
2019.02.18,82.00000000000429,62.000000000006494,62.99999999999084,-235.99999999999,-259.0000000000092,-262.999999999991,201.99999999999818,-443.9999999999884,,-792.9999999999789
2019.02.18,95.00000000000064,38.0000000000047,95.00000000000064,-324.99999999998863,-235.00000000000742,-363.0000000000022,206.00000000000307,-527.9999999999916,,-1016.9999999999808
2019.02.18,126.0000000000039,33.000000000005244,76.99999999999375,-312.9999999999882,-168.99999999999693,-303.9999999999932,228.9999999999992,-503.0000000000001,,-823.9999999999764
2019.02.18,122.99999999998423,47.00000000000814,41.9999999999976,-283.9999999999918,-208.00000000000819,-249.99999999999466,240.99999999999966,-472.999999999999,,-762.000000000004
2019.02.18,136.00000000000279,53.00000000000304,70.99999999999883,-264.00000000001,-191.00000000000784,-273.9999999999965,230.00000000000398,-435.99999999999284,,-674.9999999999985
2019.02.18,154.99999999999403,64.0000000000085,88.99999999999464,-234.00000000000887,-178.00000000001148,-265.0000000000041,206.99999999999363,-420.99999999999227,,-583.0000000000259
2019.02.18,137.9999999999937,62.000000000006494,86.99999999999264,-266.9999999999959,-158.0000000000137,-235.00000000000742,212.0000000000033,-423.9999999999924,,-585.0000000000133
2019.02.18,140.99999999999113,76.0000000000094,88.99999999999464,-275.0000000000057,-209.9999999999991,-249.99999999999466,224.99999999999432,-423.9999999999924,,-628.0000000000023
2019.02.18,119.99999999998678,67.00000000000594,61.999999999995396,-198.99999999998386,-219.00000000001364,-253.99999999999866,198.99999999999807,-388.9999999999958,,-613.0000000000058
2019.02.18,124.99999999999733,81.00000000000884,64.99999999999284,-269.00000000000546,-221.00000000000452,-269.00000000000813,218.00000000000352,-390.00000000000057,,-660.0000000000161
2019.02.18,109.00000000000354,87.00000000000374,95.99999999999609,-275.0000000000057,-209.9999999999991,-248.00000000000378,234.99999999999943,-368.9999999999998,,-575.0000000000056
2019.02.18,102.99999999998644,68.00000000000139,109.99999999999899,-329.9999999999841,-310.0000000000103,-428.9999999999905,245.00000000000455,-378.0000000000001,,-920.9999999999936
2019.02.18,104.99999999999955,59.000000000009045,97.9999999999981,-293.9999999999827,-272.00000000000557,-347.0000000000084,239.99999999999488,-316.99999999999307,,-727.9999999999882
2019.02.18,68.00000000000139,73.00000000000084,87.99999999999919,-234.99999999998522,-449.0000000000105,-388.9999999999949,227.00000000000387,-272.99999999999613,,-889.9999999999815
