date,USDJPY,EURJPY,AUDJPY,empty,sum
2016.07.04,49.000000000006594,30.000000000001137,-174.99999999999716,,-95.99999999998943
2016.07.04,-31.999999999996476,-51.00000000000193,-201.99999999999818,,-284.9999999999966
2016.07.04,24.00000000000091,-87.0000000000033,-259.00000000000034,,-322.00000000000273
2016.07.04,2.0000000000095497,-40.99999999999682,-240.99999999999966,,-279.9999999999869
2016.07.04,50.00000000001137,-48.00000000000182,-224.00000000000375,,-221.9999999999942
2016.07.04,136.0000000000099,131.00000000000023,-126.00000000000477,,141.00000000000534
2016.07.04,73.99999999999807,37.00000000000614,-221.9999999999942,,-110.99999999999
2016.07.04,28.000000000005798,-7.999999999995566,-335.9999999999985,,-315.9999999999883
2016.07.04,10.000000000005116,-48.00000000000182,-405.00000000000114,,-442.99999999999784
2016.07.04,-12.000000000000455,-114.00000000000432,-582.9999999999984,,-709.0000000000032
2016.07.04,-36.000000000001364,-200.9999999999934,-582.9999999999984,,-819.9999999999932
2016.07.04,-119.99999999999034,-254.0000000000049,-612.9999999999995,,-986.9999999999948
2016.07.04,-102.99999999999443,-236.0000000000042,-623.0000000000047,,-962.0000000000033
2016.07.04,-162.9999999999967,-305.9999999999974,-617.0000000000044,,-1085.9999999999986
2016.07.04,-104.99999999998977,-250.0,-582.0000000000078,,-936.9999999999976
2016.07.04,-110.99999999999,-227.99999999999443,-581.0000000000031,,-919.9999999999875
2016.07.04,-104.99999999998977,-280.00000000000114,-652.000000000001,,-1036.9999999999918
2016.07.04,-75.9999999999934,-188.99999999999295,-706.0000000000031,,-970.9999999999894
2016.07.04,3.0000000000001137,-152.00000000000102,-759.0000000000003,,-908.0000000000013
2016.07.04,-80.99999999998886,-27.999999999991587,-783.0000000000013,,-891.9999999999817
2016.07.04,-79.9999999999983,-121.99999999999989,-768.0000000000007,,-969.9999999999989
2016.07.04,-91.99999999999875,-76.99999999999818,-814.9999999999977,,-983.9999999999947
2016.07.04,-77.99999999998875,102.00000000000387,-811.9999999999976,,-787.9999999999825
2016.07.04,-46.999999999997044,117.999999999995,-698.0000000000075,,-627.0000000000095
2016.07.04,-0.999999999990564,72.00000000000273,-781.0000000000059,,-709.9999999999937
2016.07.04,25.000000000005684,-9.000000000000341,-832.0000000000078,,-816.0000000000025
2016.07.04,26.00000000001046,-30.000000000001137,-906.9999999999965,,-910.9999999999872
2016.07.04,-10.99999999999568,18.000000000000682,-891.9999999999959,,-884.9999999999909
2016.07.04,49.000000000006594,22.00000000000557,-888.9999999999958,,-817.9999999999836
2016.07.04,34.000000000006025,-70.99999999999795,-888.0000000000052,,-924.9999999999972
2016.07.04,10.000000000005116,-170.99999999999227,-927.0000000000067,,-1087.9999999999939
2016.07.04,39.00000000000148,-146.99999999999136,-896.0000000000008,,-1003.9999999999907
2016.07.04,-6.000000000000227,-96.9999999999942,-918.0000000000064,,-1021.0000000000008
2016.07.04,6.000000000000227,-52.99999999999727,-870.9999999999951,,-917.9999999999922
2016.07.04,19.000000000005457,-87.0000000000033,-983.9999999999947,,-1051.9999999999925
2016.07.04,91.00000000000819,-27.000000000001023,-968.9999999999941,,-904.9999999999869
2016.07.04,79.00000000000773,-111.0000000000042,-966.9999999999987,,-998.9999999999952
2016.07.04,105.00000000000398,-64.99999999999773,-920.0000000000017,,-879.9999999999955
2016.07.04,131.00000000000023,-48.00000000000182,-909.9999999999966,,-826.9999999999982
2016.07.04,118.99999999999977,-90.99999999999397,-917.0000000000016,,-888.9999999999958
2016.07.04,131.00000000000023,-135.99999999999568,-912.0000000000061,,-917.0000000000016
2016.07.04,87.0000000000033,-200.9999999999934,-953.000000000003,,-1066.9999999999932
2016.07.04,79.9999999999983,-192.99999999999784,-963.0000000000081,,-1076.0000000000077
2016.07.04,76.99999999999818,-257.99999999999557,-974.9999999999943,,-1155.9999999999918
2016.07.04,106.99999999999932,-212.99999999999386,-960.9999999999985,,-1066.9999999999932
2016.07.04,108.00000000000409,-185.00000000000227,-935.0000000000023,,-1012.0000000000005
2016.07.04,90.00000000000341,-218.00000000000352,-927.0000000000067,,-1055.0000000000068
2016.07.04,96.00000000000364,-182.00000000000216,-948.9999999999981,,-1034.9999999999966
2016.07.05,109.00000000000887,-129.0000000000049,-865.9999999999997,,-885.9999999999957
2016.07.05,91.99999999999875,-135.99999999999568,-875.0,,-918.9999999999969
2016.07.05,85.00000000000796,-125.0,-897.9999999999961,,-937.9999999999882
2016.07.05,73.0000000000075,-121.99999999999989,-897.9999999999961,,-946.9999999999885
2016.07.05,79.00000000000773,-105.99999999999454,-864.9999999999949,,-891.9999999999817
2016.07.05,97.00000000000841,-84.99999999999375,-801.0000000000019,,-788.9999999999873
2016.07.05,286.00000000000136,173.00000000000182,-629.9999999999955,,-170.99999999999227
2016.07.05,231.00000000000875,173.00000000000182,-629.0000000000049,,-224.99999999999432
2016.07.05,567.0000000000073,558.0000000000069,-361.0000000000042,,764.0000000000099
2016.07.05,442.99999999999784,477.00000000000387,-338.0000000000081,,581.9999999999936
2016.07.05,505.00000000000966,507.99999999999557,-355.000000000004,,658.0000000000013
2016.07.05,505.00000000000966,498.00000000000466,-388.9999999999958,,614.0000000000185
2016.07.05,468.0000000000035,453.00000000000296,-393.0000000000007,,528.0000000000058
2016.07.05,450.00000000000284,432.00000000000216,-457.9999999999984,,424.0000000000066
2016.07.05,506.0000000000002,510.9999999999957,-405.00000000000114,,611.9999999999948
2016.07.05,597.0000000000084,686.000000000007,-248.99999999999523,,1034.0000000000202
2016.07.05,543.0000000000064,573.0000000000075,-337.0000000000033,,779.0000000000106
2016.07.05,504.0000000000049,545.0000000000017,-388.00000000000523,,661.0000000000014
2016.07.05,653.0000000000058,716.9999999999987,-200.00000000000284,,1170.0000000000018
2016.07.05,719.0000000000083,766.9999999999959,-76.99999999999818,,1409.000000000006
2016.07.05,760.0000000000051,469.99999999999886,-263.00000000000523,,966.9999999999989
2016.07.05,879.0000000000049,685.0000000000023,-91.99999999999875,,1472.0000000000086
2016.07.05,930.0000000000068,739.9999999999949,-147.99999999999613,,1522.0000000000057
2016.07.05,913.0000000000109,906.9999999999965,201.99999999999818,,2022.0000000000055
2016.07.05,875.0,813.0000000000024,28.000000000005798,,1716.0000000000082
2016.07.05,939.0000000000072,867.999999999995,66.99999999999307,,1873.9999999999955
2016.07.05,966.0000000000082,814.9999999999977,78.00000000000296,,1859.0000000000089
2016.07.05,906.0000000000059,722.999999999999,78.99999999999352,,1707.9999999999986
2016.07.05,835.000000000008,591.9999999999987,109.99999999999943,,1537.0000000000064
2016.07.05,834.0000000000032,746.9999999999999,191.99999999999307,,1772.9999999999964
2016.07.05,757.000000000005,745.0000000000045,168.99999999999693,,1671.0000000000064
2016.07.05,999.0000000000094,822.0000000000027,307.00000000000216,,2128.0000000000146
2016.07.05,924.0000000000066,742.0000000000044,307.9999999999927,,1974.0000000000036
2016.07.05,1073.9999999999982,968.0000000000035,487.99999999999955,,2530.0000000000014
2016.07.05,1079.9999999999982,1152.000000000001,534.9999999999966,,2766.9999999999955
2016.07.05,1069.0000000000027,1387.0000000000005,510.9999999999957,,2966.999999999999
2016.07.05,975.0000000000085,1373.0000000000045,483.0000000000041,,2831.0000000000173
2016.07.05,1034.000000000006,1620.0000000000045,617.0000000000044,,3271.000000000015
2016.07.05,1022.0000000000056,1489.999999999995,480.000000000004,,2992.0000000000045
2016.07.05,1100.0000000000086,1579.0000000000077,581.0000000000031,,3260.0000000000196
2016.07.05,1099.0000000000036,1637.0000000000005,634.0000000000003,,3370.0000000000045
2016.07.05,1087.0000000000032,1656.000000000006,632.9999999999956,,3376.0000000000045
2016.07.05,1137.0000000000005,1745.0000000000045,661.9999999999919,,3543.999999999997
2016.07.05,1064.0000000000073,1722.0000000000084,582.9999999999984,,3369.0000000000136
2016.07.05,993.9999999999998,1689.9999999999977,593.9999999999941,,3277.9999999999914
2016.07.05,947.0000000000027,1638.999999999996,563.0000000000024,,3149.000000000001
2016.07.05,886.0000000000099,1528.000000000006,442.99999999999784,,2857.0000000000136
2016.07.05,880.0000000000097,1495.0000000000045,433.9999999999975,,2809.000000000012
2016.07.06,876.0000000000048,1528.9999999999964,432.00000000000216,,2837.000000000003
2016.07.06,901.0000000000105,1609.9999999999995,478.9999999999992,,2990.000000000009
2016.07.06,922.0000000000113,1590.0000000000034,465.0000000000034,,2977.000000000018
2016.07.06,990.0000000000091,1742.0000000000045,679.000000000002,,3411.0000000000155
2016.07.06,1380.0000000000095,2159.000000000006,1036.0000000000014,,4575.000000000016
2016.07.06,1460.000000000008,2250.0,1069.9999999999932,,4780.000000000002
2016.07.06,1402.000000000001,2319.0000000000027,1203.9999999999936,,4924.999999999997
2016.07.06,1474.0000000000036,2406.9999999999964,1131.0000000000002,,5012.0
2016.07.06,1764.00000000001,2804.000000000002,1489.0000000000043,,6057.000000000016
2016.07.06,1754.000000000005,2786.0000000000014,1477.9999999999945,,6018.000000000001
