date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,GBPJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.08,-93.00000000000975,-14.999999999987246,-10.000000000021103,-136.00000000000279,0.0,-80.00000000000229,-258.0000000000027,-237.99999999999378,-167.0000000000016,-265.0000000000041,-224.000000000002,-134.99999999999625,-165.00000000000625,0.0,-96.00000000000364,-63.99999999999739,-130.99999999999224,-42.999999999993044,,-2120.0000000000164
2020.06.08,-55.000000000005045,53.00000000001415,13.999999999980695,-69.9999999999923,29.000000000001247,-155.00000000000514,-99.00000000000463,-73.00000000000084,-74.00000000001228,-140.0000000000068,-150.00000000000568,-341.00000000001353,-19.000000000005457,43.99999999999693,-155.00000000000114,-2.999999999997449,69.00000000000794,-63.99999999999739,,-1189.0000000000468
2020.06.08,61.999999999995396,22.0000000000109,0.0,-71.99999999998319,53.999999999998494,-246.00000000000176,-89.00000000000574,-31.999999999998696,-76.99999999999818,-90.00000000001229,65.00000000000395,-412.00000000001234,-2.0000000000095497,84.00000000000318,-310.0000000000023,39.00000000000014,108.00000000000809,-22.999999999995246,,-918.9999999999991
2020.06.08,60.99999999999994,219.00000000001364,78.99999999998464,0.0,188.9999999999947,-243.99999999999977,130.99999999999224,71.00000000000995,150.00000000000568,-86.0000000000083,157.99999999999147,-385.99999999999744,15.000000000000568,245.9999999999951,-320.0000000000074,183.99999999999528,133.00000000000534,20.000000000020002,,619.9999999999957
2020.06.08,60.99999999999994,261.0000000000001,69.9999999999923,-26.999999999999247,192.99999999999872,-229.00000000000142,164.99999999999292,59.000000000009045,131.00000000000023,-160.00000000000458,204.00000000000418,-278.00000000000045,-6.000000000000227,204.9999999999983,-282.0000000000107,244.99999999999523,182.00000000000438,124.00000000001299,,917.9999999999918
2020.06.08,31.999999999998696,449.0000000000105,176.99999999998272,63.99999999999739,307.99999999999716,-331.0000000000035,336.00000000000296,96.00000000000719,413.99999999998727,-205.99999999999508,296.9999999999917,-358.00000000001387,83.99999999998897,379.0000000000049,-392.0000000000101,337.99999999999386,265.99999999999955,105.00000000002174,,2057.9999999999623
2020.06.08,46.999999999997044,338.0000000000161,113.99999999999189,-41.000000000002146,185.99999999999727,-297.00000000000284,287.9999999999994,60.00000000000449,174.0000000000066,-256.00000000001177,72.0000000000054,-319.0000000000026,-38.000000000010914,176.9999999999925,-344.0000000000083,256.99999999999613,236.99999999999832,58.000000000002494,,712.999999999969
2020.06.08,75.9999999999983,347.0000000000084,32.999999999994145,-72.99999999998974,153.99999999999858,-228.00000000000597,322.00000000000006,73.00000000000084,91.00000000000819,-221.00000000000452,42.999999999993044,-202.00000000001327,-100.00000000000853,93.00000000000352,-207.00000000000784,200.00000000000017,181.00000000000892,22.0000000000109,,603.9999999999952
2020.06.08,131.99999999999878,262.00000000000665,-47.00000000001925,-237.99999999998266,85.99999999999719,-209.00000000000364,310.0000000000103,32.0000000000098,-63.0000000000166,-211.00000000000563,112.000000000001,-412.9999999999967,-237.99999999999955,-15.000000000000568,-167.0000000000016,242.99999999999324,203.00000000000873,-12.999999999996348,,-233.99999999999687
2020.06.08,147.99999999999258,202.00000000001327,-84.0000000000174,-251.99999999998556,29.000000000001247,-202.0000000000022,259.9999999999936,35.00000000000725,-58.9999999999975,-190.00000000000128,35.00000000000725,-414.00000000000324,-217.00000000001296,-46.999999999997044,-144.00000000000546,192.00000000000327,263.0000000000021,-58.99999999998684,,-503.999999999989
