date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CADCHF,NZDCHF,GBPJPY,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.02.19,-31.000000000003247,85.00000000000173,93.99999999999409,-38.000000000010914,7.9999999999968985,83.9999999999952,34.99999999999615,-41.000000000002146,170.99999999999227,-7.999999999995566,14.000000000010004,75.9999999999983,-4.000000000004,,444.9999999999688
2018.02.19,-2.999999999997449,197.00000000000273,142.99999999998204,10.99999999999568,15.999999999993797,92.00000000000318,31.000000000003247,-60.00000000000449,216.99999999998454,-13.999999999995794,-13.999999999995794,40.00000000000669,-2.999999999997449,,652.9999999999809
2018.02.19,9.999999999998899,217.99999999998488,150.99999999999002,86.99999999998909,58.000000000002494,188.9999999999947,-19.999999999997797,43.999999999999595,139.99999999998636,10.000000000005116,43.00000000000637,131.00000000000333,60.99999999999994,,1121.999999999963
2018.02.19,-31.999999999998696,184.00000000000637,109.00000000000354,52.99999999999727,51.000000000001044,187.00000000000384,-29.000000000001247,76.99999999999375,150.00000000000568,10.000000000005116,68.00000000001205,161.00000000000003,78.00000000000028,,1067.0000000000289
2018.02.19,26.000000000003798,248.00000000000378,187.99999999998818,-18.000000000000682,75.9999999999983,226.00000000000398,-26.999999999999247,66.99999999999484,316.99999999997885,-100.99999999999909,161.00000000000136,151.00000000000114,95.00000000000064,,1408.999999999976
2018.02.19,-24.000000000001798,282.0000000000045,218.99999999999142,28.999999999996362,144.99999999999514,265.99999999999955,-161.99999999999548,141.99999999999767,287.9999999999825,-171.00000000000648,171.00000000000648,87.99999999999919,60.99999999999994,,1333.9999999999688
2018.02.19,1.0000000000065512,336.9999999999873,289.9999999999903,167.99999999999216,200.99999999999562,292.9999999999988,-148.0000000000037,143.9999999999997,150.00000000000568,-69.99999999999318,92.00000000001296,107.00000000000153,21.00000000000435,,1585.9999999999982
2018.02.19,40.00000000000669,358.9999999999982,332.9999999999833,207.9999999999984,263.0000000000021,354.9999999999942,-136.99999999999824,176.99999999999383,110.99999999999,-54.000000000002046,129.0000000000049,167.00000000000603,28.000000000005798,,1978.9999999999832
2018.02.19,-29.999999999996696,340.00000000000693,293.99999999999426,141.9999999999959,268.0000000000016,364.9999999999931,-192.00000000000327,236.99999999999832,189.99999999999773,-109.99999999999943,190.00000000001194,177.00000000000495,35.00000000000725,,1906.0000000000127
2018.02.19,-49.99999999999449,309.0000000000037,235.99999999999176,139.99999999998636,268.99999999999704,353.0000000000033,-187.00000000000384,237.99999999999378,159.9999999999966,-87.0000000000033,178.00000000001148,189.00000000000583,18.0000000000069,,1765.999999999995
2018.02.19,-43.00000000000415,317.9999999999961,245.99999999999068,85.99999999999852,249.99999999999466,314.0000000000032,-177.00000000000495,196.99999999999162,245.9999999999809,-129.0000000000049,178.00000000001148,142.00000000000878,-17.000000000000348,,1610.9999999999616
2018.02.19,-59.99999999999339,266.999999999995,200.99999999998454,1.9999999999953388,190.00000000000128,270.99999999999903,-171.99999999999437,171.99999999999437,310.9999999999786,-171.99999999999704,193.00000000001205,114.99999999999844,8.000000000008,,1325.9999999999818
2018.02.19,-66.99999999999484,241.00000000000233,173.99999999998528,11.999999999986244,160.00000000000458,224.000000000002,-161.99999999999548,136.99999999999824,268.0000000000007,-147.00000000000557,138.00000000000523,75.00000000000284,-24.000000000001798,,1028.9999999999898
2018.02.19,-104.00000000000409,187.00000000000384,147.99999999999258,-71.00000000001216,132.99999999999423,221.99999999999997,-182.00000000000438,156.99999999999602,328.00000000000296,-204.9999999999983,200.00000000000284,84.0000000000063,8.000000000008,,904.9999999999878
2018.02.19,-75.9999999999983,175.99999999999838,132.99999999998312,-54.000000000002046,160.00000000000458,256.99999999999613,-177.00000000000495,168.99999999999693,290.9999999999968,-206.99999999999363,221.00000000000364,108.00000000000809,22.0000000000109,,1022.9999999999997
2018.02.19,-175.00000000000293,34.000000000000696,85.00000000000173,-178.00000000001148,102.99999999999754,170.99999999999892,-197.00000000000273,163.99999999999747,312.9999999999882,-242.00000000000443,218.00000000000352,69.00000000000794,-25.00000000000835,,339.99999999996606
2018.02.19,-182.00000000000438,21.00000000000435,49.99999999999449,-242.00000000000443,102.00000000000209,200.99999999999562,-209.00000000000364,196.99999999999162,389.99999999998636,-299.99999999999716,301.00000000000193,101.00000000000664,22.0000000000109,,451.99999999998437
2018.02.19,-129.00000000000134,141.99999999999767,156.99999999998494,-203.00000000000296,119.00000000000244,236.99999999999832,-202.0000000000022,191.99999999999218,465.0000000000034,-305.9999999999974,309.0000000000117,106.00000000000608,51.000000000001044,,937.999999999994
2018.02.19,-251.00000000000122,4.999999999988347,-24.000000000001798,-246.9999999999999,36.0000000000027,129.00000000000134,-244.99999999999523,181.9999999999933,378.9999999999907,-278.99999999999636,230.00000000000398,39.00000000000014,1.999999999990898,,-44.00000000002306
2018.02.19,-107.00000000000153,-2.0000000000131024,113.99999999999189,-243.0000000000092,126.0000000000039,156.00000000000057,-149.99999999999457,97.9999999999981,366.9999999999902,-296.99999999999704,251.00000000000477,46.00000000000159,-76.99999999999375,,281.9999999999818
2018.02.19,-100.99999999999554,14.000000000002899,59.99999999999339,-262.00000000000045,136.00000000000279,109.99999999999899,-149.99999999999457,54.999999999993946,411.00000000000136,-320.99999999999795,219.0000000000083,-17.000000000000348,-156.00000000000057,,-1.9999999999877218
2018.02.19,-187.9999999999993,-154.99999999999403,-35.00000000000725,-292.0000000000016,122.99999999999534,59.99999999999339,-161.00000000000003,73.00000000000084,270.9999999999866,-275.99999999999625,189.00000000000716,-5.999999999994898,-208.99999999999253,,-606.0000000000025
2018.02.19,-143.9999999999997,-73.99999999999629,68.00000000000139,-312.0000000000118,178.99999999999582,117.99999999999588,-146.99999999999713,91.99999999999208,383.99999999998613,-313.99999999999295,265.00000000000057,42.0000000000087,-204.00000000000418,,-47.00000000002146
2018.02.19,-75.00000000000284,38.0000000000047,98.99999999998244,-294.00000000001114,178.00000000000037,132.99999999999423,-107.99999999999699,52.99999999999194,479.99999999998977,-322.00000000000273,266.00000000000534,36.0000000000027,-181.9999999999933,,301.99999999996453
2018.02.19,-97.9999999999981,58.99999999998684,120.99999999999334,-260.0000000000051,156.00000000000057,131.99999999999878,-117.00000000000044,71.99999999999429,453.9999999999793,-280.00000000000114,240.0000000000091,51.000000000001044,-153.00000000000313,,376.9999999999554
