date,USDCHF,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,AUDCHF,GBPAUD,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.10.30,-150.00000000000568,-8.999999999992347,-15.000000000000568,0.0,-279.99999999999136,-307.99999999999716,-75.9999999999983,-310.9999999999946,-8.999999999992347,-12.000000000000455,-9.999999999990905,-40.00000000000669,-1.0000000000065512,-41.99999999998649,,-1262.9999999999634
2017.10.30,-163.00000000000205,-17.000000000000348,-0.999999999990564,-124.99999999999733,-309.99999999998806,-278.00000000000045,-90.99999999999665,-341.99999999999784,-18.0000000000069,-6.000000000000227,-167.99999999999216,-35.00000000000725,-180.99999999999784,-265.0000000000041,,-1999.9999999999814
2017.10.30,-207.00000000000162,-112.000000000001,-82.99999999999841,-173.9999999999964,-346.0000000000019,-265.0000000000041,-58.99999999999794,-401.99999999999125,-11.00000000000545,-25.99999999999625,-175.99999999998772,-33.000000000005244,-160.00000000000458,-343.99999999998875,,-2397.999999999981
2017.10.30,-202.0000000000022,-120.99999999999334,-43.99999999999693,-178.00000000000037,-323.99999999999096,-232.99999999999432,-14.000000000002899,-381.99999999999346,-59.99999999999339,-18.999999999991246,-226.99999999998965,12.999999999996348,-178.00000000000037,-402.9999999999978,,-2371.9999999999504
2017.10.30,-187.00000000000384,-107.99999999999699,-25.99999999999625,-146.00000000000168,-353.99999999998766,-287.9999999999994,-36.0000000000027,-499.9999999999893,2.999999999997449,18.000000000000682,-191.99999999999307,-9.00000000000345,-140.0000000000068,-310.9999999999946,,-2275.9999999999777
2017.10.30,-139.00000000000023,-23.999999999979593,-34.99999999999659,-168.99999999999693,-341.99999999999784,-268.0000000000016,-94.00000000000519,-548.9999999999995,93.00000000000975,56.000000000011596,-204.9999999999983,-11.00000000000545,-143.9999999999997,-292.00000000000335,,-2122.999999999963
2017.10.30,-195.00000000000074,-65.99999999998829,-99.99999999999432,-196.99999999999162,-369.99999999998147,-268.0000000000016,-111.00000000000554,-570.9999999999882,75.00000000000284,5.000000000009663,-237.99999999999955,-21.999999999999797,-200.00000000000017,-390.9999999999858,,-2648.999999999925
2017.10.30,-199.00000000000472,-78.99999999998464,-115.99999999999966,-217.0000000000005,-388.9999999999949,-272.00000000000557,-114.99999999999844,-515.9999999999832,26.999999999999247,-39.00000000000148,-248.99999999999523,-2.000000000002,-207.99999999999707,-482.999999999989,,-2856.9999999999573
2017.10.30,-161.00000000000003,-51.99999999998539,-27.999999999991587,-229.99999999999687,-377.9999999999894,-270.99999999999903,-50.0000000000056,-461.0000000000003,32.0000000000098,-45.000000000001705,-293.99999999999693,51.99999999999649,-275.000000000003,-548.9999999999995,,-2709.9999999999627
2017.10.30,-146.00000000000168,12.000000000012001,-4.9999999999954525,-269.9999999999925,-340.9999999999913,-303.9999999999932,-48.000000000003595,-351.99999999999676,53.00000000001415,-46.999999999997044,-378.0000000000001,52.99999999999194,-328.0000000000061,-605.9999999999955,,-2706.999999999955
