date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.03.01,-113.99999999999189,-17.000000000000348,-38.0000000000047,-42.0000000000087,-177.99999999998929,-290.9999999999968,-148.0000000000037,-89.00000000000574,-77.00000000000485,-189.99999999999773,-100.99999999999909,-2.999999999997449,-68.99999999998573,-89.9999999999892,-91.99999999999875,-63.99999999999295,-97.9999999999981,,-1700.9999999999648
2021.03.01,-163.00000000000205,-14.000000000002899,-121.00000000000443,-50.0000000000056,-4.999999999988347,-302.99999999999727,-24.000000000001798,-143.00000000000423,-73.00000000000084,-274.0000000000009,-116.00000000001387,45.99999999999049,28.000000000005798,-96.9999999999942,-186.00000000000705,-99.99999999999432,-226.99999999999943,,-1822.000000000021
2021.03.01,-367.99999999999056,-235.00000000000742,-387.000000000004,-304.9999999999997,-83.9999999999952,-385.0000000000051,-187.00000000000384,-355.0000000000053,-275.000000000003,-524.0000000000009,-239.00000000000432,-72.0000000000054,-286.99999999999284,-274.9999999999915,-487.000000000009,-375.0,-329.00000000000153,,-5169.000000000019
2021.03.01,-513.9999999999923,-337.0000000000095,-497.99999999999847,-422.00000000000017,-83.9999999999952,-379.99999999999545,-230.000000000008,-439.0000000000005,-363.0000000000022,-594.9999999999989,-250.0,-171.99999999999437,-489.99999999999045,-307.00000000000216,-558.9999999999975,-447.00000000000273,-419.00000000000273,,-6505.99999999999
2021.03.01,-567.9999999999907,-360.0000000000048,-483.0000000000001,-472.00000000000574,-102.00000000000209,-368.9999999999998,-233.00000000000543,-422.00000000000017,-402.9999999999978,-649.0000000000009,-259.00000000001455,-123.00000000000644,-550.9999999999903,-313.99999999999295,-540.0000000000063,-510.9999999999957,-365.99999999999966,,-6725.000000000013
2021.03.01,-649.999999999995,-365.99999999999966,-484.00000000000665,-428.00000000000614,-139.9999999999846,-350.9999999999991,-240.00000000000688,-404.0000000000044,-365.99999999999966,-679.9999999999784,-271.000000000015,-102.00000000000209,-396.9999999999807,-299.99999999999716,-478.00000000000864,-444.9999999999932,-352.00000000000784,,-6453.999999999986
2021.03.01,-706.999999999991,-391.000000000008,-631.9999999999992,-526.9999999999997,-139.00000000000023,-439.9999999999977,-282.99999999999994,-572.0000000000058,-472.00000000000574,-887.9999999999768,-362.99999999999955,-182.99999999999983,-676.9999999999943,-394.999999999996,-727.0000000000039,-596.0000000000036,-521.0000000000048,,-8512.999999999987
2021.03.01,-651.0000000000016,-350.00000000000585,-548.9999999999995,-490.00000000000153,-120.99999999999334,-433.00000000000693,-255.00000000000523,-516.0000000000053,-439.99999999999596,-887.0000000000005,-359.00000000000887,-137.00000000000932,-617.0000000000009,-393.99999999999125,-703.000000000003,-593.0000000000035,-452.00000000000796,,-7947.00000000004
2021.03.01,-641.0000000000027,-278.00000000000045,-492.999999999999,-443.0000000000045,-127.99999999999478,-432.00000000000216,-261.0000000000001,-514.9999999999987,-461.99999999999574,-963.9999999999986,-367.00000000001864,-140.0000000000068,-678.9999999999852,-385.9999999999957,-689.9999999999977,-609.9999999999994,-456.00000000000085,,-7945.0
2021.03.01,-673.9999999999968,-256.00000000001177,-548.0000000000041,-518.0000000000074,-129.99999999998568,-447.9999999999933,-252.0000000000078,-553.999999999999,-519.0000000000028,-1009.9999999999909,-387.00000000000045,-129.00000000000134,-803.9999999999825,-396.0000000000008,-753.0000000000001,-685.9999999999928,-533.0000000000057,,-8596.999999999984
