date,EURUSD,EURCHF,empty,sum
2018.04.16,-58.000000000002494,0.0,,-58.000000000002494
2018.04.16,-9.999999999998899,46.999999999997044,,36.999999999998145
2018.04.16,-36.0000000000138,124.00000000001299,,87.99999999999919
2018.04.16,-26.999999999999247,212.99999999999653,,185.99999999999727
2018.04.16,-7.0000000000014495,277.00000000001614,,270.00000000001467
2018.04.16,7.0000000000014495,262.00000000000665,,269.0000000000081
2018.04.16,21.00000000000435,225.00000000000853,,246.00000000001288
2018.04.16,48.99999999998794,238.0000000000049,,286.99999999999284
2018.04.16,82.00000000000429,258.0000000000027,,340.00000000000693
2018.04.16,51.99999999998539,242.00000000000887,,293.99999999999426
2018.04.16,45.99999999999049,231.0000000000034,,276.9999999999939
2018.04.16,86.99999999999264,235.00000000000742,,322.00000000000006
2018.04.16,89.00000000000574,226.99999999999943,,316.0000000000052
2018.04.16,87.99999999999919,225.00000000000853,,313.00000000000773
2018.04.16,45.000000000006146,209.9999999999991,,255.00000000000523
2018.04.16,21.00000000000435,205.00000000001074,,226.0000000000151
2018.04.16,-2.0000000000131024,246.00000000001288,,243.99999999999977
2018.04.16,-12.999999999996348,248.00000000000378,,235.00000000000745
2018.04.16,-5.999999999994898,255.00000000000523,,249.00000000001035
2018.04.16,-49.00000000001015,242.00000000000887,,192.99999999999872
2018.04.16,-29.00000000001235,211.00000000000563,,181.9999999999933
2018.04.16,58.000000000002494,207.00000000000162,,265.0000000000041
2018.04.16,239.99999999999577,214.00000000000307,,453.99999999999886
2018.04.16,273.9999999999965,229.99999999999687,,503.99999999999335
2018.04.16,275.9999999999874,168.99999999999693,,444.9999999999843
2018.04.16,289.9999999999903,154.0000000000097,,444.0
2018.04.16,303.9999999999932,155.00000000001623,,459.00000000000944
2018.04.16,304.9999999999997,168.99999999999693,,473.99999999999665
2018.04.16,331.999999999999,225.00000000000853,,557.0000000000075
2018.04.16,370.999999999988,260.0000000000158,,631.0000000000039
2018.04.16,296.9999999999917,219.99999999999798,,516.9999999999897
2018.04.16,310.9999999999946,217.0000000000005,,527.9999999999951
2018.04.16,485.99999999998647,214.00000000000307,,699.9999999999895
2018.04.16,531.9999999999991,190.00000000000128,,722.0000000000003
2018.04.16,499.000000000005,168.99999999999693,,668.0000000000019
2018.04.16,373.00000000000114,165.00000000001512,,538.0000000000163
2018.04.16,336.00000000000296,190.00000000000128,,526.0000000000042
2018.04.16,363.0000000000022,207.00000000000162,,570.0000000000039
2018.04.16,402.9999999999978,202.00000000001327,,605.000000000011
2018.04.16,445.99999999999085,187.00000000000384,,632.9999999999947
2018.04.16,482.00000000000466,232.00000000000998,,714.0000000000147
2018.04.16,472.00000000000574,265.0000000000041,,737.0000000000098
2018.04.16,475.99999999998755,268.0000000000016,,743.9999999999891
2018.04.16,492.0000000000035,296.0000000000074,,788.0000000000109
2018.04.16,462.0000000000068,282.0000000000045,,744.0000000000114
2018.04.16,455.0000000000054,297.0000000000139,,752.0000000000193
2018.04.16,465.0000000000043,314.00000000001427,,779.0000000000186
2018.04.16,496.99999999999187,307.99999999999716,,804.9999999999891
2018.04.17,493.99999999999443,243.00000000001543,,737.0000000000099
2018.04.17,500.9999999999959,304.9999999999997,,805.9999999999957
2018.04.17,499.000000000005,310.0000000000103,,809.0000000000152
2018.04.17,514.9999999999987,324.0000000000132,,839.0000000000119
2018.04.17,503.99999999999335,324.9999999999975,,828.9999999999909
2018.04.17,512.0000000000014,322.00000000000006,,834.0000000000014
2018.04.17,537.9999999999941,317.9999999999961,,855.9999999999902
2018.04.17,539.0000000000006,348.00000000001495,,887.0000000000155
2018.04.17,546.000000000002,354.9999999999942,,900.9999999999962
2018.04.17,512.0000000000014,348.00000000001495,,860.0000000000164
2018.04.17,468.00000000000176,327.00000000001063,,795.0000000000124
2018.04.17,497.99999999999847,371.99999999999454,,869.999999999993
2018.04.17,502.9999999999868,378.999999999996,,881.9999999999828
2018.04.17,496.99999999999187,388.9999999999949,,885.9999999999868
2018.04.17,517.9999999999962,412.9999999999967,,930.999999999993
2018.04.17,526.0000000000042,414.00000000000324,,940.0000000000075
2018.04.17,533.99999999999,422.9999999999956,,956.9999999999857
2018.04.17,527.9999999999951,415.0000000000098,,943.0000000000049
2018.04.17,564.9999999999933,399.00000000001603,,964.0000000000093
2018.04.17,655.0000000000056,412.00000000001234,,1067.000000000018
2018.04.17,658.9999999999874,391.000000000008,,1049.9999999999955
2018.04.17,693.9999999999947,422.9999999999956,,1116.9999999999902
2018.04.17,661.9999999999848,514.0000000000144,,1175.999999999999
2018.04.17,550.9999999999903,539.0000000000006,,1089.999999999991
2018.04.17,502.00000000000244,507.000000000013,,1009.0000000000155
2018.04.17,357.99999999999164,476.0000000000098,,834.0000000000014
2018.04.17,329.00000000000153,497.99999999999847,,827.0
2018.04.17,348.9999999999993,476.0000000000098,,825.0000000000091
2018.04.17,411.0000000000058,478.0000000000006,,889.0000000000064
2018.04.17,378.999999999996,492.0000000000035,,870.9999999999995
2018.04.17,238.99999999998923,527.9999999999951,,766.9999999999843
2018.04.17,163.00000000000205,544.9999999999955,,707.9999999999975
2018.04.17,181.9999999999933,578.0000000000118,,760.0000000000051
2018.04.17,167.9999999999904,584.0000000000067,,751.999999999997
2018.04.17,116.99999999998934,670.000000000015,,787.0000000000043
2018.04.17,70.99999999999883,707.9999999999975,,778.9999999999964
2018.04.17,130.99999999999224,687.9999999999998,,818.999999999992
2018.04.17,72.0000000000054,761.0000000000117,,833.000000000017
2018.04.17,89.00000000000574,825.0000000000091,,914.0000000000148
2018.04.17,150.99999999999002,886.000000000009,,1036.999999999999
2018.04.17,249.99999999999466,890.9999999999974,,1140.999999999992
2018.04.17,299.00000000000483,951.9999999999973,,1251.000000000002
2018.04.17,319.0000000000026,951.000000000013,,1270.0000000000155
2018.04.17,348.9999999999993,951.9999999999973,,1300.9999999999966
2018.04.17,356.00000000000074,965.0000000000158,,1321.0000000000166
2018.04.17,397.0000000000029,971.0000000000107,,1368.0000000000136
2018.04.17,414.00000000000324,967.0000000000067,,1381.00000000001
2018.04.17,387.000000000004,998.00000000001,,1385.000000000014
2018.04.18,373.00000000000114,956.0000000000013,,1329.0000000000023
