date,AUDUSD,CHFJPY,GBPJPY,EURJPY,CADJPY,empty,sum
2016.08.22,-290.9999999999968,-436.9999999999976,183.00000000002115,-393.0000000000007,-638.9999999999958,,-1576.9999999999698
2016.08.22,-309.99999999999915,-441.99999999999307,246.00000000000932,-394.999999999996,-679.000000000002,,-1579.999999999981
2016.08.22,-287.0000000000039,-420.99999999999227,273.00000000002456,-349.00000000000375,-650.9999999999962,,-1434.9999999999716
2016.08.22,-255.00000000000523,-463.99999999999864,300.00000000001137,-359.99999999999943,-634.0000000000003,,-1412.9999999999923
2016.08.23,-309.99999999999915,-501.99999999999534,278.00000000002,-372.99999999999045,-656.9999999999965,,-1563.9999999999613
2016.08.23,-319.99999999999807,-483.99999999999466,302.0000000000209,-362.99999999999955,-593.9999999999941,,-1458.9999999999654
2016.08.23,-346.0000000000019,-399.9999999999915,395.00000000001023,-293.99999999999693,-578.000000000003,,-1222.9999999999832
2016.08.23,-329.999999999997,-423.9999999999924,310.0000000000023,-317.99999999999784,-584.0000000000032,,-1345.9999999999882
2016.08.23,-297.9999999999983,-482.9999999999899,258.0000000000098,-367.999999999995,-611.9999999999948,,-1502.9999999999682
2016.08.23,-295.0000000000008,-614.9999999999949,192.00000000000728,-439.9999999999977,-635.0000000000051,,-1792.9999999999914
2016.08.23,-416.00000000000523,-590.999999999994,128.00000000001432,-477.99999999999443,-667.0000000000016,,-2023.999999999981
2016.08.23,-360.0000000000048,-638.9999999999958,76.00000000002183,-504.99999999999545,-668.9999999999969,,-2096.999999999971
2016.08.23,-324.9999999999975,-541.9999999999874,229.00000000001342,-387.999999999991,-587.0000000000033,,-1612.999999999966
2016.08.23,-387.99999999999943,-550.9999999999877,148.00000000002456,-378.9999999999907,-608.0000000000041,,-1777.9999999999573
2016.08.23,-290.9999999999968,-470.9999999999894,252.00000000000955,-322.9999999999933,-590.0000000000034,,-1422.9999999999734
2016.08.23,-329.999999999997,-486.99999999999477,207.00000000002206,-310.0000000000023,-581.0000000000031,,-1500.999999999975
2016.08.23,-353.0000000000033,-479.99999999998977,240.0000000000091,-304.9999999999926,-549.0000000000066,,-1446.9999999999832
2016.08.23,-297.9999999999983,-459.99999999999375,338.99999999999864,-251.99999999999534,-527.000000000001,,-1197.9999999999898
2016.08.23,-341.0000000000024,-489.9999999999949,358.0000000000041,-281.9999999999965,-561.9999999999976,,-1316.9999999999873
2016.08.23,-441.99999999999795,-631.0000000000002,153.99999999999636,-442.99999999999784,-635.0000000000051,,-1997.0000000000045
2016.08.23,-427.99999999999505,-524.9999999999915,294.00000000001114,-360.99999999999,-572.0000000000027,,-1591.9999999999682
2016.08.23,-429.99999999999704,-596.9999999999942,229.00000000001342,-429.00000000000205,-608.9999999999947,,-1835.9999999999745
2016.08.23,-424.9999999999976,-574.9999999999886,252.00000000000955,-459.0000000000032,-539.0000000000015,,-1745.9999999999814
2016.08.23,-407.99999999999727,-550.9999999999877,207.00000000002206,-518.9999999999912,-609.9999999999994,,-1880.9999999999536
2016.08.23,-465.9999999999998,-520.9999999999866,406.0000000000059,-414.0000000000015,-549.9999999999972,,-1544.999999999979
2016.08.23,-436.9999999999985,-450.9999999999934,515.0000000000148,-357.9999999999899,-542.0000000000016,,-1272.9999999999686
2016.08.23,-480.0000000000027,-349.9999999999943,706.0000000000173,-313.0000000000024,-486.0000000000042,,-922.9999999999864
2016.08.23,-436.00000000000307,-444.9999999999932,612.0000000000232,-390.00000000000057,-566.9999999999931,,-1225.9999999999668
2016.08.23,-395.99999999999636,-525.9999999999962,564.9999999999977,-399.9999999999915,-566.0000000000025,,-1322.9999999999889
2016.08.23,-383.0,-613.9999999999901,475.00000000002274,-475.9999999999991,-572.0000000000027,,-1569.999999999969
2016.08.23,-389.000000000006,-572.9999999999933,609.0000000000089,-397.99999999999613,-518.0000000000007,,-1268.9999999999873
2016.08.23,-431.0000000000036,-573.9999999999981,556.0000000000116,-387.999999999991,-483.99999999999466,,-1320.9999999999757
2016.08.23,-480.99999999999807,-580.9999999999889,543.0000000000064,-396.99999999999136,-513.0000000000052,,-1428.999999999977
2016.08.23,-548.9999999999995,-587.9999999999939,439.0000000000214,-423.9999999999924,-513.9999999999958,,-1635.9999999999604
2016.08.23,-485.0000000000021,-604.9999999999898,442.0000000000073,-456.00000000000307,-593.0000000000035,,-1696.9999999999914
2016.08.23,-514.9999999999987,-649.9999999999915,468.00000000001774,-493.9999999999998,-602.9999999999944,,-1793.9999999999668
2016.08.23,-453.0000000000034,-620.9999999999951,432.00000000001637,-564.9999999999977,-629.0000000000049,,-1835.999999999985
2016.08.23,-453.0000000000034,-626.9999999999953,481.9999999999993,-572.9999999999933,-656.9999999999965,,-1827.999999999989
2016.08.23,-487.99999999999955,-487.99999999999955,540.0000000000205,-506.9999999999908,-537.9999999999967,,-1480.9999999999661
2016.08.23,-527.9999999999951,-469.99999999999886,580.0000000000125,-513.9999999999958,-254.0000000000049,,-1185.9999999999823
2016.08.23,-419.00000000000273,-516.9999999999959,649.0000000000009,-506.9999999999908,-302.99999999999727,,-1096.999999999986
2016.08.23,-305.99999999999517,-586.9999999999891,557.0000000000164,-619.9999999999903,-471.00000000000364,,-1426.9999999999618
2016.08.23,-280.9999999999979,-577.9999999999887,683.0000000000211,-566.0000000000025,-436.9999999999976,,-1178.9999999999654
2016.08.23,-261.99999999999557,-545.9999999999923,669.0000000000111,-494.99999999999034,-433.9999999999975,,-1067.9999999999645
2016.08.23,-322.00000000000006,-600.9999999999991,622.0000000000141,-581.9999999999936,-498.00000000000466,,-1380.9999999999832
2016.08.23,-251.99999999999667,-648.9999999999867,761.0000000000241,-652.000000000001,-549.9999999999972,,-1341.9999999999575
2016.08.23,-217.99999999999596,-701.9999999999982,638.0000000000052,-682.9999999999927,-567.9999999999978,,-1532.9999999999795
2016.08.23,-224.9999999999974,-635.9999999999957,734.0000000000089,-612.9999999999995,-492.00000000000443,,-1231.9999999999882
2016.08.23,-189.00000000000583,-657.999999999987,757.000000000005,-632.9999999999956,-519.999999999996,,-1242.9999999999795
2016.08.23,-156.00000000000057,-628.9999999999907,781.0000000000059,-611.9999999999948,-481.9999999999993,,-1097.9999999999795
2016.08.23,-173.9999999999964,-631.0000000000002,756.0000000000002,-579.9999999999983,-478.9999999999992,,-1107.9999999999939
2016.08.23,-144.99999999999514,-689.9999999999977,802.9999999999973,-596.9999999999942,-507.99999999999557,,-1136.9999999999854
2016.08.24,-131.00000000000333,-665.9999999999968,801.0000000000161,-611.9999999999948,-530.0000000000011,,-1137.99999999998
2016.08.24,-163.99999999999747,-660.9999999999872,770.0000000000102,-628.9999999999907,-560.9999999999928,,-1244.999999999958
2016.08.24,-141.99999999999767,-654.9999999999869,838.9999999999986,-602.9999999999944,-539.0000000000015,,-1099.9999999999818
2016.08.24,-136.00000000000279,-596.9999999999942,867.0000000000186,-557.9999999999927,-507.000000000005,,-930.9999999999761
2016.08.24,-124.99999999999733,-584.9999999999937,846.0000000000036,-539.999999999992,-490.99999999999966,,-894.9999999999792
2016.08.24,-121.00000000000443,-611.9999999999948,877.0000000000095,-566.0000000000025,-495.9999999999951,,-917.9999999999873
2016.08.24,-143.00000000000423,-471.9999999999942,923.0000000000018,-429.9999999999926,-397.00000000000557,,-518.9999999999948
2016.08.24,-116.00000000000499,-548.9999999999924,836.0000000000127,-471.9999999999942,-418.00000000000637,,-718.9999999999852
2016.08.24,-153.00000000000313,-610.99999999999,721.0000000000036,-519.999999999996,-509.00000000000034,,-1071.999999999986
2016.08.24,-46.00000000000159,-604.9999999999898,763.0000000000052,-558.9999999999975,-521.0000000000008,,-967.9999999999844
2016.08.24,-67.00000000000594,-560.9999999999928,814.9999999999977,-501.99999999999534,-471.00000000000364,,-786.0
2016.08.24,-68.00000000000139,-650.9999999999962,719.9999999999989,-587.0000000000033,-540.9999999999968,,-1126.9999999999989
2016.08.24,-107.99999999999699,-613.9999999999901,800.0000000000114,-549.9999999999972,-501.99999999999534,,-973.9999999999682
2016.08.24,-124.99999999999733,-625.0,715.0000000000034,-575.9999999999934,-521.0000000000008,,-1131.9999999999882
2016.08.24,-85.99999999999719,-576.9999999999982,747.0000000000141,-545.0000000000017,-510.9999999999957,,-971.9999999999786
2016.08.24,-92.99999999999864,-566.9999999999931,763.0000000000052,-539.999999999992,-489.0000000000043,,-925.9999999999828
2016.08.24,-68.00000000000139,-564.9999999999977,847.0000000000084,-537.9999999999967,-472.999999999999,,-796.9999999999864
2016.08.24,-31.999999999998696,-621.9999999999999,777.0000000000152,-596.9999999999942,-506.0000000000002,,-979.9999999999778
2016.08.24,41.9999999999976,-619.9999999999903,725.0000000000227,-593.0000000000035,-551.0000000000019,,-996.9999999999754
2016.08.24,34.000000000000696,-676.9999999999925,591.0000000000082,-644.999999999996,-594.9999999999989,,-1291.9999999999786
2016.08.24,2.000000000002,-673.9999999999924,693.000000000012,-697.9999999999933,-596.9999999999942,,-1273.999999999966
2016.08.24,-85.00000000000173,-661.9999999999919,698.0000000000075,-625.0,-558.9999999999975,,-1232.9999999999836
2016.08.24,-244.99999999999523,-732.9999999999899,926.0000000000161,-701.9999999999982,-534.000000000006,,-1287.9999999999732
2016.08.24,-275.000000000003,-720.9999999999894,941.0000000000025,-783.9999999999918,-519.999999999996,,-1358.9999999999777
2016.08.24,-273.9999999999965,-774.9999999999915,1127.0000000000095,-881.0000000000002,-518.0000000000007,,-1320.9999999999793
2016.08.24,-219.99999999999798,-727.9999999999944,1038.000000000011,-846.9999999999942,-551.0000000000019,,-1307.9999999999777
2016.08.24,-228.00000000000597,-789.999999999992,1078.000000000003,-915.9999999999968,-588.9999999999986,,-1444.9999999999905
2016.08.24,-224.9999999999974,-852.9999999999944,1233.000000000004,-868.9999999999998,-560.9999999999928,,-1274.9999999999804
2016.08.24,-214.00000000000307,-920.9999999999923,1156.000000000006,-936.9999999999976,-590.999999999994,,-1506.9999999999811
2016.08.24,-246.99999999999721,-986.9999999999948,1125.0,-974.0000000000038,-605.9999999999945,,-1688.9999999999905
2016.08.24,-280.9999999999979,-1016.9999999999959,1215.0000000000034,-1010.9999999999957,-638.9999999999958,,-1732.9999999999818
2016.08.24,-256.99999999999613,-997.9999999999905,1372.000000000014,-953.9999999999935,-605.000000000004,,-1441.99999999997
2016.08.24,-244.99999999999523,-944.9999999999932,1365.000000000009,-929.000000000002,-554.000000000002,,-1307.9999999999834
2016.08.24,-190.99999999999673,-857.9999999999899,1674.0000000000066,-763.9999999999958,-415.9999999999968,,-554.9999999999726
2016.08.24,-148.0000000000037,-863.9999999999901,1698.0000000000075,-856.9999999999993,-320.99999999999795,,-491.99999999998363
2016.08.24,-106.00000000000608,-759.0000000000003,1806.0000000000116,-760.9999999999957,-394.00000000000546,,-213.9999999999959
2016.08.24,-24.999999999997247,-868.9999999999998,1528.00000000002,-846.9999999999942,-528.0000000000058,,-740.999999999977
2016.08.24,-46.00000000000159,-814.9999999999977,1520.0000000000102,-789.0000000000015,-447.00000000000273,,-576.9999999999933
2016.08.24,-75.9999999999983,-847.999999999999,1459.0000000000032,-825.9999999999934,-487.99999999999955,,-778.999999999987
2016.08.24,-139.00000000000023,-742.999999999995,1481.000000000023,-718.9999999999941,-397.99999999999613,,-517.9999999999625
2016.08.24,-155.00000000000514,-795.9999999999923,1449.0000000000123,-757.9999999999956,-394.999999999996,,-654.9999999999767
2016.08.24,-175.00000000000293,-788.9999999999873,1503.0000000000143,-753.9999999999907,-325.9999999999934,,-540.99999999996
2016.08.24,-126.99999999999933,-816.9999999999931,1433.0000000000211,-756.0000000000002,-400.99999999999625,,-667.9999999999677
2016.08.24,-106.00000000000608,-851.9999999999897,1409.0000000000202,-774.9999999999915,-451.9999999999982,,-775.9999999999651
2016.08.24,-107.00000000000153,-865.9999999999997,1338.0000000000223,-819.0000000000026,-421.99999999999704,,-875.9999999999785
2016.08.24,-92.00000000000318,-847.999999999999,1386.000000000024,-789.0000000000015,-432.00000000000216,,-774.9999999999817
2016.08.24,-126.0000000000039,-789.999999999992,1481.000000000023,-721.9999999999942,-379.99999999999545,,-536.9999999999626
2016.08.24,-128.00000000000588,-838.9999999999986,1421.0000000000207,-784.9999999999966,-424.99999999999716,,-755.9999999999776
2016.08.25,-143.00000000000423,-851.9999999999897,1439.9999999999977,-780.0000000000011,-424.99999999999716,,-759.9999999999944
2016.08.25,-128.00000000000588,-841.9999999999987,1432.0000000000164,-777.000000000001,-435.99999999999284,,-750.9999999999822
2016.08.25,-111.00000000000554,-846.9999999999942,1433.0000000000211,-768.9999999999912,-406.0000000000059,,-699.9999999999758
2016.08.25,-129.9999999999968,-827.9999999999887,1436.000000000007,-768.9999999999912,-421.99999999999704,,-712.9999999999668
2016.08.25,-138.00000000000477,-826.9999999999982,1484.0000000000089,-750.0,-402.000000000001,,-632.9999999999951
2016.08.25,-78.00000000000028,-751.9999999999953,1621.0000000000093,-673.0000000000018,-361.99999999999477,,-243.99999999998295
2016.08.25,-131.99999999999878,-759.9999999999909,1626.0000000000048,-635.9999999999957,-379.0000000000049,,-280.99999999998545
2016.08.25,-258.0000000000027,-812.9999999999882,1647.0000000000198,-727.0000000000039,-405.00000000000114,,-555.9999999999761
2016.08.25,-217.99999999999596,-780.9999999999917,1590.0000000000034,-712.0000000000033,-420.0000000000017,,-540.9999999999893
2016.08.25,-200.99999999999562,-797.9999999999876,1525.0000000000057,-713.9999999999986,-441.0000000000025,,-628.9999999999786
2016.08.25,-255.00000000000523,-807.9999999999927,1466.0000000000082,-698.9999999999981,-421.0000000000065,,-716.9999999999943
2016.08.25,-295.99999999999625,-828.9999999999935,1326.9999999999982,-706.9999999999936,-400.99999999999625,,-905.9999999999815
2016.08.25,-268.0000000000016,-841.9999999999987,1306.0000000000116,-712.9999999999939,-415.00000000000625,,-931.999999999989
2016.08.25,-239.99999999999577,-807.9999999999927,1382.000000000005,-676.0000000000019,-390.00000000000057,,-731.9999999999859
2016.08.25,-268.99999999999704,-767.9999999999865,1414.0000000000157,-655.9999999999917,-370.9999999999951,,-649.9999999999548
2016.08.25,-248.99999999999923,-771.9999999999914,1420.000000000016,-661.0000000000014,-344.99999999999886,,-606.9999999999749
2016.08.25,-350.00000000000585,-811.9999999999976,1331.0000000000173,-674.9999999999972,-387.00000000000045,,-892.9999999999837
2016.08.25,-305.99999999999517,-786.9999999999919,1386.000000000024,-685.9999999999928,-379.0000000000049,,-771.9999999999607
2016.08.25,-299.00000000000483,-824.9999999999886,1209.0000000000032,-774.9999999999915,-393.0000000000007,,-1082.9999999999823
2016.08.25,-258.9999999999981,-833.999999999989,1212.0000000000175,-771.0000000000008,-358.99999999999466,,-1010.999999999965
2016.08.25,-266.999999999995,-709.9999999999937,1266.0000000000196,-680.9999999999974,-361.0000000000042,,-752.9999999999708
2016.08.25,-238.0000000000049,-723.9999999999895,1183.0000000000211,-683.9999999999975,-373.00000000000466,,-835.9999999999754
2016.08.25,-287.9999999999994,-754.9999999999955,1176.0000000000161,-671.999999999997,-412.00000000000614,,-950.9999999999818
2016.08.25,-233.00000000000543,-713.9999999999986,1122.000000000014,-670.9999999999923,-424.0000000000066,,-919.9999999999889
2016.08.25,-336.9999999999984,-583.999999999989,1391.0000000000196,-521.0000000000008,-283.00000000000125,,-333.9999999999699
2016.08.25,-261.0000000000001,-569.9999999999932,1266.0000000000196,-510.9999999999957,-353.9999999999992,,-429.9999999999686
2016.08.25,-161.99999999999548,-608.9999999999947,1179.000000000002,-492.999999999995,-346.9999999999942,,-431.99999999997726
2016.08.25,-175.00000000000293,-674.9999999999972,1030.0000000000011,-548.9999999999924,-368.9999999999998,,-737.9999999999911
2016.08.25,-134.0000000000008,-690.9999999999883,1038.000000000011,-578.000000000003,-418.99999999999693,,-783.9999999999781
2016.08.25,-104.00000000000409,-688.999999999993,1050.0000000000114,-492.999999999995,-365.99999999999966,,-601.9999999999803
2016.08.25,-104.99999999999955,-763.9999999999958,862.9999999999995,-549.9999999999972,-438.99999999999295,,-994.9999999999859
2016.08.25,-51.99999999999649,-620.9999999999951,1137.0000000000005,-362.99999999999955,-344.99999999999886,,-243.99999999998954
2016.08.25,-56.99999999999594,-690.9999999999883,1207.9999999999984,-409.9999999999966,-390.00000000000057,,-339.99999999998295
2016.08.25,-133.00000000000534,-684.9999999999881,1168.0000000000064,-418.99999999999693,-352.99999999999443,,-421.9999999999784
2016.08.25,-146.00000000000168,-744.9999999999903,1186.000000000007,-468.9999999999941,-403.0000000000058,,-576.9999999999849
2016.08.25,-99.00000000000463,-858.9999999999947,1106.000000000023,-513.9999999999958,-376.99999999999534,,-742.9999999999675
2016.08.25,-102.99999999999754,-852.9999999999944,1128.0000000000143,-527.9999999999916,-393.0000000000007,,-748.9999999999699
2016.08.25,-102.99999999999754,-857.9999999999899,1043.0000000000064,-515.0000000000006,-358.0000000000041,,-790.9999999999857
2016.08.25,-121.00000000000443,-842.9999999999893,1081.0000000000173,-498.9999999999952,-370.00000000000455,,-751.9999999999762
2016.08.25,-126.99999999999933,-879.9999999999955,1085.000000000008,-536.9999999999919,-373.00000000000466,,-831.9999999999834
2016.08.25,-109.99999999999899,-839.9999999999892,1072.0000000000027,-492.999999999995,-362.99999999999955,,-733.99999999998
2016.08.25,-144.99999999999514,-842.9999999999893,950.000000000017,-503.9999999999907,-384.00000000000034,,-925.9999999999584
2016.08.25,-158.99999999999804,-813.999999999993,1012.0000000000005,-475.9999999999991,-346.9999999999942,,-783.9999999999839
2016.08.25,-155.00000000000514,-827.9999999999887,957.000000000022,-485.99999999999,-334.0000000000032,,-845.999999999965
2016.08.25,-160.00000000000458,-833.999999999989,1070.0000000000216,-492.999999999995,-352.00000000000387,,-768.9999999999708
2016.08.25,-170.00000000000347,-811.9999999999976,1164.0000000000157,-462.99999999999386,-313.0000000000024,,-593.9999999999817
2016.08.25,-165.00000000000404,-830.9999999999889,1135.0000000000193,-483.99999999999466,-310.99999999999284,,-655.9999999999611
2016.08.25,-160.00000000000458,-860.99999999999,1094.9999999999989,-500.99999999999056,-346.00000000000364,,-772.9999999999899
2016.08.26,-158.99999999999804,-821.9999999999885,1106.9999999999993,-453.9999999999935,-316.99999999999307,,-644.9999999999739
2016.08.26,-178.00000000000037,-837.9999999999939,1106.000000000023,-478.9999999999992,-299.99999999999716,,-688.9999999999676
2016.08.26,-197.99999999999818,-762.999999999991,1141.0000000000196,-438.99999999999295,-260.0000000000051,,-518.9999999999677
2016.08.26,-238.0000000000049,-778.9999999999964,1143.0000000000007,-445.99999999999795,-278.0000000000058,,-598.0000000000043
2016.08.26,-226.99999999999943,-763.9999999999958,1181.0000000000116,-418.99999999999693,-251.99999999999534,,-480.9999999999759
2016.08.26,-236.00000000000287,-750.9999999999906,1176.0000000000161,-414.99999999999204,-254.0000000000049,,-479.9999999999742
2016.08.26,-289.0000000000059,-844.9999999999989,1142.0000000000243,-509.9999999999909,-314.9999999999977,,-816.9999999999691
2016.08.26,-300.99999999999574,-855.9999999999945,1163.000000000011,-524.0000000000009,-350.9999999999991,,-868.9999999999793
2016.08.26,-302.9999999999977,-804.9999999999926,1174.0000000000066,-480.99999999999454,-287.9999999999967,,-702.9999999999751
2016.08.26,-287.9999999999994,-782.999999999987,1133.0000000000098,-457.9999999999984,-289.0000000000015,,-684.9999999999765
2016.08.26,-275.000000000003,-780.9999999999917,1221.0000000000036,-453.00000000000296,-289.0000000000015,,-576.9999999999956
2016.08.26,-297.00000000000284,-776.9999999999868,1177.000000000021,-481.9999999999993,-304.9999999999926,,-683.9999999999606
2016.08.26,-319.0000000000026,-783.9999999999918,1223.0000000000132,-471.00000000000364,-293.99999999999693,,-644.9999999999819
2016.08.26,-331.0000000000035,-794.9999999999875,1212.0000000000175,-474.9999999999943,-281.9999999999965,,-670.9999999999642
2016.08.26,-305.99999999999517,-792.9999999999922,1211.0000000000127,-489.9999999999949,-292.0000000000016,,-669.999999999971
2016.08.26,-329.999999999997,-766.9999999999959,1236.0000000000184,-474.00000000000375,-259.00000000000034,,-593.9999999999786
2016.08.26,-339.0000000000004,-768.9999999999912,1195.999999999998,-488.9999999999901,-274.0000000000009,,-674.9999999999847
2016.08.26,-395.99999999999636,-792.9999999999922,1205.0000000000125,-530.0000000000011,-298.0000000000018,,-811.9999999999791
2016.08.26,-372.0000000000057,-664.999999999992,1201.9999999999982,-405.9999999999917,-274.0000000000009,,-514.9999999999922
2016.08.26,-338.00000000000495,-626.9999999999953,1344.0000000000225,-371.9999999999999,-197.9999999999933,,-190.9999999999709
2016.08.26,-336.00000000000296,-725.9999999999991,1387.0000000000005,-466.99999999999875,-253.0000000000001,,-395.00000000000045
2016.08.26,-319.99999999999807,-824.9999999999886,1187.0000000000118,-572.0000000000027,-332.9999999999984,,-862.9999999999761
2016.08.26,-363.0000000000022,-694.9999999999932,1294.0000000000111,-487.99999999999955,-278.0000000000058,,-529.9999999999897
2016.08.26,-297.00000000000284,-683.9999999999975,1219.9999999999989,-521.0000000000008,-283.00000000000125,,-565.0000000000035
2016.08.26,-343.9999999999999,-726.9999999999897,1183.0000000000211,-493.9999999999998,-262.00000000000045,,-643.9999999999686
2016.08.26,-328.0000000000061,-802.9999999999973,1092.000000000013,-512.999999999991,-231.99999999999932,,-783.9999999999808
2016.08.26,-348.9999999999993,-864.9999999999949,987.0000000000232,-519.999999999996,-239.00000000000432,,-985.9999999999712
2016.08.26,-326.9999999999995,-850.9999999999991,1118.9999999999998,-506.9999999999908,-240.99999999999966,,-806.9999999999893
2016.08.26,-363.0000000000022,-867.999999999995,1073.0000000000075,-528.9999999999964,-250.0,,-936.9999999999861
2016.08.26,-416.00000000000523,-921.999999999997,1088.0000000000223,-542.0000000000016,-212.0000000000033,,-1003.9999999999849
2016.08.26,-394.00000000000546,-1125.9999999999905,1000.0,-646.9999999999914,-266.00000000000534,,-1432.9999999999927
2016.08.26,-653.999999999999,-1095.9999999999895,965.0000000000034,-635.9999999999957,-212.99999999999386,,-1633.9999999999748
2016.08.26,-602.0000000000025,-1135.9999999999957,1061.000000000007,-658.0000000000013,-268.0000000000007,,-1602.999999999993
2016.08.26,-572.0000000000058,-965.999999999994,1086.0000000000127,-540.9999999999968,-337.0000000000033,,-1329.9999999999873
2016.08.26,-758.0000000000031,-995.9999999999951,1246.0000000000093,-615.9999999999997,-171.99999999999704,,-1295.9999999999857
