date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,EURGBP,GBPAUD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.05.16,-78.00000000000028,-82.00000000000429,-19.999999999997797,-40.99999999999682,-81.9999999999821,-148.99999999999915,0.0,0.0,-13.00000000000745,-80.00000000000229,-253.99999999999866,-397.0000000000029,-87.0000000000033,-28.999999999996362,0.0,0.0,-173.9999999999964,-43.999999999999595,,-1529.9999999999873
2016.05.16,-127.99999999999478,-87.99999999999919,-14.999999999987246,-57.999999999992724,-92.99999999998754,-153.00000000000313,36.999999999998145,75.00000000000284,6.999999999990347,-70.99999999999883,-224.99999999998633,-394.00000000000546,10.99999999999568,75.00000000000284,58.9999999999975,121.99999999999989,64.0000000000085,41.000000000002146,,-733.9999999999575
2016.05.16,-182.00000000000438,-97.00000000001374,38.0000000000047,-55.999999999997385,-188.9999999999947,-163.99999999999747,-7.0000000000014495,-28.999999999996362,49.99999999999449,-63.99999999999739,-197.99999999998707,-398.00000000000944,-156.0000000000059,-87.0000000000033,-105.00000000000398,82.00000000000429,44.0000000000107,42.999999999993044,,-1475.0000000000052
2016.05.16,-107.00000000000153,-126.0000000000039,-68.99999999998573,39.00000000000148,-182.99999999999983,-160.00000000000458,8.999999999992347,25.000000000005684,25.999999999992696,-32.999999999994145,-200.99999999998454,-197.00000000000273,-131.00000000000023,-22.00000000000557,-73.99999999999807,151.9999999999966,88.00000000001029,69.9999999999923,,-893.9999999999895
2016.05.16,-99.00000000000463,-90.00000000001229,-95.00000000000064,-10.99999999999568,-171.99999999999437,-233.00000000000543,19.00000000000235,69.00000000000261,34.99999999999615,46.999999999997044,-348.9999999999993,-306.00000000000625,-85.00000000000796,73.99999999999807,-34.99999999999659,231.0000000000034,101.00000000000664,183.99999999998417,,-715.0000000000329
2016.05.16,-155.00000000000514,-87.99999999999919,-87.99999999999919,-81.00000000000307,-206.99999999997942,-269.00000000000813,36.999999999998145,46.00000000000648,53.999999999998494,53.999999999998494,-548.9999999999995,-405.0000000000109,-85.99999999999852,206.00000000000307,31.999999999996476,343.9999999999999,142.00000000000878,208.99999999999253,,-804.0000000000006
2016.05.16,-182.00000000000438,-97.00000000001374,-72.99999999998974,-170.99999999999227,-229.99999999999687,-404.0000000000044,7.9999999999968985,102.00000000000387,45.99999999999049,-10.999999999994348,-802.9999999999982,-785.0000000000134,-46.999999999997044,262.00000000000045,30.9999999999917,395.0000000000009,123.00000000000644,347.9999999999928,,-1488.0000000000214
2016.05.16,-195.00000000000074,-49.99999999999449,4.000000000004,-235.99999999999,-239.99999999999577,-341.99999999999784,-68.00000000000139,167.0000000000016,74.99999999999174,-7.9999999999968985,-706.999999999991,-692.0000000000038,42.999999999992156,367.00000000000443,63.00000000000239,400.00000000000034,46.00000000000159,417.99999999998505,,-954.9999999999884
2016.05.16,-173.00000000000094,-110.99999999999443,0.0,-224.99999999999432,-224.99999999998633,-331.999999999999,-21.00000000000435,216.00000000000819,53.999999999998494,-24.999999999997247,-644.9999999999844,-651.0000000000016,37.9999999999967,367.00000000000443,55.999999999997385,436.9999999999985,60.99999999999994,439.99999999999596,,-738.9999999999627
2016.05.16,-216.0000000000051,-141.99999999999767,-14.999999999987246,-292.0000000000016,-218.99999999999142,-336.00000000000296,-129.00000000000134,209.00000000000318,56.99999999999594,-34.000000000000696,-587.9999999999885,-641.0000000000027,45.000000000001705,368.9999999999998,-1.0000000000047748,404.0000000000044,-87.99999999999919,496.99999999999187,,-1119.9999999999861
2016.05.16,-197.99999999999818,-215.00000000000963,-51.99999999998539,-266.9999999999959,-142.99999999998204,-401.00000000000693,-111.00000000000554,224.99999999999432,131.99999999999878,-68.00000000000139,-623.9999999999801,-717.000000000012,156.99999999999648,433.9999999999975,21.99999999999136,392.00000000000347,-89.99999999999008,563.0000000000024,,-960.9999999999826
2016.05.16,-219.99999999999798,-215.00000000000963,-15.999999999993797,-373.9999999999952,-6.999999999979245,-404.0000000000044,0.0,257.99999999999557,234.99999999999633,-87.00000000000374,-668.9999999999862,-805.0000000000113,253.99999999999068,537.9999999999967,138.00000000000523,409.0000000000038,-48.99999999999905,495.000000000001,,-518.9999999999912
2016.05.16,-216.0000000000051,-214.00000000000307,31.000000000003247,-373.9999999999952,38.0000000000047,-453.99999999999886,58.000000000002494,320.0000000000074,257.9999999999916,-95.99999999999609,-798.9999999999942,-944.0000000000115,338.99999999999864,600.9999999999991,277.9999999999916,395.0000000000009,17.000000000000348,448.9999999999883,,-313.00000000001614
2016.05.16,-244.99999999999523,-215.00000000000963,16.000000000016,-353.9999999999992,67.00000000001705,-463.0000000000023,86.99999999999264,253.0000000000001,266.999999999995,-92.99999999999864,-785.9999999999978,-934.9999999999969,307.00000000000216,572.0000000000027,254.99999999999545,385.000000000002,43.00000000000415,444.9999999999843,,-393.9999999999877
2016.05.16,-241.99999999999778,-228.00000000000597,-0.9999999999843467,-353.9999999999992,76.0000000000094,-441.99999999999795,139.99999999999568,275.0000000000057,295.99999999999625,-90.0000000000012,-729.0000000000018,-885.0000000000025,352.99999999999443,646.0000000000008,337.99999999999386,417.0000000000007,90.0000000000012,417.99999999998505,,77.99999999999261
2016.05.16,-236.99999999999832,-201.00000000000674,-5.999999999994898,-345.9999999999894,52.000000000007596,-424.00000000000216,102.00000000000209,141.00000000000534,272.99999999998994,-87.00000000000374,-710.999999999995,-859.0000000000098,225.9999999999991,463.99999999999864,213.99999999999864,343.00000000000443,59.000000000009045,339.99999999998477,,-657.0000000000007
2016.05.16,-227.99999999999488,-181.00000000000892,-26.999999999999247,-180.99999999999739,24.000000000001798,-374.0000000000077,83.9999999999952,82.00000000000784,255.99999999998957,-46.999999999997044,-600.9999999999849,-704.0000000000157,152.9999999999916,405.00000000000114,141.9999999999959,333.0000000000055,40.00000000000669,337.99999999999386,,-486.0000000000167
2016.05.16,-224.9999999999974,-144.0000000000108,-8.999999999992347,-159.9999999999966,-6.999999999979245,-370.9999999999991,76.99999999999375,114.99999999999488,236.99999999999832,-32.999999999994145,-635.9999999999922,-699.0000000000052,167.99999999999216,414.0000000000015,161.99999999999193,356.9999999999962,74.00000000000739,370.999999999988,,-309.000000000003
2016.05.16,-217.99999999999596,-221.00000000000452,-75.99999999998718,-251.99999999999534,3.0000000000196536,-450.00000000000597,71.99999999999429,159.00000000000603,238.99999999998923,-58.99999999999794,-777.9999999999898,-819.9999999999985,185.99999999999284,442.0000000000073,173.00000000000182,356.9999999999962,28.000000000005798,371.99999999999454,,-842.9999999999677
2016.05.16,-224.9999999999974,-252.0000000000078,-85.99999999998609,-281.9999999999965,67.00000000001705,-472.00000000000574,92.99999999999864,200.00000000000284,271.9999999999945,-73.00000000000084,-895.0000000000014,-878.000000000001,271.99999999999136,521.0000000000008,242.999999999995,346.9999999999973,46.00000000000159,314.99999999999864,,-786.9999999999989
2016.05.16,-168.99999999999693,-270.99999999999903,-159.99999999998238,-147.99999999999613,121.99999999999989,-524.9999999999977,200.99999999999562,174.99999999999716,231.99999999999886,-29.999999999996696,-899.9999999999897,-893.9999999999948,216.99999999999875,466.99999999999875,268.0000000000007,351.99999999999676,119.00000000000244,261.0000000000001,,-682.9999999999644
2016.05.16,-170.99999999999892,-110.99999999999443,-119.99999999998678,-170.0000000000017,68.00000000000139,-455.0000000000054,164.99999999999292,180.99999999999739,241.99999999999778,41.9999999999976,-963.999999999987,-795.0000000000124,204.9999999999983,438.0000000000024,242.00000000000443,329.999999999997,130.0000000000079,239.99999999999577,,-502.99999999999375
