date,USDCHF,GBPUSD,EURUSD,USDJPY,EURCHF,CHFJPY,AUDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.07.19,-127.99999999999478,-32.999999999994145,-7.0000000000014495,-25.99999999999625,-31.000000000003247,-26.00000000001046,-121.99999999999989,141.00000000001333,189.99999999999773,-114.99999999999844,73.00000000001194,-106.00000000000608,-58.9999999999975,-41.00000000001103,-34.99999999999659,49.99999999999449,,-274.9999999999924
2021.07.19,-121.99999999999989,-8.000000000008,-26.999999999999247,-13.999999999995794,-31.000000000003247,-10.000000000005116,-174.00000000000747,186.0000000000195,164.99999999999204,-103.00000000000864,87.00000000001484,-106.00000000000608,-29.999999999986926,-16.000000000005343,3.0000000000001137,56.99999999999594,,-143.00000000000333
2021.07.19,-136.00000000000279,-1.999999999990898,-17.000000000000348,-42.00000000000159,-60.99999999999994,-87.0000000000033,-150.00000000000568,340.00000000000693,197.00000000000273,-235.00000000000742,266.0000000000107,-164.00000000000858,-52.99999999999727,-6.000000000000227,-64.99999999999773,86.99999999999264,,-128.00000000000279
2021.07.19,-115.99999999999389,9.999999999998899,-43.00000000001525,18.000000000000682,-53.999999999998494,-51.00000000000193,-102.00000000000209,418.0000000000073,157.0000000000107,-306.00000000000625,386.00000000001967,-263.00000000001324,12.000000000000455,79.9999999999983,4.0000000000048885,61.999999999995396,,212.00000000000512
2021.07.19,-110.99999999999443,11.00000000000545,-55.000000000005045,51.00000000000193,-66.99999999999484,-21.000000000000796,-102.00000000000209,398.00000000000944,135.99999999999568,-289.0000000000059,392.00000000001455,-291.00000000001904,16.000000000005343,96.9999999999942,29.000000000010573,43.999999999999595,,238.0000000000146
2021.07.19,-58.99999999999794,-11.999999999989797,-69.00000000000794,127.00000000000955,-19.999999999997797,-6.000000000000227,-24.000000000001798,543.0000000000045,61.00000000000705,-310.0000000000103,511.000000000017,-436.00000000001415,81.00000000000307,202.99999999998875,140.00000000000057,-4.000000000004,,726.0000000000066
2021.07.19,-109.99999999999899,49.99999999999449,-16.000000000016,82.00000000000784,-24.999999999986144,4.9999999999954525,-28.000000000005798,548.0000000000151,52.99999999999727,-317.0000000000117,513.0000000000078,-460.000000000016,89.00000000001285,208.99999999998897,153.0000000000058,-1.0000000000065512,,744.9999999999844
2021.07.19,-139.00000000000023,121.99999999999989,34.000000000000696,135.00000000000512,-14.999999999987246,102.99999999999443,10.999999999994348,604.0000000000045,-64.99999999999773,-377.0000000000051,581.0000000000093,-592.9999999999991,204.00000000000773,317.99999999999784,284.000000000006,-4.000000000004,,1203.0000000000264
2021.07.19,-137.9999999999937,17.000000000000348,-7.0000000000014495,126.00000000000477,-51.99999999998539,93.99999999999409,-42.0000000000087,616.0000000000165,-8.000000000009777,-316.0000000000052,522.0000000000002,-480.99999999999807,129.0000000000049,250.0,198.99999999999807,-6.0000000000060005,,903.0000000000107
2021.07.19,-141.99999999999767,85.00000000000173,36.999999999998145,79.9999999999983,-15.999999999993797,52.99999999999727,-8.000000000008,620.0000000000206,-3.9999999999906777,-357.00000000000733,546.000000000002,-529.0000000000017,148.00000000001035,259.9999999999909,218.00000000000352,3.999999999992898,,995.0000000000167
2021.07.19,-146.00000000000168,110.00000000001009,41.000000000002146,73.0000000000075,-12.999999999996348,45.99999999999227,4.999999999999449,626.0000000000155,-2.0000000000095497,-414.00000000000324,575.9999999999987,-624.0000000000023,182.00000000000216,272.99999999999613,260.0000000000051,23.999999999990695,,1017.0000000000066
