date,GBPJPY,empty,sum
2017.08.21,6.000000000000227,,6.000000000000227
2017.08.21,53.00000000002569,,53.00000000002569
2017.08.21,278.00000000002,,278.00000000002
2017.08.21,283.00000000001546,,283.00000000001546
2017.08.21,239.00000000000432,,239.00000000000432
2017.08.21,193.00000000001205,,193.00000000001205
2017.08.21,76.00000000002183,,76.00000000002183
2017.08.21,159.00000000002024,,159.00000000002024
2017.08.21,125.0,,125.0
2017.08.21,101.00000000002751,,101.00000000002751
2017.08.21,83.00000000002683,,83.00000000002683
2017.08.21,106.00000000002296,,106.00000000002296
2017.08.21,111.00000000001842,,111.00000000001842
2017.08.21,162.00000000000614,,162.00000000000614
2017.08.21,132.000000000005,,132.000000000005
2017.08.21,109.00000000000887,,109.00000000000887
2017.08.21,117.00000000001864,,117.00000000001864
2017.08.21,106.00000000002296,,106.00000000002296
2017.08.21,-150.99999999998204,,-150.99999999998204
2017.08.21,-264.99999999998636,,-264.99999999998636
2017.08.21,-354.99999999998977,,-354.99999999998977
2017.08.21,-341.99999999998454,,-341.99999999998454
2017.08.21,-279.9999999999727,,-279.9999999999727
2017.08.21,-119.99999999997613,,-119.99999999997613
2017.08.21,-93.99999999999409,,-93.99999999999409
2017.08.21,-187.99999999998818,,-187.99999999998818
2017.08.21,93.00000000001774,,93.00000000001774
2017.08.21,171.0000000000207,,171.0000000000207
2017.08.21,-51.9999999999925,,-51.9999999999925
2017.08.21,-108.99999999998045,,-108.99999999998045
2017.08.21,-156.99999999998226,,-156.99999999998226
2017.08.21,-90.99999999997976,,-90.99999999997976
2017.08.21,-133.99999999998613,,-133.99999999998613
2017.08.21,-305.9999999999832,,-305.9999999999832
2017.08.21,-241.99999999999022,,-241.99999999999022
2017.08.21,-159.9999999999966,,-159.9999999999966
2017.08.21,-101.99999999997544,,-101.99999999997544
2017.08.21,-49.99999999998295,,-49.99999999998295
2017.08.21,25.000000000005684,,25.000000000005684
2017.08.21,-54.9999999999784,,-54.9999999999784
2017.08.21,-39.99999999999204,,-39.99999999999204
2017.08.21,-238.9999999999759,,-238.9999999999759
2017.08.21,-252.9999999999859,,-252.9999999999859
2017.08.21,-141.9999999999959,,-141.9999999999959
2017.08.21,-79.99999999998408,,-79.99999999998408
2017.08.21,-93.99999999999409,,-93.99999999999409
2017.08.21,10.000000000019327,,10.000000000019327
2017.08.21,41.00000000002524,,41.00000000002524
2017.08.22,-46.999999999997044,,-46.999999999997044
2017.08.22,-21.99999999999136,,-21.99999999999136
2017.08.22,21.000000000015007,,21.000000000015007
2017.08.22,54.000000000002046,,54.000000000002046
2017.08.22,47.000000000025466,,47.000000000025466
2017.08.22,70.0000000000216,,70.0000000000216
2017.08.22,228.00000000000864,,228.00000000000864
2017.08.22,263.00000000000523,,263.00000000000523
2017.08.22,428.0000000000257,,428.0000000000257
2017.08.22,366.00000000001387,,366.00000000001387
2017.08.22,313.0000000000166,,313.0000000000166
2017.08.22,297.00000000002547,,297.00000000002547
2017.08.22,237.0000000000232,,237.0000000000232
2017.08.22,251.00000000000477,,251.00000000000477
2017.08.22,253.00000000001432,,253.00000000001432
2017.08.22,226.0000000000275,,226.0000000000275
2017.08.22,193.00000000001205,,193.00000000001205
2017.08.22,268.0000000000007,,268.0000000000007
2017.08.22,235.00000000001364,,235.00000000001364
2017.08.22,309.0000000000259,,309.0000000000259
2017.08.22,112.00000000002319,,112.00000000002319
2017.08.22,42.00000000000159,,42.00000000000159
2017.08.22,27.000000000015234,,27.000000000015234
2017.08.22,-96.99999999997999,,-96.99999999997999
2017.08.22,-236.99999999999477,,-236.99999999999477
2017.08.22,-251.99999999998113,,-251.99999999998113
2017.08.22,-421.99999999999704,,-421.99999999999704
2017.08.22,-365.99999999998545,,-365.99999999998545
2017.08.22,-228.999999999985,,-228.999999999985
2017.08.22,-244.99999999997613,,-244.99999999997613
2017.08.22,-203.9999999999793,,-203.9999999999793
2017.08.22,-356.9999999999993,,-356.9999999999993
2017.08.22,-357.99999999997567,,-357.99999999997567
2017.08.22,-204.99999999998408,,-204.99999999998408
2017.08.22,-427.99999999999727,,-427.99999999999727
