date,GBPJPY,empty,sum
2017.08.21,-80.99999999998886,,-80.99999999998886
2017.08.21,-66.99999999997885,,-66.99999999997885
2017.08.21,53.00000000002569,,53.00000000002569
2017.08.21,172.00000000002547,,172.00000000002547
2017.08.21,215.0000000000034,,215.0000000000034
2017.08.21,144.00000000000546,,144.00000000000546
2017.08.21,19.000000000005457,,19.000000000005457
2017.08.21,64.00000000002137,,64.00000000002137
2017.08.21,50.00000000001137,,50.00000000001137
2017.08.21,51.00000000001614,,51.00000000001614
2017.08.21,36.000000000001364,,36.000000000001364
2017.08.21,72.00000000000273,,72.00000000000273
2017.08.21,76.00000000002183,,76.00000000002183
2017.08.21,87.00000000001751,,87.00000000001751
2017.08.21,106.00000000002296,,106.00000000002296
2017.08.21,97.00000000000841,,97.00000000000841
2017.08.21,82.00000000002206,,82.00000000002206
2017.08.21,86.00000000001273,,86.00000000001273
2017.08.21,-168.99999999998272,,-168.99999999998272
2017.08.21,-295.99999999999227,,-295.99999999999227
2017.08.21,-428.9999999999736,,-428.9999999999736
2017.08.21,-427.99999999999727,,-427.99999999999727
2017.08.21,-414.99999999999204,,-414.99999999999204
2017.08.21,-294.9999999999875,,-294.9999999999875
2017.08.21,-205.99999999998886,,-205.99999999998886
2017.08.21,-187.99999999998818,,-187.99999999998818
2017.08.21,-201.99999999999818,,-201.99999999999818
2017.08.21,73.0000000000075,,73.0000000000075
2017.08.21,-55.999999999983174,,-55.999999999983174
2017.08.21,-141.9999999999959,,-141.9999999999959
2017.08.21,-207.9999999999984,,-207.9999999999984
2017.08.21,-173.99999999997817,,-173.99999999997817
2017.08.21,-172.9999999999734,,-172.9999999999734
2017.08.21,-316.99999999997885,,-316.99999999997885
2017.08.21,-338.99999999999864,,-338.99999999999864
2017.08.21,-251.99999999998113,,-251.99999999998113
2017.08.21,-295.99999999999227,,-295.99999999999227
2017.08.21,-189.99999999999773,,-189.99999999999773
2017.08.21,-63.99999999999295,,-63.99999999999295
2017.08.21,-68.9999999999884,,-68.9999999999884
2017.08.21,-95.99999999997522,,-95.99999999997522
2017.08.21,-296.99999999999704,,-296.99999999999704
2017.08.21,-308.9999999999975,,-308.9999999999975
2017.08.21,-257.99999999998136,,-257.99999999998136
2017.08.21,-194.99999999999318,,-194.99999999999318
2017.08.21,-134.9999999999909,,-134.9999999999909
2017.08.21,-154.99999999997272,,-154.99999999997272
2017.08.21,-2.999999999985903,,-2.999999999985903
2017.08.22,-75.9999999999934,,-75.9999999999934
2017.08.22,-125.0,,-125.0
2017.08.22,-46.999999999997044,,-46.999999999997044
2017.08.22,21.000000000015007,,21.000000000015007
2017.08.22,26.00000000001046,,26.00000000001046
2017.08.22,-103.999999999985,,-103.999999999985
2017.08.22,70.0000000000216,,70.0000000000216
2017.08.22,186.00000000000705,,186.00000000000705
2017.08.22,261.0000000000241,,261.0000000000241
2017.08.22,329.00000000000773,,329.00000000000773
2017.08.22,294.00000000001114,,294.00000000001114
2017.08.22,216.00000000000819,,216.00000000000819
2017.08.22,211.00000000001273,,211.00000000001273
2017.08.22,228.00000000000864,,228.00000000000864
2017.08.22,209.00000000000318,,209.00000000000318
2017.08.22,192.00000000000728,,192.00000000000728
2017.08.22,156.0000000000059,,156.0000000000059
2017.08.22,159.00000000002024,,159.00000000002024
2017.08.22,147.00000000001978,,147.00000000001978
2017.08.22,157.0000000000107,,157.0000000000107
2017.08.22,86.00000000001273,,86.00000000001273
2017.08.22,-129.99999999999545,,-129.99999999999545
