date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.11.30,0.0,-46.999999999997044,-21.000000000000796,-75.00000000000284,0.0,-243.99999999999977,-47.9999999999925,-106.00000000000608,-209.00000000000318,-191.00000000000784,-224.00000000000375,-177.99999999999727,-78.00000000000028,-107.99999999999699,,-1529.0000000000084
2020.11.30,34.99999999999615,-82.00000000000429,-12.000000000000455,-65.99999999999939,57.99999999998029,-238.9999999999901,117.00000000000044,-75.00000000000284,-33.00000000001546,-127.00000000001043,-179.00000000000205,-185.00000000000227,-9.00000000000345,-65.99999999998829,,-863.0000000000421
2020.11.30,35.999999999991594,-96.00000000000719,24.00000000000091,-166.99999999999494,78.99999999998464,-275.99999999999625,139.00000000000023,-82.00000000000429,45.99999999999227,-204.00000000000418,-274.9999999999915,-296.0000000000065,-100.00000000000009,-132.99999999998312,,-1305.0000000000184
2020.11.30,37.99999999999359,-138.0000000000159,85.99999999999852,-215.99999999999397,126.99999999998823,-322.9999999999933,169.00000000000804,-63.00000000000195,211.9999999999891,-300.00000000001137,-304.00000000000205,-320.0000000000074,-170.99999999999892,-234.00000000000088,,-1437.0000000000482
2020.11.30,52.99999999999194,-121.00000000001555,22.999999999996135,-204.99999999999963,122.99999999998423,-280.00000000000114,143.00000000000423,-73.00000000000084,78.00000000000296,-348.9999999999993,-233.99999999999466,-219.99999999999886,-199.00000000000472,-242.99999999999324,,-1504.0000000000284
2020.11.30,-3.0000000000085514,-121.99999999999989,-150.00000000000568,-214.99999999999852,74.99999999998064,-176.00000000000193,80.00000000000229,-60.00000000000449,-79.00000000000773,-287.000000000015,-128.0000000000001,-183.00000000000693,-251.00000000000122,-200.99999999998454,,-1700.0000000000516
2020.11.30,-17.000000000000348,-140.0000000000068,-168.00000000000637,-248.00000000000378,72.99999999998974,-125.99999999999056,80.99999999999774,-80.00000000000229,-116.00000000001387,-348.9999999999993,-46.999999999997044,-152.00000000000102,-248.00000000000378,-175.99999999999838,,-1713.0000000000364
2020.11.30,-9.00000000000345,-139.00000000000023,-139.00000000001,-205.99999999999508,78.00000000000028,-131.9999999999908,102.00000000000209,-65.99999999999939,-70.99999999999795,-266.999999999995,-66.99999999999307,-158.00000000000125,-185.99999999999727,-119.99999999998678,,-1379.999999999968
2020.11.30,-29.000000000001247,-139.00000000000023,-142.00000000001012,-204.00000000000418,45.99999999999049,-141.9999999999959,87.00000000000374,-23.00000000000635,-6.000000000000227,-175.00000000001404,-63.99999999999295,-137.00000000000045,-180.99999999999784,-184.99999999999073,,-1294.0000000000198
2020.11.30,-24.000000000001798,-123.00000000000644,-133.00000000000978,-156.00000000000057,34.99999999998504,-159.9999999999966,85.00000000000173,-21.00000000000435,-10.99999999999568,-79.00000000000685,-75.9999999999934,-82.00000000000784,-119.99999999999788,-166.99999999998383,,-1032.0000000000182
2020.11.30,-38.0000000000047,-137.00000000000932,-114.00000000000432,-110.99999999999443,39.999999999995595,-191.99999999999307,92.00000000000318,-21.00000000000435,20.999999999986585,32.999999999994145,-88.99999999999864,-78.00000000000296,-78.00000000000028,-156.00000000000057,,-828.0000000000331
2020.11.30,3.999999999992898,-100.0000000000112,-99.00000000000375,-65.00000000000395,62.99999999999084,-152.00000000000102,106.00000000000608,-19.00000000000235,31.999999999982265,129.00000000000134,-66.0000000000025,-34.99999999999659,-36.0000000000027,-158.99999999999804,,-397.00000000004866
2020.11.30,4.999999999999449,-82.00000000000429,-111.0000000000042,-58.000000000002494,51.99999999998539,-152.00000000000102,87.00000000000374,-7.9999999999968985,-10.000000000019327,130.99999999999224,-69.00000000000261,-28.000000000005798,-48.99999999999905,-165.9999999999995,,-458.00000000005434
2020.11.30,-18.0000000000069,-104.99999999999955,-133.00000000000978,-119.99999999999788,42.999999999993044,-137.99999999999102,90.0000000000012,-2.999999999997449,-2.0000000000095497,25.999999999992696,-49.99999999999716,-40.00000000000625,-95.00000000000064,-190.00000000000128,,-735.0000000000306
2020.11.30,-59.000000000009045,-107.00000000001265,-137.00000000000045,-93.99999999999409,2.999999999997449,-179.00000000000205,41.000000000002146,-7.0000000000014495,-10.99999999999568,72.0000000000054,-25.99999999999625,-37.9999999999967,-85.99999999999719,-136.99999999998712,,-764.9999999999877
2020.11.30,-75.00000000000284,-148.99999999999915,-149.0000000000009,-78.99999999999574,0.9999999999843467,-195.99999999999795,41.9999999999976,-21.00000000000435,-26.00000000001046,146.00000000000168,-43.99999999999693,-16.000000000005343,-31.999999999998696,-153.00000000000313,,-751.0000000000318
2020.11.30,-92.00000000000318,-164.00000000000858,-160.0000000000108,-88.99999999999464,10.999999999983245,-237.99999999999955,36.0000000000027,-19.999999999997797,-2.0000000000095497,136.00000000000279,-70.99999999999795,0.0,-34.99999999999615,-177.99999999998929,,-866.0000000000189
2020.11.30,-90.0000000000012,-156.00000000000057,-117.00000000000443,-78.00000000000028,-45.000000000006146,-271.99999999999136,29.000000000001247,4.999999999999449,98.99999999998954,215.99999999999397,-78.00000000000296,-3.0000000000001137,-19.999999999997797,-195.9999999999962,,-706.0000000000168
2020.11.30,-90.0000000000012,-107.99999999999699,-51.00000000000193,9.00000000000345,-60.000000000015596,-325.9999999999934,8.000000000008,42.999999999993044,123.99999999999523,380.9999999999869,-102.00000000000387,18.000000000000682,43.00000000000415,-166.99999999998383,,-278.00000000000534
2020.11.30,-113.00000000000753,-143.00000000000423,-31.00000000000591,-41.000000000002146,-47.00000000001925,-429.00000000000205,2.000000000002,36.0000000000027,219.99999999999886,367.99999999999056,-162.9999999999967,-82.99999999999841,-7.9999999999968985,-144.99999999999514,,-577.0000000000341
2020.11.30,-133.00000000000534,-167.00000000000603,33.00000000000125,-41.000000000002146,-59.000000000009045,-608.9999999999947,-0.999999999995449,-60.00000000000449,287.9999999999825,217.0000000000005,-307.00000000000216,-219.99999999999886,-2.000000000002,-148.99999999999915,,-1210.0000000000352
2020.11.30,-170.99999999999892,-238.0000000000049,161.00000000000136,-38.0000000000047,-35.00000000000725,-680.9999999999974,21.00000000000435,-126.0000000000039,352.00000000000387,207.99999999998596,-367.999999999995,-269.00000000000546,73.99999999999629,-48.000000000003595,,-1158.0000000000293
2020.11.30,-169.00000000000804,-202.9999999999976,218.9999999999941,53.00000000000304,-51.000000000001044,-796.999999999997,13.00000000000745,-263.0000000000021,158.99999999999181,80.99999999999774,-420.0000000000017,-263.00000000000523,173.9999999999964,-21.999999999988695,,-1489.0000000000107
2020.11.30,-131.00000000000333,-252.0000000000078,28.999999999996362,-53.00000000000304,15.999999999993797,-641.9999999999959,60.99999999999994,-273.9999999999965,104.99999999998977,7.999999999985796,-362.99999999999955,-278.0000000000058,85.00000000000173,9.000000000014552,,-1680.0000000000296
2020.11.30,-72.0000000000054,-253.00000000001432,-43.00000000000637,-41.9999999999976,122.99999999998423,-361.99999999999477,123.00000000000644,-224.000000000002,-48.00000000000182,4.000000000004,-250.0,-222.0000000000084,102.00000000000209,56.000000000011596,,-1108.0000000000225
2020.11.30,-50.0000000000056,-248.00000000000378,-11.00000000000989,-7.9999999999968985,127.99999999999478,-328.00000000000296,165.9999999999995,-228.00000000000597,-6.000000000000227,56.99999999999594,-331.00000000000307,-249.00000000000944,178.99999999999582,124.00000000001299,,-805.000000000039
2020.11.30,-68.00000000000139,-303.0000000000088,-87.0000000000033,-41.9999999999976,139.00000000000023,-325.00000000000284,201.00000000000674,-189.00000000000583,34.99999999999659,123.99999999999079,-314.9999999999977,-284.9999999999966,221.99999999999997,158.0000000000137,,-735.0000000000061
2020.11.30,-64.0000000000085,-303.0000000000088,-82.00000000000784,-32.999999999994145,169.99999999998127,-337.0000000000033,236.00000000000287,-90.99999999999665,209.00000000000318,357.99999999999164,-355.99999999999454,-251.00000000000477,261.99999999999557,185.99999999999727,,-96.00000000004673
2020.11.30,-53.00000000000304,-300.00000000001137,13.999999999995794,-19.00000000000235,156.99999999998494,-394.999999999996,246.00000000000176,-101.00000000000664,346.00000000000364,356.9999999999851,-477.00000000000387,-338.0000000000081,288.9999999999948,165.9999999999995,,-108.00000000006582
2020.11.30,30.999999999992145,-324.0000000000132,63.00000000000239,-31.999999999998696,224.99999999998633,-298.9999999999924,318.00000000000716,-277.000000000005,75.9999999999934,-2.0000000000131024,-429.9999999999926,-313.0000000000024,263.99999999999756,92.00000000000318,,-608.0000000000352
2020.11.30,71.99999999999429,-263.00000000001324,105.99999999999454,36.999999999998145,230.9999999999812,-308.9999999999975,328.0000000000061,-131.99999999999878,182.99999999999272,334.9999999999964,-481.9999999999993,-308.00000000000693,358.9999999999982,134.00000000001188,,290.99999999995765
2020.11.30,90.99999999999665,-300.00000000001137,118.99999999999977,0.0,330.9999999999924,-284.9999999999966,362.00000000000676,-112.000000000001,349.9999999999943,431.0000000000036,-530.0000000000011,-344.0000000000083,358.9999999999982,151.9999999999966,,623.9999999999699
2020.11.30,-6.0000000000060005,-378.999999999996,144.99999999999602,-26.000000000003798,309.99999999998806,-435.99999999999284,351.0000000000013,-29.999999999996696,656.9999999999823,673.9999999999968,-593.0000000000035,-379.0000000000049,370.00000000000364,157.00000000000713,,814.9999999999715
2020.11.30,-33.000000000005244,-392.9999999999989,149.99999999999147,-2.000000000002,279.99999999999136,-531.9999999999965,347.0000000000084,-51.99999999999649,649.0000000000009,683.9999999999957,-685.9999999999928,-421.99999999999704,431.99999999999903,157.00000000000713,,579.0000000000049
2020.11.30,-25.00000000000835,-434.000000000001,74.99999999998863,4.000000000004,295.99999999998516,-512.999999999991,383.0,-29.999999999996696,622.9999999999905,784.0000000000069,-697.0000000000027,-433.00000000000693,470.00000000000375,225.00000000000853,,727.9999999999808
2020.11.30,52.99999999999194,-375.9999999999986,128.99999999999068,70.0000000000034,178.99999999999582,-414.99999999999204,351.0000000000013,-197.99999999999818,270.9999999999866,567.0000000000064,-608.0000000000041,-334.0000000000032,438.00000000000506,117.99999999999588,,244.99999999998093
2020.11.30,114.99999999999844,-52.000000000007596,228.9999999999992,97.9999999999981,119.99999999998678,-391.9999999999959,273.000000000001,0.0,450.9999999999934,658.0000000000031,-521.9999999999914,-257.000000000005,356.9999999999962,80.00000000001339,,1157.9999999999898
2020.11.30,217.99999999999596,65.99999999998829,339.9999999999892,261.0000000000001,129.99999999998568,-364.9999999999949,272.00000000000557,161.99999999999548,638.9999999999816,1055.9999999999902,-472.999999999999,-218.00000000000352,417.99999999999613,137.00000000000932,,2642.99999999994
2020.11.30,176.99999999999383,89.00000000000574,287.9999999999967,251.99999999999667,85.99999999998609,-399.9999999999915,260.00000000000466,142.99999999999312,598.9999999999895,966.0000000000002,-462.0000000000033,-256.0000000000002,417.99999999999613,195.9999999999962,,2355.9999999999645
2020.11.30,181.9999999999933,51.99999999998539,289.99999999999204,246.99999999999721,86.99999999999264,-363.9999999999901,257.0000000000072,181.9999999999933,606.9999999999993,1022.9999999999961,-424.99999999999716,-290.9999999999968,422.00000000000017,282.0000000000045,,2550.999999999977
2020.11.30,178.99999999999582,41.000000000002146,277.9999999999916,243.99999999999977,140.99999999999113,-325.9999999999934,295.0000000000008,198.99999999999363,674.0000000000066,1109.9999999999889,-418.99999999999693,-277.000000000001,443.0000000000045,294.0000000000165,,2876.0
2020.11.30,176.99999999999383,1.999999999990898,251.99999999999534,256.0000000000007,158.99999999999804,-322.00000000000273,291.0000000000079,153.99999999999858,611.9999999999948,1068.0000000000023,-421.99999999999704,-273.00000000001035,446.00000000000193,295.0000000000008,,2694.999999999975
2020.11.30,213.99999999999199,75.00000000000284,281.9999999999965,280.9999999999979,158.99999999999804,-292.0000000000016,313.00000000000773,176.99999999999383,598.9999999999895,1058.9999999999877,-456.99999999999363,-251.00000000000477,473.99999999999665,279.00000000000705,,2911.99999999997
2020.11.30,261.99999999999557,124.99999999999733,324.99999999998863,285.9999999999974,167.9999999999904,-277.9999999999916,369.0000000000082,193.99999999999417,644.0000000000055,1061.000000000001,-557.9999999999927,-250.0,556.9999999999964,233.00000000001654,,3138.0000000000064
2020.11.30,269.9999999999925,126.0000000000039,318.9999999999884,285.9999999999974,183.99999999998417,-271.0000000000008,433.0000000000056,195.9999999999962,564.9999999999977,1058.9999999999877,-548.0000000000018,-250.0,595.9999999999966,242.00000000000887,,3206.9999999999563
2020.11.30,426.9999999999996,225.99999999999287,355.99999999999454,358.9999999999982,251.99999999998556,-104.99999999998977,497.000000000003,204.99999999999963,586.9999999999891,1100.9999999999964,-533.9999999999918,-204.9999999999983,587.0000000000042,261.0000000000001,,4013.999999999983
2020.11.30,480.99999999999807,292.00000000000335,359.99999999999943,378.00000000000057,270.99999999999903,-78.99999999999352,441.99999999999795,212.00000000000108,533.9999999999918,1078.0000000000011,-498.9999999999952,-207.9999999999984,480.0000000000027,250.00000000001688,,3992.000000000024
2020.11.30,486.999999999993,322.00000000000006,293.99999999999693,383.99999999999545,270.99999999999903,-28.999999999996362,362.00000000000676,192.99999999999872,429.00000000000205,956.0000000000013,-372.99999999999045,-174.99999999999716,393.9999999999944,239.00000000001143,,3754.000000000015
2020.12.01,279.99999999999136,243.99999999999977,263.9999999999958,343.9999999999999,26.999999999999247,29.000000000010573,228.00000000000597,207.99999999999707,294.9999999999875,875.999999999988,-260.9999999999957,-162.9999999999967,385.99999999999744,261.0000000000001,,3017.9999999999804
2020.12.01,398.9999999999938,285.00000000000193,286.9999999999919,322.9999999999955,154.99999999999403,-30.9999999999917,285.00000000000193,227.99999999999488,423.0000000000018,890.9999999999974,-304.00000000000205,-159.9999999999966,375.0000000000031,160.00000000000458,,3315.9999999999905
2020.12.01,404.99999999999983,249.99999999999466,317.99999999999784,343.9999999999999,210.99999999998343,-10.99999999999568,294.00000000000534,192.99999999999872,473.99999999998954,977.0000000000057,-325.00000000000284,-168.99999999999693,399.0000000000049,208.00000000000819,,3567.9999999999927
2020.12.01,459.99999999999375,212.99999999999653,275.99999999999625,214.00000000000307,316.99999999998954,4.0000000000048885,413.0000000000078,195.9999999999962,522.9999999999961,821.9999999999894,-337.99999999999386,-210.99999999999852,307.99999999999716,130.0000000000079,,3326.9999999999864
2020.12.01,426.9999999999996,182.99999999999983,286.9999999999919,226.99999999999943,298.9999999999826,-85.99999999999852,439.0000000000005,221.99999999999997,538.9999999999873,828.9999999999909,-423.9999999999924,-281.0000000000059,317.9999999999961,129.00000000000134,,3107.9999999999527
