date,USDCAD,NZDUSD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPAUD,EURJPY,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.05.03,-86.0000000000083,-21.999999999999797,-221.00000000000452,-67.9999999999792,-114.99999999999844,-130.99999999999224,-395.000000000012,-128.99999999999068,-598.999999999994,-380.00000000000966,-31.000000000003247,-134.0000000000008,,-2310.9999999999927
2021.05.03,-75.00000000000284,-4.999999999999449,-202.9999999999976,-58.99999999998684,-102.99999999999754,-80.99999999999774,-411.0000000000058,-91.99999999998454,-448.000000000004,-136.0000000000099,-11.00000000000545,-104.99999999999955,,-1728.9999999999914
2021.05.03,-43.00000000001525,29.999999999996696,-279.99999999999136,-73.99999999999629,-95.00000000000064,-80.99999999999774,-598.999999999994,-126.99999999998113,-618.0000000000074,-61.99999999999761,-9.00000000000345,-2.999999999997449,,-1960.999999999986
2021.05.03,-12.000000000012001,29.000000000001247,-324.9999999999975,-98.99999999998244,-107.00000000000153,-62.99999999999084,-577.0000000000052,-112.99999999999955,-605.9999999999955,-55.00000000000682,25.999999999992696,14.000000000002899,,-1887.9999999999943
2021.05.03,-12.000000000012001,29.000000000001247,-324.0000000000132,-109.99999999998789,-119.00000000000244,-57.99999999999139,-588.0000000000107,-132.99999999998136,-625.0000000000089,-64.99999999999773,14.999999999998348,29.000000000001247,,-1961.0000000000048
2021.05.03,11.999999999989797,22.999999999995246,-327.00000000001063,-109.99999999998789,-139.00000000000023,-59.99999999999339,-594.0000000000057,-115.99999999998545,-607.0000000000019,-57.00000000000216,-4.000000000004,31.999999999998696,,-1947.0000000000077
2021.05.03,-2.999999999997449,-65.99999999999939,-401.00000000000693,-157.99999999999147,-229.00000000000142,-75.9999999999983,-546.000000000002,-218.9999999999941,-588.9999999999951,-32.00000000001069,-5.000000000010552,-26.999999999999247,,-2351.000000000006
2021.05.03,73.99999999999629,-107.00000000000153,-459.0000000000094,-165.9999999999995,-256.99999999999613,-100.00000000000009,-456.00000000001194,-258.99999999998613,-375.9999999999986,131.9999999999908,92.99999999999864,-70.99999999999883,,-1952.0000000000161
2021.05.03,59.99999999999339,-100.99999999999554,-487.99999999999955,-170.99999999998784,-246.99999999999721,-120.99999999999334,-523.0000000000068,-263.00000000000523,-418.9999999999916,128.99999999999068,108.99999999999244,-62.000000000006494,,-2097.000000000007
2021.05.03,24.000000000001798,-63.00000000000195,-483.0000000000112,-177.99999999998929,-234.99999999999633,-110.99999999999443,-541.9999999999981,-283.9999999999918,-506.9999999999908,96.9999999999942,75.9999999999983,-43.00000000000415,,-2248.999999999984
2021.05.03,-85.00000000000173,-51.99999999999649,-446.9999999999974,-156.99999999998494,-202.0000000000022,-107.99999999999699,-571.0000000000103,-252.9999999999859,-507.9999999999973,66.99999999999307,84.99999999999064,-129.00000000000134,,-2359.999999999991
2021.05.03,-145.00000000001734,-73.00000000000084,-476.9999999999941,-173.99999999998528,-210.99999999999451,-117.00000000000044,-598.0000000000097,-269.00000000000546,-326.0000000000041,164.99999999999204,118.99999999999133,-175.00000000000293,,-2281.0000000000314
2021.05.03,-154.0000000000097,-36.999999999998145,-475.0000000000032,-158.99999999999804,-214.00000000000307,-117.99999999999588,-584.0000000000067,-335.00000000000796,-429.99999999999704,149.99999999999147,136.99999999999824,-143.00000000000423,,-2362.0000000000346
2021.05.03,-99.00000000000463,-39.00000000000014,-490.0000000000126,-156.99999999998494,-241.99999999999778,-131.99999999999878,-558.9999999999984,-341.99999999998454,-402.9999999999978,176.9999999999925,132.99999999999423,-116.00000000000499,,-2268.999999999998
2021.05.03,-124.99999999999733,-48.000000000003595,-485.0000000000021,-160.99999999998892,-244.99999999999523,-132.99999999999423,-534.0000000000123,-360.99999999999,-326.9999999999884,225.9999999999991,162.99999999999093,-160.00000000000458,,-2189.9999999999864
2021.05.03,-138.0000000000159,-39.00000000000014,-482.00000000000466,-157.99999999999147,-215.99999999999397,-134.0000000000008,-544.9999999999955,-362.99999999999955,-425.0000000000087,188.99999999999295,144.99999999999514,-151.00000000000114,,-2317.0000000000236
