date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.03.02,-300.00000000001137,-39.999999999995595,-256.0000000000002,-103.99999999999298,-197.00000000000273,-206.00000000000617,-340.00000000000693,0.0,-130.00000000000966,-11.999999999989797,0.0,-221.00000000000452,-512.0000000000005,-212.00000000001216,-159.00000000002024,-53.00000000001148,-178.00000000001148,-28.000000000005798,-248.00000000000466,-322.00000000000273,-340.999999999994,-240.00000000000688,-136.99999999998712,,-4236.000000000077
2020.03.02,-116.00000000000499,-78.00000000000028,-217.9999999999893,-158.99999999999804,-159.9999999999935,-178.99999999999582,-201.00000000000674,136.00000000000279,-287.00000000000614,25.00000000000835,6.0000000000060005,-156.00000000000057,-405.00000000000114,-137.9999999999937,-59.000000000009045,-154.00000000001057,-177.00000000000495,51.000000000001044,-269.999999999996,-307.9999999999927,-317.99999999999784,-143.00000000000423,-99.99999999998899,,-3407.9999999999764
2020.03.02,-168.0000000000126,-330.9999999999924,-186.9999999999976,-248.00000000000378,-436.9999999999985,-360.0000000000048,-113.00000000000753,196.0000000000184,-273.00000000001035,-32.999999999994145,63.99999999999739,-58.99999999999794,-346.00000000000364,-232.99999999999432,65.99999999998829,-141.00000000000534,27.999999999983594,-49.99999999999449,-290.9999999999968,-551.9999999999925,-435.99999999999284,-333.0000000000055,-82.99999999998863,,-4320.0000000000055
2020.03.02,-180.0000000000024,-232.99999999999432,-253.99999999999068,-302.0000000000023,-556.0000000000009,-350.00000000000585,-283.000000000011,243.00000000001543,84.00000000000318,121.00000000000443,228.00000000000597,-12.000000000000899,-455.0000000000125,-289.0000000000059,957.9999999999922,208.99999999998897,-194.0000000000053,290.00000000001245,-385.0000000000051,-733.9999999999947,-498.00000000000466,-287.9999999999994,248.00000000000378,,-2632.0000000000086
2020.03.02,-134.00000000001188,-120.99999999999334,-378.0000000000001,-304.9999999999997,-473.99999999999665,-329.00000000000153,-381.99999999999346,228.00000000000597,13.999999999995794,248.00000000000378,129.9999999999968,-56.0000000000005,-569.0000000000168,-323.0000000000066,404.9999999999887,110.99999999999,-402.0000000000135,19.999999999997797,-507.99999999999557,-712.9999999999939,-542.0000000000016,-224.000000000002,239.00000000001143,,-4065.000000000037
2020.03.02,-229.99999999999687,-229.99999999999687,-295.99999999999227,-402.9999999999978,-437.999999999994,-300.0000000000003,-276.00000000000955,212.00000000001216,21.99999999999136,194.0000000000053,124.99999999999733,-29.000000000001247,-604.0000000000134,-297.0000000000139,549.9999999999839,135.99999999999568,-314.00000000001427,29.00000000001235,-510.0000000000051,-652.9999999999916,-477.99999999999443,-133.00000000000534,243.00000000001543,,-3680.0000000000127
2020.03.02,-279.99999999999136,-239.99999999999577,-257.99999999999557,-568.000000000013,-485.0000000000021,-328.0000000000061,-279.00000000000705,195.00000000001182,117.999999999995,187.9999999999993,136.99999999999824,-9.00000000000345,-616.0000000000139,-395.000000000012,605.9999999999955,208.99999999998897,-378.00000000001165,52.000000000007596,-588.9999999999986,-667.0000000000016,-492.00000000000443,-87.00000000000374,276.00000000000955,,-3890.000000000054
2020.03.02,-354.9999999999942,-201.99999999999108,-527.9999999999916,-764.0000000000091,-588.9999999999951,-441.99999999999795,-483.0000000000112,272.00000000000557,241.99999999999022,346.0000000000019,280.00000000000244,-65.00000000000395,-1012.0000000000005,-567.0000000000064,879.9999999999919,408.9999999999918,-641.0000000000027,412.9999999999967,-879.0000000000049,-935.0000000000023,-757.000000000005,-100.00000000000009,226.99999999999943,,-5250.000000000037
2020.03.02,-340.00000000000693,-217.99999999998488,-530.9999999999917,-846.0000000000134,-609.9999999999994,-446.00000000000193,-401.00000000000693,259.0000000000092,335.9999999999985,318.00000000000716,295.0000000000008,-48.000000000003595,-998.0000000000189,-709.0000000000041,917.9999999999966,468.9999999999941,-715.0000000000211,503.000000000009,-941.0000000000025,-974.0000000000038,-777.000000000001,-118.00000000000699,236.00000000001398,,-5338.000000000038
2020.03.02,-378.999999999996,-226.99999999999943,-751.9999999999953,-977.0000000000057,-766.9999999999955,-512.0000000000014,-503.99999999999335,317.0000000000117,471.9999999999942,530.0000000000082,424.9999999999976,-95.99999999999609,-1324.0000000000123,-863.9999999999981,1261.000000000001,688.0000000000024,-885.0000000000025,767.0000000000066,-1177.9999999999973,-1286.9999999999918,-977.9999999999944,-70.0000000000034,302.0000000000023,,-6037.999999999958
