date,GBPUSD,USDJPY,NZDUSD,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,NZDJPY,AUDNZD,empty,sum
2019.06.10,-36.999999999998145,-34.000000000006025,-0.999999999995449,0.0,-222.99999999999542,-19.000000000005457,-19.999999999997797,-25.00000000000835,-245.0000000000063,-52.00000000000671,-21.000000000000796,-53.999999999998494,,-731.000000000019
2019.06.10,22.999999999995246,-10.000000000005116,-34.000000000000696,-23.00000000000635,-236.99999999999832,12.999999999976808,73.99999999999629,140.0000000000068,-425.0000000000087,-87.0000000000033,-42.00000000000159,-116.99999999998934,,-725.0000000000382
2019.06.10,-4.000000000004,-45.000000000001705,-19.00000000000235,0.0,-256.99999999999613,19.99999999998181,279.00000000000705,246.99999999999721,-411.0000000000058,-115.0000000000091,-12.000000000000455,-80.99999999999774,,-398.0000000000312
2019.06.10,-31.000000000003247,-12.000000000000455,-26.000000000003798,26.999999999999247,-258.0000000000027,-43.00000000000637,282.9999999999888,279.00000000000705,-385.00000000001313,-154.00000000001057,-30.000000000001137,-45.99999999999049,,-396.0000000000368
2019.06.10,-32.999999999994145,-29.000000000010573,-21.999999999999797,54.999999999993946,-231.99999999999886,-72.00000000000273,302.0000000000023,331.999999999999,-314.00000000001427,-172.00000000001125,-43.99999999999693,-8.999999999992347,,-238.00000000002572
2019.06.10,-29.00000000001235,-55.999999999997385,-19.00000000000235,82.99999999999974,-242.99999999999324,-82.99999999999841,323.99999999999096,319.0000000000026,-319.0000000000026,-188.0000000000024,-45.99999999999227,-2.999999999997449,,-260.0000000000051
2019.06.10,-24.000000000001798,-103.00000000000864,-9.00000000000345,81.9999999999932,-251.99999999999667,-135.00000000001933,313.00000000000773,293.99999999999426,-303.0000000000088,-227.00000000000387,-48.00000000000182,1.0000000000065512,,-411.00000000004263
2019.06.10,-48.000000000003595,-105.00000000000398,-20.999999999993246,65.99999999999939,-258.9999999999981,-134.00000000001455,340.00000000000693,381.99999999999346,-334.9999999999964,-228.9999999999992,-51.00000000000193,48.000000000003595,,-346.0000000000077
2019.06.10,-117.99999999999588,-21.000000000000796,-78.99999999999574,56.99999999999594,-248.99999999999923,-88.99999999999864,221.00000000000452,462.0000000000068,-387.000000000004,-201.99999999999818,-64.99999999999773,56.99999999999594,,-412.99999999998687
2019.06.10,-134.99999999999625,-14.000000000010004,-104.99999999999955,19.00000000000235,-261.0000000000001,-100.99999999999909,224.000000000002,507.9999999999973,-453.99999999999886,-161.00000000000136,-105.99999999999454,56.000000000011596,,-529.9999999999865
2019.06.10,-87.00000000001484,-13.00000000000523,-109.99999999999899,22.999999999995246,-243.99999999999977,-105.00000000001819,246.99999999999721,537.9999999999941,-482.00000000000466,-168.00000000000637,-120.00000000000455,19.999999999997797,,-501.00000000006816
