date,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2015.04.13,-7.0000000000014495,-73.99999999999629,-21.00000000000435,-72.99999999998974,-41.9999999999976,-178.99999999999582,-116.99999999998934,-26.999999999999247,-140.99999999999113,0.0,,-680.9999999999649
2015.04.13,-75.00000000000284,-43.999999999999595,42.999999999993044,20.0000000000089,60.00000000000449,-216.00000000001617,28.000000000005798,21.00000000000435,-144.99999999999514,12.000000000012001,,-295.99999999998516
2015.04.13,4.000000000004,-62.99999999999084,24.000000000001798,-43.999999999999595,4.999999999999449,-261.0000000000001,25.00000000000835,-9.999999999998899,-140.99999999999113,24.000000000001798,,-436.9999999999652
2015.04.13,35.999999999991594,-104.99999999999955,20.999999999993246,7.0000000000014495,21.999999999999797,-263.99999999999756,109.00000000000354,100.99999999999554,-140.99999999999113,27.00000000002145,,-186.99999999998164
2015.04.13,38.0000000000047,-112.000000000001,19.00000000000235,45.000000000006146,43.999999999999595,-239.99999999999577,209.9999999999991,262.00000000000665,-92.99999999999864,23.00000000001745,,196.0000000000406
2015.04.13,28.999999999990145,-95.00000000000064,34.99999999999615,64.0000000000085,-22.999999999995246,-266.0000000000107,297.9999999999983,103.00000000000864,-191.99999999999218,-141.99999999999767,,-188.99999999999469
2015.04.13,-17.000000000000348,-82.99999999998863,17.000000000000348,57.00000000000705,-44.99999999999504,-310.0000000000103,329.00000000000153,141.00000000001333,-186.99999999999272,-156.99999999998494,,-254.99999999994972
2015.04.13,-83.9999999999952,-45.99999999999049,90.0000000000012,199.00000000000472,52.000000000007596,-466.00000000001086,476.9999999999941,167.00000000000603,-229.00000000000142,-189.99999999997908,,-29.99999999996345
2015.04.13,-70.0000000000145,-27.999999999983594,178.00000000000037,216.0000000000051,62.000000000006494,-480.99999999999807,541.9999999999981,195.00000000001182,-252.99999999999213,-184.99999999999073,,176.0000000000428
2015.04.13,-63.99999999999739,-45.99999999999049,178.99999999999582,134.0000000000008,41.000000000002146,-504.9999999999999,373.00000000000114,148.00000000001478,-300.99999999999574,-176.99999999998272,,-217.99999999995157
2015.04.13,-29.999999999996696,-49.99999999999449,191.99999999999218,175.00000000000293,58.000000000002494,-666.000000000011,435.0000000000076,148.99999999999915,-288.9999999999948,-343.99999999998875,,-369.9999999999814
2015.04.13,-104.99999999999955,3.0000000000196536,213.99999999999199,660.000000000005,414.00000000000324,-590.0000000000016,1679.0000000000082,753.0000000000036,137.00000000000932,-345.99999999997965,,2819.0000000000605
2015.04.13,-123.00000000000644,-3.999999999981796,259.9999999999936,683.0000000000002,412.9999999999967,-599.0000000000161,1656.000000000013,825.0000000000091,104.99999999999955,-338.99999999997823,,2877.0000000000296
2015.04.13,-151.00000000001222,-17.999999999984695,270.99999999999903,682.0000000000048,500.00000000000045,-592.9999999999991,1590.0000000000025,1001.0000000000074,192.99999999999872,-228.99999999999034,,3246.0000000000264
2015.04.13,-144.99999999999514,-10.999999999983245,269.9999999999925,764.0000000000091,653.999999999999,-622.0000000000115,1855.0000000000066,1246.0000000000139,359.0000000000093,-131.99999999999878,,4238.000000000041
2015.04.13,-164.00000000000858,-23.999999999979593,251.00000000000122,789.0000000000064,702.9999999999981,-558.9999999999984,1895.0000000000023,1375.000000000015,448.000000000004,-99.99999999998899,,4614.000000000051
2015.04.13,-214.00000000000307,-44.99999999998394,230.99999999999233,758.0000000000031,653.0000000000035,-507.000000000013,1829.0000000000139,1330.0000000000089,418.0000000000073,-150.99999999999002,,4302.000000000039
2015.04.13,-397.0000000000029,-39.999999999995595,180.99999999999784,721.000000000005,602.0000000000025,-355.0000000000164,1411.0000000000066,1229.0000000000134,394.00000000000546,-131.99999999999878,,3614.0000000000177
2015.04.13,-510.00000000001046,-15.999999999993797,229.00000000000142,705.0000000000001,604.0000000000045,-277.00000000001614,1292.0000000000043,1175.000000000015,324.00000000000205,-139.9999999999846,,3386.0000000000227
2015.04.13,-446.0000000000131,-43.999999999999595,269.9999999999925,714.0000000000035,624.0000000000023,-310.9999999999946,1353.000000000004,1249.9999999999955,308.00000000000824,-81.9999999999821,,3636.000000000017
2015.04.13,-415.0000000000098,-166.99999999998383,170.99999999999892,630.0000000000083,467.0000000000063,-558.9999999999984,1310.9999999999955,1110.000000000011,233.00000000000543,-213.99999999998087,,2567.0000000000523
2015.04.13,-19.999999999997797,-206.99999999997942,90.99999999999665,674.000000000008,531.0000000000036,-763.0000000000026,1896.0000000000089,1187.0000000000048,365.99999999999966,-216.99999999997831,,3538.000000000063
2015.04.13,14.000000000002899,-143.99999999998857,34.99999999999615,674.000000000008,518.0000000000074,-724.0000000000135,1906.0000000000077,1100.000000000012,407.0000000000018,-227.99999999998377,,3558.00000000005
2015.04.13,133.00000000000534,-81.9999999999821,68.00000000000139,767.0000000000066,583.0000000000002,-705.0000000000001,2259.9999999999955,1212.9999999999975,509.9999999999993,-249.99999999999466,,4497.000000000029
2015.04.13,251.99999999998556,-70.99999999999883,68.00000000000139,770.000000000004,580.9999999999982,-897.9999999999987,2468.0000000000036,1198.9999999999945,457.0000000000074,-223.99999999997976,,4602.000000000016
