date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,AUDCAD,NZDCAD,empty,sum
2015.09.14,-11.999999999989797,-13.999999999995794,-110.99999999999443,-90.0000000000012,-55.99999999998939,-14.000000000002899,-24.999999999997247,-73.00000000000084,-145.00000000001023,0.0,-214.99999999998744,-196.0000000000184,-170.00000000000347,-205.99999999999508,0.0,,-1326.9999999999861
2015.09.14,4.000000000004,38.000000000010914,-99.99999999998899,-129.9999999999968,-55.99999999998939,-11.00000000000545,19.999999999997797,-75.9999999999983,-129.99999999999545,109.00000000000354,-346.0000000000019,-201.00000000000674,-116.99999999998934,-239.99999999999577,118.99999999999133,,-1116.9999999999604
2015.09.14,9.999999999998899,-6.000000000000227,-126.99999999998823,-82.00000000000429,-14.000000000002899,-182.0000000000155,-9.999999999998899,-53.999999999998494,-306.99999999998795,129.00000000000134,-134.99999999999625,-468.00000000000176,-14.000000000002899,-185.99999999999727,180.99999999999784,,-1264.9999999999968
2015.09.14,141.99999999999767,17.000000000010118,-92.00000000000318,-63.00000000000195,51.000000000001044,-162.00000000001768,-43.00000000000415,-18.999999999991246,-400.0000000000057,195.00000000003405,71.99999999998319,-468.00000000000176,129.00000000000134,-134.99999999999625,53.999999999998494,,-721.9999999999959
2015.09.14,99.00000000000463,103.00000000000864,-31.000000000003247,-121.00000000000443,119.00000000000244,-128.000000000017,-102.99999999999754,-112.99999999999643,-500.0,82.00000000000429,-130.0000000000079,-207.00000000000162,1.999999999990898,-180.99999999999784,43.999999999999595,,-1065.0000000000155
2015.09.14,161.99999999999548,118.99999999999977,-43.999999999999595,-195.9999999999962,192.99999999999872,-119.00000000000244,-89.00000000000574,-185.99999999999727,-745.0000000000045,182.99999999999983,-289.9999999999903,-224.000000000002,-188.9999999999947,-268.0000000000016,68.99999999999685,,-1624.0000000000039
2015.09.14,167.00000000000603,166.00000000001103,-65.00000000000395,-350.00000000000585,200.00000000000017,-143.00000000000423,-92.00000000000318,-336.9999999999984,-694.9999999999932,162.0000000000399,-741.0000000000139,-260.0000000000158,-495.000000000001,-474.9999999999921,14.999999999998348,,-2942.9999999999764
2015.09.14,163.00000000000205,115.0000000000091,11.00000000000545,-443.0000000000045,127.99999999999478,-131.00000000001444,-129.00000000000134,-409.99999999999926,-681.999999999988,57.00000000001815,-1040.0000000000186,-176.00000000002058,-689.0000000000063,-556.9999999999964,254.99999999999412,,-3528.0000000000255
2015.09.14,241.00000000000233,145.00000000001023,103.00000000000864,-553.0000000000035,211.00000000000563,-107.99999999999699,-172.00000000000549,-500.9999999999959,-729.0000000000134,46.0000000000349,-1205.999999999996,-110.00000000001009,-956.0000000000013,-601.9999999999915,218.99999999999142,,-3971.9999999999613
2015.09.14,219.00000000001364,72.00000000000273,146.00000000000168,-487.0000000000041,157.00000000000713,-97.00000000001374,-178.99999999999582,-456.9999999999963,-634.9999999999909,-30.999999999981043,-1051.0000000000018,-22.0000000000109,-844.0000000000003,-535.999999999992,94.99999999998954,,-3649.9999999999723
2015.09.14,181.00000000000892,-42.999999999992156,96.00000000000719,-421.0000000000047,188.9999999999947,-107.00000000001265,-168.99999999999693,-387.99999999999943,-479.99999999998977,-65.99999999998829,-923.0000000000072,-52.000000000007596,-685.0000000000023,-495.000000000001,132.99999999999423,,-3229.9999999999973
2015.09.14,222.00000000001108,-59.99999999998806,96.99999999999153,-443.0000000000045,215.00000000000963,-109.00000000000354,-155.00000000000514,-410.9999999999947,-362.99999999999955,14.000000000002899,-987.9999999999889,-82.00000000000429,-713.0000000000081,-524.9999999999977,163.99999999999747,,-3136.999999999982
2015.09.14,175.00000000001404,-89.9999999999892,-29.999999999996696,-297.00000000000284,134.00000000001188,-114.0000000000141,-134.0000000000008,-261.0000000000001,-224.99999999999432,49.00000000001015,-539.999999999985,-276.00000000000955,-377.0000000000051,-335.99999999999187,39.999999999995595,,-2281.999999999958
2015.09.14,175.99999999999838,-178.99999999998784,-21.00000000000435,-141.00000000000225,63.99999999999739,-110.00000000001009,-60.00000000000449,-66.99999999999484,-162.00000000000614,182.0000000000377,-76.0000000000094,-285.00000000000193,66.00000000001049,-188.9999999999947,35.999999999991594,,-765.9999999999804
2015.09.14,117.99999999999588,-223.99999999998954,-17.000000000000348,-99.00000000000463,29.999999999996696,-87.99999999999919,-48.99999999999905,-25.999999999992696,-8.99999999998613,79.00000000002905,3.0000000000196536,-282.0000000000045,124.00000000001299,-137.9999999999937,-65.00000000000395,,-642.9999999999194
2015.09.14,97.9999999999981,-196.99999999998852,1.999999999990898,-102.00000000000209,-21.00000000000435,-66.00000000001049,-67.00000000000594,-39.999999999995595,34.99999999999659,42.0000000000087,-85.99999999998609,-219.00000000001364,32.999999999994145,-151.00000000000114,57.99999999999139,,-681.000000000028
2015.09.14,97.00000000001374,-153.99999999999636,17.000000000000348,-160.00000000000458,-14.999999999987246,-68.00000000000139,-126.0000000000039,-126.99999999999933,-66.0000000000025,-28.99999999996794,-268.00000000002376,-155.00000000001623,-116.00000000000499,-168.99999999999693,61.999999999995396,,-1276.9999999999955
2015.09.14,66.00000000001049,-164.99999999999204,-31.000000000003247,-172.00000000000549,93.99999999999409,-126.0000000000039,-114.00000000000298,-139.99999999999568,-68.00000000001205,-4.999999999988347,-314.00000000001427,-155.00000000001623,-140.0000000000068,-188.9999999999947,32.999999999994145,,-1426.000000000037
2015.09.14,66.99999999999484,-272.99999999999613,-31.000000000003247,-40.00000000000669,-4.000000000004,-131.99999999999878,-102.00000000000209,-17.000000000000348,-45.99999999999227,84.0000000000174,197.00000000000273,-298.00000000002046,137.00000000000932,-17.000000000000348,54.999999999993946,,-420.000000000006
2015.09.14,205.00000000001074,-277.000000000001,53.999999999998494,-75.00000000000284,-38.0000000000047,-138.0000000000159,-53.999999999998494,53.999999999998494,19.000000000005457,65.00000000002615,184.00000000000637,-386.00000000001967,333.0000000000055,-21.999999999999797,88.99999999999464,,13.000000000003425
