names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,['EURCHF'],100.0,0.47711111111111115,B
USDJPY,50,"['EURCHF', 'NZDCHF', 'NZDUSD', 'EURJPY']",80.0,0.8152148994796051,B
USDCAD,30,"['EURNZD', 'GBPAUD', 'AUDUSD', 'AUDNZD', 'USDCAD', 'AUDJPY', 'AUDCAD']",80.0,-0.825,S
AUDUSD,10,['AUDNZD'],80.0,-1.0,S
GBPCHF,10,"['NZDCHF', 'EURCHF']",80.0,0.99,B
EURCHF,10,"['USDCHF', 'CHFJPY', 'CADJPY']",80.0,-0.96,S
CADCHF,15,['EURCHF'],80.0,-0.5844212454212456,S
AUDCHF,10,['AUDNZD'],80.0,-1.0,S
EURGBP,15,"['EURUSD', 'USDCAD']",80.0,0.21309090909090916,B
GBPJPY,10,"['GBPUSD', 'EURCHF']",80.0,-0.76,S
GBPCAD,10,['EURCHF'],100.0,0.733404761904762,B
GBPAUD,10,['AUDNZD'],80.0,1.0,B
EURCAD,10,"['USDCHF', 'CHFJPY']",80.0,-0.38233333333333336,S
EURAUD,10,['AUDNZD'],80.0,0.986,B
AUDCAD,10,['AUDNZD'],80.0,-0.9840000000000001,S
NZDCAD,30,['EURCHF'],80.0,0.21649649477069055,B
