date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,AUDCAD,NZDCAD,empty,sum
2015.09.14,12.000000000012001,42.00000000000159,-73.99999999999629,-31.999999999998696,5.999999999994898,35.999999999991594,38.0000000000047,-12.000000000000899,-108.00000000000409,147.00000000003044,-84.0000000000174,-181.00000000000892,56.99999999999594,-121.99999999999989,122.99999999999534,,-151.99999999999966
2015.09.14,17.000000000000348,45.000000000001705,-97.9999999999981,-53.00000000000304,-29.999999999996696,34.99999999998504,39.00000000000014,-5.999999999994898,-68.00000000001205,180.00000000002458,-141.99999999999767,-196.0000000000184,29.00000000001235,-152.99999999999204,261.0000000000001,,-139.99999999998863
2015.09.14,171.99999999999437,25.000000000005684,-78.00000000000028,-41.9999999999976,66.00000000001049,-128.000000000017,36.0000000000027,33.000000000005244,-229.99999999998977,310.00000000003246,159.00000000002024,-428.00000000000614,365.99999999999966,-114.99999999999844,185.99999999999727,,332.0000000000589
2015.09.14,155.00000000001623,127.00000000000955,-21.999999999988695,-43.00000000000415,124.00000000001299,-68.00000000000139,-29.000000000001247,-8.999999999992347,-366.9999999999902,204.00000000000418,111.99999999997878,-200.00000000000017,178.00000000001148,-85.00000000000173,69.9999999999923,,147.0000000000456
2015.09.14,184.00000000000637,185.00000000000227,-15.999999999993797,-119.00000000000244,229.99999999999687,-119.00000000000244,-67.00000000000594,-112.000000000001,-495.00000000000455,245.0000000000063,-62.000000000006494,-190.00000000000128,12.999999999996348,-179.99999999999127,122.99999999999534,,-380.0000000000057
2015.09.14,182.99999999999983,310.0000000000023,15.00000000000945,-182.00000000000438,218.00000000000708,-97.9999999999981,-82.99999999999974,-168.99999999999693,-687.0000000000118,192.00000000001438,-240.9999999999801,-133.00000000000534,-147.99999999999258,-242.99999999999324,172.99999999998983,,-892.9999999999595
2015.09.14,171.00000000001003,189.00000000000716,14.000000000002899,-300.0000000000003,200.00000000000017,-119.00000000000244,-82.99999999999974,-280.9999999999979,-485.00000000001364,172.0000000000166,-620.0000000000206,-160.00000000000458,-373.00000000000114,-391.9999999999924,343.9999999999999,,-1722.999999999996
2015.09.14,256.99999999999613,147.00000000000557,106.99999999999044,-397.0000000000029,212.99999999999653,-102.00000000000209,-99.00000000000463,-347.9999999999928,-519.0000000000055,142.0000000000421,-807.0000000000022,-110.00000000001009,-551.9999999999969,-461.0000000000003,313.99999999999204,,-2214.9999999999945
2015.09.14,248.00000000000378,175.00000000001137,147.99999999999258,-436.00000000000307,245.0000000000063,-46.0000000000127,-131.99999999999878,-395.99999999999636,-554.000000000002,64.0000000000196,-932.0000000000217,30.999999999981043,-733.9999999999902,-481.9999999999935,220.99999999999343,,-2580.00000000001
2015.09.14,243.00000000001543,118.99999999999977,197.00000000000273,-421.0000000000047,236.00000000001398,-89.00000000000574,-158.0000000000026,-378.00000000000057,-462.99999999999386,-11.999999999989797,-890.000000000013,42.999999999993044,-652.9999999999925,-430.9999999999925,179.99999999999127,,-2476.9999999999786
2015.09.14,224.000000000002,33.00000000000125,103.99999999999298,-419.00000000000273,225.99999999999287,-87.00000000001484,-114.99999999999844,-386.9999999999929,-306.99999999998795,106.0000000000283,-919.9999999999875,-49.00000000001015,-672.0000000000059,-493.99999999999443,301.9999999999912,,-2454.999999999986
2015.09.14,235.00000000000742,-59.99999999998806,104.99999999999955,-268.99999999999704,229.00000000001253,-80.99999999999774,-114.99999999999844,-236.99999999999832,-188.99999999999295,117.00000000001154,-438.9999999999894,-47.00000000001925,-327.99999999999494,-292.9999999999988,181.9999999999933,,-1189.999999999951
2015.09.14,219.99999999999798,-78.99999999999352,-19.999999999997797,-99.00000000000463,139.00000000000023,-82.00000000000429,-6.0000000000060005,-39.999999999995595,-134.9999999999909,288.0000000000216,50.99999999997884,-273.0000000000121,136.00000000000279,-153.99999999999858,59.99999999999339,,5.999999999991402
2015.09.14,192.99999999999872,-162.9999999999967,0.0,-58.000000000002494,73.00000000001194,-78.00000000000028,2.000000000002,20.0000000000089,27.999999999991587,229.00000000003473,148.99999999999915,-282.0000000000045,270.99999999999903,-85.99999999999719,63.99999999999739,,362.0000000000423
