date,GBPUSD,USDJPY,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURAUD,AUDJPY,empty,sum
2016.08.15,-20.999999999982144,-19.000000000005457,-96.00000000000719,-13.00000000000523,-139.99999999999568,-90.99999999999665,-31.00000000000591,-12.999999999996348,0.0,,-423.9999999999946
2016.08.15,-11.999999999989797,25.99999999999625,-94.00000000000519,-9.000000000000341,-143.00000000000423,-56.99999999999594,25.99999999999625,-35.00000000000725,103.00000000000864,,-195.0000000000016
2016.08.15,-136.00000000000279,99.00000000000375,-113.00000000000753,96.00000000000364,-195.00000000000074,-121.00000000001555,45.000000000001705,-15.00000000000945,109.00000000000887,,-231.00000000001808
2016.08.15,-149.9999999999835,58.9999999999975,-149.00000000001023,70.99999999999795,-190.99999999999673,-249.00000000001032,13.999999999995794,-107.99999999999699,162.00000000000614,,-541.0000000000005
2016.08.15,-200.99999999998454,128.0000000000001,-132.0000000000099,125.0,-199.00000000000472,-147.00000000000824,66.0000000000025,-39.999999999995595,147.99999999999613,,-252.0000000000042
2016.08.15,-170.99999999998784,141.9999999999959,-117.00000000000044,182.99999999999272,-187.9999999999993,-100.0000000000112,114.99999999999488,-2.0000000000131024,176.00000000000193,,37.99999999997357
2016.08.15,-123.99999999999079,109.99999999999943,-104.99999999999955,138.9999999999958,-177.00000000000495,-51.000000000001044,75.9999999999934,41.000000000002146,115.99999999999966,,24.999999999994102
2016.08.15,-124.99999999999733,138.00000000000523,-115.00000000000954,117.00000000000443,-156.00000000000057,68.99999999998573,81.00000000000307,119.00000000000244,78.00000000000296,,205.99999999999642
2016.08.15,-85.99999999998609,221.9999999999942,-70.0000000000034,171.99999999999704,-90.0000000000012,248.00000000000378,123.99999999999523,126.99999999998823,123.99999999999523,,770.999999999983
2016.08.15,75.00000000000284,233.0000000000041,-111.00000000000554,176.9999999999925,-1.0000000000065512,378.999999999996,126.00000000000477,82.00000000000429,129.0000000000049,,1088.9999999999973
2016.08.15,49.00000000001015,180.00000000000682,-103.00000000000864,128.99999999999068,2.000000000002,394.9999999999898,67.99999999999784,66.99999999999484,70.99999999999795,,857.9999999999816
2016.08.15,9.999999999998899,191.0000000000025,11.999999999989797,122.99999999999045,-26.999999999999247,367.99999999999056,90.00000000000341,129.99999999998568,82.00000000000784,,978.9999999999699
2016.08.15,32.0000000000098,197.00000000000273,62.99999999999084,126.99999999999534,-17.999999999995797,375.9999999999986,112.99999999999955,151.9999999999966,105.00000000000398,,1147.0000000000018
2016.08.15,101.00000000001774,135.00000000000512,71.99999999999429,78.99999999999352,14.000000000002899,381.99999999999346,42.999999999992156,75.00000000000284,114.00000000000432,,1015.0000000000064
2016.08.15,48.000000000003595,132.99999999999557,6.999999999990347,78.00000000000296,-36.0000000000027,241.00000000000233,45.000000000001705,28.999999999990145,115.99999999999966,,660.9999999999835
2016.08.15,-15.999999999993797,170.0000000000017,56.0000000000005,105.99999999999454,-65.99999999999939,272.99999999998994,88.99999999999864,96.99999999999153,120.00000000000455,,828.9999999999882
2016.08.15,-37.99999999998249,162.9999999999967,57.99999999999139,108.99999999999466,-87.00000000000374,121.99999999999989,73.99999999999807,28.999999999990145,106.99999999999932,,536.9999999999839
2016.08.15,-35.999999999991594,135.00000000000512,21.999999999999797,84.99999999999375,-85.00000000000173,76.99999999999375,72.00000000000273,-72.0000000000054,167.0000000000016,,364.999999999998
2016.08.15,-0.9999999999843467,25.99999999999625,-9.00000000000345,-19.99999999999602,-75.00000000000284,-17.000000000000348,-43.99999999999693,-161.99999999999548,135.00000000000512,,-166.99999999997806
2016.08.15,99.00000000000463,-22.999999999996135,-89.00000000000574,-60.000000000002274,-68.99999999999685,-60.99999999999994,-67.00000000000728,-178.99999999999582,146.0000000000008,,-302.99999999999864
2016.08.15,104.99999999999955,-84.99999999999375,-207.00000000000162,-58.000000000006935,-80.00000000000229,-285.00000000000193,-52.00000000000671,-341.00000000001353,197.00000000000273,,-806.0000000000246
2016.08.15,-68.00000000000139,-99.99999999999432,-218.00000000000708,-49.99999999999716,-185.00000000000182,-418.0000000000073,-112.00000000000898,-309.0000000000037,201.99999999999818,,-1258.0000000000236
2016.08.15,-78.99999999998464,-64.99999999999773,-231.0000000000034,-5.000000000009663,-182.99999999999983,-411.0000000000058,-64.99999999999773,-295.0000000000008,222.0000000000084,,-1111.9999999999911
