date,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.06,214.00000000000307,124.00000000000189,1.0000000000065512,-46.999999999997044,-58.9999999999975,141.99999999999767,250.00000000000577,118.99999999999133,-135.00000000001933,462.99999999996896,-76.99999999999818,65.00000000000395,446.0000000000131,520.9999999999936,57.00000000000216,97.99999999999898,-18.000000000000682,152.00000000000767,-17.000000000000348,-4.000000000004,,2294.9999999999777
2020.04.06,282.0000000000045,121.99999999999989,63.00000000000195,5.000000000010552,-112.99999999999955,85.99999999999719,150.00000000000568,63.99999999999739,-190.00000000002615,599.9999999999783,-96.9999999999942,182.99999999999983,483.0000000000112,648.0000000000041,59.99999999998806,84.00000000000318,45.999999999999375,31.999999999998696,26.000000000003798,131.99999999999878,,2665.9999999999827
2020.04.06,156.00000000000057,73.99999999999629,31.000000000003247,-120.99999999999334,-196.99999999998852,-43.999999999999595,7.0000000000014495,22.999999999995246,-398.00000000002456,817.9999999999854,-173.00000000000182,195.9999999999962,468.00000000000176,661.9999999999848,-17.000000000010118,27.000000000001023,9.99999999999801,26.999999999999247,41.9999999999976,161.99999999999548,,1752.9999999999384
2020.04.06,190.00000000000128,46.00000000000159,73.99999999999629,-72.0000000000054,-264.99999999998636,-2.000000000002,7.0000000000014495,92.99999999999864,-339.00000000002706,580.999999999987,-219.99999999999886,282.0000000000045,429.00000000001273,809.9999999999997,-20.000000000010232,-7.999999999995566,46.999999999997044,-24.999999999997247,75.00000000000284,285.00000000000193,,1967.9999999999823
2020.04.06,334.00000000001205,126.0000000000039,109.99999999999899,-106.00000000000608,-410.99999999998715,16.0000000000049,47.00000000000814,82.99999999999974,-337.0000000000175,455.0000000000054,-411.00000000000136,365.0000000000153,605.9999999999955,892.0000000000039,-97.99999999999898,-55.00000000000682,-42.00000000000159,-0.999999999995449,46.00000000000159,224.000000000002,,1843.0000000000362
2020.04.06,310.0000000000103,170.00000000000347,131.00000000000333,-73.99999999999629,-429.9999999999926,-7.9999999999968985,72.0000000000054,92.99999999999864,-402.00000000001523,597.0000000000031,-365.99999999999966,232.00000000000998,597.0000000000031,820.9999999999828,-123.00000000000466,-34.000000000006025,0.0,94.00000000000519,94.00000000000519,181.9999999999933,,1956.0000000000127
2020.04.06,-9.999999999998899,-17.999999999995797,19.00000000000235,-146.00000000000168,-593.9999999999941,-205.99999999999508,-142.99999999999312,-49.00000000001015,-804.000000000002,280.9999999999757,-625.0,-73.99999999999629,114.0000000000141,478.0000000000006,-451.9999999999982,-361.0000000000042,-295.0000000000017,16.0000000000049,109.00000000000354,292.9999999999877,,-2467.0000000000023
2020.04.06,-129.00000000000134,-244.99999999999523,-178.00000000000037,-174.00000000000747,-654.9999999999869,-246.99999999999721,-342.9999999999933,-217.0000000000005,-979.0000000000134,-337.0000000000317,-706.0000000000031,-107.99999999999699,-486.999999999993,-4.000000000004,-517.0000000000101,-617.0000000000044,-504.99999999999545,-212.99999999999653,-90.0000000000012,350.9999999999902,,-6400.000000000041
2020.04.06,-229.99999999999687,-178.00000000000037,-136.00000000000279,-167.9999999999904,-614.9999999999949,-271.9999999999945,-279.99999999999136,-172.00000000000549,-874.0000000000236,-161.99999999999548,-680.9999999999974,-202.9999999999976,-252.99999999999213,180.99999999998673,-550.0000000000114,-525.9999999999962,-442.99999999999784,-73.99999999999629,21.999999999999797,312.00000000000114,,-5301.999999999997
2020.04.06,-249.99999999999466,-138.00000000000477,-114.99999999999844,-117.99999999999588,-651.9999999999868,-246.00000000000176,-192.99999999999872,-117.00000000000044,-885.0000000000193,62.000000000006494,-676.0000000000019,-204.00000000000418,-92.99999999998754,266.999999999995,-551.0000000000019,-465.0000000000034,-408.00000000000125,-24.999999999997247,62.000000000006494,285.00000000000193,,-4459.999999999988
2020.04.06,-210.99999999998343,-85.99999999999719,-80.00000000000229,-137.9999999999937,-681.999999999988,-271.9999999999945,-182.99999999999983,-121.99999999999989,-914.0000000000157,99.99999999998899,-724.9999999999943,-234.00000000000088,-34.99999999998504,275.9999999999874,-600.0000000000085,-469.99999999999886,-427.99999999999727,31.000000000003247,92.99999999999864,245.0000000000063,,-4434.999999999975
2020.04.06,-176.99999999998272,-53.00000000000304,-19.00000000000235,-143.00000000000423,-632.9999999999956,-261.0000000000001,-162.99999999999093,-67.00000000000594,-876.0000000000048,226.9999999999772,-679.000000000002,-208.99999999999253,60.99999999999994,482.999999999989,-550.0000000000114,-411.00000000000136,-334.0000000000032,50.0000000000056,162.0000000000066,316.0000000000052,,-3276.000000000017
2020.04.06,-383.99999999998437,-21.999999999999797,-41.9999999999976,-140.0000000000068,-622.9999999999905,-337.99999999999386,-102.99999999999754,-67.00000000000594,-882.000000000005,432.9999999999945,-667.9999999999922,-373.99999999998545,224.000000000002,458.00000000000284,-632.000000000005,-344.99999999999886,-331.00000000000307,224.000000000002,251.99999999999667,212.99999999999653,,-3146.999999999972
2020.04.06,-405.9999999999952,-73.99999999999629,-98.99999999999353,-148.99999999999915,-586.9999999999891,-356.9999999999962,-172.99999999998983,-132.0000000000099,-789.0000000000157,153.9999999999875,-628.0000000000001,-405.9999999999952,51.000000000001044,266.999999999995,-623.0000000000047,-390.00000000000057,-380.00000000000256,157.00000000000713,182.00000000000438,200.00000000000017,,-4181.999999999993
2020.04.06,-428.9999999999905,-85.99999999999719,-139.00000000000023,-194.0000000000053,-625.0,-365.99999999999966,-182.99999999999983,-167.00000000000603,-828.000000000003,91.99999999998099,-717.9999999999893,-371.99999999999454,82.00000000000429,222.99999999999542,-664.0000000000015,-429.00000000000205,-448.0000000000075,150.00000000000568,141.99999999999767,167.00000000000603,,-4792.000000000006
2020.04.06,-395.99999999999636,-17.999999999995797,-59.99999999999339,-187.99999999998818,-621.9999999999999,-378.999999999996,-132.99999999999423,-117.00000000000044,-750.0,150.00000000000568,-700.9999999999934,-400.00000000000034,211.00000000000563,384.9999999999909,-669.0000000000111,-370.9999999999951,-378.0000000000001,235.00000000000742,226.00000000000398,171.99999999999437,,-3802.9999999999577
2020.04.06,-517.9999999999962,-83.9999999999952,-110.99999999999443,-205.99999999999508,-725.9999999999991,-373.99999999999653,-142.99999999999312,-112.000000000001,-842.000000000013,70.99999999997664,-854.9999999999898,-356.9999999999851,222.00000000001108,429.99999999999704,-739.0000000000043,-442.99999999999784,-439.00000000000716,219.00000000000253,228.00000000000597,187.00000000000384,,-4591.999999999971
2020.04.06,-739.9999999999851,-236.99999999999832,-278.00000000000045,-245.0000000000063,-750.0,-505.99999999999534,-295.99999999999625,-298.0000000000094,-1105.0000000000182,-236.00000000003618,-933.9999999999975,-598.999999999994,-249.99999999999466,-97.00000000001374,-924.0000000000066,-667.0000000000016,-668.9999999999969,126.99999999999933,134.0000000000008,167.9999999999904,,-8402.000000000058
2020.04.06,-941.9999999999984,-295.0000000000008,-341.99999999999784,-158.99999999999804,-774.9999999999915,-605.9999999999955,-375.9999999999986,-362.00000000000676,-1296.0000000000207,-100.0000000000334,-840.999999999994,-922.0000000000006,-530.9999999999926,-414.00000000000324,-1025.0000000000057,-719.9999999999989,-731.0000000000088,168.00000000000148,141.99999999999767,153.9999999999875,,-9973.000000000058
