date,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPAUD,EURAUD,NZDCAD,empty,sum
2015.08.24,-63.000000000013046,-58.9999999999975,-48.000000000003595,-0.999999999995449,-37.00000000000925,-103.00000000000864,-4.999999999999449,0.0,-37.99999999999359,-130.99999999997004,-11.999999999989797,-175.00000000000293,,-671.9999999999833
2015.08.24,-18.0000000000069,-123.99999999999523,-66.99999999999484,21.999999999999797,73.99999999999629,-76.99999999999818,19.00000000000235,115.99999999999389,-10.999999999994348,-271.9999999999612,-14.999999999987246,-126.0000000000039,,-478.9999999999495
2015.08.24,-7.0000000000014495,-158.00000000000125,-103.00000000000864,-14.000000000002899,88.99999999999464,-139.00000000001,3.999999999992898,13.999999999991797,6.0000000000060005,-471.9999999999835,-216.99999999997831,-321.0000000000046,,-1318.0000000000052
2015.08.24,81.9999999999821,-22.00000000000557,-253.99999999999866,-346.0000000000019,-206.00000000000617,-78.00000000000296,-79.00000000000685,-297.00000000000284,39.00000000000014,-1330.9999999999711,-998.9999999999943,-252.0000000000078,,-3743.000000000016
2015.08.24,86.99999999999264,207.9999999999984,-581.9999999999936,-485.99999999999756,-531.0000000000036,126.00000000000477,-302.9999999999977,-487.99999999999955,129.00000000000134,-1639.999999999997,-1387.9999999999893,41.9999999999976,,-4825.999999999984
2015.08.24,-46.0000000000127,-82.99999999999841,-472.9999999999901,-458.00000000000284,-432.0000000000102,-42.00000000000159,-148.0000000000037,-334.00000000000097,70.99999999999883,-1529.9999999999868,-1081.999999999983,134.0000000000008,,-4422.99999999999
2015.08.24,-50.0000000000167,-63.00000000000239,-459.99999999999375,-485.99999999999756,-439.0000000000005,31.00000000000591,-90.0000000000012,-353.99999999999875,74.00000000000739,-1554.9999999999732,-1144.999999999996,173.00000000000094,,-4363.999999999966
2015.08.24,-15.00000000000945,-39.00000000000148,-519.0000000000028,-534.9999999999966,-472.00000000000574,56.99999999998795,-140.0000000000068,-391.000000000008,106.00000000000608,-1642.9999999999723,-1207.9999999999868,220.99999999999343,,-4578.000000000003
2015.08.24,107.99999999999699,191.99999999999307,-533.99999999999,-487.99999999999955,-504.9999999999999,21.99999999999136,-346.9999999999973,-546.000000000002,190.00000000000128,-1597.9999999999884,-1920.999999999995,209.9999999999991,,-5216.99999999999
2015.08.24,484.9999999999799,337.0000000000033,-665.0000000000044,-613.9999999999924,-568.0000000000018,92.99999999998931,-404.0000000000044,-692.9999999999992,420.00000000000927,-1944.9999999999968,-2290.9999999999986,53.999999999998494,,-5791.000000000018
2015.08.24,524.9999999999977,513.0000000000052,-565.9999999999999,-639.0000000000007,-472.00000000000574,103.00000000000864,-540.0000000000072,-844.0000000000003,419.00000000000273,-2101.9999999999595,-2421.999999999991,161.99999999999548,,-5862.9999999999545
2015.08.24,665.9999999999889,599.0000000000038,-767.9999999999909,-975.9999999999991,-832.0000000000105,-312.9999999999882,-1004.0000000000049,-1512.0000000000023,489.0000000000061,-3247.0,-3765.9999999999804,239.99999999999577,,-10423.999999999982
2015.08.24,975.9999999999991,947.9999999999933,-741.9999999999982,-895.9999999999968,-766.0,-106.99999999999932,-919.9999999999986,-1378.0000000000014,677.0000000000053,-2910.9999999999745,-3554.9999999999973,363.0000000000022,,-8310.999999999965
2015.08.24,711.9999999999793,734.9999999999994,-687.9999999999998,-795.0000000000013,-722.0000000000005,-64.99999999999773,-817.000000000001,-1208.000000000009,502.00000000000244,-2648.9999999999905,-3189.999999999982,383.99999999999545,,-7801.0000000000055
2015.08.24,705.0000000000001,602.9999999999944,-615.00000000001,-787.9999999999998,-726.0000000000044,56.000000000011596,-565.9999999999999,-1000.0000000000009,491.0000000000081,-2596.9999999999604,-2887.9999999999795,451.0000000000014,,-6873.99999999994
