date,GBPUSD,USDCAD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURAUD,CADJPY,AUDCAD,empty,sum
2021.08.30,-90.99999999999665,0.0,0.0,-164.99999999999204,-78.00000000000028,-175.00000000000293,-60.99999999999994,-84.99999999997954,-29.999999999996696,-76.00000000000762,-11.00000000000545,,-771.9999999999811
2021.08.30,-5.000000000010552,59.99999999999339,-68.00000000000139,-185.99999999999284,-2.000000000002,51.99999999999649,89.00000000000574,-7.000000000005002,-24.000000000001798,-85.00000000000796,65.99999999999939,,-110.0000000000265
2021.08.30,-123.99999999999079,-39.999999999995595,-4.999999999988347,-170.0000000000017,52.99999999999194,115.99999999999389,77.00000000000485,-96.00000000000364,4.000000000004,-153.0000000000058,83.9999999999952,,-253.99999999999605
2021.08.30,-134.99999999999625,-9.999999999998899,15.999999999993797,-176.00000000000193,39.00000000000014,114.99999999999844,79.00000000000685,-173.00000000000182,-45.000000000006146,-154.00000000001057,85.99999999999719,,-358.0000000000192
2021.08.30,-134.00000000001188,12.999999999996348,32.0000000000098,-165.99999999999682,60.99999999999994,149.99999999999457,81.00000000000884,-163.99999999998727,-34.000000000000696,-155.00000000000114,92.99999999999864,,-222.99999999998965
2021.08.30,-147.99999999999258,-15.999999999993797,39.999999999995595,-193.9999999999884,103.99999999999298,193.99999999999417,79.00000000000685,-187.99999999998818,-5.999999999994898,-190.00000000001194,101.99999999999099,,-222.99999999998923
2021.08.30,-144.99999999999514,-7.999999999985796,38.0000000000047,-174.99999999999716,86.99999999999264,144.99999999999514,100.00000000000009,-162.00000000000614,-45.99999999999049,-174.0000000000066,151.9999999999966,,-187.99999999999216
2021.08.30,-141.99999999999767,41.000000000002146,21.00000000000435,-135.99999999999568,59.99999999999339,108.99999999999244,102.00000000000209,-68.9999999999884,-85.99999999998609,-79.00000000000773,170.99999999999892,,-7.999999999982236
2021.08.30,-181.00000000000892,26.999999999999247,5.000000000010552,-165.99999999999682,29.000000000001247,83.9999999999952,126.99999999999933,-49.000000000006594,-133.00000000000534,-65.00000000001194,170.99999999999892,,-151.00000000002507
2021.08.30,-198.99999999999363,12.999999999996348,15.00000000000945,-173.99999999999238,-3.0000000000085514,76.99999999999375,114.99999999999844,-81.99999999999363,-225.99999999999287,-74.00000000001228,142.99999999999312,,-395.0000000000022
2021.08.30,-187.00000000000384,49.00000000001015,5.000000000010552,-227.99999999999443,-2.000000000002,65.99999999999939,129.00000000000134,-127.9999999999859,-221.00000000000452,-70.00000000000739,116.99999999998934,,-469.9999999999874
2021.08.30,-218.00000000000708,65.00000000000395,17.000000000000348,-221.9999999999942,-53.999999999998494,7.9999999999968985,104.00000000000409,-162.9999999999825,-348.9999999999993,-67.00000000000728,83.9999999999952,,-794.9999999999884
2021.08.30,-235.00000000000742,117.99999999999588,19.999999999997797,-204.9999999999983,-75.9999999999983,-7.9999999999968985,86.0000000000083,-146.99999999999136,-409.99999999999926,-17.000000000010118,55.99999999998939,,-818.0000000000102
2021.08.30,-239.00000000001143,119.00000000000244,29.999999999996696,-173.00000000000182,-20.0000000000089,51.000000000001044,84.0000000000063,-141.9999999999959,-312.00000000000114,-9.000000000000341,103.99999999999298,,-507.0000000000201
2021.08.30,-198.00000000000927,114.99999999999844,45.99999999999049,-138.9999999999958,-28.000000000005798,51.99999999999649,101.00000000000664,-99.99999999999432,-326.9999999999884,-13.00000000000523,88.99999999999464,,-402.0000000000121
2021.08.30,-201.00000000000674,120.99999999999334,51.000000000001044,-115.99999999999966,2.000000000002,60.99999999999994,94.00000000000519,-87.99999999999386,-275.9999999999874,0.999999999990564,106.99999999999044,,-244.00000000000512
2021.08.30,-208.99999999999253,144.0000000000108,41.000000000002146,-116.99999999999022,-43.00000000000415,31.999999999998696,91.00000000000774,-85.99999999998431,-365.99999999999966,17.99999999998647,75.9999999999983,,-418.9999999999668
2021.08.30,-161.00000000001114,133.00000000000534,46.999999999997044,-96.9999999999942,-39.00000000000014,41.9999999999976,92.00000000000318,-48.00000000000182,-400.00000000000034,10.99999999999568,29.999999999996696,,-390.0000000000121
