date,EURUSD,USDJPY,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURCAD,EURAUD,CADJPY,AUDCAD,empty,sum
2021.11.22,-8.999999999992347,-19.99999999999602,-48.99999999998794,-118.99999999999977,-85.00000000000173,-47.9999999999925,-33.00000000001546,-52.000000000007596,-24.000000000001798,-15.999999999991132,-34.000000000000696,,-488.99999999998704
2021.11.22,26.999999999999247,37.9999999999967,-75.99999999998718,79.00000000000773,-58.000000000002494,-69.9999999999923,99.99999999999432,-5.000000000010552,35.999999999991594,42.00000000000159,-22.999999999995246,,90.00000000000341
2021.11.22,31.000000000003247,102.00000000000387,-88.99999999998354,94.99999999999886,-26.000000000003798,-88.99999999999464,115.0000000000091,-59.000000000009045,-67.00000000001705,52.99999999999727,-80.00000000000229,,-13.999999999998025
2021.11.22,114.99999999999844,147.00000000000557,-56.99999999999594,144.99999999999602,-26.999999999999247,-68.99999999999685,118.99999999999977,-8.999999999992347,-63.000000000013046,91.99999999999875,-80.00000000000229,,312.99999999999886
2021.11.22,2.0000000000131024,103.9999999999992,-73.99999999999629,168.99999999999693,-36.999999999998145,-89.99999999999008,139.99999999998636,-103.99999999999298,-60.99999999999994,46.00000000000648,-149.99999999999457,,-54.99999999996993
2021.11.22,-4.999999999988347,115.99999999999966,-69.9999999999923,192.99999999999784,-13.00000000000745,-86.99999999999264,179.00000000000205,-126.0000000000039,30.999999999981043,73.0000000000075,-136.00000000000279,,155.00000000000068
2021.11.22,2.0000000000131024,132.000000000005,-108.99999999998133,191.0000000000025,-65.00000000000395,-92.99999999999864,167.0000000000016,-53.999999999998494,1.999999999990898,102.00000000000387,-109.99999999999899,,165.00000000003558
2021.11.22,-14.000000000002899,212.99999999999386,-106.99999999999044,141.00000000000534,-96.00000000000719,-92.99999999999864,210.9999999999843,-46.999999999997044,-157.00000000000713,129.0000000000049,-116.00000000000499,,63.99999999998006
2021.11.22,112.000000000001,224.99999999999432,-93.99999999999409,180.99999999999739,-87.99999999999919,-73.99999999999629,246.00000000000932,26.999999999999247,-213.00000000001873,150.99999999999625,-153.99999999999858,,318.9999999999906
2021.11.22,121.99999999999989,213.99999999999864,-54.99999999998284,153.0000000000058,-73.00000000000084,-58.99999999999794,200.9999999999934,59.99999999999339,-189.00000000001694,141.9999999999959,-138.00000000000477,,377.99999999998363
2021.11.22,167.00000000000603,215.0000000000034,-29.999999999996696,171.00000000000648,-56.0000000000005,-30.999999999992145,216.99999999998454,106.99999999999044,-298.00000000002046,146.0000000000008,-146.99999999999713,,460.99999999998477
2021.11.22,141.00000000001333,188.0000000000024,-11.999999999989797,203.00000000000296,-21.999999999999797,-42.999999999993044,216.99999999998454,136.00000000000279,-307.00000000001285,183.00000000000693,-156.99999999999602,,527.0000000000215
2021.11.22,127.00000000001043,194.99999999999318,-14.999999999987246,237.99999999999955,-80.99999999999774,-37.99999999999359,233.0000000000041,170.99999999998784,-424.00000000000216,188.0000000000024,-217.0000000000005,,377.0000000000162
2021.11.22,97.00000000001374,213.99999999999864,-12.999999999996348,272.00000000000557,-141.99999999999767,-24.999999999997247,325.9999999999934,129.00000000000134,-514.9999999999987,231.00000000000875,-258.9999999999981,,315.00000000003325
2021.11.22,102.00000000000209,210.99999999999852,-23.999999999979593,234.99999999999943,-117.00000000000044,-24.999999999997247,335.9999999999843,123.99999999999079,-437.0000000000207,216.99999999999875,-241.99999999999778,,379.9999999999781
