date,USDCHF,GBPUSD,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.11,-28.000000000005798,-4.999999999988347,-11.00000000000545,-75.9999999999934,-72.0000000000054,-25.999999999992696,-14.000000000002899,-109.00000000000887,-92.99999999999864,-35.999999999991594,-83.9999999999952,51.000000000001044,-100.00000000002274,-197.00000000000273,9.000000000014552,-86.00000000001273,95.00000000000064,0.9999999999843467,162.00000000000614,58.99999999999794,10.999999999994348,-18.999999999991246,,-568.0000000000188
2018.06.11,-25.00000000000835,-5.999999999994898,-7.0000000000014495,-10.000000000005116,-100.00000000000009,-45.000000000006146,-19.999999999997797,-43.00000000000637,-141.99999999999767,-90.0000000000012,-117.99999999999588,58.000000000002494,-24.00000000000091,-204.00000000000418,-59.99999999999339,-15.999999999991132,160.99999999998892,51.99999999998539,159.9999999999966,43.999999999999595,-7.0000000000014495,-69.9999999999923,,-512.0000000000252
2018.06.11,-48.000000000003595,-54.99999999998284,-2.0000000000131024,-176.00000000000193,-74.00000000000739,-97.9999999999981,-42.0000000000087,-225.00000000000853,-156.00000000000057,-81.9999999999932,-100.00000000000009,56.0000000000005,-287.00000000000614,-160.00000000000458,90.99999999999665,-195.99999999999795,180.99999999998673,144.99999999999514,293.00000000000637,64.99999999999284,39.999999999995595,-126.99999999998823,,-957.0000000000409
2018.06.11,-60.99999999999994,-5.999999999994898,17.000000000000348,-123.99999999999523,-95.00000000000064,-69.9999999999923,-34.000000000000696,-162.00000000000614,-197.99999999999818,-88.99999999999464,-126.99999999999933,72.0000000000054,-167.0000000000016,-292.00000000000335,32.999999999994145,-110.00000000001364,271.99999999998334,73.99999999999629,289.0000000000015,109.00000000000354,56.0000000000005,-99.99999999998899,,-713.0000000000044
2018.06.11,-73.00000000000084,-53.999999999998494,-8.000000000008,-99.99999999999432,-102.99999999999754,-137.00000000000932,-76.0000000000094,-127.00000000000955,-184.00000000000637,-134.0000000000008,-146.99999999999713,63.00000000000195,-187.00000000001182,-167.00000000000603,22.999999999995246,-110.99999999999,180.99999999998673,88.99999999998354,237.00000000000898,29.000000000001247,12.000000000000899,-131.99999999999878,,-1106.0000000000598
2018.06.11,-60.00000000000449,-85.99999999998609,-113.00000000000753,-164.99999999999204,-174.00000000000747,-154.99999999999403,-165.00000000001512,-210.99999999999852,-228.00000000000597,-183.99999999999528,-207.99999999999707,121.00000000000443,-310.0000000000023,-243.99999999999977,-69.9999999999923,-300.00000000001137,146.99999999998602,66.99999999999484,347.999999999999,17.000000000000348,-19.999999999997797,-107.99999999999699,,-2101.0000000000186
2018.06.11,-112.000000000001,-47.99999999998139,-87.99999999999919,-125.0,-175.00000000000293,-188.9999999999947,-205.00000000001074,-111.0000000000042,-253.99999999999866,-159.9999999999935,-243.99999999999977,123.00000000000644,-217.00000000001296,-260.0000000000158,31.000000000003247,-224.99999999999432,153.9999999999875,31.999999999987594,301.00000000000193,81.9999999999932,-36.0000000000027,-15.999999999993797,,-1742.0000000000257
2018.06.11,-42.0000000000087,-143.99999999998857,-248.00000000000378,-153.99999999999636,-257.0000000000072,-184.99999999999073,-275.000000000003,-219.99999999999886,-265.0000000000041,-213.99999999999199,-276.9999999999939,180.0000000000024,-357.00000000002774,-289.0000000000059,-103.99999999999298,-435.0000000000023,79.99999999999119,60.99999999999994,397.00000000000557,25.999999999992696,-65.00000000000395,-45.99999999999049,,-2833.000000000019
2018.06.11,-21.00000000000435,-127.99999999999478,-231.0000000000034,-135.99999999999568,-246.00000000000176,-141.99999999999767,-236.00000000001398,-227.00000000000387,-192.99999999999872,-190.99999999999673,-248.99999999999923,180.99999999999784,-314.0000000000214,-182.0000000000155,-109.99999999998789,-391.9999999999959,-11.00000000000545,65.99999999998829,322.00000000000273,-36.999999999998145,-116.00000000000499,-53.999999999998494,,-2647.0000000000496
2018.06.11,-4.999999999999449,-154.99999999999403,-302.0000000000023,-149.0000000000009,-255.00000000000523,-147.99999999999258,-287.000000000015,-258.0000000000098,-243.99999999999977,-212.00000000000108,-246.00000000000176,216.0000000000051,-365.0000000000091,-287.000000000015,-148.99999999999915,-489.0000000000043,17.999999999984695,146.99999999998602,400.99999999999625,-1.0000000000065512,-53.999999999998494,-86.99999999999264,,-2911.0000000000755
