date,GBPUSD,USDCAD,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,empty,sum
2016.05.02,-116.99999999998934,-156.00000000000057,-45.99999999999049,-101.00000000000664,-21.999999999999797,0.0,-226.00000000001506,-102.00000000000209,-148.99999999999915,-93.99999999999409,-123.00000000000466,-91.99999999999875,,-1228.0000000000005
2016.05.02,-72.99999999998974,-123.00000000000644,-146.99999999998602,-218.00000000000708,-33.000000000005244,109.99999999998522,-229.99999999999687,-255.00000000000523,-113.00000000000753,-181.00000000000892,-186.00000000000705,-218.00000000000352,,-1667.0000000000382
2016.05.02,-117.99999999999588,-107.00000000001265,-205.99999999999508,-334.00000000000097,-29.000000000001247,233.99999999998045,-126.0000000000039,-321.0000000000157,-97.9999999999981,-273.9999999999965,-452.0000000000124,-539.0000000000015,,-2370.000000000053
2016.05.02,-88.99999999998354,-34.000000000000696,-207.00000000000162,-329.999999999997,-7.0000000000014495,661.0000000000014,9.999999999998899,-248.00000000000378,-95.00000000000064,-258.0000000000027,-416.000000000011,-508.0000000000098,,-1521.0000000000118
2016.05.02,-211.99999999998997,-76.0000000000094,-180.99999999998673,-384.00000000000654,19.999999999997797,324.99999999998863,11.999999999989797,-329.00000000000153,-96.99999999999153,-378.00000000001165,-397.00000000000557,-515.0000000000006,,-2212.0000000000273
2016.05.02,-164.99999999999292,-119.00000000000244,-192.99999999999872,-351.0000000000013,-1.0000000000065512,316.0000000000025,11.999999999989797,-306.00000000000625,-133.00000000000534,-320.00000000000915,-292.0000000000016,-420.0000000000017,,-1972.0000000000337
2016.05.02,-293.99999999999426,-181.00000000000892,-204.00000000000418,-384.00000000000654,17.999999999995797,353.999999999985,-7.0000000000014495,-280.0000000000136,-178.00000000001148,-327.99999999999494,-361.0000000000042,-442.99999999999784,,-2288.0000000000564
2016.05.02,-314.99999999999864,-209.00000000001472,-234.99999999998522,-368.00000000000165,-12.999999999996348,215.0000000000034,22.999999999995246,-233.00000000001654,-109.00000000000354,-313.00000000000773,-352.00000000000387,-418.99999999999693,,-2328.000000000027
2016.05.02,-290.9999999999968,-225.00000000000853,-229.99999999999687,-336.9999999999984,12.000000000000899,602.9999999999802,0.0,-126.0000000000039,-144.99999999999514,-234.00000000000088,-455.0000000000125,-481.9999999999993,,-1910.0000000000312
2016.05.02,-352.9999999999811,-242.00000000000887,-236.99999999999832,-313.00000000000773,9.00000000000345,614.0000000000043,25.999999999992696,-46.0000000000127,-102.00000000000209,-164.00000000000858,-409.000000000006,-427.99999999999727,,-1645.0000000000223
2016.05.02,-349.99999999998363,-239.99999999999577,-234.99999999998522,-311.00000000000574,34.99999999999615,645.9999999999866,45.99999999999049,-30.0000000000189,-110.99999999999443,-157.00000000000713,-409.000000000006,-420.0000000000017,,-1536.0000000000255
2016.05.02,-309.99999999998806,-225.00000000000853,-239.99999999999577,-333.0000000000055,43.999999999999595,667.0000000000016,15.999999999993797,-36.0000000000138,-154.0000000000097,-181.9999999999933,-422.00000000001125,-415.00000000000625,,-1590.0000000000373
2016.05.02,-304.9999999999997,-221.00000000000452,-238.0000000000049,-297.00000000000284,36.0000000000027,727.0000000000039,-17.000000000000348,32.999999999994145,-174.99999999999181,-131.99999999999878,-476.0000000000133,-436.9999999999976,,-1502.0000000000132
