date,GBPCHF,EURCHF,empty,sum
2019.08.06,-1021.0000000000052,-83.00000000001084,,-1104.0000000000161
2019.08.06,-846.9999999999977,-34.000000000000696,,-880.9999999999984
2019.08.06,-829.0000000000131,-24.000000000001798,,-853.0000000000149
2019.08.06,-781.0000000000094,-102.00000000000209,,-883.0000000000115
2019.08.06,-624.0000000000023,-39.00000000001125,,-663.0000000000135
2019.08.06,-700.0000000000117,-104.00000000001519,,-804.000000000027
2019.08.06,-591.0000000000082,-23.00000000001745,,-614.0000000000257
2019.08.06,-750.0000000000063,-53.00000000001415,,-803.0000000000203
2019.08.06,-632.0000000000103,-8.000000000008,,-640.0000000000183
2019.08.06,-626.0000000000155,5.999999999994898,,-620.0000000000206
2019.08.06,-409.99999999999926,6.999999999979245,,-403.00000000002
2019.08.06,-539.0000000000006,-59.000000000009045,,-598.0000000000097
2019.08.06,-392.00000000001455,-20.000000000020002,,-412.00000000003456
2019.08.06,-470.00000000001484,-129.00000000000134,,-599.0000000000161
2019.08.06,-453.0000000000145,-132.00000000002098,,-585.0000000000355
2019.08.06,-236.99999999999832,-106.00000000000608,,-343.00000000000443
2019.08.06,-246.99999999999721,-101.00000000001774,,-348.00000000001495
2019.08.06,-397.0000000000029,-66.00000000001049,,-463.0000000000134
2019.08.06,-433.0000000000167,-86.0000000000083,,-519.000000000025
2019.08.06,-322.00000000000006,-88.0000000000214,,-410.0000000000215
2019.08.06,-331.0000000000146,-92.00000000000318,,-423.0000000000178
2019.08.06,-300.00000000001137,-60.000000000015596,,-360.00000000002694
2019.08.06,-162.00000000001768,28.999999999990145,,-133.00000000002754
2019.08.06,51.000000000001044,101.99999999997988,,152.99999999998093
2019.08.06,21.999999999988695,86.99999999999264,,108.99999999998133
2019.08.06,-157.00000000000713,136.99999999998712,,-20.00000000002001
2019.08.06,-433.0000000000167,139.00000000000023,,-294.0000000000165
2019.08.06,-348.9999999999993,261.9999999999845,,-87.00000000001484
2019.08.06,-499.000000000005,181.9999999999933,,-317.0000000000117
2019.08.06,-537.0000000000097,78.99999999998464,,-458.000000000025
2019.08.06,-523.0000000000068,98.99999999998244,,-424.0000000000244
2019.08.06,-546.000000000002,109.99999999998789,,-436.00000000001415
2019.08.06,-445.0000000000065,165.9999999999995,,-279.000000000007
2019.08.06,-466.00000000001086,155.99999999997837,,-310.0000000000325
2019.08.06,-391.000000000008,152.99999999998093,,-238.0000000000271
2019.08.06,-401.00000000000693,98.99999999998244,,-302.0000000000245
2019.08.06,-436.9999999999985,100.99999999999554,,-336.00000000000296
2019.08.06,-426.00000000001523,70.99999999999883,,-355.00000000001637
2019.08.07,-472.00000000000574,140.99999999999113,,-331.0000000000146
2019.08.07,-418.0000000000073,92.99999999998754,,-325.0000000000197
2019.08.07,-510.00000000001046,4.999999999988347,,-505.0000000000221
2019.08.07,-493.0000000000101,20.999999999982144,,-472.00000000002797
2019.08.07,-461.0000000000003,76.99999999999375,,-384.00000000000654
2019.08.07,-424.00000000000216,86.99999999999264,,-337.00000000000955
2019.08.07,-385.00000000001313,85.99999999998609,,-299.00000000002706
2019.08.07,-334.00000000001205,98.99999999998244,,-235.00000000002962
2019.08.07,-385.99999999999744,83.9999999999952,,-302.0000000000023
2019.08.07,-463.9999999999977,14.999999999987246,,-449.00000000001046
2019.08.07,-562.0000000000181,6.999999999979245,,-555.0000000000389
2019.08.07,-489.0000000000061,89.99999999999008,,-399.00000000001603
2019.08.07,-601.000000000007,96.99999999999153,,-504.0000000000155
2019.08.07,-517.9999999999962,170.99999999998784,,-347.0000000000084
2019.08.07,-502.00000000000244,153.9999999999875,,-348.00000000001495
2019.08.07,-433.0000000000167,139.00000000000023,,-294.0000000000165
2019.08.07,-387.000000000004,208.99999999999253,,-178.00000000001145
2019.08.07,-445.0000000000065,158.99999999999804,,-286.0000000000084
2019.08.07,-567.0000000000064,101.99999999997988,,-465.0000000000265
2019.08.07,-507.9999999999973,70.99999999999883,,-436.9999999999985
2019.08.07,-307.99999999999716,45.99999999999049,,-262.00000000000665
2019.08.07,-223.00000000001762,200.99999999998454,,-22.000000000033083
2019.08.07,-321.0000000000157,190.99999999998562,,-130.00000000003007
2019.08.07,-435.0000000000076,164.99999999999292,,-270.00000000001467
2019.08.07,-336.00000000000296,255.99999999998957,,-80.00000000001339
2019.08.07,-331.999999999999,233.99999999997868,,-98.0000000000203
2019.08.07,-223.00000000001762,263.99999999999756,,40.999999999979934
2019.08.07,-382.0000000000157,234.99999999998522,,-147.00000000003047
2019.08.07,-466.00000000001086,107.99999999999699,,-358.00000000001387
2019.08.07,-684.000000000018,20.999999999982144,,-663.0000000000358
2019.08.07,-747.0000000000088,26.999999999999247,,-720.0000000000095
2019.08.07,-883.0000000000116,-2.0000000000131024,,-885.0000000000247
2019.08.07,-1035.0000000000082,-126.0000000000039,,-1161.000000000012
2019.08.07,-929.000000000002,-42.0000000000087,,-971.0000000000107
2019.08.07,-890.9999999999974,42.999999999993044,,-848.0000000000043
2019.08.07,-906.0000000000068,-90.00000000001229,,-996.0000000000191
2019.08.07,-995.9999999999969,-124.00000000001299,,-1120.00000000001
2019.08.07,-1143.0000000000052,-173.00000000000094,,-1316.0000000000061
2019.08.07,-1211.0000000000066,-295.0000000000008,,-1506.0000000000073
2019.08.07,-1065.0000000000048,-162.00000000001768,,-1227.0000000000225
2019.08.07,-1090.0000000000132,-141.00000000001333,,-1231.0000000000266
2019.08.07,-937.00000000001,-87.00000000001484,,-1024.0000000000248
2019.08.07,-894.000000000017,-66.00000000001049,,-960.0000000000275
2019.08.07,-937.00000000001,-68.00000000000139,,-1005.0000000000114
2019.08.07,-907.0000000000133,-71.00000000002105,,-978.0000000000343
2019.08.07,-773.0000000000015,-10.000000000021103,,-783.0000000000226
2019.08.07,-782.000000000016,-19.00000000001345,,-801.0000000000294
2019.08.07,-762.0000000000182,-43.00000000001525,,-805.0000000000334
2019.08.08,-812.999999999997,-45.000000000006146,,-858.0000000000032
2019.08.08,-846.9999999999977,-67.00000000001705,,-914.0000000000148
2019.08.08,-809.9999999999997,-34.000000000000696,,-844.0000000000003
2019.08.08,-816.0000000000167,-31.000000000003247,,-847.00000000002
2019.08.08,-687.0000000000153,27.999999999983594,,-659.0000000000317
2019.08.08,-829.9999999999974,-31.000000000003247,,-861.0000000000007
2019.08.08,-814.0000000000036,-23.00000000001745,,-837.0000000000211
2019.08.08,-744.0000000000114,1.999999999990898,,-742.0000000000205
2019.08.08,-741.0000000000139,12.999999999996348,,-728.0000000000175
2019.08.08,-547.0000000000086,46.999999999997044,,-500.0000000000116
2019.08.08,-550.000000000006,103.99999999999298,,-446.0000000000131
2019.08.08,-490.999999999997,38.99999999998904,,-452.00000000000796
2019.08.08,-478.0000000000006,75.99999999998718,,-402.0000000000134
2019.08.08,-513.0000000000078,96.99999999999153,,-416.0000000000163
2019.08.08,-530.0000000000082,88.99999999998354,,-441.00000000002467
2019.08.08,-567.0000000000064,93.99999999999409,,-473.0000000000123
2019.08.08,-582.0000000000158,57.99999999998029,,-524.0000000000355
2019.08.08,-547.0000000000086,103.99999999999298,,-443.0000000000157
2019.08.08,-584.0000000000067,35.999999999991594,,-548.0000000000151
2019.08.08,-582.0000000000158,30.999999999981043,,-551.0000000000348
2019.08.08,-480.00000000001376,68.99999999998573,,-411.000000000028
2019.08.08,-516.0000000000053,98.99999999998244,,-417.0000000000229
2019.08.08,-669.0000000000085,74.99999999998064,,-594.0000000000279
2019.08.08,-651.0000000000016,71.99999999998319,,-579.0000000000184
2019.08.08,-522.0000000000002,85.99999999998609,,-436.00000000001415
2019.08.08,-584.0000000000067,80.99999999999774,,-503.000000000009
2019.08.08,-600.0000000000006,76.99999999999375,,-523.0000000000068
2019.08.08,-575.0000000000144,58.99999999998684,,-516.0000000000276
2019.08.08,-740.0000000000073,-41.000000000002146,,-781.0000000000094
2019.08.08,-679.0000000000074,-75.00000000000284,,-754.0000000000102
2019.08.08,-638.0000000000052,-29.00000000001235,,-667.0000000000176
2019.08.08,-852.0000000000083,147.99999999999258,,-704.0000000000157
2019.08.08,-817.000000000001,130.99999999999224,,-686.0000000000088
2019.08.08,-587.0000000000042,263.99999999999756,,-323.00000000000665
2019.08.08,-677.0000000000165,200.99999999998454,,-476.00000000003195
2019.08.08,-556.0000000000009,236.99999999999832,,-319.0000000000026
2019.08.08,-736.0000000000033,154.99999999999403,,-581.0000000000093
2019.08.08,-829.9999999999974,22.999999999995246,,-807.0000000000022
2019.08.08,-720.0000000000095,80.99999999999774,,-639.0000000000118
2019.08.08,-733.0000000000059,78.99999999998464,,-654.0000000000213
2019.08.08,-689.0000000000063,38.99999999998904,,-650.0000000000172
2019.08.08,-778.9999999999964,-17.000000000000348,,-795.9999999999967
2019.08.08,-782.000000000016,-160.00000000000458,,-942.0000000000206
2019.08.08,-863.0000000000138,-186.0000000000195,,-1049.0000000000332
2019.08.08,-873.0000000000126,-206.00000000001728,,-1079.00000000003
2019.08.08,-889.0000000000065,-246.00000000001288,,-1135.0000000000193
2019.08.08,-846.0000000000134,-240.00000000001796,,-1086.0000000000314
2019.08.08,-947.000000000009,-284.00000000001756,,-1231.0000000000266
2019.08.09,-963.0000000000027,-286.00000000000847,,-1249.0000000000111
2019.08.09,-992.0000000000151,-298.00000000002046,,-1290.0000000000355
2019.08.09,-970.0000000000042,-315.0000000000208,,-1285.000000000025
2019.08.09,-914.0000000000148,-302.0000000000023,,-1216.000000000017
2019.08.09,-958.0000000000144,-318.00000000001825,,-1276.0000000000327
2019.08.09,-910.0000000000108,-304.9999999999997,,-1215.0000000000105
2019.08.09,-838.0000000000055,-243.99999999999977,,-1082.0000000000052
2019.08.09,-928.0000000000177,-230.00000000001907,,-1158.0000000000368
2019.08.09,-955.0000000000169,-249.00000000001032,,-1204.0000000000273
2019.08.09,-980.0000000000031,-239.00000000001143,,-1219.0000000000146
2019.08.09,-984.000000000007,-241.00000000000233,,-1225.0000000000093
2019.08.09,-990.000000000002,-240.00000000001796,,-1230.00000000002
2019.08.09,-1004.0000000000049,-252.0000000000078,,-1256.0000000000127
2019.08.09,-1004.0000000000049,-242.00000000000887,,-1246.0000000000136
2019.08.09,-1028.0000000000066,-250.00000000001688,,-1278.0000000000234
2019.08.09,-997.0000000000034,-225.00000000000853,,-1222.0000000000118
2019.08.09,-939.0000000000009,-221.00000000000452,,-1160.0000000000055
2019.08.09,-947.000000000009,-217.0000000000005,,-1164.0000000000095
2019.08.09,-930.0000000000086,-283.000000000011,,-1213.0000000000196
2019.08.09,-985.999999999998,-254.00000000002086,,-1240.0000000000189
2019.08.09,-1014.0000000000038,-239.00000000001143,,-1253.0000000000152
2019.08.09,-883.0000000000116,-164.00000000000858,,-1047.0000000000202
2019.08.09,-1077.0000000000168,-218.00000000000708,,-1295.0000000000239
2019.08.09,-1144.0000000000116,-207.00000000000162,,-1351.0000000000132
2019.08.09,-1347.0000000000093,-263.00000000001324,,-1610.0000000000225
2019.08.09,-1340.000000000008,-248.00000000000378,,-1588.0000000000118
2019.08.09,-1540.000000000008,-275.000000000003,,-1815.000000000011
2019.08.09,-1523.0000000000077,-236.00000000001398,,-1759.0000000000218
2019.08.09,-1827.000000000001,-300.00000000001137,,-2127.0000000000123
2019.08.09,-1696.0000000000086,-245.0000000000063,,-1941.000000000015
2019.08.09,-1832.0000000000114,-313.00000000000773,,-2145.000000000019
2019.08.09,-1801.0000000000082,-359.0000000000204,,-2160.0000000000286
2019.08.09,-1765.0000000000166,-346.0000000000019,,-2111.0000000000186
2019.08.09,-1666.9999999999964,-250.00000000001688,,-1917.0000000000132
2019.08.09,-1699.0000000000061,-344.00000000001097,,-2043.000000000017
2019.08.09,-1585.9999999999986,-194.0000000000053,,-1780.0000000000039
2019.08.09,-1730.0000000000093,-253.00000000001432,,-1983.0000000000236
2019.08.09,-1839.9999999999973,-288.0000000000216,,-2128.000000000019
2019.08.09,-1927.9999999999964,-296.0000000000074,,-2224.0000000000036
2019.08.09,-1810.0000000000005,-254.00000000002086,,-2064.0000000000214
2019.08.09,-1775.0000000000155,-220.00000000002018,,-1995.0000000000357
2019.08.09,-1768.9999999999984,-214.00000000000307,,-1983.0000000000014
2019.08.09,-1949.0000000000007,-301.0000000000179,,-2250.0000000000186
2019.08.09,-1988.000000000012,-304.9999999999997,,-2293.000000000012
2019.08.09,-2049.000000000012,-287.000000000015,,-2336.000000000027
2019.08.09,-2182.0000000000173,-288.0000000000216,,-2470.000000000039
2019.08.09,-2127.0000000000123,-291.00000000001904,,-2418.0000000000314
2019.08.09,-2245.000000000008,-342.00000000002007,,-2587.000000000028
