date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.25,-90.0000000000012,-8.999999999992347,-35.999999999991594,-164.99999999999204,-43.999999999999595,-12.999999999996348,0.0,-278.00000000000045,0.0,-28.000000000005798,-75.00000000000284,-2.999999999997449,-8.99999999998613,-15.00000000000945,-292.00000000000335,-32.999999999994145,0.0,-146.0000000000008,-1.9999999999953388,-19.00000000000235,0.0,-90.99999999999665,,-1347.999999999968
2018.06.25,-85.99999999999719,107.99999999999699,-18.0000000000069,-112.99999999999955,-34.99999999998504,-9.999999999998899,26.999999999999247,-229.00000000001253,82.99999999999841,59.99999999999339,-73.99999999999629,23.00000000000635,163.0000000000109,133.99999999998968,-335.00000000001864,1.0000000000065512,46.999999999997044,-99.00000000000375,8.000000000009777,-18.0000000000069,40.00000000000669,-90.99999999999665,,-414.0000000000072
2018.06.25,-53.999999999998494,143.00000000000423,-45.99999999999049,-78.99999999999352,-85.99999999998609,-13.999999999991797,9.999999999998899,-223.00000000001762,161.99999999999193,12.000000000000899,-70.99999999999883,29.999999999996696,194.99999999999318,192.99999999999872,-424.00000000000216,19.999999999997797,112.000000000001,-87.99999999999386,27.000000000001023,2.000000000002,19.00000000000235,-123.00000000000644,,-282.99999999999056
2018.06.25,-35.999999999991594,-167.00000000000603,-56.99999999999594,-92.99999999998931,-90.99999999999665,-26.999999999999247,39.00000000000014,-188.00000000001037,197.9999999999933,14.999999999998348,-82.99999999999974,19.999999999997797,-109.00000000000887,-41.000000000002146,-426.00000000001523,107.99999999999699,106.00000000000608,-60.000000000002274,60.000000000002274,-4.000000000004,99.00000000000463,-66.99999999999484,,-804.0000000000165
2018.06.25,-10.999999999994348,164.99999999999292,-90.99999999999665,-69.00000000000261,-109.99999999998789,-13.999999999991797,65.99999999999939,-174.00000000000747,174.99999999999716,-20.0000000000089,-92.99999999999864,0.0,176.00000000001614,268.9999999999859,-411.0000000000058,90.00000000001229,87.99999999999919,-73.99999999999807,49.000000000006594,4.999999999999449,121.99999999999989,-80.99999999999774,,57.000000000019
2018.06.25,-34.99999999999615,112.000000000001,-52.000000000007596,-92.99999999998931,-144.99999999999514,-14.999999999998348,31.999999999998696,-165.9999999999995,192.99999999999784,-26.000000000003798,-53.999999999998494,26.000000000003798,183.9999999999975,295.99999999998516,-390.0000000000015,36.0000000000138,110.99999999999443,-87.99999999999386,37.9999999999967,68.00000000000139,130.0000000000079,-103.00000000000864,,59.00000000000591
2018.06.25,-79.99999999999119,24.000000000001798,26.999999999999247,-87.99999999999386,-222.99999999999542,-100.99999999999554,-26.000000000003798,-167.00000000000603,12.000000000000455,-57.00000000000705,-49.99999999999449,-68.99999999999685,-155.00000000000114,241.99999999998667,-511.000000000017,43.999999999999595,93.99999999999409,-78.99999999999352,-131.00000000000023,12.000000000000899,82.00000000000429,-143.00000000000423,,-1343.0000000000134
2018.06.25,-34.99999999999615,5.999999999994898,22.999999999995246,151.00000000001046,-282.9999999999888,-186.99999999999272,-53.999999999998494,-110.00000000001009,-88.00000000000807,-109.00000000000354,-34.000000000000696,16.0000000000049,-284.9999999999966,322.9999999999844,-633.0000000000168,181.00000000000892,78.00000000000028,206.00000000000307,-243.99999999999977,-58.000000000002494,109.99999999999899,-31.000000000003247,,-1057.0000000000161
2018.06.25,-43.999999999999595,35.999999999991594,56.99999999999594,174.99999999999716,-252.99999999999213,-200.99999999999562,-53.00000000000304,-82.00000000000429,-152.00000000000102,-91.00000000000774,8.000000000008,50.0000000000056,-400.0000000000057,345.99999999997965,-670.000000000015,214.00000000000307,158.0000000000137,243.0000000000092,-316.99999999999307,-94.00000000000519,97.00000000000264,-32.0000000000098,,-1005.0000000000258
2018.06.25,-14.999999999998348,62.000000000006494,29.999999999996696,299.99999999999716,-256.99999999999613,-170.99999999999892,-75.9999999999983,-87.99999999999919,-193.00000000001205,-102.00000000000209,46.999999999997044,53.00000000000304,-436.9999999999834,357.99999999999164,-636.0000000000143,214.00000000000307,201.00000000000674,317.0000000000073,-356.9999999999993,-67.00000000000594,58.000000000002494,-85.00000000000173,,-843.9999999999981
