date,AUDUSD,NZDUSD,NZDCHF,EURNZD,NZDJPY,AUDCAD,empty,sum
2018.10.08,-63.99999999999739,-48.99999999999905,-127.99999999999478,-25.00000000000835,-45.000000000001705,-64.0000000000085,,-375.0000000000098
2018.10.08,-63.99999999999739,-49.99999999999449,-100.99999999999554,56.99999999999594,-40.99999999999682,-57.00000000000705,,-255.99999999999537
2018.10.08,-32.999999999994145,-68.00000000000139,-91.99999999999208,-2.999999999997449,-49.99999999999716,-34.000000000000696,,-279.9999999999829
2018.10.08,-24.000000000001798,-47.9999999999925,-74.99999999999174,68.00000000000139,-0.999999999990564,-36.0000000000027,,-115.99999999997789
2018.10.08,-4.999999999999449,-10.999999999994348,-37.99999999999359,158.99999999999804,28.000000000005798,-23.00000000000635,,110.0000000000101
2018.10.08,-10.999999999994348,7.9999999999968985,4.000000000004,201.00000000000674,51.00000000000193,-21.999999999999797,,231.00000000001543
2018.10.08,-43.999999999999595,-3.999999999992898,-7.9999999999968985,191.00000000000784,-22.999999999996135,-43.00000000000415,,69.00000000001816
2018.10.08,9.999999999998899,53.999999999998494,43.00000000000415,360.9999999999891,33.00000000000125,-8.000000000008,,492.99999999998386
2018.10.08,-41.000000000002146,55.000000000005045,14.999999999998348,279.99999999999136,-31.999999999996476,-97.00000000000264,,179.9999999999935
2018.10.08,-59.99999999999339,17.000000000000348,-29.000000000001247,174.00000000000747,-37.9999999999967,-123.00000000000644,,-58.99999999998995
2018.10.08,-39.00000000000014,39.00000000000014,-12.000000000000899,221.99999999998886,-4.9999999999954525,-97.00000000000264,,107.99999999998985
2018.10.08,18.0000000000069,68.00000000000139,21.999999999999797,239.99999999999577,38.000000000010914,-72.0000000000054,,314.0000000000094
2018.10.08,-41.9999999999976,9.999999999998899,-9.999999999998899,69.9999999999923,-54.000000000002046,-170.99999999999892,,-197.00000000000625
2018.10.08,-37.99999999999359,-12.999999999996348,-14.999999999998348,-22.0000000000109,-71.99999999998852,-233.00000000000543,,-392.9999999999932
2018.10.08,-66.99999999999484,-32.999999999994145,-29.000000000001247,-60.99999999999994,-86.99999999998909,-261.0000000000001,,-537.9999999999793
2018.10.08,-78.99999999999574,-41.000000000002146,-41.9999999999976,-107.00000000001265,-94.99999999999886,-275.000000000003,,-639.00000000001
2018.10.08,-102.00000000000209,-83.9999999999952,-82.99999999999974,-200.00000000000017,-143.99999999999125,-297.9999999999983,,-910.9999999999867
2018.10.08,-73.99999999999629,-64.99999999999284,-78.00000000000028,-229.00000000001253,-104.99999999998977,-299.00000000000483,,-849.9999999999966
2018.10.08,-107.99999999999699,-73.99999999999629,-76.99999999999375,-266.999999999995,-91.99999999999875,-326.0000000000041,,-943.9999999999849
2018.10.08,-65.99999999999939,-44.99999999999504,-49.99999999999449,-242.00000000000887,-73.99999999999807,-351.0000000000013,,-827.9999999999972
2018.10.08,-81.9999999999932,-60.99999999999994,-48.99999999999905,-329.00000000000153,-73.99999999999807,-397.99999999999835,,-992.99999999999
2018.10.08,-15.999999999993797,-19.00000000000235,-14.999999999998348,-259.0000000000092,-36.000000000001364,-322.00000000000006,,-667.0000000000051
2018.10.08,62.000000000006494,4.000000000004,-44.99999999999504,-391.9999999999924,46.00000000000648,-289.0000000000059,,-613.9999999999764
2018.10.08,-17.000000000000348,-86.99999999999264,-137.9999999999937,-768.9999999999975,96.00000000000364,-422.00000000000017,,-1336.9999999999807
2018.10.08,-46.999999999997044,-93.99999999999409,-134.99999999999625,-774.000000000008,184.0000000000117,-434.000000000001,,-1299.9999999999848
2018.10.08,-68.00000000000139,-119.99999999999788,-178.00000000000037,-866.9999999999956,132.000000000005,-517.0000000000008,,-1617.999999999991
2018.10.08,-81.9999999999932,-122.99999999999534,-230.99999999999233,-899.0000000000053,114.00000000000432,-536.0000000000032,,-1756.999999999985
2018.10.08,-92.99999999999864,-121.99999999999989,-239.99999999999577,-968.9999999999976,146.0000000000008,-523.0000000000068,,-1800.9999999999977
2018.10.08,-127.99999999999478,-131.99999999999878,-247.99999999999267,-1048.0000000000045,117.00000000000443,-546.000000000002,,-1984.9999999999884
2018.10.08,-190.00000000000128,-151.00000000000114,-258.9999999999981,-951.000000000013,96.00000000000364,-570.9999999999993,,-2026.000000000009
2018.10.08,-185.99999999999727,-146.00000000000168,-261.0000000000001,-961.9999999999961,96.00000000000364,-567.0000000000064,,-2025.999999999998
2018.10.08,-119.00000000000244,-83.9999999999952,-229.99999999999687,-899.0000000000053,152.00000000000102,-516.0000000000053,,-1696.0000000000045
2018.10.08,-104.99999999999955,-95.99999999999609,-251.99999999999667,-1004.0000000000049,186.00000000000705,-451.0000000000014,,-1721.9999999999916
2018.10.08,-168.00000000000148,-119.00000000000244,-273.000000000001,-968.9999999999976,227.00000000000387,-473.0000000000012,,-1775.0
2018.10.08,-241.00000000000233,-152.99999999999204,-273.000000000001,-917.0000000000123,192.00000000000728,-497.000000000003,,-1889.0000000000034
2018.10.08,-217.0000000000005,-141.99999999999767,-234.99999999999633,-831.000000000004,240.99999999999966,-475.0000000000032,,-1659.0000000000023
2018.10.08,-151.9999999999966,-49.99999999999449,-166.99999999999494,-693.0000000000102,356.00000000000875,-391.000000000008,,-1096.9999999999957
2018.10.08,-125.99999999999278,-34.99999999999615,-170.99999999999892,-669.0000000000085,368.9999999999998,-399.0000000000049,,-1031.0000000000014
2018.10.08,-156.00000000000057,-61.999999999995396,-187.9999999999993,-719.000000000003,408.00000000000125,-390.0000000000015,,-1106.9999999999984
2018.10.08,-164.99999999999292,-80.99999999999774,-195.9999999999962,-720.9999999999939,414.0000000000015,-382.00000000000455,,-1130.9999999999836
2018.10.08,-146.00000000000168,-76.99999999999375,-196.99999999999162,-798.9999999999942,475.0000000000085,-351.0000000000013,,-1094.999999999974
2018.10.08,-234.99999999999633,-107.00000000000153,-182.99999999999983,-734.9999999999968,463.99999999999864,-392.9999999999989,,-1188.9999999999948
2018.10.08,-275.99999999999847,-147.99999999999258,-196.99999999999162,-733.0000000000059,370.00000000000455,-416.00000000000523,,-1399.9999999999893
2018.10.08,-268.0000000000016,-141.00000000000225,-214.99999999999852,-722.0000000000005,353.00000000000864,-436.9999999999985,,-1429.9999999999927
2018.10.08,-266.999999999995,-144.99999999999514,-214.99999999999852,-734.9999999999968,314.9999999999977,-433.0000000000056,,-1479.9999999999934
2018.10.08,-276.9999999999939,-158.0000000000026,-208.99999999999253,-707.9999999999975,251.00000000000477,-419.00000000000273,,-1519.9999999999843
2018.10.08,-276.9999999999939,-151.9999999999966,-197.99999999999818,-699.0000000000052,230.00000000000398,-428.00000000000614,,-1523.9999999999961
2018.10.08,-266.999999999995,-156.00000000000057,-204.99999999999963,-747.9999999999931,179.00000000000205,-441.0000000000025,,-1637.9999999999886
2018.10.09,-266.999999999995,-281.99999999999335,-331.999999999999,-1168.9999999999977,64.00000000000716,-446.00000000000193,,-2431.9999999999795
2018.10.09,-273.9999999999965,-161.99999999999548,-222.99999999999542,-787.0000000000043,198.0000000000075,-426.00000000000415,,-1673.9999999999884
2018.10.09,-280.00000000000244,-147.99999999999258,-220.99999999999343,-717.000000000012,218.00000000000352,-419.00000000000273,,-1566.9999999999995
