date,AUDUSD,NZDUSD,NZDCHF,EURNZD,NZDJPY,AUDCAD,empty,sum
2018.10.08,-46.999999999997044,-32.999999999994145,-95.00000000000064,73.99999999999629,-24.00000000000091,-16.0000000000049,,-141.00000000000134
2018.10.08,4.999999999999449,-21.999999999999797,-13.999999999991797,79.00000000000685,-12.999999999991019,24.000000000001798,,59.00000000002549
2018.10.08,-17.999999999995797,-43.999999999999595,-73.00000000000084,70.99999999999883,10.000000000005116,-21.999999999999797,,-75.9999999999921
2018.10.08,-0.999999999995449,-9.999999999998899,-34.000000000000696,164.00000000000858,29.000000000010573,-16.0000000000049,,132.0000000000192
2018.10.08,39.00000000000014,52.000000000007596,46.00000000000159,310.9999999999946,94.99999999999886,39.00000000000014,,582.0000000000028
2018.10.08,-9.00000000000345,7.9999999999968985,6.0000000000060005,207.00000000000162,51.00000000000193,-19.999999999997797,,243.00000000000523
2018.10.08,21.00000000000435,63.00000000000195,48.000000000003595,377.0000000000051,50.00000000001137,2.999999999997449,,562.0000000000239
2018.10.08,36.999999999998145,121.00000000000443,104.99999999999955,475.99999999998755,100.00000000000853,3.999999999992898,,842.9999999999912
2018.10.08,-26.999999999999247,84.0000000000063,41.000000000002146,347.0000000000084,3.0000000000001137,-75.9999999999983,,372.00000000001944
2018.10.08,-29.999999999996696,41.000000000002146,-5.999999999994898,241.00000000000233,3.0000000000001137,-89.00000000000574,,160.00000000000725
2018.10.08,29.000000000001247,72.0000000000054,26.000000000003798,239.99999999999577,46.00000000000648,-63.00000000000195,,350.00000000001074
2018.10.08,41.000000000002146,80.99999999999774,34.000000000000696,285.00000000000193,45.000000000001705,-52.000000000007596,,433.9999999999966
2018.10.08,-24.999999999997247,14.999999999998348,4.999999999999449,78.00000000000028,-42.999999999992156,-157.00000000000713,,-126.99999999999845
2018.10.08,-36.999999999998145,-9.999999999998899,-13.999999999991797,-21.00000000000435,-71.99999999998852,-230.000000000008,,-383.99999999998965
2018.10.08,-64.99999999999284,-29.000000000001247,-26.999999999999247,-52.99999999999194,-83.99999999998897,-260.00000000000466,,-517.9999999999789
2018.10.08,-44.99999999999504,-30.999999999992145,-35.999999999991594,-96.99999999999153,-87.99999999999386,-236.99999999999832,,-533.9999999999625
2018.10.08,-44.99999999999504,-48.99999999999905,-71.99999999999429,-168.99999999999693,-85.99999999999852,-239.0000000000003,,-659.9999999999842
2018.10.08,-65.99999999999939,-61.999999999995396,-71.99999999999429,-195.9999999999962,-82.99999999999841,-294.00000000000534,,-772.9999999999891
2018.10.08,-64.99999999999284,-41.9999999999976,-39.00000000000014,-205.99999999999508,-72.99999999999329,-297.9999999999983,,-722.9999999999773
