date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,AUDCHF,EURAUD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.08.13,-4.000000000004,-29.999999999996696,-30.999999999992145,-31.000000000003247,0.0,-296.0000000000065,-39.00000000000014,-227.99999999998377,-163.0000000000109,-58.000000000006935,-36.0000000000027,,-916.000000000007
2018.08.13,55.000000000005045,-175.99999999999838,62.000000000006494,33.9999999999896,90.99999999999665,-301.00000000000193,78.00000000000028,-24.999999999986144,-236.0000000000042,54.000000000002046,-18.0000000000069,,-381.99999999999744
2018.08.13,100.99999999999554,-154.99999999999403,31.000000000003247,82.99999999999974,156.00000000000057,-433.00000000000693,89.00000000000574,-129.00000000000134,-393.0000000000007,112.99999999999955,-29.000000000001247,,-565.9999999999999
2018.08.13,252.0000000000078,-174.99999999999181,97.00000000000264,155.99999999998948,273.9999999999965,-406.0000000000059,123.00000000000644,-146.99999999998602,-322.00000000000273,201.99999999999818,36.999999999998145,,91.00000000001265
2018.08.13,258.99999999998704,-234.99999999998522,163.00000000000205,215.99999999999397,276.9999999999939,-430.0000000000068,180.0000000000024,-85.99999999998609,-382.000000000005,292.99999999999216,90.0000000000012,,344.99999999998965
2018.08.13,165.9999999999995,-198.99999999999363,111.00000000000554,175.99999999999838,371.99999999999454,-358.0000000000041,229.00000000000142,-84.99999999997954,-368.9999999999998,263.9999999999958,75.9999999999983,,383.0000000000164
2018.08.13,99.99999999998899,-130.99999999999224,13.00000000000745,82.99999999999974,364.00000000000875,-320.0000000000074,164.00000000000858,-268.9999999999859,-323.0000000000075,174.99999999999716,-4.000000000004,,-147.9999999999864
2018.08.13,69.00000000000794,-143.99999999998857,-29.999999999996696,77.99999999998919,242.00000000000887,-288.0000000000109,84.0000000000063,-228.99999999999034,-308.00000000000693,156.99999999999648,-60.99999999999994,,-429.9999999999846
2018.08.13,58.000000000002494,-90.99999999999665,-39.999999999995595,145.9999999999906,165.9999999999995,-145.00000000001023,78.00000000000028,-212.99999999999653,-154.00000000001057,96.9999999999942,-65.99999999999939,,-164.00000000002188
2018.08.13,22.999999999995246,-92.00000000000318,-117.00000000000044,124.99999999999733,107.99999999999699,-36.000000000001364,-25.999999999992696,-285.99999999998624,-67.00000000000728,-76.99999999999818,-147.00000000000824,,-592.000000000008
2018.08.13,38.0000000000047,-80.99999999999774,-105.99999999999498,158.99999999999804,96.00000000000719,-37.00000000000614,-26.999999999999247,-237.99999999998266,9.000000000000341,-48.00000000000182,-128.00000000000588,,-362.9999999999782
2018.08.13,87.99999999999919,-43.999999999999595,-85.99999999999719,153.99999999999858,34.000000000000696,-52.00000000000671,-78.00000000000028,-278.9999999999848,42.999999999992156,-52.99999999999727,-75.9999999999983,,-348.9999999999935
2018.08.13,96.99999999999153,-29.999999999996696,-61.999999999995396,172.99999999998983,66.99999999999484,-9.000000000000341,-64.99999999999284,-275.9999999999874,94.99999999999886,-37.00000000000614,-57.00000000000705,,-104.0000000000108
2018.08.13,146.00000000000168,-99.99999999998899,-34.99999999999615,155.99999999998948,87.00000000001484,-75.00000000000284,-24.999999999997247,-215.99999999999397,0.0,-34.99999999999659,-57.00000000000705,,-153.99999999997684
2018.08.13,99.99999999998899,-80.99999999999774,-78.00000000000028,111.99999999998988,72.0000000000054,-13.00000000000523,-27.999999999994696,-226.99999999999943,45.99999999999227,-118.99999999999977,-96.00000000000719,,-312.00000000002785
2018.08.13,95.00000000000064,-22.999999999995246,-110.99999999999443,48.99999999999905,-48.000000000003595,-36.000000000001364,-102.00000000000209,-203.99999999998198,91.99999999999875,-204.9999999999983,-106.00000000000608,,-598.9999999999847
2018.08.13,109.00000000000354,-133.99999999998968,-96.99999999999153,63.99999999999739,-34.000000000000696,-275.0000000000057,-105.99999999999498,-256.99999999999613,-101.0000000000133,-168.99999999999693,-97.9999999999981,,-1097.9999999999861
2018.08.13,96.00000000000719,-146.99999999998602,-75.9999999999983,88.99999999999464,83.00000000001084,-118.00000000000921,-63.00000000000195,-312.00000000000114,-71.00000000001216,-88.00000000000807,-141.99999999999767,,-749.0000000000018
2018.08.13,106.99999999999044,-151.9999999999966,13.00000000000745,94.99999999998954,161.99999999999548,-87.0000000000033,50.0000000000056,-215.99999999999397,-78.00000000000296,-76.99999999999818,-36.999999999998145,,-220.00000000000466
2018.08.13,26.999999999999247,-173.99999999998528,20.0000000000089,132.99999999999423,346.0000000000019,-47.000000000011255,124.00000000000189,-272.99999999998994,-125.0,-13.999999999995794,-40.00000000000669,,-22.99999999998282
2018.08.13,7.0000000000014495,-167.9999999999904,21.999999999999797,138.99999999998914,226.00000000001506,-3.0000000000001137,107.00000000000153,-266.999999999995,-71.00000000001216,-36.000000000001364,-23.00000000000635,,-66.9999999999984
2018.08.13,-66.00000000001049,-68.99999999998573,-63.99999999999739,85.99999999999719,182.99999999999983,106.99999999999932,85.00000000000173,-159.99999999998238,20.999999999986585,-115.99999999999966,-91.00000000000774,,-83.99999999999876
2018.08.13,-107.00000000001265,-56.99999999999594,-69.9999999999923,59.99999999999339,175.99999999999838,33.999999999991815,77.00000000000485,-195.9999999999962,-2.0000000000095497,-158.00000000000125,-64.0000000000085,,-307.00000000002797
2018.08.13,117.99999999999588,-81.9999999999821,-47.9999999999925,118.99999999999133,234.00000000000088,-37.00000000000614,75.9999999999983,-239.99999999999577,-69.00000000000261,-7.000000000005002,-87.00000000000374,,-23.000000000001435
2018.08.13,15.999999999993797,-109.00000000000354,-110.99999999999443,83.9999999999952,266.0000000000107,-38.000000000010914,45.000000000006146,-359.99999999998255,-128.0000000000001,16.000000000005343,-148.0000000000037,,-466.9999999999841
2018.08.13,38.99999999998904,-160.99999999998892,-61.999999999995396,85.99999999999719,317.0000000000117,-34.000000000006025,70.99999999999883,-340.9999999999913,-140.00000000000057,-10.000000000005116,-161.00000000000003,,-395.99999999999056
2018.08.13,56.99999999999594,-165.9999999999995,-45.99999999999049,92.99999999999864,304.00000000001535,-14.000000000010004,92.99999999999864,-288.99999999998374,-106.99999999999932,0.0,-141.00000000000225,,-215.99999999997672
2018.08.13,43.999999999999595,-129.00000000000134,-49.99999999999449,89.99999999999008,249.99999999999466,-55.00000000000682,74.00000000000739,-261.0000000000001,-103.00000000000864,7.000000000005002,-70.99999999999883,,-204.0000000000135
2018.08.13,41.000000000002146,-105.99999999998388,-47.9999999999925,67.9999999999903,202.9999999999976,-34.000000000006025,70.0000000000034,-201.99999999999108,-109.00000000000887,-13.999999999995794,-100.00000000000009,,-230.9999999999848
2018.08.13,38.99999999998904,-203.99999999998198,-121.99999999999989,57.99999999999139,195.9999999999962,-376.0000000000048,-21.999999999999797,-465.99999999998863,-388.00000000000523,-54.000000000002046,-157.00000000000713,,-1496.0000000000127
2018.08.13,160.00000000000458,-176.99999999998272,-63.99999999999739,68.99999999999685,382.0000000000157,-417.0000000000016,63.00000000000195,-479.99999999999153,-441.0000000000025,75.9999999999934,-109.99999999999899,,-938.9999999999623
2018.08.13,201.99999999999108,-236.99999999999832,9.00000000000345,114.99999999999844,496.00000000000756,-468.0000000000035,138.00000000000477,-492.9999999999879,-471.00000000000364,230.00000000000398,-58.99999999999794,,-537.9999999999822
2018.08.13,231.99999999998778,-285.00000000000193,60.00000000000449,135.99999999999167,568.9999999999973,-526.0000000000105,151.00000000000114,-547.999999999993,-526.0000000000105,302.99999999999727,-48.000000000003595,,-482.00000000003973
